interval,day,week,classifier,score
81,Thursday,14,person,0.975873
82,Thursday,14,person,0.401312
32,Friday,14,person,0.354344
32,Friday,14,person,0.5
62,Friday,14,person,0.354344
56,Friday,14,person,0.598688
30,Friday,14,person,0.28905
84,Friday,14,person,0.268941
35,Friday,14,person,0.331812
28,Friday,14,person,0.983697
28,Friday,14,person,0.377541
43,Friday,14,person,0.425557
29,Friday,14,person,0.450166
64,Friday,14,person,0.999447
46,Friday,14,person,0.310026
43,Friday,14,person,0.310026
33,Friday,14,person,0.310026
28,Friday,14,person,0.908877
65,Friday,14,person,0.28905
29,Friday,14,person,0.524979
30,Friday,14,person,0.28905
93,Friday,14,person,0.930862
66,Friday,14,person,0.937027
67,Friday,14,person,0.645656
67,Friday,14,person,0.354344
68,Friday,14,person,0.310026
40,Friday,14,person,0.574443
67,Friday,14,person,0.802184
68,Friday,14,person,0.668188
69,Friday,14,person,0.354344
74,Friday,14,person,0.425557
68,Friday,14,person,0.450166
68,Friday,14,person,0.450166
34,Friday,14,person,0.28905
67,Friday,14,person,0.549834
67,Friday,14,person,0.425557
44,Friday,14,person,0.401312
21,Saturday,14,person,0.331812
56,Friday,14,person,0.268941
60,Friday,14,person,0.310026
69,Friday,14,person,0.645656
70,Friday,14,person,0.985226
70,Friday,14,person,0.450166
45,Saturday,14,person,0.689974
30,Saturday,14,person,0.999389
36,Saturday,14,person,0.377541
46,Saturday,14,person,0.998167
86,Friday,14,person,0.731059
71,Friday,14,person,0.310026
67,Friday,14,person,0.645656
67,Friday,14,person,0.900249
68,Friday,14,person,0.598688
48,Saturday,14,person,0.731059
93,Friday,14,person,0.310026
48,Saturday,14,person,0.268941
48,Saturday,14,person,0.401312
74,Friday,14,person,0.524979
40,Saturday,14,person,0.994514
49,Saturday,14,person,0.268941
50,Saturday,14,person,0.475021
42,Saturday,14,person,0.999389
84,Friday,14,person,0.310026
67,Friday,14,person,0.890903
68,Friday,14,person,0.475021
52,Saturday,14,person,0.377541
52,Saturday,14,person,0.645656
41,Saturday,14,person,0.268941
52,Saturday,14,person,0.331812
68,Friday,14,person,0.28905
86,Friday,14,person,0.549834
44,Saturday,14,person,0.354344
40,Saturday,14,person,0.450166
45,Saturday,14,person,0.401312
55,Saturday,14,person,0.401312
29,Saturday,14,person,0.997975
45,Saturday,14,person,0.377541
45,Saturday,14,person,0.475021
70,Friday,14,person,0.377541
47,Saturday,14,person,0.956893
58,Saturday,14,person,0.858149
44,Saturday,14,person,0.475021
46,Saturday,14,person,0.310026
49,Saturday,14,person,0.978119
33,Saturday,14,person,0.310026
60,Saturday,14,person,0.377541
49,Saturday,14,person,0.978119
60,Saturday,14,person,0.268941
47,Saturday,14,person,0.5
50,Saturday,14,person,0.817574
47,Saturday,14,person,0.869892
72,Friday,14,person,0.310026
50,Saturday,14,person,0.310026
60,Saturday,14,person,0.377541
60,Saturday,14,person,0.310026
50,Saturday,14,person,0.377541
29,Saturday,14,person,0.331812
48,Saturday,14,person,0.574443
51,Saturday,14,person,0.998641
48,Saturday,14,person,0.354344
32,Saturday,14,person,0.377541
50,Saturday,14,person,0.668188
50,Saturday,14,person,0.978119
51,Saturday,14,person,0.310026
51,Saturday,14,person,0.450166
50,Saturday,14,person,0.310026
50,Saturday,14,person,0.401312
50,Saturday,14,person,0.524979
52,Saturday,14,person,0.450166
51,Saturday,14,person,0.998993
69,Saturday,14,person,0.622459
52,Saturday,14,person,0.377541
51,Saturday,14,person,0.28905
50,Saturday,14,person,0.450166
51,Saturday,14,person,0.310026
52,Saturday,14,person,0.5
52,Saturday,14,person,0.689974
40,Saturday,14,person,0.268941
53,Saturday,14,person,0.731059
52,Saturday,14,person,0.401312
29,Saturday,14,person,0.354344
52,Saturday,14,person,0.574443
58,Saturday,14,person,0.310026
71,Saturday,14,person,0.425557
53,Saturday,14,person,0.947846
46,Saturday,14,person,0.268941
59,Saturday,14,person,0.689974
52,Saturday,14,person,0.377541
58,Saturday,14,person,0.401312
60,Saturday,14,person,0.331812
47,Saturday,14,person,0.99593
60,Saturday,14,person,0.998887
60,Saturday,14,person,0.622459
43,Saturday,14,person,0.970688
47,Saturday,14,person,0.996665
58,Saturday,14,person,0.990987
58,Saturday,14,person,0.475021
44,Saturday,14,person,0.710949
59,Saturday,14,person,0.450166
32,Saturday,14,person,0.28905
58,Saturday,14,person,0.947846
79,Saturday,14,person,0.768525
60,Saturday,14,person,0.622459
62,Saturday,14,person,0.731059
58,Saturday,14,person,0.450166
44,Saturday,14,person,0.900249
82,Saturday,14,person,0.817574
60,Saturday,14,person,0.5
48,Saturday,14,person,0.858149
67,Saturday,14,person,0.354344
61,Saturday,14,person,0.689974
60,Saturday,14,person,0.475021
49,Saturday,14,person,0.549834
64,Saturday,14,person,0.331812
62,Saturday,14,person,0.331812
50,Saturday,14,person,0.377541
85,Saturday,14,person,0.890903
65,Saturday,14,person,0.475021
61,Saturday,14,person,0.28905
66,Saturday,14,person,0.997527
50,Saturday,14,person,0.331812
38,Saturday,14,person,0.310026
66,Saturday,14,person,0.964429
65,Saturday,14,person,0.268941
68,Saturday,14,person,0.930862
68,Saturday,14,person,0.817574
51,Saturday,14,person,0.999089
65,Saturday,14,person,0.845535
46,Saturday,14,person,0.99593
51,Saturday,14,person,0.475021
62,Saturday,14,person,0.354344
66,Saturday,14,person,0.982014
48,Saturday,14,person,0.524979
70,Saturday,14,person,0.817574
66,Saturday,14,person,0.377541
7,Sunday,15,person,0.310026
50,Saturday,14,person,0.331812
53,Saturday,14,person,0.377541
66,Saturday,14,person,0.997268
71,Saturday,14,person,0.524979
66,Saturday,14,person,0.960834
54,Saturday,14,person,0.268941
51,Saturday,14,person,0.310026
66,Saturday,14,person,0.924142
71,Saturday,14,person,0.970688
45,Saturday,14,person,0.354344
67,Saturday,14,person,0.987872
57,Saturday,14,person,0.331812
52,Saturday,14,person,0.450166
70,Saturday,14,person,0.710949
45,Saturday,14,person,0.425557
29,Sunday,15,person,0.401312
68,Saturday,14,person,0.785835
68,Saturday,14,person,0.890903
53,Saturday,14,person,0.817574
70,Saturday,14,person,0.645656
46,Saturday,14,person,0.354344
30,Sunday,15,person,0.354344
74,Saturday,14,person,0.268941
59,Saturday,14,person,0.401312
70,Saturday,14,person,0.331812
75,Saturday,14,person,0.645656
59,Saturday,14,person,0.845535
72,Saturday,14,person,0.310026
68,Saturday,14,person,0.450166
70,Saturday,14,person,0.450166
60,Saturday,14,person,0.5
46,Saturday,14,person,0.999389
76,Saturday,14,person,0.956893
48,Saturday,14,person,0.996316
64,Saturday,14,person,0.549834
60,Saturday,14,person,0.598688
72,Saturday,14,person,0.832018
48,Saturday,14,person,0.268941
68,Saturday,14,person,0.268941
77,Saturday,14,person,0.549834
60,Saturday,14,person,0.331812
79,Saturday,14,person,0.645656
41,Sunday,15,person,0.28905
71,Saturday,14,person,0.549834
69,Saturday,14,person,0.731059
68,Saturday,14,person,0.985226
42,Sunday,15,person,0.268941
78,Saturday,14,person,0.28905
48,Saturday,14,person,0.622459
79,Saturday,14,person,0.942676
60,Saturday,14,person,0.268941
79,Saturday,14,person,0.952574
69,Saturday,14,person,0.982014
71,Saturday,14,person,0.710949
71,Saturday,14,person,0.998499
79,Saturday,14,person,0.989013
50,Saturday,14,person,0.524979
66,Saturday,14,person,0.524979
51,Saturday,14,person,0.450166
72,Saturday,14,person,0.845535
79,Saturday,14,person,0.817574
66,Saturday,14,person,0.880797
80,Saturday,14,person,0.401312
79,Saturday,14,person,0.450166
75,Saturday,14,person,0.425557
73,Saturday,14,person,0.331812
68,Saturday,14,person,0.992608
76,Saturday,14,person,0.5
80,Saturday,14,person,0.645656
80,Saturday,14,person,0.549834
79,Saturday,14,person,0.995033
80,Saturday,14,person,0.99593
80,Saturday,14,person,0.475021
75,Saturday,14,person,0.858149
77,Saturday,14,person,0.354344
58,Saturday,14,person,0.28905
84,Saturday,14,person,0.731059
76,Saturday,14,person,0.960834
51,Sunday,15,person,0.268941
83,Saturday,14,person,0.450166
84,Saturday,14,person,0.268941
80,Saturday,14,person,0.331812
51,Sunday,15,person,0.331812
81,Saturday,14,person,0.549834
52,Sunday,15,person,0.785835
58,Saturday,14,person,0.998771
69,Saturday,14,person,0.310026
60,Saturday,14,person,0.475021
83,Saturday,14,person,0.992608
2,Sunday,15,person,0.5
79,Saturday,14,person,0.802184
66,Saturday,14,person,0.710949
70,Saturday,14,person,0.960834
52,Sunday,15,person,0.990048
82,Saturday,14,person,0.880797
91,Saturday,14,person,0.450166
79,Saturday,14,person,0.5
71,Saturday,14,person,0.768525
53,Sunday,15,person,0.574443
84,Saturday,14,person,0.28905
82,Saturday,14,person,0.832018
80,Saturday,14,person,0.377541
66,Saturday,14,person,0.999089
55,Sunday,15,person,0.930862
91,Saturday,14,person,0.908877
91,Saturday,14,person,0.425557
75,Saturday,14,person,0.995033
67,Saturday,14,person,0.952574
79,Saturday,14,person,0.710949
90,Saturday,14,person,0.524979
80,Saturday,14,person,0.524979
67,Saturday,14,person,0.354344
91,Saturday,14,person,0.668188
67,Saturday,14,person,0.916827
92,Saturday,14,person,0.354344
58,Sunday,15,person,0.998993
79,Saturday,14,person,0.401312
82,Saturday,14,person,0.475021
91,Saturday,14,person,0.622459
0,Sunday,15,person,0.331812
84,Saturday,14,person,0.425557
27,Sunday,15,person,0.310026
84,Saturday,14,person,0.99593
4,Sunday,15,person,0.401312
84,Saturday,14,person,0.99593
58,Sunday,15,person,0.598688
68,Saturday,14,person,0.268941
19,Sunday,15,person,0.425557
30,Sunday,15,person,0.28905
68,Saturday,14,person,0.268941
58,Sunday,15,person,0.28905
92,Saturday,14,person,0.785835
26,Sunday,15,person,0.354344
30,Sunday,15,person,0.268941
70,Sunday,15,person,0.450166
30,Sunday,15,person,0.310026
69,Saturday,14,person,0.973403
33,Sunday,15,person,0.28905
27,Sunday,15,person,0.310026
70,Saturday,14,person,0.985226
24,Sunday,15,person,0.817574
91,Saturday,14,person,0.28905
36,Sunday,15,person,0.354344
75,Sunday,15,person,0.268941
25,Sunday,15,person,0.574443
70,Saturday,14,person,0.731059
76,Sunday,15,person,0.993307
39,Sunday,15,person,0.999447
71,Saturday,14,person,0.978119
71,Saturday,14,person,0.985226
36,Sunday,15,person,0.900249
24,Sunday,15,person,0.331812
43,Sunday,15,person,0.28905
30,Sunday,15,person,0.331812
36,Sunday,15,person,0.268941
38,Sunday,15,person,0.28905
77,Sunday,15,person,0.524979
34,Sunday,15,person,0.331812
74,Saturday,14,person,0.425557
38,Sunday,15,person,0.331812
40,Sunday,15,person,0.991837
74,Saturday,14,person,0.425557
44,Sunday,15,person,0.645656
41,Sunday,15,person,0.845535
77,Sunday,15,person,0.549834
74,Saturday,14,person,0.937027
42,Sunday,15,person,0.996982
77,Sunday,15,person,0.768525
29,Sunday,15,person,0.331812
79,Sunday,15,person,0.401312
75,Saturday,14,person,0.524979
29,Sunday,15,person,0.475021
44,Sunday,15,person,0.982014
34,Sunday,15,person,0.524979
40,Sunday,15,person,0.28905
40,Sunday,15,person,0.622459
79,Saturday,14,person,0.768525
52,Sunday,15,person,0.310026
46,Sunday,15,person,0.524979
41,Sunday,15,person,0.997762
42,Sunday,15,person,0.354344
41,Sunday,15,person,0.785835
42,Sunday,15,person,0.425557
80,Saturday,14,person,0.475021
42,Sunday,15,person,0.524979
42,Sunday,15,person,0.668188
42,Sunday,15,person,0.997762
81,Sunday,15,person,0.28905
48,Sunday,15,person,0.268941
80,Saturday,14,person,0.768525
43,Sunday,15,person,0.28905
44,Sunday,15,person,0.598688
45,Sunday,15,person,0.964429
51,Sunday,15,person,0.310026
44,Sunday,15,person,0.785835
86,Sunday,15,person,0.622459
50,Sunday,15,person,0.450166
56,Sunday,15,person,0.377541
46,Sunday,15,person,0.956893
46,Sunday,15,person,0.622459
42,Sunday,15,person,0.75026
57,Sunday,15,person,0.858149
51,Sunday,15,person,0.924142
50,Sunday,15,person,0.900249
92,Saturday,14,person,0.524979
57,Sunday,15,person,0.268941
58,Sunday,15,person,0.731059
42,Sunday,15,person,0.425557
42,Sunday,15,person,0.475021
51,Sunday,15,person,0.832018
4,Sunday,15,person,0.994514
45,Sunday,15,person,0.598688
55,Sunday,15,person,0.598688
46,Sunday,15,person,0.354344
58,Sunday,15,person,0.992608
56,Sunday,15,person,0.999547
57,Sunday,15,person,0.549834
53,Sunday,15,person,0.710949
32,Monday,15,person,0.524979
49,Sunday,15,person,0.986613
53,Sunday,15,person,0.310026
51,Sunday,15,person,0.354344
29,Sunday,15,person,0.331812
32,Monday,15,person,0.98016
33,Sunday,15,person,0.310026
58,Sunday,15,person,0.5
37,Sunday,15,person,0.331812
71,Sunday,15,person,0.5
37,Sunday,15,person,0.268941
54,Sunday,15,person,0.549834
56,Sunday,15,person,0.574443
33,Monday,15,person,0.998887
38,Sunday,15,person,0.310026
57,Sunday,15,person,0.869892
57,Sunday,15,person,0.268941
71,Sunday,15,person,0.924142
53,Sunday,15,person,0.900249
36,Monday,15,person,0.28905
57,Sunday,15,person,0.5
38,Monday,15,person,0.960834
77,Sunday,15,person,0.598688
55,Sunday,15,person,0.28905
81,Sunday,15,person,0.331812
50,Sunday,15,person,0.5
83,Sunday,15,person,0.574443
76,Sunday,15,person,0.377541
71,Sunday,15,person,0.310026
56,Sunday,15,person,0.28905
57,Sunday,15,person,0.574443
57,Sunday,15,person,0.942676
58,Sunday,15,person,0.802184
53,Sunday,15,person,0.817574
53,Sunday,15,person,0.475021
58,Sunday,15,person,0.982014
45,Monday,15,person,0.973403
45,Monday,15,person,0.999089
53,Sunday,15,person,0.331812
84,Sunday,15,person,0.890903
70,Sunday,15,person,0.549834
58,Sunday,15,person,0.832018
71,Sunday,15,person,0.354344
59,Sunday,15,person,0.802184
72,Sunday,15,person,0.354344
73,Sunday,15,person,0.354344
88,Sunday,15,person,0.310026
54,Sunday,15,person,0.996316
73,Sunday,15,person,0.401312
56,Sunday,15,person,0.377541
45,Monday,15,person,0.425557
74,Sunday,15,person,0.268941
48,Monday,15,person,0.99593
52,Monday,15,person,0.524979
68,Monday,15,person,0.731059
70,Sunday,15,person,0.574443
76,Sunday,15,person,0.964429
73,Sunday,15,person,0.574443
71,Monday,15,person,0.5
77,Sunday,15,person,0.310026
73,Sunday,15,person,0.645656
72,Monday,15,person,0.995033
74,Monday,15,person,0.973403
78,Sunday,15,person,0.5
85,Sunday,15,person,0.475021
76,Sunday,15,person,0.785835
30,Monday,15,person,0.998887
77,Monday,15,person,0.956893
80,Sunday,15,person,0.377541
35,Monday,15,person,0.401312
76,Sunday,15,person,0.549834
35,Monday,15,person,0.832018
36,Monday,15,person,0.952574
85,Sunday,15,person,0.475021
85,Sunday,15,person,0.28905
35,Monday,15,person,0.916827
77,Sunday,15,person,0.75026
78,Monday,15,person,0.331812
78,Sunday,15,person,0.549834
80,Monday,15,person,0.998771
38,Monday,15,person,0.998499
39,Monday,15,person,0.998641
81,Monday,15,person,0.28905
36,Monday,15,person,0.524979
35,Monday,15,person,0.354344
86,Sunday,15,person,0.377541
36,Monday,15,person,0.268941
36,Monday,15,person,0.832018
45,Monday,15,person,0.689974
79,Sunday,15,person,0.401312
36,Monday,15,person,0.998167
86,Sunday,15,person,0.450166
27,Monday,15,person,0.952574
81,Sunday,15,person,0.574443
38,Monday,15,person,0.880797
48,Monday,15,person,0.268941
28,Monday,15,person,0.425557
44,Monday,15,person,0.377541
51,Monday,15,person,0.964429
29,Tuesday,15,person,0.689974
36,Tuesday,15,person,0.450166
44,Monday,15,person,0.987872
38,Monday,15,person,0.377541
48,Monday,15,person,0.5
56,Monday,15,person,0.908877
56,Monday,15,person,0.832018
32,Monday,15,person,0.916827
57,Monday,15,person,0.970688
36,Tuesday,15,person,0.710949
27,Monday,15,person,0.268941
30,Monday,15,person,0.973403
59,Monday,15,person,0.268941
35,Monday,15,person,0.331812
35,Monday,15,person,0.622459
35,Monday,15,person,0.900249
54,Monday,15,person,0.310026
35,Monday,15,person,0.952574
64,Monday,15,person,0.668188
36,Monday,15,person,0.999389
57,Monday,15,person,0.973403
50,Tuesday,15,person,0.268941
36,Monday,15,person,0.930862
88,Sunday,15,person,0.450166
57,Monday,15,person,0.999089
68,Monday,15,person,0.689974
38,Monday,15,person,0.999089
44,Monday,15,person,0.900249
72,Monday,15,person,0.967705
58,Tuesday,15,person,0.845535
71,Monday,15,person,0.858149
45,Monday,15,person,0.425557
65,Tuesday,15,person,0.354344
37,Monday,15,person,0.997762
35,Monday,15,person,0.425557
37,Monday,15,person,0.998641
35,Monday,15,person,0.354344
45,Monday,15,person,0.310026
48,Monday,15,person,0.731059
75,Monday,15,person,0.331812
72,Monday,15,person,0.973403
48,Monday,15,person,0.268941
38,Monday,15,person,0.890903
80,Monday,15,person,0.425557
35,Monday,15,person,0.75026
54,Monday,15,person,0.268941
72,Monday,15,person,0.937027
58,Monday,15,person,0.916827
72,Monday,15,person,0.986613
36,Monday,15,person,0.598688
72,Tuesday,15,person,0.993307
36,Monday,15,person,0.668188
80,Monday,15,person,0.995504
73,Tuesday,15,person,0.310026
78,Tuesday,15,person,0.549834
72,Monday,15,person,0.900249
79,Tuesday,15,person,0.354344
72,Monday,15,person,0.990987
37,Monday,15,person,0.947846
39,Monday,15,person,0.9995
72,Monday,15,person,0.942676
80,Tuesday,15,person,0.622459
45,Monday,15,person,0.710949
72,Monday,15,person,0.970688
71,Monday,15,person,0.983697
81,Monday,15,person,0.994514
80,Tuesday,15,person,0.28905
45,Monday,15,person,0.937027
72,Monday,15,person,0.942676
89,Monday,15,person,0.5
75,Monday,15,person,0.377541
30,Tuesday,15,person,0.622459
74,Monday,15,person,0.975873
48,Monday,15,person,0.310026
30,Tuesday,15,person,0.268941
92,Monday,15,person,0.990987
75,Monday,15,person,0.985226
75,Monday,15,person,0.401312
35,Tuesday,15,person,0.689974
33,Tuesday,15,person,0.880797
41,Tuesday,15,person,0.598688
88,Tuesday,15,person,0.310026
39,Tuesday,15,person,0.997762
59,Monday,15,person,0.268941
92,Tuesday,15,person,0.310026
93,Monday,15,person,0.310026
92,Tuesday,15,person,0.598688
80,Monday,15,person,0.731059
5,Wednesday,15,person,0.845535
80,Monday,15,person,0.973403
63,Monday,15,person,0.999389
62,Monday,15,person,0.785835
28,Tuesday,15,person,0.377541
42,Tuesday,15,person,0.425557
42,Tuesday,15,person,0.354344
81,Monday,15,person,0.975873
72,Monday,15,person,0.992608
73,Monday,15,person,0.99394
42,Tuesday,15,person,0.549834
6,Wednesday,15,person,0.310026
68,Monday,15,person,0.598688
73,Monday,15,person,0.710949
43,Tuesday,15,person,0.710949
42,Tuesday,15,person,0.858149
29,Tuesday,15,person,0.354344
36,Tuesday,15,person,0.858149
30,Tuesday,15,person,0.268941
50,Tuesday,15,person,0.598688
74,Monday,15,person,0.689974
32,Tuesday,15,person,0.268941
22,Wednesday,15,person,0.310026
29,Wednesday,15,person,0.401312
51,Tuesday,15,person,0.817574
75,Monday,15,person,0.268941
51,Tuesday,15,person,0.689974
47,Tuesday,15,person,0.645656
92,Monday,15,person,0.425557
34,Tuesday,15,person,0.832018
50,Tuesday,15,person,0.524979
28,Tuesday,15,person,0.354344
77,Monday,15,person,0.999389
36,Tuesday,15,person,0.668188
29,Tuesday,15,person,0.645656
50,Tuesday,15,person,0.310026
50,Tuesday,15,person,0.475021
80,Monday,15,person,0.999089
50,Tuesday,15,person,0.268941
35,Wednesday,15,person,0.978119
35,Wednesday,15,person,0.731059
35,Wednesday,15,person,0.900249
42,Tuesday,15,person,0.5
80,Monday,15,person,0.998641
37,Wednesday,15,person,0.890903
57,Tuesday,15,person,0.645656
51,Tuesday,15,person,0.354344
88,Monday,15,person,0.450166
37,Wednesday,15,person,0.574443
48,Tuesday,15,person,0.995504
55,Tuesday,15,person,0.973403
63,Tuesday,15,person,0.354344
38,Tuesday,15,person,0.908877
55,Tuesday,15,person,0.983697
57,Tuesday,15,person,0.731059
90,Monday,15,person,0.310026
57,Tuesday,15,person,0.869892
29,Tuesday,15,person,0.475021
41,Tuesday,15,person,0.268941
55,Tuesday,15,person,0.967705
55,Tuesday,15,person,0.930862
55,Tuesday,15,person,0.450166
57,Tuesday,15,person,0.995504
66,Tuesday,15,person,0.598688
37,Wednesday,15,person,0.942676
38,Wednesday,15,person,0.574443
28,Tuesday,15,person,0.5
28,Tuesday,15,person,0.997527
41,Tuesday,15,person,0.996982
48,Tuesday,15,person,0.268941
42,Tuesday,15,person,0.310026
70,Tuesday,15,person,0.880797
38,Wednesday,15,person,0.998887
29,Tuesday,15,person,0.710949
50,Tuesday,15,person,0.28905
55,Tuesday,15,person,0.268941
56,Tuesday,15,person,0.28905
39,Wednesday,15,person,0.960834
70,Tuesday,15,person,0.354344
72,Tuesday,15,person,0.401312
36,Tuesday,15,person,0.817574
39,Wednesday,15,person,0.993307
40,Wednesday,15,person,0.574443
36,Tuesday,15,person,0.645656
55,Tuesday,15,person,0.908877
57,Tuesday,15,person,0.956893
57,Tuesday,15,person,0.978119
36,Tuesday,15,person,0.9995
72,Tuesday,15,person,0.947846
56,Tuesday,15,person,0.377541
73,Tuesday,15,person,0.645656
37,Tuesday,15,person,0.401312
56,Tuesday,15,person,0.845535
71,Tuesday,15,person,0.908877
70,Tuesday,15,person,0.880797
73,Tuesday,15,person,0.869892
48,Wednesday,15,person,0.960834
57,Tuesday,15,person,0.983697
74,Tuesday,15,person,0.991837
71,Tuesday,15,person,0.916827
74,Tuesday,15,person,0.964429
58,Tuesday,15,person,0.425557
48,Wednesday,15,person,0.377541
74,Tuesday,15,person,0.989013
73,Tuesday,15,person,0.802184
75,Tuesday,15,person,0.989013
73,Tuesday,15,person,0.964429
48,Wednesday,15,person,0.768525
75,Tuesday,15,person,0.967705
81,Tuesday,15,person,0.331812
75,Tuesday,15,person,0.377541
75,Tuesday,15,person,0.731059
73,Tuesday,15,person,0.997762
68,Tuesday,15,person,0.710949
81,Tuesday,15,person,0.802184
75,Tuesday,15,person,0.377541
77,Tuesday,15,person,0.28905
92,Tuesday,15,person,0.598688
75,Tuesday,15,person,0.75026
50,Wednesday,15,person,0.998167
74,Tuesday,15,person,0.75026
79,Tuesday,15,person,0.310026
80,Tuesday,15,person,0.268941
75,Tuesday,15,person,0.930862
80,Tuesday,15,person,0.268941
53,Tuesday,15,person,0.622459
51,Wednesday,15,person,0.802184
80,Tuesday,15,person,0.869892
52,Wednesday,15,person,0.942676
70,Tuesday,15,person,0.98016
57,Tuesday,15,person,0.990048
75,Tuesday,15,person,0.354344
75,Tuesday,15,person,0.956893
71,Tuesday,15,person,0.947846
52,Wednesday,15,person,0.880797
71,Tuesday,15,person,0.450166
57,Tuesday,15,person,0.995504
72,Tuesday,15,person,0.802184
79,Tuesday,15,person,0.268941
78,Tuesday,15,person,0.331812
77,Tuesday,15,person,0.668188
80,Tuesday,15,person,0.401312
71,Tuesday,15,person,0.425557
79,Tuesday,15,person,0.817574
80,Tuesday,15,person,0.28905
78,Tuesday,15,person,0.401312
74,Tuesday,15,person,0.890903
80,Tuesday,15,person,0.310026
80,Tuesday,15,person,0.475021
78,Tuesday,15,person,0.401312
80,Tuesday,15,person,0.524979
6,Wednesday,15,person,0.268941
33,Wednesday,15,person,0.900249
80,Tuesday,15,person,0.401312
65,Tuesday,15,person,0.549834
74,Tuesday,15,person,0.98016
80,Tuesday,15,person,0.331812
37,Wednesday,15,person,0.28905
80,Tuesday,15,person,0.331812
57,Wednesday,15,person,0.947846
75,Tuesday,15,person,0.310026
81,Tuesday,15,person,0.268941
80,Tuesday,15,person,0.475021
80,Tuesday,15,person,0.28905
38,Wednesday,15,person,0.989013
81,Tuesday,15,person,0.999325
88,Tuesday,15,person,0.999176
84,Tuesday,15,person,0.996665
81,Tuesday,15,person,0.401312
92,Tuesday,15,person,0.331812
83,Tuesday,15,person,0.924142
85,Tuesday,15,person,0.995033
91,Tuesday,15,person,0.450166
6,Wednesday,15,person,0.401312
39,Wednesday,15,person,0.731059
82,Tuesday,15,person,0.524979
83,Tuesday,15,person,0.999254
74,Tuesday,15,person,0.354344
75,Tuesday,15,person,0.475021
83,Wednesday,15,person,0.310026
81,Tuesday,15,person,0.28905
92,Tuesday,15,person,0.75026
31,Thursday,15,person,0.710949
75,Tuesday,15,person,0.401312
81,Tuesday,15,person,0.377541
75,Tuesday,15,person,0.475021
39,Wednesday,15,person,0.475021
6,Wednesday,15,person,0.689974
42,Wednesday,15,person,0.75026
88,Tuesday,15,person,0.28905
42,Wednesday,15,person,0.996665
91,Tuesday,15,person,0.377541
92,Tuesday,15,person,0.450166
78,Tuesday,15,person,0.5
92,Tuesday,15,person,0.622459
26,Wednesday,15,person,0.377541
34,Wednesday,15,person,0.999447
92,Tuesday,15,person,0.450166
36,Wednesday,15,person,0.768525
79,Tuesday,15,person,0.645656
92,Tuesday,15,person,0.331812
22,Wednesday,15,person,0.268941
92,Tuesday,15,person,0.377541
92,Tuesday,15,person,0.268941
80,Tuesday,15,person,0.310026
36,Wednesday,15,person,0.524979
37,Wednesday,15,person,0.960834
35,Thursday,15,person,0.310026
80,Tuesday,15,person,0.268941
38,Wednesday,15,person,0.668188
36,Thursday,15,person,0.450166
36,Wednesday,15,person,0.28905
37,Wednesday,15,person,0.978119
51,Wednesday,15,person,0.942676
80,Tuesday,15,person,0.524979
38,Wednesday,15,person,0.993307
37,Thursday,15,person,0.689974
36,Wednesday,15,person,0.908877
51,Wednesday,15,person,0.524979
82,Tuesday,15,person,0.450166
38,Wednesday,15,person,0.992608
37,Thursday,15,person,0.985226
14,Wednesday,15,person,0.310026
38,Wednesday,15,person,0.377541
39,Wednesday,15,person,0.99959
39,Wednesday,15,person,0.995504
30,Wednesday,15,person,0.845535
39,Wednesday,15,person,0.880797
5,Wednesday,15,person,0.802184
82,Tuesday,15,person,0.331812
37,Thursday,15,person,0.973403
37,Thursday,15,person,0.999389
36,Wednesday,15,person,0.710949
38,Thursday,15,person,0.960834
88,Tuesday,15,person,0.310026
39,Wednesday,15,person,0.999176
38,Thursday,15,person,0.268941
51,Wednesday,15,person,0.952574
37,Wednesday,15,person,0.999176
88,Tuesday,15,person,0.998499
37,Wednesday,15,person,0.987872
56,Wednesday,15,person,0.880797
40,Wednesday,15,person,0.997527
37,Wednesday,15,person,0.947846
32,Wednesday,15,person,0.310026
33,Wednesday,15,person,0.28905
37,Wednesday,15,person,0.845535
35,Wednesday,15,person,0.598688
88,Tuesday,15,person,0.991837
56,Wednesday,15,person,0.475021
38,Thursday,15,person,0.268941
35,Wednesday,15,person,0.999447
57,Wednesday,15,person,0.524979
92,Tuesday,15,person,0.450166
40,Wednesday,15,person,0.930862
70,Wednesday,15,person,0.622459
37,Wednesday,15,person,0.450166
36,Wednesday,15,person,0.28905
36,Wednesday,15,person,0.268941
46,Wednesday,15,person,0.990987
41,Wednesday,15,person,0.401312
36,Wednesday,15,person,0.995504
71,Wednesday,15,person,0.331812
92,Tuesday,15,person,0.802184
36,Wednesday,15,person,0.994514
40,Thursday,15,person,0.268941
38,Wednesday,15,person,0.475021
37,Wednesday,15,person,0.268941
40,Thursday,15,person,0.98016
92,Tuesday,15,person,0.268941
36,Wednesday,15,person,0.987872
74,Wednesday,15,person,0.401312
46,Wednesday,15,person,0.710949
47,Wednesday,15,person,0.377541
92,Tuesday,15,person,0.28905
36,Wednesday,15,person,0.832018
41,Wednesday,15,person,0.689974
77,Wednesday,15,person,0.401312
41,Thursday,15,person,0.916827
93,Tuesday,15,person,0.354344
41,Thursday,15,person,0.28905
37,Wednesday,15,person,0.425557
49,Wednesday,15,person,0.998641
48,Wednesday,15,person,0.731059
49,Wednesday,15,person,0.731059
52,Wednesday,15,person,0.983697
38,Wednesday,15,person,0.987872
37,Wednesday,15,person,0.869892
