interval,ampm,day,id
61,PM,Thursday,20160414152028-959-01
61,PM,Thursday,20160414152055-960-01
61,PM,Thursday,20160414152246-961-00
61,PM,Thursday,20160414152709-962-00
62,PM,Thursday,20160414153331-963-01
62,PM,Thursday,20160414153548-964-00
62,PM,Thursday,20160414154132-965-00
62,PM,Thursday,20160414154443-966-01
63,PM,Thursday,20160414155055-967-00
63,PM,Thursday,20160414155127-968-00
63,PM,Thursday,20160414155223-969-00
63,PM,Thursday,20160414155359-970-00
63,PM,Thursday,20160414155520-971-01
63,PM,Thursday,20160414155729-972-01
64,PM,Thursday,20160414160030-973-00
64,PM,Thursday,20160414160631-974-01
64,PM,Thursday,20160414160838-975-00
64,PM,Thursday,20160414161027-976-00
64,PM,Thursday,20160414161238-977-00
65,PM,Thursday,20160414161522-978-00
65,PM,Thursday,20160414161917-979-01
65,PM,Thursday,20160414162104-980-00
65,PM,Thursday,20160414162210-981-00
65,PM,Thursday,20160414162246-982-01
65,PM,Thursday,20160414162337-983-00
65,PM,Thursday,20160414162458-984-00
65,PM,Thursday,20160414162525-985-01
65,PM,Thursday,20160414162631-986-01
65,PM,Thursday,20160414162753-987-00
65,PM,Thursday,20160414162925-988-00
66,PM,Thursday,20160414163034-989-00
66,PM,Thursday,20160414163408-990-01
66,PM,Thursday,20160414163631-991-01
66,PM,Thursday,20160414163852-992-00
67,PM,Thursday,20160414165220-993-00
67,PM,Thursday,20160414165914-994-00
68,PM,Thursday,20160414170159-995-01
68,PM,Thursday,20160414170309-996-01
68,PM,Thursday,20160414170416-997-00
68,PM,Thursday,20160414170506-998-01
68,PM,Thursday,20160414170622-999-00
68,PM,Thursday,20160414170813-1000-00
68,PM,Thursday,20160414170904-1001-00
68,PM,Thursday,20160414171141-1002-01
69,PM,Thursday,20160414172305-1003-01
69,PM,Thursday,20160414172336-1004-01
69,PM,Thursday,20160414172429-1005-01
69,PM,Thursday,20160414172535-1006-00
70,PM,Thursday,20160414173012-1007-01
70,PM,Thursday,20160414173107-1008-00
70,PM,Thursday,20160414173328-1009-01
70,PM,Thursday,20160414173456-1010-00
70,PM,Thursday,20160414173509-1011-01
70,PM,Thursday,20160414173546-1012-01
70,PM,Thursday,20160414173619-1013-00
70,PM,Thursday,20160414173904-1014-00
70,PM,Thursday,20160414173946-1015-01
70,PM,Thursday,20160414174018-1016-01
70,PM,Thursday,20160414174113-1017-00
70,PM,Thursday,20160414174400-1018-01
71,PM,Thursday,20160414174551-1019-01
71,PM,Thursday,20160414174608-1020-01
71,PM,Thursday,20160414174634-1021-00
71,PM,Thursday,20160414174740-1022-01
71,PM,Thursday,20160414174934-1023-01
71,PM,Thursday,20160414175019-1024-00
71,PM,Thursday,20160414175048-1025-00
71,PM,Thursday,20160414175112-1026-00
71,PM,Thursday,20160414175518-1027-00
71,PM,Thursday,20160414175558-1028-00
71,PM,Thursday,20160414175611-1029-00
71,PM,Thursday,20160414175625-1030-00
71,PM,Thursday,20160414175747-1031-00
71,PM,Thursday,20160414175848-1032-01
72,PM,Thursday,20160414180050-1033-00
72,PM,Thursday,20160414180234-1034-00
72,PM,Thursday,20160414180943-1035-00
72,PM,Thursday,20160414181041-1036-01
72,PM,Thursday,20160414181430-1037-00
73,PM,Thursday,20160414181930-1038-01
73,PM,Thursday,20160414182016-1039-01
73,PM,Thursday,20160414182110-1040-00
73,PM,Thursday,20160414182445-1041-00
73,PM,Thursday,20160414182529-1042-00
73,PM,Thursday,20160414182724-1043-00
74,PM,Thursday,20160414183020-1044-01
74,PM,Thursday,20160414183044-1045-00
74,PM,Thursday,20160414183122-1046-00
74,PM,Thursday,20160414183159-1047-01
74,PM,Thursday,20160414183223-1048-01
74,PM,Thursday,20160414183258-1049-01
74,PM,Thursday,20160414183558-1050-00
74,PM,Thursday,20160414183723-1051-01
74,PM,Thursday,20160414184142-1052-00
74,PM,Thursday,20160414184322-1053-00
74,PM,Thursday,20160414184418-1054-01
75,PM,Thursday,20160414184508-1055-01
75,PM,Thursday,20160414184707-1056-01
75,PM,Thursday,20160414185242-1057-01
75,PM,Thursday,20160414185358-1058-01
75,PM,Thursday,20160414185444-1059-01
75,PM,Thursday,20160414185511-1060-01
75,PM,Thursday,20160414185614-1061-00
75,PM,Thursday,20160414185651-1062-01
75,PM,Thursday,20160414185725-1063-00
75,PM,Thursday,20160414185751-1064-01
75,PM,Thursday,20160414185930-1065-00
76,PM,Thursday,20160414190130-1066-00
77,PM,Thursday,20160414191916-1067-01
77,PM,Thursday,20160414192117-1068-01
77,PM,Thursday,20160414192255-1069-01
78,PM,Thursday,20160414193926-1070-00
78,PM,Thursday,20160414194038-1071-01
78,PM,Thursday,20160414194454-1072-00
79,PM,Thursday,20160414194548-1073-01
79,PM,Thursday,20160414194628-1074-01
79,PM,Thursday,20160414194741-1075-01
79,PM,Thursday,20160414194943-1076-00
79,PM,Thursday,20160414195022-1077-01
79,PM,Thursday,20160414195140-1078-01
79,PM,Thursday,20160414195322-1079-01
79,PM,Thursday,20160414195401-1080-00
79,PM,Thursday,20160414195458-1081-01
79,PM,Thursday,20160414195545-1082-00
79,PM,Thursday,20160414195711-1083-01
79,PM,Thursday,20160414195741-1084-01
80,PM,Thursday,20160414200211-1085-00
80,PM,Thursday,20160414200506-1086-00
80,PM,Thursday,20160414200923-1087-01
80,PM,Thursday,20160414201004-1088-00
80,PM,Thursday,20160414201216-1089-00
80,PM,Thursday,20160414201440-1090-00
81,PM,Thursday,20160414201539-1091-01
81,PM,Thursday,20160414201601-1092-00
81,PM,Thursday,20160414201706-1093-00
81,PM,Thursday,20160414201751-1094-00
81,PM,Thursday,20160414201839-1095-01
81,PM,Thursday,20160414202000-1096-00
81,PM,Thursday,20160414202031-1097-00
81,PM,Thursday,20160414202203-1098-01
81,PM,Thursday,20160414202244-1099-00
81,PM,Thursday,20160414202355-1100-00
81,PM,Thursday,20160414202544-1101-01
81,PM,Thursday,20160414202608-1102-01
82,PM,Thursday,20160414203258-1103-01
82,PM,Thursday,20160414204016-1104-00
82,PM,Thursday,20160414204223-1105-00
82,PM,Thursday,20160414204247-1106-01
83,PM,Thursday,20160414204537-1107-00
83,PM,Thursday,20160414204641-1108-01
84,PM,Thursday,20160414210841-1109-00
84,PM,Thursday,20160414211022-1110-01
85,PM,Thursday,20160414211855-1111-01
85,PM,Thursday,20160414211909-1112-01
85,PM,Thursday,20160414212526-1113-01
85,PM,Thursday,20160414212649-1114-01
85,PM,Thursday,20160414212950-1115-00
86,PM,Thursday,20160414213210-1116-01
87,PM,Thursday,20160414214513-1117-01
88,PM,Thursday,20160414221219-1118-01
89,PM,Thursday,20160414222032-1119-01
89,PM,Thursday,20160414222445-1120-00
89,PM,Thursday,20160414222651-1121-00
90,PM,Thursday,20160414223312-1122-01
90,PM,Thursday,20160414223549-1123-01
90,PM,Thursday,20160414223917-1124-00
90,PM,Thursday,20160414223958-1125-01
90,PM,Thursday,20160414224038-1126-01
90,PM,Thursday,20160414224301-1127-01
91,PM,Thursday,20160414224852-1128-00
91,PM,Thursday,20160414225018-1129-00
91,PM,Thursday,20160414225058-1130-00
93,PM,Thursday,20160414231910-1131-00
1,AM,Friday,20160415002540-1132-01
1,AM,Friday,20160415002911-1133-00
1,AM,Friday,20160415002938-1134-01
5,AM,Friday,20160415012526-1135-01
8,AM,Friday,20160415021213-1136-01
8,AM,Friday,20160415021229-1137-00
8,AM,Friday,20160415021244-1138-01
8,AM,Friday,20160415021330-1139-00
25,AM,Friday,20160415062620-1140-00
25,AM,Friday,20160415062720-1141-01
25,AM,Friday,20160415062757-1142-01
25,AM,Friday,20160415062902-1143-01
27,AM,Friday,20160415065625-1144-00
28,AM,Friday,20160415071455-1145-01
29,AM,Friday,20160415072556-1146-00
30,AM,Friday,20160415073220-1147-00
30,AM,Friday,20160415074220-1148-01
30,AM,Friday,20160415074439-1149-01
31,AM,Friday,20160415074548-1150-00
31,AM,Friday,20160415075431-1151-00
31,AM,Friday,20160415075629-1152-00
31,AM,Friday,20160415075649-1153-01
32,AM,Friday,20160415080224-1154-00
32,AM,Friday,20160415080250-1155-01
32,AM,Friday,20160415080416-1156-01
32,AM,Friday,20160415080522-1157-01
32,AM,Friday,20160415080547-1158-01
32,AM,Friday,20160415080719-1159-00
32,AM,Friday,20160415080857-1160-01
32,AM,Friday,20160415081040-1161-00
32,AM,Friday,20160415081143-1162-01
33,AM,Friday,20160415081520-1163-01
33,AM,Friday,20160415081613-1164-01
33,AM,Friday,20160415081632-1165-00
33,AM,Friday,20160415081755-1166-00
33,AM,Friday,20160415081825-1167-00
33,AM,Friday,20160415081902-1168-01
33,AM,Friday,20160415081927-1169-01
34,AM,Friday,20160415083424-1170-01
34,AM,Friday,20160415083600-1171-00
34,AM,Friday,20160415083647-1172-00
34,AM,Friday,20160415083718-1173-01
34,AM,Friday,20160415083734-1174-00
34,AM,Friday,20160415083912-1175-01
34,AM,Friday,20160415083938-1176-01
34,AM,Friday,20160415084411-1177-01
35,AM,Friday,20160415085411-1178-01
35,AM,Friday,20160415085507-1179-00
35,AM,Friday,20160415085526-1180-00
35,AM,Friday,20160415085705-1181-00
35,AM,Friday,20160415085746-1182-00
35,AM,Friday,20160415085801-1183-00
35,AM,Friday,20160415085836-1184-00
36,AM,Friday,20160415090006-1185-00
36,AM,Friday,20160415090020-1186-00
36,AM,Friday,20160415090131-1187-00
36,AM,Friday,20160415090630-1188-00
36,AM,Friday,20160415090731-1189-01
36,AM,Friday,20160415090830-1190-01
36,AM,Friday,20160415090842-1191-01
36,AM,Friday,20160415090942-1192-01
36,AM,Friday,20160415091035-1193-01
36,AM,Friday,20160415091047-1194-00
36,AM,Friday,20160415091201-1195-01
36,AM,Friday,20160415091306-1196-00
36,AM,Friday,20160415091410-1197-00
36,AM,Friday,20160415091435-1198-01
37,AM,Friday,20160415091747-1199-01
37,AM,Friday,20160415091819-1200-01
37,AM,Friday,20160415091834-1201-01
37,AM,Friday,20160415091903-1202-01
37,AM,Friday,20160415092100-1203-00
37,AM,Friday,20160415092143-1204-00
37,AM,Friday,20160415092204-1205-01
37,AM,Friday,20160415092343-1206-00
37,AM,Friday,20160415092433-1207-01
37,AM,Friday,20160415092622-1208-01
37,AM,Friday,20160415092639-1209-00
37,AM,Friday,20160415092706-1210-00
37,AM,Friday,20160415092815-1211-00
37,AM,Friday,20160415092847-1212-01
37,AM,Friday,20160415092904-1213-01
37,AM,Friday,20160415092933-1214-00
38,AM,Friday,20160415093051-1215-01
38,AM,Friday,20160415093130-1216-00
38,AM,Friday,20160415093230-1217-00
38,AM,Friday,20160415093259-1218-00
38,AM,Friday,20160415093317-1219-01
38,AM,Friday,20160415093411-1220-00
38,AM,Friday,20160415094232-1221-00
38,AM,Friday,20160415094247-1222-01
38,AM,Friday,20160415094336-1223-01
38,AM,Friday,20160415094359-1224-00
39,AM,Friday,20160415094600-1225-00
39,AM,Friday,20160415094820-1226-00
39,AM,Friday,20160415094908-1227-01
39,AM,Friday,20160415095209-1228-00
39,AM,Friday,20160415095322-1229-00
39,AM,Friday,20160415095653-1230-01
39,AM,Friday,20160415095724-1231-00
39,AM,Friday,20160415095850-1232-01
40,AM,Friday,20160415100029-1233-01
40,AM,Friday,20160415100101-1234-00
40,AM,Friday,20160415100124-1235-00
40,AM,Friday,20160415100203-1236-01
40,AM,Friday,20160415100316-1237-01
40,AM,Friday,20160415100421-1238-01
40,AM,Friday,20160415100539-1239-00
40,AM,Friday,20160415100600-1240-01
40,AM,Friday,20160415100630-1241-00
40,AM,Friday,20160415100757-1242-01
40,AM,Friday,20160415101030-1243-00
41,AM,Friday,20160415102720-1244-01
42,AM,Friday,20160415103821-1245-00
42,AM,Friday,20160415104206-1246-00
43,AM,Friday,20160415104518-1247-01
43,AM,Friday,20160415104855-1248-01
43,AM,Friday,20160415105250-1249-01
43,AM,Friday,20160415105435-1250-00
43,AM,Friday,20160415105531-1251-00
43,AM,Friday,20160415105625-1252-00
43,AM,Friday,20160415105744-1253-01
44,AM,Friday,20160415110609-1254-01
44,AM,Friday,20160415110657-1255-01
44,AM,Friday,20160415110732-1256-01
44,AM,Friday,20160415110900-1257-01
44,AM,Friday,20160415111348-1258-00
45,AM,Friday,20160415111538-1259-01
45,AM,Friday,20160415111745-1260-00
45,AM,Friday,20160415111905-1261-01
45,AM,Friday,20160415112018-1262-00
45,AM,Friday,20160415112243-1263-00
45,AM,Friday,20160415112259-1264-01
45,AM,Friday,20160415112322-1265-00
45,AM,Friday,20160415112407-1266-00
45,AM,Friday,20160415112422-1267-00
45,AM,Friday,20160415112447-1268-00
45,AM,Friday,20160415112617-1269-01
45,AM,Friday,20160415112714-1270-01
45,AM,Friday,20160415112739-1271-00
45,AM,Friday,20160415112910-1272-00
45,AM,Friday,20160415112940-1273-01
46,AM,Friday,20160415113018-1274-00
46,AM,Friday,20160415114045-1275-00
46,AM,Friday,20160415114142-1276-01
46,AM,Friday,20160415114208-1277-01
46,AM,Friday,20160415114324-1278-01
46,AM,Friday,20160415114432-1279-00
47,AM,Friday,20160415114713-1280-00
47,AM,Friday,20160415114803-1281-00
47,AM,Friday,20160415114832-1282-00
47,AM,Friday,20160415115228-1283-00
47,AM,Friday,20160415115307-1284-01
47,AM,Friday,20160415115401-1285-01
47,AM,Friday,20160415115507-1286-00
47,AM,Friday,20160415115644-1287-01
48,PM,Friday,20160415120209-1288-00
48,PM,Friday,20160415120720-1289-00
48,PM,Friday,20160415120748-1290-01
49,PM,Friday,20160415121618-1291-01
49,PM,Friday,20160415122620-1292-01
49,PM,Friday,20160415122650-1293-01
49,PM,Friday,20160415122752-1294-01
49,PM,Friday,20160415122811-1295-01
50,PM,Friday,20160415123154-1296-00
50,PM,Friday,20160415123247-1297-01
50,PM,Friday,20160415123510-1298-00
50,PM,Friday,20160415123610-1299-00
50,PM,Friday,20160415123702-1300-01
51,PM,Friday,20160415125352-1301-00
51,PM,Friday,20160415125455-1302-01
52,PM,Friday,20160415130526-1303-00
52,PM,Friday,20160415130654-1304-00
54,PM,Friday,20160415133601-1305-00
55,PM,Friday,20160415135538-1306-01
55,PM,Friday,20160415135557-1307-01
55,PM,Friday,20160415135632-1308-00
55,PM,Friday,20160415135817-1309-00
55,PM,Friday,20160415135927-1310-01
55,PM,Friday,20160415135940-1311-01
56,PM,Friday,20160415140124-1312-01
56,PM,Friday,20160415140340-1313-01
56,PM,Friday,20160415140449-1314-00
56,PM,Friday,20160415140759-1315-01
56,PM,Friday,20160415140826-1316-00
56,PM,Friday,20160415140954-1317-00
56,PM,Friday,20160415141048-1318-01
56,PM,Friday,20160415141211-1319-00
56,PM,Friday,20160415141250-1320-01
56,PM,Friday,20160415141352-1321-01
56,PM,Friday,20160415141414-1322-01
58,PM,Friday,20160415143814-1323-00
59,PM,Friday,20160415145646-1324-01
60,PM,Friday,20160415150155-1325-01
62,PM,Friday,20160415153327-1326-01
62,PM,Friday,20160415153357-1327-00
62,PM,Friday,20160415153416-1328-01
62,PM,Friday,20160415153525-1329-01
62,PM,Friday,20160415153609-1330-01
62,PM,Friday,20160415153717-1331-00
63,PM,Friday,20160415154640-1332-00
63,PM,Friday,20160415155013-1333-00
63,PM,Friday,20160415155558-1334-01
65,PM,Friday,20160415161817-1335-00
65,PM,Friday,20160415161901-1336-00
65,PM,Friday,20160415162032-1337-00
65,PM,Friday,20160415162101-1338-01
65,PM,Friday,20160415162218-1339-00
65,PM,Friday,20160415162424-1340-01
65,PM,Friday,20160415162719-1341-00
66,PM,Friday,20160415164019-1342-00
66,PM,Friday,20160415164103-1343-00
66,PM,Friday,20160415164201-1344-00
66,PM,Friday,20160415164233-1345-00
66,PM,Friday,20160415164253-1346-01
67,PM,Friday,20160415164518-1347-00
67,PM,Friday,20160415165223-1348-00
67,PM,Friday,20160415165250-1349-01
67,PM,Friday,20160415165427-1350-00
69,PM,Friday,20160415172818-1351-01
70,PM,Friday,20160415173130-1352-01
72,PM,Friday,20160415180437-1353-00
72,PM,Friday,20160415180521-1354-00
72,PM,Friday,20160415180807-1355-00
72,PM,Friday,20160415181102-1356-00
72,PM,Friday,20160415181223-1357-01
72,PM,Friday,20160415181356-1358-00
73,PM,Friday,20160415181757-1359-01
73,PM,Friday,20160415181954-1360-00
73,PM,Friday,20160415182105-1361-01
73,PM,Friday,20160415182347-1362-01
73,PM,Friday,20160415182439-1363-01
73,PM,Friday,20160415182513-1364-01
74,PM,Friday,20160415183522-1365-00
75,PM,Friday,20160415184731-1366-01
76,PM,Friday,20160415191214-1367-00
77,PM,Friday,20160415191514-1368-00
77,PM,Friday,20160415191601-1369-00
77,PM,Friday,20160415191910-1370-01
77,PM,Friday,20160415192011-1371-01
77,PM,Friday,20160415192053-1372-00
77,PM,Friday,20160415192154-1373-01
77,PM,Friday,20160415192241-1374-00
77,PM,Friday,20160415192833-1375-01
78,PM,Friday,20160415193233-1376-00
78,PM,Friday,20160415193508-1377-01
78,PM,Friday,20160415193625-1378-00
79,PM,Friday,20160415195041-1379-00
79,PM,Friday,20160415195317-1380-01
79,PM,Friday,20160415195433-1381-01
79,PM,Friday,20160415195804-1382-01
79,PM,Friday,20160415195905-1383-00
80,PM,Friday,20160415200531-1384-01
80,PM,Friday,20160415200658-1385-01
80,PM,Friday,20160415200929-1386-01
80,PM,Friday,20160415201211-1387-00
80,PM,Friday,20160415201334-1388-00
80,PM,Friday,20160415201409-1389-00
80,PM,Friday,20160415201429-1390-00
80,PM,Friday,20160415201457-1391-01
81,PM,Friday,20160415201545-1392-01
81,PM,Friday,20160415202353-1393-01
81,PM,Friday,20160415202754-1394-00
81,PM,Friday,20160415202948-1395-00
82,PM,Friday,20160415203004-1396-00
82,PM,Friday,20160415203019-1397-01
82,PM,Friday,20160415203111-1398-00
82,PM,Friday,20160415203158-1399-00
82,PM,Friday,20160415203303-1400-00
82,PM,Friday,20160415203519-1401-01
83,PM,Friday,20160415204531-1402-01
83,PM,Friday,20160415204624-1403-01
83,PM,Friday,20160415204640-1404-00
83,PM,Friday,20160415204717-1405-01
83,PM,Friday,20160415204903-1406-01
83,PM,Friday,20160415205218-1407-01
83,PM,Friday,20160415205552-1408-01
83,PM,Friday,20160415205645-1409-00
83,PM,Friday,20160415205729-1410-01
84,PM,Friday,20160415210006-1411-01
84,PM,Friday,20160415210044-1412-00
84,PM,Friday,20160415210122-1413-00
84,PM,Friday,20160415210133-1414-01
84,PM,Friday,20160415210248-1415-00
84,PM,Friday,20160415210640-1416-00
84,PM,Friday,20160415211355-1417-01
84,PM,Friday,20160415211448-1418-01
85,PM,Friday,20160415211734-1419-01
85,PM,Friday,20160415211818-1420-01
85,PM,Friday,20160415212140-1421-01
85,PM,Friday,20160415212507-1422-00
86,PM,Friday,20160415213129-1423-01
86,PM,Friday,20160415213202-1424-01
86,PM,Friday,20160415213342-1425-00
86,PM,Friday,20160415213427-1426-01
86,PM,Friday,20160415213621-1427-00
86,PM,Friday,20160415213655-1428-01
86,PM,Friday,20160415214442-1429-01
87,PM,Friday,20160415215250-1430-01
87,PM,Friday,20160415215914-1431-01
88,PM,Friday,20160415220027-1432-01
88,PM,Friday,20160415220109-1433-01
88,PM,Friday,20160415221258-1434-00
89,PM,Friday,20160415221633-1435-01
89,PM,Friday,20160415222201-1436-00
89,PM,Friday,20160415222558-1437-01
89,PM,Friday,20160415222643-1438-00
90,PM,Friday,20160415223040-1439-01
90,PM,Friday,20160415223822-1440-00
90,PM,Friday,20160415223925-1441-00
90,PM,Friday,20160415224102-1442-00
90,PM,Friday,20160415224143-1443-01
90,PM,Friday,20160415224256-1444-00
91,PM,Friday,20160415224526-1445-01
91,PM,Friday,20160415224558-1446-01
91,PM,Friday,20160415224725-1447-01
91,PM,Friday,20160415225309-1448-01
92,PM,Friday,20160415230619-1449-01
92,PM,Friday,20160415231251-1450-01
92,PM,Friday,20160415231455-1451-01
93,PM,Friday,20160415231928-1452-00
93,PM,Friday,20160415232444-1453-00
93,PM,Friday,20160415232535-1454-01
93,PM,Friday,20160415232558-1455-01
93,PM,Friday,20160415232820-1456-01
94,PM,Friday,20160415233223-1457-00
94,PM,Friday,20160415233628-1458-01
94,PM,Friday,20160415233803-1459-01
95,PM,Friday,20160415235138-1460-00
95,PM,Friday,20160415235151-1461-00
95,PM,Friday,20160415235309-1462-00
95,PM,Friday,20160415235406-1463-01
95,PM,Friday,20160415235504-1464-01
95,PM,Friday,20160415235757-1465-00
0,AM,Saturday,20160416000048-1466-00
1,AM,Saturday,20160416001913-1467-01
1,AM,Saturday,20160416002418-1468-00
1,AM,Saturday,20160416002455-1469-00
1,AM,Saturday,20160416002541-1470-00
2,AM,Saturday,20160416003321-1471-01
2,AM,Saturday,20160416003414-1472-00
8,AM,Saturday,20160416020120-1473-00
8,AM,Saturday,20160416020146-1474-00
10,AM,Saturday,20160416024143-1475-00
13,AM,Saturday,20160416032516-1476-01
13,AM,Saturday,20160416032714-1477-01
13,AM,Saturday,20160416032758-1478-00
21,AM,Saturday,20160416051906-1479-00
25,AM,Saturday,20160416062210-1480-00
26,AM,Saturday,20160416063424-1481-01
27,AM,Saturday,20160416065305-1482-00
27,AM,Saturday,20160416065437-1483-00
27,AM,Saturday,20160416065613-1484-01
27,AM,Saturday,20160416065833-1485-00
27,AM,Saturday,20160416065905-1486-00
29,AM,Saturday,20160416072337-1487-00
29,AM,Saturday,20160416072752-1488-01
31,AM,Saturday,20160416074845-1489-01
31,AM,Saturday,20160416074911-1490-00
31,AM,Saturday,20160416075223-1491-01
34,AM,Saturday,20160416083439-1492-01
34,AM,Saturday,20160416083505-1493-00
34,AM,Saturday,20160416083917-1494-00
34,AM,Saturday,20160416084111-1495-00
34,AM,Saturday,20160416084142-1496-01
34,AM,Saturday,20160416084210-1497-01
36,AM,Saturday,20160416090146-1498-01
36,AM,Saturday,20160416090258-1499-00
36,AM,Saturday,20160416090428-1500-00
36,AM,Saturday,20160416090626-1501-00
36,AM,Saturday,20160416090709-1502-01
37,AM,Saturday,20160416092427-1503-01
37,AM,Saturday,20160416092601-1504-01
37,AM,Saturday,20160416092644-1505-01
37,AM,Saturday,20160416092717-1506-01
37,AM,Saturday,20160416092734-1507-01
38,AM,Saturday,20160416093142-1508-01
38,AM,Saturday,20160416093208-1509-01
38,AM,Saturday,20160416093559-1510-01
38,AM,Saturday,20160416093710-1511-00
38,AM,Saturday,20160416093918-1512-00
38,AM,Saturday,20160416094302-1513-00
38,AM,Saturday,20160416094454-1514-00
39,AM,Saturday,20160416094716-1515-01
39,AM,Saturday,20160416094839-1516-00
39,AM,Saturday,20160416094908-1517-01
39,AM,Saturday,20160416094938-1518-00
39,AM,Saturday,20160416095137-1519-01
39,AM,Saturday,20160416095520-1520-01
39,AM,Saturday,20160416095742-1521-00
39,AM,Saturday,20160416095931-1522-01
40,AM,Saturday,20160416100118-1523-01
40,AM,Saturday,20160416100200-1524-00
40,AM,Saturday,20160416100245-1525-01
40,AM,Saturday,20160416100421-1526-00
40,AM,Saturday,20160416100444-1527-00
40,AM,Saturday,20160416100605-1528-00
40,AM,Saturday,20160416100658-1529-01
40,AM,Saturday,20160416100742-1530-01
40,AM,Saturday,20160416100844-1531-01
40,AM,Saturday,20160416100909-1532-01
40,AM,Saturday,20160416100937-1533-00
40,AM,Saturday,20160416101136-1534-01
40,AM,Saturday,20160416101157-1535-01
40,AM,Saturday,20160416101337-1536-01
41,AM,Saturday,20160416101637-1537-01
41,AM,Saturday,20160416101705-1538-01
42,AM,Saturday,20160416103117-1539-00
42,AM,Saturday,20160416103310-1540-01
42,AM,Saturday,20160416103353-1541-00
42,AM,Saturday,20160416103422-1542-00
42,AM,Saturday,20160416103440-1543-00
43,AM,Saturday,20160416104716-1544-00
45,AM,Saturday,20160416112620-1545-00
45,AM,Saturday,20160416112810-1546-01
46,AM,Saturday,20160416113457-1547-00
47,AM,Saturday,20160416114630-1548-01
47,AM,Saturday,20160416115814-1549-00
47,AM,Saturday,20160416115925-1550-00
48,PM,Saturday,20160416120132-1551-00
48,PM,Saturday,20160416120158-1552-00
48,PM,Saturday,20160416120327-1553-00
48,PM,Saturday,20160416120939-1554-01
48,PM,Saturday,20160416121112-1555-01
48,PM,Saturday,20160416121151-1556-00
48,PM,Saturday,20160416121249-1557-00
48,PM,Saturday,20160416121433-1558-01
49,PM,Saturday,20160416122254-1559-00
49,PM,Saturday,20160416122322-1560-01
50,PM,Saturday,20160416124002-1561-00
50,PM,Saturday,20160416124023-1562-01
50,PM,Saturday,20160416124054-1563-00
50,PM,Saturday,20160416124110-1564-00
50,PM,Saturday,20160416124210-1565-01
50,PM,Saturday,20160416124351-1566-00
51,PM,Saturday,20160416124621-1567-00
51,PM,Saturday,20160416124643-1568-00
51,PM,Saturday,20160416124934-1569-00
51,PM,Saturday,20160416125649-1570-01
51,PM,Saturday,20160416125859-1571-01
51,PM,Saturday,20160416125930-1572-01
51,PM,Saturday,20160416125959-1573-01
52,PM,Saturday,20160416130024-1574-00
52,PM,Saturday,20160416130126-1575-00
52,PM,Saturday,20160416130253-1576-00
52,PM,Saturday,20160416130319-1577-00
52,PM,Saturday,20160416130413-1578-00
52,PM,Saturday,20160416130450-1579-01
52,PM,Saturday,20160416130729-1580-01
52,PM,Saturday,20160416130939-1581-01
52,PM,Saturday,20160416131131-1582-00
52,PM,Saturday,20160416131221-1583-00
52,PM,Saturday,20160416131250-1584-00
52,PM,Saturday,20160416131310-1585-01
53,PM,Saturday,20160416131510-1586-01
53,PM,Saturday,20160416131524-1587-00
53,PM,Saturday,20160416131726-1588-01
53,PM,Saturday,20160416132135-1589-00
53,PM,Saturday,20160416132217-1590-00
53,PM,Saturday,20160416132258-1591-00
53,PM,Saturday,20160416132337-1592-01
53,PM,Saturday,20160416132444-1593-00
53,PM,Saturday,20160416132510-1594-00
53,PM,Saturday,20160416132621-1595-01
53,PM,Saturday,20160416132652-1596-01
53,PM,Saturday,20160416132721-1597-00
53,PM,Saturday,20160416132902-1598-00
54,PM,Saturday,20160416133019-1599-01
54,PM,Saturday,20160416133357-1600-00
54,PM,Saturday,20160416133916-1601-00
54,PM,Saturday,20160416134037-1602-00
55,PM,Saturday,20160416134523-1603-01
55,PM,Saturday,20160416134558-1604-00
55,PM,Saturday,20160416134631-1605-01
55,PM,Saturday,20160416134721-1606-00
55,PM,Saturday,20160416134813-1607-01
55,PM,Saturday,20160416134931-1608-01
55,PM,Saturday,20160416135102-1609-01
55,PM,Saturday,20160416135202-1610-00
55,PM,Saturday,20160416135239-1611-00
55,PM,Saturday,20160416135347-1612-01
55,PM,Saturday,20160416135438-1613-01
55,PM,Saturday,20160416135525-1614-01
56,PM,Saturday,20160416140427-1615-01
57,PM,Saturday,20160416141520-1616-00
57,PM,Saturday,20160416141626-1617-01
57,PM,Saturday,20160416141940-1618-00
57,PM,Saturday,20160416142030-1619-00
57,PM,Saturday,20160416142049-1620-00
57,PM,Saturday,20160416142149-1621-00
57,PM,Saturday,20160416142225-1622-01
57,PM,Saturday,20160416142726-1623-00
57,PM,Saturday,20160416142919-1624-01
59,PM,Saturday,20160416144546-1625-00
60,PM,Saturday,20160416150134-1626-01
61,PM,Saturday,20160416152111-1627-00
61,PM,Saturday,20160416152346-1628-01
61,PM,Saturday,20160416152450-1629-01
61,PM,Saturday,20160416152505-1630-00
61,PM,Saturday,20160416152543-1631-01
61,PM,Saturday,20160416152808-1632-01
62,PM,Saturday,20160416153005-1633-00
62,PM,Saturday,20160416153054-1634-01
62,PM,Saturday,20160416153116-1635-00
62,PM,Saturday,20160416153205-1636-01
62,PM,Saturday,20160416153217-1637-00
62,PM,Saturday,20160416153300-1638-00
62,PM,Saturday,20160416153428-1639-00
62,PM,Saturday,20160416153611-1640-01
62,PM,Saturday,20160416153755-1641-01
62,PM,Saturday,20160416153813-1642-00
