interval,ampm,day,id
62,PM,Saturday,20160416153845-1643-01
62,PM,Saturday,20160416153929-1644-01
62,PM,Saturday,20160416154021-1645-01
62,PM,Saturday,20160416154056-1646-01
62,PM,Saturday,20160416154221-1647-00
62,PM,Saturday,20160416154302-1648-00
62,PM,Saturday,20160416154326-1649-00
62,PM,Saturday,20160416154356-1650-01
62,PM,Saturday,20160416154455-1651-00
63,PM,Saturday,20160416154551-1652-01
63,PM,Saturday,20160416154632-1653-00
63,PM,Saturday,20160416154739-1654-00
63,PM,Saturday,20160416154807-1655-01
63,PM,Saturday,20160416154956-1656-01
63,PM,Saturday,20160416155053-1657-01
63,PM,Saturday,20160416155251-1658-00
63,PM,Saturday,20160416155330-1659-01
63,PM,Saturday,20160416155402-1660-00
63,PM,Saturday,20160416155501-1661-01
63,PM,Saturday,20160416155528-1662-00
63,PM,Saturday,20160416155609-1663-01
63,PM,Saturday,20160416155654-1664-01
63,PM,Saturday,20160416155736-1665-01
63,PM,Saturday,20160416155755-1666-01
63,PM,Saturday,20160416155837-1667-00
63,PM,Saturday,20160416155908-1668-01
63,PM,Saturday,20160416155926-1669-00
64,PM,Saturday,20160416160009-1670-00
64,PM,Saturday,20160416160040-1671-01
64,PM,Saturday,20160416160122-1672-00
64,PM,Saturday,20160416160153-1673-00
64,PM,Saturday,20160416160257-1674-01
64,PM,Saturday,20160416160401-1675-01
64,PM,Saturday,20160416160521-1676-00
64,PM,Saturday,20160416160539-1677-00
64,PM,Saturday,20160416160559-1678-01
64,PM,Saturday,20160416160911-1679-00
64,PM,Saturday,20160416161204-1680-00
64,PM,Saturday,20160416161222-1681-01
64,PM,Saturday,20160416161346-1682-00
64,PM,Saturday,20160416161439-1683-00
65,PM,Saturday,20160416161548-1684-01
65,PM,Saturday,20160416161624-1685-00
65,PM,Saturday,20160416161645-1686-01
65,PM,Saturday,20160416161731-1687-00
65,PM,Saturday,20160416161810-1688-01
68,PM,Saturday,20160416170005-1704-01
68,PM,Saturday,20160416170114-1705-01
68,PM,Saturday,20160416170150-1706-00
68,PM,Saturday,20160416170637-1707-00
68,PM,Saturday,20160416170930-1709-01
68,PM,Saturday,20160416170951-1710-01
68,PM,Saturday,20160416171138-1711-00
68,PM,Saturday,20160416171238-1712-01
68,PM,Saturday,20160416171317-1713-00
68,PM,Saturday,20160416171410-1714-00
68,PM,Saturday,20160416171429-1715-01
68,PM,Saturday,20160416171449-1716-00
69,PM,Saturday,20160416171610-1717-01
69,PM,Saturday,20160416171732-1718-01
69,PM,Saturday,20160416172919-1719-01
70,PM,Saturday,20160416173216-1720-00
70,PM,Saturday,20160416173427-1721-01
70,PM,Saturday,20160416173509-1722-01
70,PM,Saturday,20160416173602-1723-00
70,PM,Saturday,20160416173632-1724-01
70,PM,Saturday,20160416173651-1725-00
70,PM,Saturday,20160416173707-1726-01
70,PM,Saturday,20160416173747-1727-01
70,PM,Saturday,20160416173826-1728-01
70,PM,Saturday,20160416173906-1729-00
70,PM,Saturday,20160416174039-1730-01
70,PM,Saturday,20160416174113-1731-00
70,PM,Saturday,20160416174137-1732-01
70,PM,Saturday,20160416174314-1733-01
70,PM,Saturday,20160416174405-1734-00
71,PM,Saturday,20160416174647-1735-01
71,PM,Saturday,20160416174843-1736-01
71,PM,Saturday,20160416175031-1737-00
71,PM,Saturday,20160416175840-1738-01
72,PM,Saturday,20160416180209-1739-01
73,PM,Saturday,20160416182453-1740-01
74,PM,Saturday,20160416183101-1741-00
74,PM,Saturday,20160416183322-1742-01
74,PM,Saturday,20160416183419-1743-01
74,PM,Saturday,20160416183546-1744-01
74,PM,Saturday,20160416183720-1745-01
74,PM,Saturday,20160416183756-1746-00
74,PM,Saturday,20160416183849-1747-01
74,PM,Saturday,20160416184021-1748-01
74,PM,Saturday,20160416184119-1749-01
74,PM,Saturday,20160416184331-1750-00
75,PM,Saturday,20160416184645-1751-01
75,PM,Saturday,20160416184728-1752-00
75,PM,Saturday,20160416185104-1753-00
75,PM,Saturday,20160416185157-1754-00
75,PM,Saturday,20160416185211-1755-01
75,PM,Saturday,20160416185446-1756-01
75,PM,Saturday,20160416185645-1757-00
75,PM,Saturday,20160416185719-1758-00
75,PM,Saturday,20160416185758-1759-01
75,PM,Saturday,20160416185832-1760-00
75,PM,Saturday,20160416185907-1761-00
76,PM,Saturday,20160416190006-1762-00
76,PM,Saturday,20160416190056-1763-01
76,PM,Saturday,20160416190231-1764-01
76,PM,Saturday,20160416190304-1765-01
76,PM,Saturday,20160416190315-1766-01
76,PM,Saturday,20160416190326-1767-01
76,PM,Saturday,20160416190341-1768-01
76,PM,Saturday,20160416190356-1769-01
76,PM,Saturday,20160416190416-1770-00
76,PM,Saturday,20160416190450-1771-00
76,PM,Saturday,20160416190547-1772-00
76,PM,Saturday,20160416190646-1773-00
76,PM,Saturday,20160416190843-1774-01
76,PM,Saturday,20160416190907-1775-00
76,PM,Saturday,20160416190935-1776-00
76,PM,Saturday,20160416191000-1777-01
76,PM,Saturday,20160416191023-1778-00
76,PM,Saturday,20160416191049-1779-01
76,PM,Saturday,20160416191142-1780-01
76,PM,Saturday,20160416191210-1781-00
76,PM,Saturday,20160416191239-1782-00
77,PM,Saturday,20160416191549-1783-00
77,PM,Saturday,20160416191634-1784-00
77,PM,Saturday,20160416191652-1785-00
77,PM,Saturday,20160416191806-1786-00
77,PM,Saturday,20160416191830-1787-01
77,PM,Saturday,20160416191858-1788-00
77,PM,Saturday,20160416192325-1789-01
77,PM,Saturday,20160416192447-1790-00
77,PM,Saturday,20160416192507-1791-01
77,PM,Saturday,20160416192729-1792-00
77,PM,Saturday,20160416192837-1793-01
77,PM,Saturday,20160416192957-1794-01
78,PM,Saturday,20160416193228-1795-00
78,PM,Saturday,20160416193318-1796-00
78,PM,Saturday,20160416193415-1797-01
78,PM,Saturday,20160416193901-1798-00
78,PM,Saturday,20160416194324-1799-00
79,PM,Saturday,20160416194539-1800-01
79,PM,Saturday,20160416194705-1801-01
79,PM,Saturday,20160416195848-1802-00
81,PM,Saturday,20160416202054-1803-01
81,PM,Saturday,20160416202210-1804-01
81,PM,Saturday,20160416202600-1805-00
81,PM,Saturday,20160416202755-1806-00
82,PM,Saturday,20160416203028-1807-00
82,PM,Saturday,20160416203126-1808-00
82,PM,Saturday,20160416203228-1809-00
82,PM,Saturday,20160416203323-1810-00
82,PM,Saturday,20160416203351-1811-00
82,PM,Saturday,20160416203410-1812-01
82,PM,Saturday,20160416203451-1813-00
82,PM,Saturday,20160416203747-1814-01
82,PM,Saturday,20160416204430-1815-01
83,PM,Saturday,20160416204641-1816-00
83,PM,Saturday,20160416204704-1817-00
83,PM,Saturday,20160416205020-1818-00
83,PM,Saturday,20160416205117-1819-01
83,PM,Saturday,20160416205215-1820-00
83,PM,Saturday,20160416205236-1821-00
83,PM,Saturday,20160416205341-1822-00
84,PM,Saturday,20160416210017-1823-00
84,PM,Saturday,20160416210243-1824-01
84,PM,Saturday,20160416210315-1825-00
84,PM,Saturday,20160416210513-1826-00
84,PM,Saturday,20160416210543-1827-00
84,PM,Saturday,20160416210626-1828-01
84,PM,Saturday,20160416210747-1829-01
84,PM,Saturday,20160416210843-1830-01
84,PM,Saturday,20160416211004-1831-01
84,PM,Saturday,20160416211043-1832-00
84,PM,Saturday,20160416211418-1833-00
85,PM,Saturday,20160416211634-1834-01
85,PM,Saturday,20160416211756-1835-00
85,PM,Saturday,20160416211858-1836-00
85,PM,Saturday,20160416212005-1837-00
85,PM,Saturday,20160416212054-1838-01
85,PM,Saturday,20160416212109-1839-00
85,PM,Saturday,20160416212215-1840-01
85,PM,Saturday,20160416212241-1841-00
85,PM,Saturday,20160416212308-1842-00
85,PM,Saturday,20160416212413-1843-00
86,PM,Saturday,20160416213501-1844-00
86,PM,Saturday,20160416213521-1845-00
86,PM,Saturday,20160416214230-1846-01
87,PM,Saturday,20160416215741-1847-00
89,PM,Saturday,20160416222220-1848-00
89,PM,Saturday,20160416222251-1849-01
89,PM,Saturday,20160416222327-1850-00
89,PM,Saturday,20160416222349-1851-01
89,PM,Saturday,20160416222554-1852-01
89,PM,Saturday,20160416222655-1853-01
0,AM,Sunday,20160417000232-1854-01
0,AM,Sunday,20160417000356-1855-00
0,AM,Sunday,20160417000510-1856-01
0,AM,Sunday,20160417000710-1857-00
0,AM,Sunday,20160417000820-1858-00
0,AM,Sunday,20160417000929-1859-00
0,AM,Sunday,20160417001023-1860-00
0,AM,Sunday,20160417001153-1861-00
0,AM,Sunday,20160417001236-1862-01
1,AM,Sunday,20160417001517-1863-01
10,AM,Sunday,20160417023255-1864-00
10,AM,Sunday,20160417023358-1865-01
10,AM,Sunday,20160417023508-1866-01
25,AM,Sunday,20160417062154-1867-01
25,AM,Sunday,20160417062929-1868-00
26,AM,Sunday,20160417063132-1869-00
26,AM,Sunday,20160417064034-1870-00
26,AM,Sunday,20160417064148-1871-00
26,AM,Sunday,20160417064220-1872-01
26,AM,Sunday,20160417064310-1873-00
26,AM,Sunday,20160417064346-1874-01
26,AM,Sunday,20160417064436-1875-00
26,AM,Sunday,20160417064458-1876-01
27,AM,Sunday,20160417065505-1877-01
27,AM,Sunday,20160417065527-1878-01
27,AM,Sunday,20160417065552-1879-00
28,AM,Sunday,20160417071012-1880-00
28,AM,Sunday,20160417071048-1881-01
28,AM,Sunday,20160417071251-1882-01
29,AM,Sunday,20160417071546-1883-00
29,AM,Sunday,20160417071725-1884-00
31,AM,Sunday,20160417075110-1885-00
