classifier,score,id,doc/year,doc/month,doc/day,doc/hour,doc/minute,doc/second
Adventure_Sport,0.540938,20160406205707-16-00,2016,4,6,20,57,7
Adventure_Sport,0.543936,20160407005737-51-00,2016,4,7,0,57,37
Adventure_Sport,0.571045,20160407010723-54-00,2016,4,7,1,7,23
Adventure_Sport,0.554269,20160402205530-10-00,2016,4,2,20,55,30
Adventure_Sport,0.596821,20160404201840-653-01,2016,4,4,20,18,40
Adventure_Sport,0.573005,20160404202132-655-01,2016,4,4,20,21,32
Adventure_Sport,0.55163,20160403224312-387-00,2016,4,3,22,43,12
Adventure_Sport,0.5549,20160407002706-39-00,2016,4,7,0,27,6
Adventure_Sport,0.542776,20160407004455-48-00,2016,4,7,0,44,55
Adventure_Sport,0.542617,20160403073856-52-00,2016,4,3,7,38,56
Adventure_Sport,0.524426,20160405051641-67-01,2016,4,5,5,16,41
Air_Sport,0.524592,20160402222745-32-01,2016,4,2,22,27,45
Air_Sport,0.576214,20160405062149-78-01,2016,4,5,6,21,49
Air_Sport,0.528751,20160407215214-407-01,2016,4,7,21,52,14
Airport_Terminal,0.869436,20160404154932-562-00,2016,4,4,15,49,32
Airport_Terminal,0.851891,20160405173815-272-01,2016,4,5,17,38,15
Airport_Terminal,0.806259,20160405185840-310-00,2016,4,5,18,58,40
Airport_Terminal,0.781515,20160403104108-138-01,2016,4,3,10,41,8
Airport_Terminal,0.879648,20160403141539-233-00,2016,4,3,14,15,39
Airport_Terminal,0.853886,20160405185402-308-00,2016,4,5,18,54,2
Airport_Terminal,0.835367,20160405190659-316-01,2016,4,5,19,6,59
Airport_Terminal,0.845773,20160403093615-112-00,2016,4,3,9,36,15
Airport_Terminal,0.81411,20160405190337-312-01,2016,4,5,19,3,37
Airport_Terminal,0.746372,20160405213121-373-00,2016,4,5,21,31,21
Airport_Terminal,0.817599,20160403155012-281-01,2016,4,3,15,50,12
Airport_Terminal,0.837621,20160403155059-282-01,2016,4,3,15,50,59
Airport_Terminal,0.838539,20160403181645-320-00,2016,4,3,18,16,45
Airport_Terminal,0.735943,20160405062149-78-01,2016,4,5,6,21,49
Airport_Terminal,0.798924,20160405190314-311-00,2016,4,5,19,3,14
Airport_Terminal,0.808587,20160405190815-317-00,2016,4,5,19,8,15
Airport_Terminal,0.842485,20160405191234-321-00,2016,4,5,19,12,34
Airport_Terminal,0.786711,20160403101347-125-00,2016,4,3,10,13,47
Airport_Terminal,0.774121,20160403135817-217-01,2016,4,3,13,58,17
Airport_Terminal,0.848469,20160403144230-247-01,2016,4,3,14,42,30
Airport_Terminal,0.794959,20160404151747-555-01,2016,4,4,15,17,47
Airport_Terminal,0.764329,20160404183319-623-00,2016,4,4,18,33,19
Airport_Terminal,0.731228,20160405085729-141-00,2016,4,5,8,57,29
Airport_Terminal,0.735596,20160405173145-269-01,2016,4,5,17,31,45
Airport_Terminal,0.76667,20160405184842-307-01,2016,4,5,18,48,42
Airport_Terminal,0.786563,20160405190352-313-00,2016,4,5,19,3,52
Airport_Terminal,0.837805,20160405190931-319-00,2016,4,5,19,9,31
Airport_Terminal,0.772666,20160405192425-328-00,2016,4,5,19,24,25
Airport_Terminal,0.701092,20160405210032-365-01,2016,4,5,21,0,32
Airport_Terminal,0.813604,20160407200827-379-00,2016,4,7,20,8,27
Airport_Terminal,0.710087,20160403133314-209-01,2016,4,3,13,33,14
Airport_Terminal,0.752361,20160403141518-232-00,2016,4,3,14,15,18
Airport_Terminal,0.835082,20160403144558-252-01,2016,4,3,14,45,58
Airport_Terminal,0.802318,20160403145012-257-00,2016,4,3,14,50,12
Airport_Terminal,0.786407,20160405173729-271-01,2016,4,5,17,37,29
Airport_Terminal,0.760798,20160405175236-277-00,2016,4,5,17,52,36
Airport_Terminal,0.828837,20160405190829-318-00,2016,4,5,19,8,29
Airport_Terminal,0.757943,20160405191332-322-01,2016,4,5,19,13,32
Airport_Terminal,0.701529,20160405212014-367-01,2016,4,5,21,20,14
Airport_Terminal,0.69529,20160405213258-375-00,2016,4,5,21,32,58
Airport_Terminal,0.821869,20160406083511-477-00,2016,4,6,8,35,11
Airport_Terminal,0.756378,20160406085415-488-01,2016,4,6,8,54,15
Airport_Terminal,0.790401,20160407181443-326-00,2016,4,7,18,14,43
Airport_Terminal,0.630599,20160403092159-102-00,2016,4,3,9,21,59
Airport_Terminal,0.660917,20160403092457-105-00,2016,4,3,9,24,57
Airport_Terminal,0.773165,20160403115658-158-01,2016,4,3,11,56,58
Airport_Terminal,0.778359,20160403121140-161-01,2016,4,3,12,11,40
Airport_Terminal,0.630035,20160403122828-173-00,2016,4,3,12,28,28
Airport_Terminal,0.803295,20160403124909-189-01,2016,4,3,12,49,9
Airport_Terminal,0.612452,20160403133131-207-00,2016,4,3,13,31,31
Airport_Terminal,0.796169,20160403135949-220-01,2016,4,3,13,59,49
Airport_Terminal,0.798568,20160403140842-228-01,2016,4,3,14,8,42
Airport_Terminal,0.81559,20160403144956-256-00,2016,4,3,14,49,56
Airport_Terminal,0.777187,20160403160330-289-01,2016,4,3,16,3,30
Airport_Terminal,0.702127,20160403173157-300-00,2016,4,3,17,31,57
Airport_Terminal,0.756479,20160403174421-302-00,2016,4,3,17,44,21
Airport_Terminal,0.824986,20160403174446-303-00,2016,4,3,17,44,46
Airport_Terminal,0.770046,20160405180555-281-01,2016,4,5,18,5,55
Airport_Terminal,0.778785,20160405180700-282-00,2016,4,5,18,7,0
Airport_Terminal,0.781535,20160405192329-327-00,2016,4,5,19,23,29
Airport_Terminal,0.794453,20160405193045-332-00,2016,4,5,19,30,45
Airport_Terminal,0.698278,20160406064741-411-00,2016,4,6,6,47,41
Airport_Terminal,0.74562,20160406073020-443-00,2016,4,6,7,30,20
Airport_Terminal,0.673899,20160406185327-683-01,2016,4,6,18,53,27
Airport_Terminal,0.659587,20160406204353-09-01,2016,4,6,20,43,53
Airport_Terminal,0.639572,20160407201907-386-00,2016,4,7,20,19,7
Airport_Terminal,0.74854,20160403083022-68-01,2016,4,3,8,30,22
Airport_Terminal,0.654072,20160403140320-224-01,2016,4,3,14,3,20
Airport_Terminal,0.740596,20160403155521-284-00,2016,4,3,15,55,21
Airport_Terminal,0.732663,20160403181145-315-00,2016,4,3,18,11,45
Airport_Terminal,0.799751,20160405110452-205-01,2016,4,5,11,4,52
Airport_Terminal,0.643341,20160405205956-364-00,2016,4,5,20,59,56
Airport_Terminal,0.727311,20160406173322-659-00,2016,4,6,17,33,22
Airport_Terminal,0.629384,20160403173924-301-01,2016,4,3,17,39,24
Airport_Terminal,0.675411,20160403184316-321-01,2016,4,3,18,43,16
Airport_Terminal,0.640016,20160404154250-559-01,2016,4,4,15,42,50
Airport_Terminal,0.662749,20160406063649-407-00,2016,4,6,6,36,49
Airport_Terminal,0.710048,20160403153937-270-00,2016,4,3,15,39,37
Airport_Terminal,0.713362,20160405182311-290-00,2016,4,5,18,23,11
Airport_Terminal,0.565098,20160407183628-340-01,2016,4,7,18,36,28
Airport_Terminal,0.591691,20160405104319-190-01,2016,4,5,10,43,19
Airport_Terminal,0.574839,20160407012147-56-00,2016,4,7,1,21,47
Airport_Terminal,0.588914,20160403154814-277-01,2016,4,3,15,48,14
Airport_Terminal,0.524214,20160406225151-33-01,2016,4,6,22,51,51
Ambulance,0.772262,20160404072819-418-01,2016,4,4,7,28,19
Anechoic_Chamber,0.836278,20160403224312-387-00,2016,4,3,22,43,12
Anechoic_Chamber,0.669468,20160403065324-45-00,2016,4,3,6,53,24
Apartment_Building,0.839418,20160405021756-65-01,2016,4,5,2,17,56
Apartment_Building,0.845524,20160405045418-66-00,2016,4,5,4,54,18
Apartment_Building,0.863242,20160405051641-67-01,2016,4,5,5,16,41
Apartment_Building,0.786728,20160402222732-31-00,2016,4,2,22,27,32
Apartment_Building,0.590139,20160402200942-02-01,2016,4,2,20,9,42
Apartment_Building,0.614287,20160402204521-07-01,2016,4,2,20,45,21
Apartment_Building,0.511071,20160402202116-05-01,2016,4,2,20,21,16
Apiary,0.853312,20160407115759-160-00,2016,4,7,11,57,59
Apiary,0.857049,20160407130449-194-01,2016,4,7,13,4,49
Apiary,0.724838,20160403191754-332-00,2016,4,3,19,17,54
Apiary,0.797804,20160407131249-199-00,2016,4,7,13,12,49
Apiary,0.737039,20160407131549-201-01,2016,4,7,13,15,49
Apiary,0.83485,20160404105825-519-01,2016,4,4,10,58,25
Apiary,0.652142,20160407113721-150-01,2016,4,7,11,37,21
Apiary,0.693432,20160407124005-185-00,2016,4,7,12,40,5
Apiary,0.798291,20160407124459-187-01,2016,4,7,12,44,59
Apiary,0.74103,20160407125039-188-01,2016,4,7,12,50,39
Apiary,0.696311,20160407155317-251-00,2016,4,7,15,53,17
Apiary,0.782693,20160407165904-293-00,2016,4,7,16,59,4
Apiary,0.738991,20160403191804-333-01,2016,4,3,19,18,4
Apiary,0.72252,20160407080131-107-00,2016,4,7,8,1,31
Apiary,0.658408,20160407113218-147-00,2016,4,7,11,32,18
Apiary,0.663908,20160407123216-179-01,2016,4,7,12,32,16
Apiary,0.686828,20160407125837-190-00,2016,4,7,12,58,37
Apiary,0.67276,20160407131028-196-01,2016,4,7,13,10,28
Apiary,0.730061,20160407155135-247-00,2016,4,7,15,51,35
Apiary,0.707603,20160407155223-249-00,2016,4,7,15,52,23
Apiary,0.794261,20160407192253-353-01,2016,4,7,19,22,53
Apiary,0.758567,20160404103010-504-01,2016,4,4,10,30,10
Apiary,0.732421,20160404175722-598-01,2016,4,4,17,57,22
Apiary,0.581386,20160407130204-191-01,2016,4,7,13,2,4
Apiary,0.692549,20160404100224-496-01,2016,4,4,10,2,24
Apiary,0.748814,20160404105525-516-01,2016,4,4,10,55,25
Apiary,0.685425,20160407122347-174-01,2016,4,7,12,23,47
Apiary,0.645845,20160407131224-198-01,2016,4,7,13,12,24
Apiary,0.610919,20160407133055-212-01,2016,4,7,13,30,55
Apiary,0.623374,20160407133453-214-00,2016,4,7,13,34,53
Apiary,0.552875,20160407143542-222-01,2016,4,7,14,35,42
Apiary,0.628606,20160407155302-250-01,2016,4,7,15,53,2
Apiary,0.685205,20160404103752-505-00,2016,4,4,10,37,52
Apiary,0.5905,20160404180321-601-00,2016,4,4,18,3,21
Apiary,0.593552,20160407144030-223-01,2016,4,7,14,40,30
Apiary,0.598923,20160407175659-306-01,2016,4,7,17,56,59
Apiary,0.683399,20160407180022-310-01,2016,4,7,18,0,22
Apiary,0.516191,20160407103341-112-01,2016,4,7,10,33,41
Apiary,0.511563,20160407175440-302-00,2016,4,7,17,54,40
Appliance,0.527429,20160407155347-252-01,2016,4,7,15,53,47
Appliance,0.518792,20160407155529-254-00,2016,4,7,15,55,29
Appliance,0.513154,20160403132200-204-01,2016,4,3,13,22,0
Appliance,0.515702,20160407080131-107-00,2016,4,7,8,1,31
Appliance,0.534258,20160407101558-110-00,2016,4,7,10,15,58
Appliance,0.525209,20160407111809-140-01,2016,4,7,11,18,9
Appliance,0.501305,20160407113721-150-01,2016,4,7,11,37,21
Appliance,0.530286,20160407123317-180-01,2016,4,7,12,33,17
Appliance,0.534102,20160407123447-181-00,2016,4,7,12,34,47
Appliance,0.533576,20160407124005-185-00,2016,4,7,12,40,5
Appliance,0.532949,20160407130204-191-01,2016,4,7,13,2,4
Appliance,0.532141,20160407130416-193-00,2016,4,7,13,4,16
Appliance,0.531212,20160407131549-201-01,2016,4,7,13,15,49
Appliance,0.532929,20160407131940-205-01,2016,4,7,13,19,40
Appliance,0.504733,20160407133720-217-01,2016,4,7,13,37,20
Appliance,0.523266,20160403092159-102-00,2016,4,3,9,21,59
Appliance,0.52772,20160403135733-216-00,2016,4,3,13,57,33
Appliance,0.526594,20160403153133-267-01,2016,4,3,15,31,33
Appliance,0.523144,20160404085554-460-01,2016,4,4,8,55,54
Appliance,0.52847,20160404124437-528-01,2016,4,4,12,44,37
Appliance,0.502781,20160404185417-635-00,2016,4,4,18,54,17
Appliance,0.525248,20160406074632-452-01,2016,4,6,7,46,32
Appliance,0.530851,20160406090227-491-01,2016,4,6,9,2,27
Appliance,0.505963,20160406093536-523-00,2016,4,6,9,35,36
Appliance,0.50621,20160406094043-529-01,2016,4,6,9,40,43
Appliance,0.521966,20160406182133-677-00,2016,4,6,18,21,33
Appliance,0.524946,20160407070054-74-00,2016,4,7,7,0,54
Appliance,0.521923,20160407074337-101-00,2016,4,7,7,43,37
Appliance,0.524909,20160407104049-117-01,2016,4,7,10,40,49
Appliance,0.531875,20160407104303-119-00,2016,4,7,10,43,3
Appliance,0.524082,20160407110508-128-00,2016,4,7,11,5,8
Appliance,0.532323,20160407110637-130-00,2016,4,7,11,6,37
Appliance,0.527639,20160407111718-139-00,2016,4,7,11,17,18
Appliance,0.510437,20160407112309-142-01,2016,4,7,11,23,9
Appliance,0.517021,20160407113138-146-00,2016,4,7,11,31,38
Appliance,0.528356,20160407113350-148-00,2016,4,7,11,33,50
Appliance,0.525367,20160407113838-151-00,2016,4,7,11,38,38
Appliance,0.529633,20160407122202-173-00,2016,4,7,12,22,2
Appliance,0.530862,20160407123216-179-01,2016,4,7,12,32,16
Appliance,0.529398,20160407124245-186-01,2016,4,7,12,42,45
Appliance,0.519061,20160407124459-187-01,2016,4,7,12,44,59
Appliance,0.532299,20160407130449-194-01,2016,4,7,13,4,49
Appliance,0.531812,20160407131028-196-01,2016,4,7,13,10,28
Appliance,0.528912,20160407131206-197-01,2016,4,7,13,12,6
Appliance,0.533665,20160407131249-199-00,2016,4,7,13,12,49
Appliance,0.529711,20160407132244-207-01,2016,4,7,13,22,44
Appliance,0.529263,20160407132316-208-01,2016,4,7,13,23,16
Appliance,0.525676,20160407132524-210-00,2016,4,7,13,25,24
Appliance,0.531942,20160407132611-211-00,2016,4,7,13,26,11
Appliance,0.520948,20160407133055-212-01,2016,4,7,13,30,55
Appliance,0.526999,20160407145917-227-01,2016,4,7,14,59,17
Appliance,0.531023,20160407151327-232-01,2016,4,7,15,13,27
Appliance,0.534551,20160407153834-239-01,2016,4,7,15,38,34
Appliance,0.532931,20160407154313-241-01,2016,4,7,15,43,13
Appliance,0.529917,20160407154528-244-01,2016,4,7,15,45,28
Appliance,0.527757,20160407154957-245-01,2016,4,7,15,49,57
Appliance,0.513235,20160407155502-253-00,2016,4,7,15,55,2
Appliance,0.526547,20160407163710-277-01,2016,4,7,16,37,10
Appliance,0.524262,20160407164625-285-01,2016,4,7,16,46,25
Appliance,0.513139,20160402232705-35-00,2016,4,2,23,27,5
Appliance,0.520856,20160403092457-105-00,2016,4,3,9,24,57
Appliance,0.516551,20160403093252-109-01,2016,4,3,9,32,52
Appliance,0.515232,20160403095047-115-00,2016,4,3,9,50,47
Appliance,0.510232,20160403130706-200-01,2016,4,3,13,7,6
Appliance,0.525859,20160403134817-212-00,2016,4,3,13,48,17
Appliance,0.530228,20160403152605-265-00,2016,4,3,15,26,5
Appliance,0.512119,20160404081708-438-00,2016,4,4,8,17,8
Appliance,0.507323,20160404082006-442-00,2016,4,4,8,20,6
Appliance,0.507966,20160404082523-448-01,2016,4,4,8,25,23
Appliance,0.522836,20160404082846-450-01,2016,4,4,8,28,46
Appliance,0.528189,20160404083445-452-01,2016,4,4,8,34,45
Appliance,0.523274,20160404083526-453-00,2016,4,4,8,35,26
Appliance,0.522264,20160404084857-456-01,2016,4,4,8,48,57
Appliance,0.527524,20160404085616-461-01,2016,4,4,8,56,16
Appliance,0.523338,20160404091126-470-01,2016,4,4,9,11,26
Appliance,0.534715,20160404093822-478-00,2016,4,4,9,38,22
Appliance,0.524487,20160404094318-481-01,2016,4,4,9,43,18
Appliance,0.523183,20160404095146-486-00,2016,4,4,9,51,46
Appliance,0.520881,20160404095848-492-01,2016,4,4,9,58,48
Appliance,0.531754,20160404100224-496-01,2016,4,4,10,2,24
Appliance,0.533034,20160404130503-530-01,2016,4,4,13,5,3
Appliance,0.530394,20160404131056-531-00,2016,4,4,13,10,56
Appliance,0.529945,20160404140130-534-01,2016,4,4,14,1,30
Appliance,0.526284,20160404140911-539-00,2016,4,4,14,9,11
Appliance,0.52287,20160404140921-540-01,2016,4,4,14,9,21
Appliance,0.515074,20160404141016-542-00,2016,4,4,14,10,16
Appliance,0.505909,20160404152059-556-01,2016,4,4,15,20,59
Appliance,0.514233,20160404163646-588-01,2016,4,4,16,36,46
Appliance,0.522712,20160404193032-641-01,2016,4,4,19,30,32
Appliance,0.533187,20160405070709-88-00,2016,4,5,7,7,9
Appliance,0.500828,20160405080726-115-00,2016,4,5,8,7,26
Appliance,0.51393,20160405085556-140-00,2016,4,5,8,55,56
Appliance,0.528529,20160405123229-221-01,2016,4,5,12,32,29
Appliance,0.533654,20160405142518-242-00,2016,4,5,14,25,18
Appliance,0.527903,20160405171459-260-00,2016,4,5,17,14,59
Appliance,0.532852,20160405171610-261-01,2016,4,5,17,16,10
Appliance,0.529293,20160406070249-420-00,2016,4,6,7,2,49
Appliance,0.512608,20160406085415-488-01,2016,4,6,8,54,15
Appliance,0.501645,20160406090350-492-00,2016,4,6,9,3,50
Appliance,0.506936,20160406090945-496-00,2016,4,6,9,9,45
Appliance,0.530611,20160406093922-527-01,2016,4,6,9,39,22
Appliance,0.52526,20160406094003-528-00,2016,4,6,9,40,3
Appliance,0.529044,20160406094623-530-01,2016,4,6,9,46,23
Appliance,0.535364,20160406095522-538-01,2016,4,6,9,55,22
Appliance,0.523349,20160406102342-540-00,2016,4,6,10,23,42
Appliance,0.52769,20160406102428-541-01,2016,4,6,10,24,28
Appliance,0.522729,20160406121442-551-01,2016,4,6,12,14,42
Appliance,0.522593,20160406124636-565-00,2016,4,6,12,46,36
Appliance,0.531253,20160406133317-583-01,2016,4,6,13,33,17
Appliance,0.514673,20160406172501-652-01,2016,4,6,17,25,1
Appliance,0.51698,20160406172530-653-01,2016,4,6,17,25,30
Appliance,0.532563,20160406180649-675-01,2016,4,6,18,6,49
Appliance,0.527034,20160406182302-678-00,2016,4,6,18,23,2
Appliance,0.532356,20160406183736-680-00,2016,4,6,18,37,36
Appliance,0.517899,20160406190216-689-01,2016,4,6,19,2,16
Appliance,0.530762,20160407103341-112-01,2016,4,7,10,33,41
Appliance,0.528525,20160407103621-113-01,2016,4,7,10,36,21
Appliance,0.533125,20160407103941-116-01,2016,4,7,10,39,41
Appliance,0.528347,20160407104119-118-01,2016,4,7,10,41,19
Appliance,0.527316,20160407105322-120-00,2016,4,7,10,53,22
Appliance,0.532174,20160407105428-122-00,2016,4,7,10,54,28
Appliance,0.524193,20160407105608-123-00,2016,4,7,10,56,8
Appliance,0.534261,20160407105717-124-01,2016,4,7,10,57,17
Appliance,0.515898,20160407110335-127-01,2016,4,7,11,3,35
Appliance,0.532079,20160407110604-129-00,2016,4,7,11,6,4
Appliance,0.526139,20160407110820-133-00,2016,4,7,11,8,20
Appliance,0.528267,20160407110935-136-01,2016,4,7,11,9,35
Appliance,0.529353,20160407111607-138-01,2016,4,7,11,16,7
Appliance,0.531943,20160407112057-141-01,2016,4,7,11,20,57
Appliance,0.532343,20160407112544-144-00,2016,4,7,11,25,44
Appliance,0.525614,20160407113218-147-00,2016,4,7,11,32,18
Appliance,0.53278,20160407122347-174-01,2016,4,7,12,23,47
Appliance,0.529521,20160407125039-188-01,2016,4,7,12,50,39
Appliance,0.532942,20160407125731-189-01,2016,4,7,12,57,31
Appliance,0.526603,20160407125837-190-00,2016,4,7,12,58,37
Appliance,0.533584,20160407131224-198-01,2016,4,7,13,12,24
Appliance,0.528829,20160407131509-200-00,2016,4,7,13,15,9
Appliance,0.532366,20160407131731-202-01,2016,4,7,13,17,31
Appliance,0.52297,20160407131819-203-01,2016,4,7,13,18,19
Appliance,0.532116,20160407131832-204-01,2016,4,7,13,18,32
Appliance,0.534516,20160407132155-206-01,2016,4,7,13,21,55
Appliance,0.534712,20160407132429-209-01,2016,4,7,13,24,29
Appliance,0.52294,20160407133357-213-00,2016,4,7,13,33,57
Appliance,0.5304,20160407143542-222-01,2016,4,7,14,35,42
Appliance,0.53195,20160407153010-235-01,2016,4,7,15,30,10
Appliance,0.529804,20160407153111-236-00,2016,4,7,15,31,11
Appliance,0.529347,20160407153142-237-00,2016,4,7,15,31,42
Appliance,0.52568,20160407153202-238-01,2016,4,7,15,32,2
Appliance,0.528753,20160407154245-240-00,2016,4,7,15,42,45
Appliance,0.532084,20160407154422-243-00,2016,4,7,15,44,22
Appliance,0.526196,20160407155041-246-01,2016,4,7,15,50,41
Appliance,0.531054,20160407155302-250-01,2016,4,7,15,53,2
Appliance,0.528189,20160407155317-251-00,2016,4,7,15,53,17
Appliance,0.525313,20160407155603-255-00,2016,4,7,15,56,3
Appliance,0.506924,20160407161207-267-00,2016,4,7,16,12,7
Appliance,0.509639,20160407161852-270-00,2016,4,7,16,18,52
Appliance,0.523474,20160407164116-279-01,2016,4,7,16,41,16
Appliance,0.514732,20160407175800-307-01,2016,4,7,17,58,0
Appliance,0.51254,20160407184710-346-01,2016,4,7,18,47,10
Appliance,0.529635,20160408084455-16-00,2016,4,8,8,44,55
Appliance,0.53388,20160408104340-57-00,2016,4,8,10,43,40
Appliance,0.53086,20160408104500-58-01,2016,4,8,10,45,0
Appliance,0.526474,20160408105044-63-01,2016,4,8,10,50,44
Appliance,0.526177,20160408105137-64-01,2016,4,8,10,51,37
Appliance,0.521302,20160403073617-50-01,2016,4,3,7,36,17
Appliance,0.513423,20160403073806-51-00,2016,4,3,7,38,6
Appliance,0.514185,20160403073929-53-00,2016,4,3,7,39,29
Appliance,0.523818,20160403085010-74-00,2016,4,3,8,50,10
Appliance,0.505698,20160403085212-76-00,2016,4,3,8,52,12
Appliance,0.515947,20160403085353-77-00,2016,4,3,8,53,53
Appliance,0.506326,20160403104658-148-01,2016,4,3,10,46,58
Appliance,0.503163,20160403115801-159-01,2016,4,3,11,58,1
Appliance,0.506489,20160403122621-170-01,2016,4,3,12,26,21
Appliance,0.505073,20160403125948-194-00,2016,4,3,12,59,48
Appliance,0.507595,20160403130759-201-01,2016,4,3,13,7,59
Appliance,0.512253,20160403135900-218-01,2016,4,3,13,59,0
Appliance,0.519942,20160403140320-224-01,2016,4,3,14,3,20
Appliance,0.513796,20160403142421-235-00,2016,4,3,14,24,21
Appliance,0.526022,20160403142505-237-01,2016,4,3,14,25,5
Appliance,0.518674,20160403144420-250-01,2016,4,3,14,44,20
Appliance,0.522655,20160403144437-251-01,2016,4,3,14,44,37
Appliance,0.522628,20160403144807-254-01,2016,4,3,14,48,7
Appliance,0.530861,20160403145939-260-00,2016,4,3,14,59,39
Appliance,0.530252,20160403151826-261-00,2016,4,3,15,18,26
Appliance,0.521323,20160403152004-262-01,2016,4,3,15,20,4
Appliance,0.522111,20160403152452-264-01,2016,4,3,15,24,52
Appliance,0.508666,20160403154712-276-00,2016,4,3,15,47,12
Appliance,0.511867,20160403155521-284-00,2016,4,3,15,55,21
