ampm,day,id
AM,Tuesday,20160405091216-153-01
AM,Tuesday,20160405091325-154-01
AM,Tuesday,20160405091401-155-00
AM,Tuesday,20160405091437-156-00
AM,Tuesday,20160405091605-157-01
AM,Tuesday,20160405091641-158-01
AM,Tuesday,20160405091833-159-00
AM,Tuesday,20160405092258-160-01
AM,Tuesday,20160405092600-161-00
AM,Tuesday,20160405092648-162-00
AM,Tuesday,20160405092717-163-00
AM,Tuesday,20160405093052-164-00
AM,Tuesday,20160405093548-165-00
AM,Tuesday,20160405093818-166-01
AM,Tuesday,20160405093910-167-00
AM,Tuesday,20160405094002-168-00
AM,Tuesday,20160405094031-169-00
AM,Tuesday,20160405094335-170-01
AM,Tuesday,20160405094505-171-01
AM,Tuesday,20160405094555-172-01
AM,Tuesday,20160405094626-173-01
AM,Tuesday,20160405095018-174-00
AM,Tuesday,20160405095115-175-01
AM,Tuesday,20160405101804-176-01
AM,Tuesday,20160405101848-177-00
AM,Tuesday,20160405101930-178-00
AM,Tuesday,20160405102005-179-01
AM,Tuesday,20160405102358-180-00
AM,Tuesday,20160405102851-181-01
AM,Tuesday,20160405102901-182-01
AM,Tuesday,20160405102928-183-01
AM,Tuesday,20160405102944-184-01
AM,Tuesday,20160405103241-185-01
AM,Tuesday,20160405103850-186-00
AM,Tuesday,20160405104058-187-00
AM,Tuesday,20160405104148-188-00
AM,Tuesday,20160405104254-189-00
AM,Tuesday,20160405104319-190-01
AM,Tuesday,20160405104401-191-01
AM,Tuesday,20160405104429-192-00
AM,Tuesday,20160405104557-193-00
AM,Tuesday,20160405104654-194-00
AM,Tuesday,20160405104735-195-01
AM,Tuesday,20160405104853-196-01
AM,Tuesday,20160405104917-197-01
AM,Tuesday,20160405104956-198-01
AM,Tuesday,20160405105040-199-00
AM,Tuesday,20160405105825-200-01
AM,Tuesday,20160405105850-201-00
AM,Tuesday,20160405105939-202-01
AM,Tuesday,20160405110107-203-01
AM,Tuesday,20160405110326-204-00
AM,Tuesday,20160405110452-205-01
AM,Tuesday,20160405110622-206-01
AM,Tuesday,20160405110721-207-00
AM,Tuesday,20160405110822-208-01
AM,Tuesday,20160405111227-209-00
AM,Tuesday,20160405111531-210-01
AM,Tuesday,20160405111634-211-01
AM,Tuesday,20160405112715-212-01
AM,Tuesday,20160405114803-213-01
AM,Tuesday,20160405114903-214-00
PM,Tuesday,20160405120749-215-00
PM,Tuesday,20160405121042-216-00
PM,Tuesday,20160405122148-217-01
PM,Tuesday,20160405122950-218-00
PM,Tuesday,20160405123025-219-01
PM,Tuesday,20160405123150-220-01
PM,Tuesday,20160405123229-221-01
PM,Tuesday,20160405123341-222-00
PM,Tuesday,20160405123411-223-00
PM,Tuesday,20160405123458-224-01
PM,Tuesday,20160405123543-225-00
PM,Tuesday,20160405123635-226-00
PM,Tuesday,20160405123817-227-00
PM,Tuesday,20160405123850-228-00
PM,Tuesday,20160405123916-229-00
PM,Tuesday,20160405124001-230-01
PM,Tuesday,20160405124134-231-01
PM,Tuesday,20160405124206-232-00
PM,Tuesday,20160405124239-233-01
PM,Tuesday,20160405124256-234-00
PM,Tuesday,20160405124322-235-01
PM,Tuesday,20160405124341-236-01
PM,Tuesday,20160405124357-237-01
PM,Tuesday,20160405124515-238-01
PM,Tuesday,20160405141748-239-00
PM,Tuesday,20160405141830-240-01
PM,Tuesday,20160405141902-241-00
PM,Tuesday,20160405142518-242-00
PM,Tuesday,20160405160146-243-01
PM,Tuesday,20160405160215-244-00
PM,Tuesday,20160405160322-245-01
PM,Tuesday,20160405160526-246-00
PM,Tuesday,20160405160719-247-00
PM,Tuesday,20160405163558-248-01
PM,Tuesday,20160405163956-249-01
PM,Tuesday,20160405164449-250-01
PM,Tuesday,20160405164709-251-00
PM,Tuesday,20160405165350-252-01
PM,Tuesday,20160405165416-253-01
PM,Tuesday,20160405165453-254-00
PM,Tuesday,20160405165539-255-00
PM,Tuesday,20160405165654-256-00
PM,Tuesday,20160405165734-257-01
PM,Tuesday,20160405171142-258-01
PM,Tuesday,20160405171300-259-01
PM,Tuesday,20160405171459-260-00
PM,Tuesday,20160405171610-261-01
PM,Tuesday,20160405171701-262-00
PM,Tuesday,20160405171952-263-01
PM,Tuesday,20160405172030-264-01
PM,Tuesday,20160405172228-265-00
PM,Tuesday,20160405172305-266-01
PM,Tuesday,20160405172455-267-00
PM,Tuesday,20160405173145-269-01
PM,Tuesday,20160405173334-270-00
PM,Tuesday,20160405173729-271-01
PM,Tuesday,20160405173815-272-01
PM,Tuesday,20160405174547-273-01
PM,Tuesday,20160405174723-274-00
PM,Tuesday,20160405174934-275-01
PM,Tuesday,20160405175110-276-00
PM,Tuesday,20160405175236-277-00
PM,Tuesday,20160405175427-278-00
PM,Tuesday,20160405175455-279-01
PM,Tuesday,20160405175524-280-01
PM,Tuesday,20160405180555-281-01
PM,Tuesday,20160405180700-282-00
PM,Tuesday,20160405180852-283-01
PM,Tuesday,20160405180944-284-00
PM,Tuesday,20160405181207-285-00
PM,Tuesday,20160405181504-286-01
PM,Tuesday,20160405181634-287-01
PM,Tuesday,20160405181722-288-00
PM,Tuesday,20160405181836-289-00
PM,Tuesday,20160405182311-290-00
PM,Tuesday,20160405182418-291-00
PM,Tuesday,20160405182712-292-01
PM,Tuesday,20160405182843-293-00
PM,Tuesday,20160405183208-294-00
PM,Tuesday,20160405183246-295-00
PM,Tuesday,20160405183438-296-00
PM,Tuesday,20160405183528-297-00
PM,Tuesday,20160405183620-298-00
PM,Tuesday,20160405183711-299-01
PM,Tuesday,20160405184101-300-00
PM,Tuesday,20160405184354-301-01
PM,Tuesday,20160405184428-302-01
PM,Tuesday,20160405184509-303-01
PM,Tuesday,20160405184535-304-00
PM,Tuesday,20160405184628-305-01
PM,Tuesday,20160405184712-306-00
PM,Tuesday,20160405184842-307-01
PM,Tuesday,20160405185402-308-00
PM,Tuesday,20160405185646-309-01
PM,Tuesday,20160405185840-310-00
PM,Tuesday,20160405190314-311-00
PM,Tuesday,20160405190337-312-01
PM,Tuesday,20160405190352-313-00
PM,Tuesday,20160405190443-314-00
PM,Tuesday,20160405190525-315-01
PM,Tuesday,20160405190659-316-01
PM,Tuesday,20160405190815-317-00
PM,Tuesday,20160405190829-318-00
PM,Tuesday,20160405190931-319-00
PM,Tuesday,20160405191152-320-01
PM,Tuesday,20160405191234-321-00
PM,Tuesday,20160405191332-322-01
PM,Tuesday,20160405191811-323-01
PM,Tuesday,20160405191957-324-01
PM,Tuesday,20160405192153-325-01
PM,Tuesday,20160405192247-326-01
PM,Tuesday,20160405192329-327-00
PM,Tuesday,20160405192425-328-00
PM,Tuesday,20160405192523-329-01
PM,Tuesday,20160405192625-330-01
PM,Tuesday,20160405192824-331-00
PM,Tuesday,20160405193045-332-00
PM,Tuesday,20160405193157-333-00
PM,Tuesday,20160405193228-334-00
PM,Tuesday,20160405193307-335-01
PM,Tuesday,20160405193357-336-01
PM,Tuesday,20160405193547-337-01
PM,Tuesday,20160405194107-338-00
PM,Tuesday,20160405194218-339-01
PM,Tuesday,20160405194325-340-00
PM,Tuesday,20160405194521-341-01
PM,Tuesday,20160405194543-342-01
PM,Tuesday,20160405194631-343-01
PM,Tuesday,20160405194815-344-01
PM,Tuesday,20160405195200-345-01
PM,Tuesday,20160405195224-346-00
PM,Tuesday,20160405195318-347-01
PM,Tuesday,20160405195430-348-00
PM,Tuesday,20160405195525-349-00
PM,Tuesday,20160405200424-350-01
PM,Tuesday,20160405200539-351-01
PM,Tuesday,20160405200629-352-01
PM,Tuesday,20160405201136-353-01
PM,Tuesday,20160405202514-354-00
PM,Tuesday,20160405202919-355-01
PM,Tuesday,20160405202959-356-01
PM,Tuesday,20160405203556-357-01
PM,Tuesday,20160405203725-358-01
PM,Tuesday,20160405203817-359-00
PM,Tuesday,20160405203855-360-01
PM,Tuesday,20160405203922-361-01
PM,Tuesday,20160405204435-362-01
PM,Tuesday,20160405205218-363-01
PM,Tuesday,20160405205956-364-00
PM,Tuesday,20160405210032-365-01
PM,Tuesday,20160405211951-366-00
PM,Tuesday,20160405212014-367-01
PM,Tuesday,20160405212243-368-00
PM,Tuesday,20160405212344-369-00
PM,Tuesday,20160405212446-370-00
PM,Tuesday,20160405212938-371-00
PM,Tuesday,20160405213106-372-00
PM,Tuesday,20160405213121-373-00
PM,Tuesday,20160405213211-374-00
PM,Tuesday,20160405213258-375-00
PM,Tuesday,20160405213430-376-01
PM,Tuesday,20160405213527-377-01
PM,Tuesday,20160405213631-378-00
PM,Tuesday,20160405213713-379-01
PM,Tuesday,20160405213915-380-01
PM,Tuesday,20160405214833-381-00
PM,Tuesday,20160405215132-382-00
PM,Tuesday,20160405215143-383-01
PM,Tuesday,20160405215212-384-00
PM,Tuesday,20160405215233-385-01
PM,Tuesday,20160405215302-386-00
PM,Tuesday,20160405215334-387-00
PM,Tuesday,20160405215441-388-01
PM,Tuesday,20160405220047-389-00
PM,Tuesday,20160405220140-390-01
PM,Tuesday,20160405220217-391-00
PM,Tuesday,20160405220248-392-00
PM,Tuesday,20160405222419-393-00
PM,Tuesday,20160405222600-394-01
PM,Tuesday,20160405222646-395-01
PM,Tuesday,20160405222702-396-00
PM,Tuesday,20160405223001-397-00
PM,Tuesday,20160405223030-398-01
AM,Wednesday,20160406004229-399-01
AM,Wednesday,20160406060042-400-00
AM,Wednesday,20160406060220-401-01
AM,Wednesday,20160406060456-402-01
AM,Wednesday,20160406060742-403-01
AM,Wednesday,20160406061159-404-01
AM,Wednesday,20160406061534-405-00
AM,Wednesday,20160406063418-406-01
AM,Wednesday,20160406063649-407-00
AM,Wednesday,20160406063740-408-01
AM,Wednesday,20160406064507-409-00
AM,Wednesday,20160406064559-410-00
AM,Wednesday,20160406064741-411-00
AM,Wednesday,20160406064922-412-00
AM,Wednesday,20160406065228-413-01
AM,Wednesday,20160406065458-414-01
AM,Wednesday,20160406065605-415-00
AM,Wednesday,20160406065655-416-01
AM,Wednesday,20160406065801-417-01
AM,Wednesday,20160406070001-418-01
AM,Wednesday,20160406070052-419-01
AM,Wednesday,20160406070249-420-00
AM,Wednesday,20160406070313-421-01
AM,Wednesday,20160406070337-422-01
AM,Wednesday,20160406070443-423-01
AM,Wednesday,20160406070600-424-00
AM,Wednesday,20160406070653-425-01
AM,Wednesday,20160406070716-426-00
AM,Wednesday,20160406070755-427-00
AM,Wednesday,20160406070808-428-01
AM,Wednesday,20160406071059-429-00
AM,Wednesday,20160406071231-430-01
AM,Wednesday,20160406071313-431-01
AM,Wednesday,20160406071345-432-00
AM,Wednesday,20160406071532-433-01
AM,Wednesday,20160406071723-434-00
AM,Wednesday,20160406071831-435-01
AM,Wednesday,20160406071905-436-00
AM,Wednesday,20160406071951-437-00
AM,Wednesday,20160406072020-438-00
AM,Wednesday,20160406072047-439-01
AM,Wednesday,20160406072123-440-01
AM,Wednesday,20160406072200-441-00
AM,Wednesday,20160406072706-442-01
AM,Wednesday,20160406073020-443-00
AM,Wednesday,20160406073827-444-00
AM,Wednesday,20160406073931-445-00
AM,Wednesday,20160406074002-446-01
AM,Wednesday,20160406074137-447-01
AM,Wednesday,20160406074209-448-01
AM,Wednesday,20160406074347-449-01
AM,Wednesday,20160406074431-450-01
AM,Wednesday,20160406074613-451-01
AM,Wednesday,20160406074632-452-01
AM,Wednesday,20160406074702-453-01
AM,Wednesday,20160406074837-454-00
AM,Wednesday,20160406075013-455-01
AM,Wednesday,20160406075112-456-00
AM,Wednesday,20160406075130-457-00
AM,Wednesday,20160406075200-458-01
AM,Wednesday,20160406075217-459-01
AM,Wednesday,20160406075553-460-01
AM,Wednesday,20160406075741-461-01
AM,Wednesday,20160406080016-462-01
AM,Wednesday,20160406080052-463-00
AM,Wednesday,20160406080445-464-01
AM,Wednesday,20160406080845-465-00
AM,Wednesday,20160406081117-466-00
AM,Wednesday,20160406081155-467-01
AM,Wednesday,20160406081420-468-00
AM,Wednesday,20160406081921-469-01
AM,Wednesday,20160406082029-470-00
AM,Wednesday,20160406082051-471-01
AM,Wednesday,20160406082649-472-00
AM,Wednesday,20160406082741-473-01
AM,Wednesday,20160406083149-474-01
AM,Wednesday,20160406083223-475-00
AM,Wednesday,20160406083446-476-00
AM,Wednesday,20160406083511-477-00
AM,Wednesday,20160406083735-478-01
AM,Wednesday,20160406083815-479-01
AM,Wednesday,20160406083850-480-01
AM,Wednesday,20160406084357-481-00
AM,Wednesday,20160406084440-482-00
AM,Wednesday,20160406084921-483-00
AM,Wednesday,20160406085103-484-00
AM,Wednesday,20160406085137-485-01
AM,Wednesday,20160406085242-486-01
AM,Wednesday,20160406085351-487-00
AM,Wednesday,20160406085415-488-01
AM,Wednesday,20160406085501-489-00
AM,Wednesday,20160406090119-490-01
AM,Wednesday,20160406090227-491-01
AM,Wednesday,20160406090350-492-00
AM,Wednesday,20160406090454-493-00
AM,Wednesday,20160406090703-494-00
AM,Wednesday,20160406090724-495-01
AM,Wednesday,20160406090945-496-00
AM,Wednesday,20160406091018-497-00
AM,Wednesday,20160406091136-498-01
AM,Wednesday,20160406091215-499-01
AM,Wednesday,20160406091311-500-00
AM,Wednesday,20160406091424-501-00
AM,Wednesday,20160406091437-502-00
AM,Wednesday,20160406091532-503-00
AM,Wednesday,20160406091556-504-01
AM,Wednesday,20160406091621-505-00
AM,Wednesday,20160406091644-506-00
AM,Wednesday,20160406091745-507-00
AM,Wednesday,20160406092001-508-01
AM,Wednesday,20160406092124-509-00
AM,Wednesday,20160406092144-510-01
AM,Wednesday,20160406092247-511-00
AM,Wednesday,20160406092337-512-00
AM,Wednesday,20160406092408-513-01
AM,Wednesday,20160406092502-514-00
AM,Wednesday,20160406092536-515-00
AM,Wednesday,20160406092602-516-00
AM,Wednesday,20160406092821-517-00
AM,Wednesday,20160406092943-518-00
AM,Wednesday,20160406093114-519-00
AM,Wednesday,20160406093242-520-00
AM,Wednesday,20160406093324-521-01
AM,Wednesday,20160406093410-522-01
AM,Wednesday,20160406093536-523-00
AM,Wednesday,20160406093601-524-00
AM,Wednesday,20160406093815-525-01
AM,Wednesday,20160406093834-526-00
AM,Wednesday,20160406093922-527-01
AM,Wednesday,20160406094003-528-00
AM,Wednesday,20160406094043-529-01
AM,Wednesday,20160406094623-530-01
AM,Wednesday,20160406094702-531-00
AM,Wednesday,20160406095129-532-00
AM,Wednesday,20160406095222-533-00
AM,Wednesday,20160406095256-534-00
AM,Wednesday,20160406095352-535-01
AM,Wednesday,20160406095421-536-00
AM,Wednesday,20160406095448-537-01
AM,Wednesday,20160406095522-538-01
AM,Wednesday,20160406095713-539-00
AM,Wednesday,20160406102342-540-00
AM,Wednesday,20160406102428-541-01
AM,Wednesday,20160406102442-542-00
AM,Wednesday,20160406102635-543-01
AM,Wednesday,20160406111943-544-01
AM,Wednesday,20160406112834-545-01
AM,Wednesday,20160406113123-546-00
AM,Wednesday,20160406114358-547-01
AM,Wednesday,20160406114422-548-00
PM,Wednesday,20160406121041-549-01
PM,Wednesday,20160406121120-550-00
PM,Wednesday,20160406121442-551-01
PM,Wednesday,20160406121808-552-00
PM,Wednesday,20160406121917-553-00
PM,Wednesday,20160406122058-554-00
PM,Wednesday,20160406122146-555-00
PM,Wednesday,20160406122245-556-00
PM,Wednesday,20160406122311-557-00
PM,Wednesday,20160406122437-558-01
PM,Wednesday,20160406124008-559-00
PM,Wednesday,20160406124122-560-01
PM,Wednesday,20160406124330-561-00
PM,Wednesday,20160406124357-562-01
PM,Wednesday,20160406124441-563-00
PM,Wednesday,20160406124549-564-00
PM,Wednesday,20160406124636-565-00
PM,Wednesday,20160406124755-566-01
PM,Wednesday,20160406125054-567-01
PM,Wednesday,20160406130417-568-00
PM,Wednesday,20160406131117-569-01
PM,Wednesday,20160406131220-570-00
PM,Wednesday,20160406131635-571-01
PM,Wednesday,20160406131957-572-00
PM,Wednesday,20160406132056-573-01
PM,Wednesday,20160406132546-574-01
PM,Wednesday,20160406132658-575-01
PM,Wednesday,20160406132729-576-01
PM,Wednesday,20160406132752-577-00
PM,Wednesday,20160406132835-578-01
PM,Wednesday,20160406132927-579-00
PM,Wednesday,20160406132944-580-01
PM,Wednesday,20160406133016-581-01
PM,Wednesday,20160406133042-582-00
PM,Wednesday,20160406133317-583-01
PM,Wednesday,20160406133641-584-01
PM,Wednesday,20160406140111-585-00
PM,Wednesday,20160406140152-586-00
PM,Wednesday,20160406140310-587-00
PM,Wednesday,20160406140448-588-00
PM,Wednesday,20160406140628-589-01
PM,Wednesday,20160406141734-590-01
PM,Wednesday,20160406142743-591-00
PM,Wednesday,20160406142845-592-00
PM,Wednesday,20160406142934-593-00
PM,Wednesday,20160406144501-594-00
PM,Wednesday,20160406153706-595-01
PM,Wednesday,20160406155501-596-00
PM,Wednesday,20160406160352-597-00
PM,Wednesday,20160406160436-598-00
PM,Wednesday,20160406160459-599-01
PM,Wednesday,20160406160727-600-01
PM,Wednesday,20160406160907-601-01
PM,Wednesday,20160406161049-602-01
PM,Wednesday,20160406161148-603-00
PM,Wednesday,20160406161232-604-00
PM,Wednesday,20160406161413-605-01
PM,Wednesday,20160406161437-606-00
PM,Wednesday,20160406161526-607-01
PM,Wednesday,20160406161608-608-01
PM,Wednesday,20160406161631-609-01
PM,Wednesday,20160406161657-610-01
PM,Wednesday,20160406161724-611-00
PM,Wednesday,20160406161859-612-00
PM,Wednesday,20160406161936-613-01
PM,Wednesday,20160406162012-614-00
PM,Wednesday,20160406162043-615-01
PM,Wednesday,20160406162316-616-00
PM,Wednesday,20160406162606-617-00
PM,Wednesday,20160406162754-618-00
PM,Wednesday,20160406162832-619-00
PM,Wednesday,20160406163831-620-00
PM,Wednesday,20160406164618-621-00
PM,Wednesday,20160406164757-622-00
PM,Wednesday,20160406164842-623-00
PM,Wednesday,20160406164923-624-01
PM,Wednesday,20160406165031-625-00
PM,Wednesday,20160406165146-626-00
PM,Wednesday,20160406165359-627-01
PM,Wednesday,20160406170332-628-00
PM,Wednesday,20160406170432-629-01
PM,Wednesday,20160406170513-630-00
PM,Wednesday,20160406170544-631-01
PM,Wednesday,20160406170615-632-00
PM,Wednesday,20160406170710-633-01
PM,Wednesday,20160406170747-634-00
PM,Wednesday,20160406171030-635-01
PM,Wednesday,20160406171304-636-00
PM,Wednesday,20160406171337-637-00
PM,Wednesday,20160406171412-638-00
PM,Wednesday,20160406171442-639-01
PM,Wednesday,20160406171456-640-01
PM,Wednesday,20160406171520-641-00
PM,Wednesday,20160406171546-642-00
PM,Wednesday,20160406171645-643-01
PM,Wednesday,20160406171756-644-01
PM,Wednesday,20160406171849-645-01
PM,Wednesday,20160406172014-646-00
PM,Wednesday,20160406172044-647-00
PM,Wednesday,20160406172156-648-00
PM,Wednesday,20160406172252-649-01
PM,Wednesday,20160406172356-650-00
PM,Wednesday,20160406172423-651-00
PM,Wednesday,20160406172501-652-01
PM,Wednesday,20160406172530-653-01
PM,Wednesday,20160406172653-654-01
PM,Wednesday,20160406172809-655-00
PM,Wednesday,20160406172838-656-00
PM,Wednesday,20160406173019-657-01
PM,Wednesday,20160406173113-658-00
PM,Wednesday,20160406173322-659-00
PM,Wednesday,20160406173500-660-01
PM,Wednesday,20160406173525-661-00
PM,Wednesday,20160406173829-662-01
PM,Wednesday,20160406174045-663-01
PM,Wednesday,20160406174101-664-00
PM,Wednesday,20160406174211-665-00
PM,Wednesday,20160406174247-666-00
PM,Wednesday,20160406174417-667-00
PM,Wednesday,20160406174517-668-01
PM,Wednesday,20160406174559-669-00
PM,Wednesday,20160406174847-670-00
PM,Wednesday,20160406175923-671-00
PM,Wednesday,20160406180145-672-00
PM,Wednesday,20160406180411-673-00
PM,Wednesday,20160406180426-674-01
PM,Wednesday,20160406180649-675-01
PM,Wednesday,20160406180848-676-01
PM,Wednesday,20160406182133-677-00
PM,Wednesday,20160406182302-678-00
PM,Wednesday,20160406182821-679-00
PM,Wednesday,20160406183736-680-00
PM,Wednesday,20160406184904-681-00
PM,Wednesday,20160406185116-682-01
PM,Wednesday,20160406185327-683-01
PM,Wednesday,20160406185739-684-01
PM,Wednesday,20160406185823-685-01
PM,Wednesday,20160406185846-686-00
PM,Wednesday,20160406185917-687-01
PM,Wednesday,20160406190200-688-00
PM,Wednesday,20160406190216-689-01
PM,Wednesday,20160406190252-690-01
PM,Wednesday,20160406190329-691-01
PM,Wednesday,20160406191022-01-00
PM,Wednesday,20160406192815-02-00
PM,Wednesday,20160406192946-03-00
PM,Wednesday,20160406193426-04-00
PM,Wednesday,20160406193632-05-01
PM,Wednesday,20160406201557-06-01
PM,Wednesday,20160406202835-07-00
PM,Wednesday,20160406204124-08-01
PM,Wednesday,20160406204353-09-01
PM,Wednesday,20160406204437-10-00
PM,Wednesday,20160406205017-11-00
PM,Wednesday,20160406205407-12-01
PM,Wednesday,20160406205456-13-01
PM,Wednesday,20160406205536-14-01
PM,Wednesday,20160406205616-15-00
PM,Wednesday,20160406205707-16-00
PM,Wednesday,20160406205810-17-00
PM,Wednesday,20160406210008-18-01
PM,Wednesday,20160406210122-19-01
PM,Wednesday,20160406210233-20-00
PM,Wednesday,20160406210401-21-00
PM,Wednesday,20160406210516-22-00
PM,Wednesday,20160406211048-23-00
PM,Wednesday,20160406211251-24-00
PM,Wednesday,20160406211454-25-01
PM,Wednesday,20160406211534-26-00
PM,Wednesday,20160406211708-27-01
PM,Wednesday,20160406213316-28-00
PM,Wednesday,20160406214640-29-00
PM,Wednesday,20160406215027-30-01
PM,Wednesday,20160406215726-31-00
PM,Wednesday,20160406221822-32-00
PM,Wednesday,20160406225151-33-01
PM,Wednesday,20160406225401-34-01
AM,Thursday,20160407002014-35-00
AM,Thursday,20160407002109-36-01
AM,Thursday,20160407002409-37-00
AM,Thursday,20160407002443-38-01
AM,Thursday,20160407002706-39-00
AM,Thursday,20160407002750-40-00
AM,Thursday,20160407003504-41-01
AM,Thursday,20160407003644-42-01
AM,Thursday,20160407003932-43-01
AM,Thursday,20160407004001-44-00
AM,Thursday,20160407004138-45-00
AM,Thursday,20160407004231-46-00
AM,Thursday,20160407004413-47-00
AM,Thursday,20160407004455-48-00
AM,Thursday,20160407005304-49-00
AM,Thursday,20160407005532-50-00
AM,Thursday,20160407005737-51-00
AM,Thursday,20160407010203-52-00
AM,Thursday,20160407010711-53-01
AM,Thursday,20160407010723-54-00
AM,Thursday,20160407011018-55-00
AM,Thursday,20160407012147-56-00
AM,Thursday,20160407012940-57-01
AM,Thursday,20160407021520-58-00
AM,Thursday,20160407052035-59-01
AM,Thursday,20160407052214-60-01
AM,Thursday,20160407053956-61-00
AM,Thursday,20160407062141-62-00
AM,Thursday,20160407062200-63-01
AM,Thursday,20160407062647-64-00
AM,Thursday,20160407062715-65-00
AM,Thursday,20160407062801-66-01
AM,Thursday,20160407062952-67-01
AM,Thursday,20160407064045-68-01
AM,Thursday,20160407065101-69-00
AM,Thursday,20160407065208-70-01
AM,Thursday,20160407065238-71-01
AM,Thursday,20160407065917-72-00
AM,Thursday,20160407065954-73-01
AM,Thursday,20160407070054-74-00
AM,Thursday,20160407070632-75-00
AM,Thursday,20160407070810-76-00
AM,Thursday,20160407071112-77-01
AM,Thursday,20160407071233-78-01
AM,Thursday,20160407071246-79-00
AM,Thursday,20160407071318-80-01
AM,Thursday,20160407071438-81-00
AM,Thursday,20160407071548-82-01
AM,Thursday,20160407071634-83-00
AM,Thursday,20160407071747-84-00
AM,Thursday,20160407071830-85-01
AM,Thursday,20160407071847-86-01
AM,Thursday,20160407071943-87-01
AM,Thursday,20160407072241-88-01
AM,Thursday,20160407072325-89-00
AM,Thursday,20160407072352-90-01
AM,Thursday,20160407072435-91-00
AM,Thursday,20160407072539-92-00
AM,Thursday,20160407072616-93-00
AM,Thursday,20160407074219-99-01
AM,Thursday,20160407074246-100-01
AM,Thursday,20160407074337-101-00
AM,Thursday,20160407074428-102-00
AM,Thursday,20160407074504-103-01
AM,Thursday,20160407074527-104-00
AM,Thursday,20160407075941-105-00
AM,Thursday,20160407080028-106-01
AM,Thursday,20160407080131-107-00
AM,Thursday,20160407095315-108-00
AM,Thursday,20160407100235-109-00
AM,Thursday,20160407101558-110-00
AM,Thursday,20160407103254-111-00
AM,Thursday,20160407103341-112-01
AM,Thursday,20160407103621-113-01
AM,Thursday,20160407103733-114-01
AM,Thursday,20160407103809-115-00
AM,Thursday,20160407103941-116-01
AM,Thursday,20160407104049-117-01
AM,Thursday,20160407104119-118-01
AM,Thursday,20160407104303-119-00
AM,Thursday,20160407105322-120-00
AM,Thursday,20160407105346-121-00
AM,Thursday,20160407105428-122-00
AM,Thursday,20160407105608-123-00
AM,Thursday,20160407105717-124-01
AM,Thursday,20160407105952-125-00
AM,Thursday,20160407110228-126-00
AM,Thursday,20160407110335-127-01
AM,Thursday,20160407110508-128-00
AM,Thursday,20160407110604-129-00
AM,Thursday,20160407110637-130-00
AM,Thursday,20160407110750-131-01
AM,Thursday,20160407110803-132-01
AM,Thursday,20160407110820-133-00
AM,Thursday,20160407110837-134-01
AM,Thursday,20160407110911-135-00
AM,Thursday,20160407110935-136-01
AM,Thursday,20160407111607-138-01
AM,Thursday,20160407111718-139-00
AM,Thursday,20160407111809-140-01
AM,Thursday,20160407112057-141-01
AM,Thursday,20160407112309-142-01
AM,Thursday,20160407112413-143-00
AM,Thursday,20160407112544-144-00
AM,Thursday,20160407113138-146-00
AM,Thursday,20160407113218-147-00
AM,Thursday,20160407113350-148-00
AM,Thursday,20160407113721-150-01
AM,Thursday,20160407113838-151-00
AM,Thursday,20160407115759-160-00
AM,Thursday,20160407115926-161-01
PM,Thursday,20160407120154-162-01
PM,Thursday,20160407122202-173-00
PM,Thursday,20160407122347-174-01
PM,Thursday,20160407122404-175-01
PM,Thursday,20160407122450-176-00
PM,Thursday,20160407122754-177-00
PM,Thursday,20160407123128-178-01
PM,Thursday,20160407123216-179-01
PM,Thursday,20160407123317-180-01
PM,Thursday,20160407123447-181-00
PM,Thursday,20160407123843-182-00
PM,Thursday,20160407123908-183-00
PM,Thursday,20160407123936-184-00
PM,Thursday,20160407124005-185-00
PM,Thursday,20160407124245-186-01
PM,Thursday,20160407124459-187-01
PM,Thursday,20160407125039-188-01
PM,Thursday,20160407125731-189-01
PM,Thursday,20160407125837-190-00
PM,Thursday,20160407130204-191-01
PM,Thursday,20160407130323-192-01
PM,Thursday,20160407130416-193-00
PM,Thursday,20160407130449-194-01
PM,Thursday,20160407130936-195-00
PM,Thursday,20160407131028-196-01
PM,Thursday,20160407131206-197-01
PM,Thursday,20160407131224-198-01
PM,Thursday,20160407131249-199-00
PM,Thursday,20160407131509-200-00
PM,Thursday,20160407131549-201-01
PM,Thursday,20160407131731-202-01
PM,Thursday,20160407131819-203-01
PM,Thursday,20160407131832-204-01
PM,Thursday,20160407131940-205-01
PM,Thursday,20160407132155-206-01
PM,Thursday,20160407132244-207-01
PM,Thursday,20160407132316-208-01
PM,Thursday,20160407132429-209-01
PM,Thursday,20160407132524-210-00
PM,Thursday,20160407132611-211-00
PM,Thursday,20160407133055-212-01
PM,Thursday,20160407133357-213-00
PM,Thursday,20160407133453-214-00
PM,Thursday,20160407133532-215-01
PM,Thursday,20160407133603-216-01
PM,Thursday,20160407133720-217-01
PM,Thursday,20160407133920-218-01
PM,Thursday,20160407142449-219-00
PM,Thursday,20160407142539-220-01
PM,Thursday,20160407143457-221-01
PM,Thursday,20160407143542-222-01
PM,Thursday,20160407144030-223-01
PM,Thursday,20160407144619-224-01
PM,Thursday,20160407144956-225-01
PM,Thursday,20160407145212-226-01
PM,Thursday,20160407145917-227-01
PM,Thursday,20160407145941-228-01
PM,Thursday,20160407151046-229-01
PM,Thursday,20160407151152-230-00
PM,Thursday,20160407151214-231-01
PM,Thursday,20160407151327-232-01
PM,Thursday,20160407151356-233-00
