ampm,day,id
PM,Sunday,20160403151826-261-00
PM,Sunday,20160403152004-262-01
PM,Sunday,20160403152418-263-01
PM,Sunday,20160403152452-264-01
PM,Sunday,20160403152605-265-00
PM,Sunday,20160403152819-266-00
PM,Sunday,20160403153133-267-01
PM,Sunday,20160403153531-268-00
PM,Sunday,20160403153756-269-01
PM,Sunday,20160403153937-270-00
PM,Sunday,20160403154013-271-00
PM,Sunday,20160403154155-272-00
PM,Sunday,20160403154241-273-01
PM,Sunday,20160403154317-274-00
PM,Sunday,20160403154636-275-00
PM,Sunday,20160403154712-276-00
PM,Sunday,20160403154814-277-01
PM,Sunday,20160403154857-278-01
PM,Sunday,20160403154915-279-01
PM,Sunday,20160403154957-280-00
PM,Sunday,20160403155012-281-01
PM,Sunday,20160403155059-282-01
PM,Sunday,20160403155314-283-00
PM,Sunday,20160403155521-284-00
PM,Sunday,20160403155622-285-01
PM,Sunday,20160403155833-286-01
PM,Sunday,20160403160001-287-00
PM,Sunday,20160403160302-288-00
PM,Sunday,20160403160330-289-01
PM,Sunday,20160403170142-298-01
PM,Sunday,20160403170938-299-01
PM,Sunday,20160403173157-300-00
PM,Sunday,20160403173924-301-01
PM,Sunday,20160403174421-302-00
PM,Sunday,20160403174446-303-00
PM,Sunday,20160403175816-304-00
PM,Sunday,20160403175930-305-00
PM,Sunday,20160403180037-306-00
PM,Sunday,20160403180116-307-00
PM,Sunday,20160403180228-308-01
PM,Sunday,20160403180457-309-00
PM,Sunday,20160403180611-310-00
PM,Sunday,20160403180727-311-01
PM,Sunday,20160403180845-312-01
PM,Sunday,20160403180905-313-00
PM,Sunday,20160403181102-314-01
PM,Sunday,20160403181145-315-00
PM,Sunday,20160403181412-316-00
PM,Sunday,20160403181451-317-01
PM,Sunday,20160403181526-318-01
PM,Sunday,20160403181551-319-00
PM,Sunday,20160403181645-320-00
PM,Sunday,20160403184316-321-01
PM,Sunday,20160403184408-322-01
PM,Sunday,20160403184446-323-01
PM,Sunday,20160403184511-324-01
PM,Sunday,20160403185353-325-01
PM,Sunday,20160403185651-326-01
PM,Sunday,20160403190126-327-01
PM,Sunday,20160403190746-328-00
PM,Sunday,20160403190944-329-00
PM,Sunday,20160403191048-330-01
PM,Sunday,20160403191440-331-01
PM,Sunday,20160403191754-332-00
PM,Sunday,20160403191804-333-01
PM,Sunday,20160403192003-334-01
PM,Sunday,20160403192033-335-01
PM,Sunday,20160403192113-336-00
PM,Sunday,20160403192143-337-01
PM,Sunday,20160403192230-338-01
PM,Sunday,20160403192842-339-01
PM,Sunday,20160403193820-340-00
PM,Sunday,20160403194617-341-01
PM,Sunday,20160403194919-343-00
PM,Sunday,20160403195021-344-00
PM,Sunday,20160403195445-345-01
PM,Sunday,20160403195619-346-00
PM,Sunday,20160403200530-347-01
PM,Sunday,20160403200756-348-01
PM,Sunday,20160403200917-349-00
PM,Sunday,20160403201023-350-00
PM,Sunday,20160403201309-351-00
PM,Sunday,20160403201331-352-01
PM,Sunday,20160403201401-353-00
PM,Sunday,20160403201438-354-00
PM,Sunday,20160403201535-355-00
PM,Sunday,20160403201752-356-00
PM,Sunday,20160403202116-357-01
PM,Sunday,20160403202140-358-01
PM,Sunday,20160403202436-359-01
PM,Sunday,20160403202459-360-01
PM,Sunday,20160403203025-361-01
PM,Sunday,20160403203223-362-01
PM,Sunday,20160403203346-363-01
PM,Sunday,20160403203613-364-01
PM,Sunday,20160403204439-365-00
PM,Sunday,20160403204748-366-00
PM,Sunday,20160403204816-367-00
PM,Sunday,20160403205020-368-01
PM,Sunday,20160403205041-369-01
PM,Sunday,20160403205128-370-00
PM,Sunday,20160403205815-371-00
PM,Sunday,20160403205831-372-00
PM,Sunday,20160403210531-373-01
PM,Sunday,20160403210740-374-00
PM,Sunday,20160403210838-375-01
PM,Sunday,20160403212106-376-01
PM,Sunday,20160403212811-377-00
PM,Sunday,20160403213042-378-00
PM,Sunday,20160403215018-379-00
PM,Sunday,20160403215949-380-01
PM,Sunday,20160403220122-381-00
PM,Sunday,20160403221741-382-00
PM,Sunday,20160403221812-383-01
PM,Sunday,20160403222139-384-00
PM,Sunday,20160403223310-385-00
PM,Sunday,20160403223442-386-01
PM,Sunday,20160403224312-387-00
PM,Sunday,20160403224450-388-01
PM,Sunday,20160403231528-389-01
AM,Monday,20160404000237-390-00
AM,Monday,20160404063241-399-01
AM,Monday,20160404063326-400-00
AM,Monday,20160404063421-401-01
AM,Monday,20160404063722-402-01
AM,Monday,20160404063901-403-01
AM,Monday,20160404064116-404-00
AM,Monday,20160404070004-405-01
AM,Monday,20160404070429-406-01
AM,Monday,20160404070907-407-00
AM,Monday,20160404071018-408-00
AM,Monday,20160404071521-409-00
AM,Monday,20160404071546-410-01
AM,Monday,20160404071654-411-00
AM,Monday,20160404071732-412-01
AM,Monday,20160404071759-413-00
AM,Monday,20160404071809-414-01
AM,Monday,20160404072032-416-01
AM,Monday,20160404072727-417-00
AM,Monday,20160404072819-418-01
AM,Monday,20160404072856-419-00
AM,Monday,20160404072948-420-01
AM,Monday,20160404073038-421-00
AM,Monday,20160404073150-422-00
AM,Monday,20160404073338-423-01
AM,Monday,20160404073442-424-01
AM,Monday,20160404074349-425-01
AM,Monday,20160404074435-426-00
AM,Monday,20160404074541-427-00
AM,Monday,20160404074617-428-00
AM,Monday,20160404074728-429-00
AM,Monday,20160404080038-430-01
AM,Monday,20160404080141-431-00
AM,Monday,20160404080213-432-00
AM,Monday,20160404080252-433-00
AM,Monday,20160404080326-434-01
AM,Monday,20160404080506-435-00
AM,Monday,20160404080545-436-00
AM,Monday,20160404081000-437-01
AM,Monday,20160404081708-438-00
AM,Monday,20160404081824-439-01
AM,Monday,20160404081848-440-01
AM,Monday,20160404081945-441-00
AM,Monday,20160404082006-442-00
AM,Monday,20160404082027-443-01
AM,Monday,20160404082058-444-00
AM,Monday,20160404082113-445-00
AM,Monday,20160404082224-446-00
AM,Monday,20160404082347-447-01
AM,Monday,20160404082523-448-01
AM,Monday,20160404082750-449-00
AM,Monday,20160404082846-450-01
AM,Monday,20160404083429-451-00
AM,Monday,20160404083445-452-01
AM,Monday,20160404083526-453-00
AM,Monday,20160404083852-454-01
AM,Monday,20160404084036-455-01
AM,Monday,20160404084857-456-01
AM,Monday,20160404084926-457-00
AM,Monday,20160404085042-458-01
AM,Monday,20160404085358-459-00
AM,Monday,20160404085554-460-01
AM,Monday,20160404085616-461-01
AM,Monday,20160404090359-462-01
AM,Monday,20160404090446-463-01
AM,Monday,20160404090645-464-01
AM,Monday,20160404090803-465-01
AM,Monday,20160404090928-466-01
AM,Monday,20160404090939-467-01
AM,Monday,20160404091010-468-00
AM,Monday,20160404091029-469-00
AM,Monday,20160404091126-470-01
AM,Monday,20160404092221-471-00
AM,Monday,20160404092831-472-01
AM,Monday,20160404093058-473-01
AM,Monday,20160404093144-474-00
AM,Monday,20160404093156-475-01
AM,Monday,20160404093516-476-01
AM,Monday,20160404093659-477-01
AM,Monday,20160404093822-478-00
AM,Monday,20160404094007-479-01
AM,Monday,20160404094135-480-01
AM,Monday,20160404094318-481-01
AM,Monday,20160404094448-482-00
AM,Monday,20160404094657-483-01
AM,Monday,20160404094826-484-00
AM,Monday,20160404094854-485-00
AM,Monday,20160404095146-486-00
AM,Monday,20160404095210-487-00
AM,Monday,20160404095436-488-00
AM,Monday,20160404095459-489-00
AM,Monday,20160404095705-490-01
AM,Monday,20160404095754-491-01
AM,Monday,20160404095848-492-01
AM,Monday,20160404095929-493-01
AM,Monday,20160404100044-494-00
AM,Monday,20160404100142-495-00
AM,Monday,20160404100224-496-01
AM,Monday,20160404100758-497-00
AM,Monday,20160404100836-498-01
AM,Monday,20160404100903-499-01
AM,Monday,20160404101054-500-00
AM,Monday,20160404101637-501-00
AM,Monday,20160404102538-502-01
AM,Monday,20160404102918-503-00
AM,Monday,20160404103010-504-01
AM,Monday,20160404103752-505-00
AM,Monday,20160404103814-506-01
AM,Monday,20160404103928-507-01
AM,Monday,20160404104333-508-00
AM,Monday,20160404104421-509-01
AM,Monday,20160404104720-510-00
AM,Monday,20160404104836-511-01
AM,Monday,20160404104943-512-01
AM,Monday,20160404105221-513-00
AM,Monday,20160404105246-514-00
AM,Monday,20160404105337-515-00
AM,Monday,20160404105525-516-01
AM,Monday,20160404105538-517-00
AM,Monday,20160404105705-518-00
AM,Monday,20160404105825-519-01
AM,Monday,20160404111015-520-00
AM,Monday,20160404111202-521-01
AM,Monday,20160404112645-522-00
AM,Monday,20160404112939-523-00
AM,Monday,20160404113132-524-00
PM,Monday,20160404121551-525-00
PM,Monday,20160404121606-526-00
PM,Monday,20160404121749-527-00
PM,Monday,20160404124437-528-01
PM,Monday,20160404125831-529-00
PM,Monday,20160404130503-530-01
PM,Monday,20160404131056-531-00
PM,Monday,20160404135831-532-00
PM,Monday,20160404135950-533-00
PM,Monday,20160404140130-534-01
PM,Monday,20160404140328-535-00
PM,Monday,20160404140351-536-00
PM,Monday,20160404140418-537-01
PM,Monday,20160404140801-538-01
PM,Monday,20160404140911-539-00
PM,Monday,20160404140921-540-01
PM,Monday,20160404140952-541-00
PM,Monday,20160404141016-542-00
PM,Monday,20160404141051-543-01
PM,Monday,20160404141119-544-01
PM,Monday,20160404141402-545-00
PM,Monday,20160404141433-546-01
PM,Monday,20160404141515-547-01
PM,Monday,20160404141633-548-00
PM,Monday,20160404141716-549-00
PM,Monday,20160404141814-550-00
PM,Monday,20160404141850-551-01
PM,Monday,20160404142006-552-00
PM,Monday,20160404142138-553-01
PM,Monday,20160404142525-554-01
PM,Monday,20160404151747-555-01
PM,Monday,20160404152059-556-01
PM,Monday,20160404152135-557-01
PM,Monday,20160404152210-558-00
PM,Monday,20160404154250-559-01
PM,Monday,20160404154627-560-01
PM,Monday,20160404154717-561-00
PM,Monday,20160404154932-562-00
PM,Monday,20160404155131-563-01
PM,Monday,20160404155220-564-00
PM,Monday,20160404155653-565-00
PM,Monday,20160404160819-566-01
PM,Monday,20160404161030-567-00
PM,Monday,20160404161512-568-00
PM,Monday,20160404161648-569-01
PM,Monday,20160404161857-570-00
PM,Monday,20160404161917-571-00
PM,Monday,20160404161932-572-01
PM,Monday,20160404162000-573-01
PM,Monday,20160404162105-574-01
PM,Monday,20160404162308-575-01
PM,Monday,20160404162342-576-01
PM,Monday,20160404162420-577-00
PM,Monday,20160404162452-578-01
PM,Monday,20160404162518-579-00
PM,Monday,20160404162559-580-00
PM,Monday,20160404162727-581-01
PM,Monday,20160404163122-582-00
PM,Monday,20160404163222-583-00
PM,Monday,20160404163309-584-01
PM,Monday,20160404163356-585-01
PM,Monday,20160404163410-586-01
PM,Monday,20160404163431-587-00
PM,Monday,20160404163646-588-01
PM,Monday,20160404163728-589-00
PM,Monday,20160404164154-590-01
PM,Monday,20160404164245-591-01
PM,Monday,20160404164821-592-00
PM,Monday,20160404164837-593-00
PM,Monday,20160404165242-594-01
PM,Monday,20160404165936-595-01
PM,Monday,20160404175035-596-01
PM,Monday,20160404175539-597-01
PM,Monday,20160404175722-598-01
PM,Monday,20160404175855-599-01
PM,Monday,20160404180218-600-00
PM,Monday,20160404180321-601-00
PM,Monday,20160404180404-602-00
PM,Monday,20160404180440-603-00
PM,Monday,20160404180601-604-00
PM,Monday,20160404180907-605-01
PM,Monday,20160404181318-606-01
PM,Monday,20160404181404-607-00
PM,Monday,20160404181448-608-01
PM,Monday,20160404181554-609-00
PM,Monday,20160404181701-610-01
PM,Monday,20160404181846-611-01
PM,Monday,20160404181936-612-00
PM,Monday,20160404182001-613-00
PM,Monday,20160404182021-614-00
PM,Monday,20160404182146-615-01
PM,Monday,20160404182251-616-00
PM,Monday,20160404182320-617-00
PM,Monday,20160404182423-618-00
PM,Monday,20160404182514-619-00
PM,Monday,20160404182611-620-00
PM,Monday,20160404182730-621-00
PM,Monday,20160404183218-622-00
PM,Monday,20160404183319-623-00
PM,Monday,20160404183346-624-01
PM,Monday,20160404183536-625-00
PM,Monday,20160404183731-626-01
PM,Monday,20160404183955-627-01
PM,Monday,20160404184032-628-00
PM,Monday,20160404184138-629-01
PM,Monday,20160404184309-630-01
PM,Monday,20160404184400-631-00
PM,Monday,20160404184432-632-00
PM,Monday,20160404184959-633-00
PM,Monday,20160404185112-634-00
PM,Monday,20160404185417-635-00
PM,Monday,20160404185551-636-00
PM,Monday,20160404185814-637-01
PM,Monday,20160404190206-638-00
PM,Monday,20160404192556-639-01
PM,Monday,20160404192623-640-01
PM,Monday,20160404193032-641-01
PM,Monday,20160404193923-642-00
PM,Monday,20160404194434-643-00
PM,Monday,20160404194517-644-00
PM,Monday,20160404194807-645-01
PM,Monday,20160404195305-646-00
PM,Monday,20160404195449-647-01
PM,Monday,20160404195546-648-00
PM,Monday,20160404195734-649-00
PM,Monday,20160404195939-650-00
PM,Monday,20160404200003-651-01
PM,Monday,20160404201428-652-00
PM,Monday,20160404201840-653-01
PM,Monday,20160404202106-654-00
PM,Monday,20160404202132-655-01
PM,Monday,20160404202241-656-00
PM,Monday,20160404202305-657-01
PM,Monday,20160404202333-658-01
PM,Monday,20160404202447-659-01
PM,Monday,20160404202825-660-01
PM,Monday,20160404202906-661-00
PM,Monday,20160404202936-662-00
PM,Monday,20160404203006-663-00
PM,Monday,20160404203040-664-01
PM,Monday,20160404203640-01-01
PM,Monday,20160404204930-02-00
PM,Monday,20160404204957-03-00
PM,Monday,20160404205022-04-00
PM,Monday,20160404205722-05-00
PM,Monday,20160404205807-06-01
PM,Monday,20160404205921-07-01
PM,Monday,20160404210053-08-01
PM,Monday,20160404210146-09-01
PM,Monday,20160404210445-10-01
PM,Monday,20160404210848-11-01
PM,Monday,20160404210953-12-01
PM,Monday,20160404211041-13-01
PM,Monday,20160404211940-14-01
PM,Monday,20160404212049-15-01
PM,Monday,20160404212119-16-00
PM,Monday,20160404212544-17-01
PM,Monday,20160404213006-18-01
PM,Monday,20160404213127-19-01
PM,Monday,20160404214831-20-00
PM,Monday,20160404214911-21-01
PM,Monday,20160404214948-22-01
PM,Monday,20160404215144-23-01
PM,Monday,20160404215221-24-01
PM,Monday,20160404215314-25-01
PM,Monday,20160404215437-26-01
PM,Monday,20160404215606-27-00
PM,Monday,20160404215846-28-01
PM,Monday,20160404215958-29-01
PM,Monday,20160404220149-30-00
PM,Monday,20160404220419-31-01
PM,Monday,20160404220504-32-01
PM,Monday,20160404220631-33-01
PM,Monday,20160404220818-34-00
PM,Monday,20160404220920-35-00
PM,Monday,20160404221255-36-01
PM,Monday,20160404221701-37-00
PM,Monday,20160404221722-38-01
PM,Monday,20160404221911-39-00
PM,Monday,20160404222422-40-00
PM,Monday,20160404222650-41-01
PM,Monday,20160404222826-42-00
PM,Monday,20160404223004-43-00
PM,Monday,20160404223130-44-00
PM,Monday,20160404223201-45-00
PM,Monday,20160404223257-46-00
PM,Monday,20160404223324-47-01
PM,Monday,20160404223335-48-01
PM,Monday,20160404223644-49-01
PM,Monday,20160404224017-50-00
PM,Monday,20160404224125-51-00
PM,Monday,20160404224212-52-00
PM,Monday,20160404224241-53-01
PM,Monday,20160404224332-54-01
PM,Monday,20160404224410-55-00
PM,Monday,20160404224424-56-01
PM,Monday,20160404224458-57-00
PM,Monday,20160404224800-58-00
PM,Monday,20160404224925-59-00
PM,Monday,20160404225042-60-00
PM,Monday,20160404231921-61-01
PM,Monday,20160404234606-62-01
PM,Monday,20160404234718-63-01
PM,Monday,20160404234803-64-00
AM,Tuesday,20160405021756-65-01
AM,Tuesday,20160405045418-66-00
AM,Tuesday,20160405051641-67-01
AM,Tuesday,20160405060410-68-00
AM,Tuesday,20160405061003-69-01
AM,Tuesday,20160405061331-70-01
AM,Tuesday,20160405061409-71-01
AM,Tuesday,20160405061514-72-00
AM,Tuesday,20160405061605-73-00
AM,Tuesday,20160405061730-74-01
AM,Tuesday,20160405061742-75-01
AM,Tuesday,20160405061834-76-01
AM,Tuesday,20160405062119-77-00
AM,Tuesday,20160405062149-78-01
AM,Tuesday,20160405062247-79-01
AM,Tuesday,20160405062315-80-01
AM,Tuesday,20160405062653-81-01
AM,Tuesday,20160405064106-82-01
AM,Tuesday,20160405064835-83-01
AM,Tuesday,20160405070356-84-00
AM,Tuesday,20160405070414-85-01
AM,Tuesday,20160405070441-86-00
AM,Tuesday,20160405070618-87-01
AM,Tuesday,20160405070709-88-00
AM,Tuesday,20160405070816-89-01
AM,Tuesday,20160405070905-90-00
AM,Tuesday,20160405071335-91-00
AM,Tuesday,20160405071446-92-01
AM,Tuesday,20160405071524-93-01
AM,Tuesday,20160405071734-94-01
AM,Tuesday,20160405071932-95-01
AM,Tuesday,20160405072057-96-00
AM,Tuesday,20160405072453-97-01
AM,Tuesday,20160405072726-98-01
AM,Tuesday,20160405072922-99-00
AM,Tuesday,20160405072954-100-00
AM,Tuesday,20160405073038-101-00
AM,Tuesday,20160405073143-102-01
AM,Tuesday,20160405073309-103-00
AM,Tuesday,20160405073334-104-01
AM,Tuesday,20160405073526-105-00
AM,Tuesday,20160405073826-106-00
AM,Tuesday,20160405074435-107-01
AM,Tuesday,20160405074454-108-01
AM,Tuesday,20160405080610-114-01
AM,Tuesday,20160405080726-115-00
AM,Tuesday,20160405080819-116-01
AM,Tuesday,20160405081031-117-01
AM,Tuesday,20160405081215-118-01
AM,Tuesday,20160405081337-119-01
AM,Tuesday,20160405081432-120-01
AM,Tuesday,20160405081522-121-01
AM,Tuesday,20160405081550-122-00
AM,Tuesday,20160405081628-123-01
AM,Tuesday,20160405081718-124-00
AM,Tuesday,20160405081845-125-01
AM,Tuesday,20160405081940-126-01
AM,Tuesday,20160405082033-127-01
AM,Tuesday,20160405082118-128-00
AM,Tuesday,20160405082146-129-00
AM,Tuesday,20160405082204-130-00
AM,Tuesday,20160405082441-131-01
AM,Tuesday,20160405082507-132-00
AM,Tuesday,20160405082607-133-00
AM,Tuesday,20160405083631-134-00
AM,Tuesday,20160405083814-135-01
AM,Tuesday,20160405084326-136-00
AM,Tuesday,20160405084704-137-01
AM,Tuesday,20160405085230-138-01
AM,Tuesday,20160405085525-139-00
AM,Tuesday,20160405085556-140-00
AM,Tuesday,20160405085729-141-00
AM,Tuesday,20160405085745-142-01
AM,Tuesday,20160405085825-143-01
AM,Tuesday,20160405090327-144-00
AM,Tuesday,20160405090522-145-00
AM,Tuesday,20160405090546-146-00
AM,Tuesday,20160405090615-147-00
AM,Tuesday,20160405090658-148-01
AM,Tuesday,20160405090812-149-01
AM,Tuesday,20160405090904-150-00
AM,Tuesday,20160405090941-151-01
AM,Tuesday,20160405091040-152-00
