classifier,score,year,month,day,hour,minute,second,seqno
Adult,0.615664,2016,04,03,13,58,17,217-01
Adult,0.629929,2016,04,06,06,52,28,413-01
Adult,0.564135,2016,04,04,07,00,04,405-01
Adult,0.614021,2016,04,05,19,54,30,348-00
Adult,0.510581,2016,04,04,12,58,31,529-00
Adult,0.625568,2016,04,05,17,24,55,267-00
Adult,0.529675,2016,04,05,19,52,00,345-01
Adult,0.62869,2016,04,06,17,13,04,636-00
Adult,0.518549,2016,04,03,14,34,12,244-01
Adult,0.618017,2016,04,03,18,16,45,320-00
Adult,0.580314,2016,04,06,17,48,47,670-00
Adult,0.583303,2016,04,04,15,17,47,555-01
Adult,0.606739,2016,04,06,17,05,44,631-01
Adult,0.6113,2016,04,07,11,02,28,126-00
Adult,0.617498,2016,04,03,13,56,42,215-01
Adult,0.592608,2016,04,06,17,05,13,630-00
Adult,0.575359,2016,04,06,17,14,12,638-00
Adult,0.579184,2016,04,03,11,50,58,153-00
Adult,0.508825,2016,04,03,14,43,14,248-01
Adult,0.552259,2016,04,04,07,09,07,407-00
Adult,0.558654,2016,04,03,20,09,17,349-00
Adult,0.547451,2016,04,03,15,56,22,285-01
Adventure_Sport,0.822536,2016,04,07,05,20,35,59-01
Adventure_Sport,0.827446,2016,04,07,00,40,01,44-00
Adventure_Sport,0.831066,2016,04,07,00,41,38,45-00
Adventure_Sport,0.759587,2016,04,07,00,55,32,50-00
Adventure_Sport,0.709244,2016,04,07,05,22,14,60-01
Adventure_Sport,0.769522,2016,04,04,20,00,03,651-01
Adventure_Sport,0.733821,2016,04,07,00,39,32,43-01
Adventure_Sport,0.640588,2016,04,07,01,07,11,53-01
Adventure_Sport,0.685053,2016,04,07,05,39,56,61-00
Adventure_Sport,0.72769,2016,04,04,21,01,46,09-01
Adventure_Sport,0.801879,2016,04,04,21,08,48,11-01
Adventure_Sport,0.758332,2016,04,04,20,29,06,661-00
Adventure_Sport,0.718266,2016,04,04,20,49,57,03-00
Adventure_Sport,0.769879,2016,04,04,21,09,53,12-01
Adventure_Sport,0.622737,2016,04,07,01,29,40,57-01
Adventure_Sport,0.760239,2016,04,04,20,28,25,660-01
Adventure_Sport,0.741133,2016,04,04,21,10,41,13-01
Adventure_Sport,0.720141,2016,04,04,21,19,40,14-01
Adventure_Sport,0.687813,2016,04,04,21,21,19,16-00
Adventure_Sport,0.678097,2016,04,04,21,30,06,18-01
Adventure_Sport,0.657676,2016,04,06,20,55,36,14-01
Adventure_Sport,0.616369,2016,04,07,00,53,04,49-00
Adventure_Sport,0.714437,2016,04,02,22,20,01,29-00
Adventure_Sport,0.709546,2016,04,04,19,53,05,646-00
Adventure_Sport,0.739752,2016,04,04,19,57,34,649-00
Adventure_Sport,0.691194,2016,04,04,20,30,06,663-00
Adventure_Sport,0.720026,2016,04,04,20,49,30,02-00
Adventure_Sport,0.747287,2016,04,05,06,17,30,74-01
Adventure_Sport,0.671473,2016,04,06,20,58,10,17-00
Adventure_Sport,0.663473,2016,04,06,22,54,01,34-01
Adventure_Sport,0.598487,2016,04,07,00,44,13,47-00
Adventure_Sport,0.670314,2016,04,04,19,59,39,650-00
Adventure_Sport,0.675752,2016,04,04,20,22,41,656-00
Adventure_Sport,0.698583,2016,04,04,20,57,22,05-00
Adventure_Sport,0.627017,2016,04,07,06,22,00,63-01
Adventure_Sport,0.622732,2016,04,02,22,27,32,31-00
Adventure_Sport,0.604673,2016,04,04,20,23,05,657-01
Adventure_Sport,0.625521,2016,04,04,20,29,36,662-00
Adventure_Sport,0.684297,2016,04,04,20,50,22,04-00
Adventure_Sport,0.629287,2016,04,06,06,11,59,404-01
Adventure_Sport,0.522839,2016,04,07,00,35,04,41-01
Adventure_Sport,0.520858,2016,04,07,00,42,31,46-00
Adventure_Sport,0.562393,2016,04,07,01,02,03,52-00
Adventure_Sport,0.643333,2016,04,04,19,55,46,648-00
Adventure_Sport,0.590078,2016,04,04,20,30,40,664-01
Adventure_Sport,0.540938,2016,04,06,20,57,07,16-00
Adventure_Sport,0.543936,2016,04,07,00,57,37,51-00
Adventure_Sport,0.571045,2016,04,07,01,07,23,54-00
Adventure_Sport,0.554269,2016,04,02,20,55,30,10-00
Adventure_Sport,0.596821,2016,04,04,20,18,40,653-01
Adventure_Sport,0.573005,2016,04,04,20,21,32,655-01
Adventure_Sport,0.55163,2016,04,03,22,43,12,387-00
Adventure_Sport,0.5549,2016,04,07,00,27,06,39-00
Adventure_Sport,0.542776,2016,04,07,00,44,55,48-00
Adventure_Sport,0.542617,2016,04,03,07,38,56,52-00
Adventure_Sport,0.524426,2016,04,05,05,16,41,67-01
Air_Sport,0.524592,2016,04,02,22,27,45,32-01
Air_Sport,0.576214,2016,04,05,06,21,49,78-01
Airport_Terminal,0.869436,2016,04,04,15,49,32,562-00
Airport_Terminal,0.851891,2016,04,05,17,38,15,272-01
Airport_Terminal,0.806259,2016,04,05,18,58,40,310-00
Airport_Terminal,0.781515,2016,04,03,10,41,08,138-01
Airport_Terminal,0.879648,2016,04,03,14,15,39,233-00
Airport_Terminal,0.853886,2016,04,05,18,54,02,308-00
Airport_Terminal,0.835367,2016,04,05,19,06,59,316-01
Airport_Terminal,0.845773,2016,04,03,09,36,15,112-00
Airport_Terminal,0.81411,2016,04,05,19,03,37,312-01
Airport_Terminal,0.746372,2016,04,05,21,31,21,373-00
Airport_Terminal,0.817599,2016,04,03,15,50,12,281-01
Airport_Terminal,0.837621,2016,04,03,15,50,59,282-01
Airport_Terminal,0.838539,2016,04,03,18,16,45,320-00
Airport_Terminal,0.735943,2016,04,05,06,21,49,78-01
Airport_Terminal,0.798924,2016,04,05,19,03,14,311-00
Airport_Terminal,0.808587,2016,04,05,19,08,15,317-00
Airport_Terminal,0.842485,2016,04,05,19,12,34,321-00
Airport_Terminal,0.786711,2016,04,03,10,13,47,125-00
Airport_Terminal,0.774121,2016,04,03,13,58,17,217-01
Airport_Terminal,0.848469,2016,04,03,14,42,30,247-01
Airport_Terminal,0.794959,2016,04,04,15,17,47,555-01
Airport_Terminal,0.764329,2016,04,04,18,33,19,623-00
Airport_Terminal,0.731228,2016,04,05,08,57,29,141-00
Airport_Terminal,0.735596,2016,04,05,17,31,45,269-01
Airport_Terminal,0.76667,2016,04,05,18,48,42,307-01
Airport_Terminal,0.786563,2016,04,05,19,03,52,313-00
Airport_Terminal,0.837805,2016,04,05,19,09,31,319-00
Airport_Terminal,0.772666,2016,04,05,19,24,25,328-00
Airport_Terminal,0.701092,2016,04,05,21,00,32,365-01
Airport_Terminal,0.710087,2016,04,03,13,33,14,209-01
Airport_Terminal,0.752361,2016,04,03,14,15,18,232-00
Airport_Terminal,0.835082,2016,04,03,14,45,58,252-01
Airport_Terminal,0.802318,2016,04,03,14,50,12,257-00
Airport_Terminal,0.786407,2016,04,05,17,37,29,271-01
Airport_Terminal,0.760798,2016,04,05,17,52,36,277-00
Airport_Terminal,0.828837,2016,04,05,19,08,29,318-00
Airport_Terminal,0.757943,2016,04,05,19,13,32,322-01
Airport_Terminal,0.701529,2016,04,05,21,20,14,367-01
Airport_Terminal,0.69529,2016,04,05,21,32,58,375-00
Airport_Terminal,0.821869,2016,04,06,08,35,11,477-00
Airport_Terminal,0.756378,2016,04,06,08,54,15,488-01
Airport_Terminal,0.630599,2016,04,03,09,21,59,102-00
Airport_Terminal,0.660917,2016,04,03,09,24,57,105-00
Airport_Terminal,0.773165,2016,04,03,11,56,58,158-01
Airport_Terminal,0.778359,2016,04,03,12,11,40,161-01
Airport_Terminal,0.630035,2016,04,03,12,28,28,173-00
Airport_Terminal,0.803295,2016,04,03,12,49,09,189-01
Airport_Terminal,0.612452,2016,04,03,13,31,31,207-00
Airport_Terminal,0.796169,2016,04,03,13,59,49,220-01
Airport_Terminal,0.798568,2016,04,03,14,08,42,228-01
Airport_Terminal,0.81559,2016,04,03,14,49,56,256-00
Airport_Terminal,0.777187,2016,04,03,16,03,30,289-01
Airport_Terminal,0.702127,2016,04,03,17,31,57,300-00
Airport_Terminal,0.756479,2016,04,03,17,44,21,302-00
Airport_Terminal,0.824986,2016,04,03,17,44,46,303-00
Airport_Terminal,0.770046,2016,04,05,18,05,55,281-01
Airport_Terminal,0.778785,2016,04,05,18,07,00,282-00
Airport_Terminal,0.781535,2016,04,05,19,23,29,327-00
Airport_Terminal,0.794453,2016,04,05,19,30,45,332-00
Airport_Terminal,0.698278,2016,04,06,06,47,41,411-00
Airport_Terminal,0.74562,2016,04,06,07,30,20,443-00
Airport_Terminal,0.673899,2016,04,06,18,53,27,683-01
Airport_Terminal,0.659587,2016,04,06,20,43,53,09-01
Airport_Terminal,0.74854,2016,04,03,08,30,22,68-01
Airport_Terminal,0.654072,2016,04,03,14,03,20,224-01
Airport_Terminal,0.740596,2016,04,03,15,55,21,284-00
Airport_Terminal,0.732663,2016,04,03,18,11,45,315-00
Airport_Terminal,0.799751,2016,04,05,11,04,52,205-01
Airport_Terminal,0.643341,2016,04,05,20,59,56,364-00
Airport_Terminal,0.727311,2016,04,06,17,33,22,659-00
Airport_Terminal,0.629384,2016,04,03,17,39,24,301-01
Airport_Terminal,0.675411,2016,04,03,18,43,16,321-01
Airport_Terminal,0.640016,2016,04,04,15,42,50,559-01
Airport_Terminal,0.662749,2016,04,06,06,36,49,407-00
Airport_Terminal,0.710048,2016,04,03,15,39,37,270-00
Airport_Terminal,0.713362,2016,04,05,18,23,11,290-00
Airport_Terminal,0.591691,2016,04,05,10,43,19,190-01
Airport_Terminal,0.574839,2016,04,07,01,21,47,56-00
Airport_Terminal,0.588914,2016,04,03,15,48,14,277-01
Airport_Terminal,0.524214,2016,04,06,22,51,51,33-01
Ambulance,0.772262,2016,04,04,07,28,19,418-01
Anechoic_Chamber,0.836278,2016,04,03,22,43,12,387-00
Anechoic_Chamber,0.669468,2016,04,03,06,53,24,45-00
Apartment_Building,0.839418,2016,04,05,02,17,56,65-01
Apartment_Building,0.845524,2016,04,05,04,54,18,66-00
Apartment_Building,0.863242,2016,04,05,05,16,41,67-01
Apartment_Building,0.786728,2016,04,02,22,27,32,31-00
Apartment_Building,0.590139,2016,04,02,20,09,42,02-01
Apartment_Building,0.614287,2016,04,02,20,45,21,07-01
Apartment_Building,0.511071,2016,04,02,20,21,16,05-01
Apiary,0.853312,2016,04,07,11,57,59,160-00
Apiary,0.857049,2016,04,07,13,04,49,194-01
Apiary,0.724838,2016,04,03,19,17,54,332-00
Apiary,0.797804,2016,04,07,13,12,49,199-00
Apiary,0.737039,2016,04,07,13,15,49,201-01
Apiary,0.83485,2016,04,04,10,58,25,519-01
Apiary,0.652142,2016,04,07,11,37,21,150-01
Apiary,0.693432,2016,04,07,12,40,05,185-00
Apiary,0.798291,2016,04,07,12,44,59,187-01
Apiary,0.74103,2016,04,07,12,50,39,188-01
Apiary,0.696311,2016,04,07,15,53,17,251-00
Apiary,0.738991,2016,04,03,19,18,04,333-01
Apiary,0.72252,2016,04,07,08,01,31,107-00
Apiary,0.658408,2016,04,07,11,32,18,147-00
Apiary,0.663908,2016,04,07,12,32,16,179-01
Apiary,0.686828,2016,04,07,12,58,37,190-00
Apiary,0.67276,2016,04,07,13,10,28,196-01
Apiary,0.730061,2016,04,07,15,51,35,247-00
Apiary,0.707603,2016,04,07,15,52,23,249-00
Apiary,0.758567,2016,04,04,10,30,10,504-01
Apiary,0.732421,2016,04,04,17,57,22,598-01
Apiary,0.581386,2016,04,07,13,02,04,191-01
Apiary,0.692549,2016,04,04,10,02,24,496-01
Apiary,0.748814,2016,04,04,10,55,25,516-01
Apiary,0.685425,2016,04,07,12,23,47,174-01
Apiary,0.645845,2016,04,07,13,12,24,198-01
Apiary,0.610919,2016,04,07,13,30,55,212-01
Apiary,0.623374,2016,04,07,13,34,53,214-00
Apiary,0.552875,2016,04,07,14,35,42,222-01
Apiary,0.628606,2016,04,07,15,53,02,250-01
Apiary,0.685205,2016,04,04,10,37,52,505-00
Apiary,0.5905,2016,04,04,18,03,21,601-00
Apiary,0.593552,2016,04,07,14,40,30,223-01
Apiary,0.516191,2016,04,07,10,33,41,112-01
Appliance,0.527429,2016,04,07,15,53,47,252-01
Appliance,0.518792,2016,04,07,15,55,29,254-00
Appliance,0.513154,2016,04,03,13,22,00,204-01
Appliance,0.515702,2016,04,07,08,01,31,107-00
Appliance,0.534258,2016,04,07,10,15,58,110-00
Appliance,0.525209,2016,04,07,11,18,09,140-01
Appliance,0.501305,2016,04,07,11,37,21,150-01
Appliance,0.530286,2016,04,07,12,33,17,180-01
Appliance,0.534102,2016,04,07,12,34,47,181-00
Appliance,0.533576,2016,04,07,12,40,05,185-00
Appliance,0.532949,2016,04,07,13,02,04,191-01
Appliance,0.532141,2016,04,07,13,04,16,193-00
Appliance,0.531212,2016,04,07,13,15,49,201-01
Appliance,0.532929,2016,04,07,13,19,40,205-01
Appliance,0.504733,2016,04,07,13,37,20,217-01
Appliance,0.523266,2016,04,03,09,21,59,102-00
Appliance,0.52772,2016,04,03,13,57,33,216-00
Appliance,0.526594,2016,04,03,15,31,33,267-01
Appliance,0.523144,2016,04,04,08,55,54,460-01
Appliance,0.52847,2016,04,04,12,44,37,528-01
Appliance,0.502781,2016,04,04,18,54,17,635-00
Appliance,0.525248,2016,04,06,07,46,32,452-01
Appliance,0.530851,2016,04,06,09,02,27,491-01
Appliance,0.505963,2016,04,06,09,35,36,523-00
Appliance,0.50621,2016,04,06,09,40,43,529-01
Appliance,0.521966,2016,04,06,18,21,33,677-00
Appliance,0.524946,2016,04,07,07,00,54,74-00
Appliance,0.521923,2016,04,07,07,43,37,101-00
Appliance,0.524909,2016,04,07,10,40,49,117-01
Appliance,0.531875,2016,04,07,10,43,03,119-00
Appliance,0.524082,2016,04,07,11,05,08,128-00
Appliance,0.532323,2016,04,07,11,06,37,130-00
Appliance,0.527639,2016,04,07,11,17,18,139-00
Appliance,0.510437,2016,04,07,11,23,09,142-01
Appliance,0.517021,2016,04,07,11,31,38,146-00
Appliance,0.528356,2016,04,07,11,33,50,148-00
Appliance,0.525367,2016,04,07,11,38,38,151-00
Appliance,0.529633,2016,04,07,12,22,02,173-00
Appliance,0.530862,2016,04,07,12,32,16,179-01
Appliance,0.529398,2016,04,07,12,42,45,186-01
Appliance,0.519061,2016,04,07,12,44,59,187-01
Appliance,0.532299,2016,04,07,13,04,49,194-01
Appliance,0.531812,2016,04,07,13,10,28,196-01
Appliance,0.528912,2016,04,07,13,12,06,197-01
Appliance,0.533665,2016,04,07,13,12,49,199-00
Appliance,0.529711,2016,04,07,13,22,44,207-01
Appliance,0.529263,2016,04,07,13,23,16,208-01
Appliance,0.525676,2016,04,07,13,25,24,210-00
Appliance,0.531942,2016,04,07,13,26,11,211-00
Appliance,0.520948,2016,04,07,13,30,55,212-01
Appliance,0.526999,2016,04,07,14,59,17,227-01
Appliance,0.531023,2016,04,07,15,13,27,232-01
Appliance,0.534551,2016,04,07,15,38,34,239-01
Appliance,0.532931,2016,04,07,15,43,13,241-01
Appliance,0.529917,2016,04,07,15,45,28,244-01
Appliance,0.527757,2016,04,07,15,49,57,245-01
Appliance,0.513235,2016,04,07,15,55,02,253-00
Appliance,0.513139,2016,04,02,23,27,05,35-00
Appliance,0.520856,2016,04,03,09,24,57,105-00
Appliance,0.516551,2016,04,03,09,32,52,109-01
Appliance,0.515232,2016,04,03,09,50,47,115-00
Appliance,0.510232,2016,04,03,13,07,06,200-01
Appliance,0.525859,2016,04,03,13,48,17,212-00
Appliance,0.530228,2016,04,03,15,26,05,265-00
Appliance,0.512119,2016,04,04,08,17,08,438-00
Appliance,0.507323,2016,04,04,08,20,06,442-00
Appliance,0.507966,2016,04,04,08,25,23,448-01
Appliance,0.522836,2016,04,04,08,28,46,450-01
Appliance,0.528189,2016,04,04,08,34,45,452-01
Appliance,0.523274,2016,04,04,08,35,26,453-00
Appliance,0.522264,2016,04,04,08,48,57,456-01
Appliance,0.527524,2016,04,04,08,56,16,461-01
Appliance,0.523338,2016,04,04,09,11,26,470-01
Appliance,0.534715,2016,04,04,09,38,22,478-00
Appliance,0.524487,2016,04,04,09,43,18,481-01
Appliance,0.523183,2016,04,04,09,51,46,486-00
Appliance,0.520881,2016,04,04,09,58,48,492-01
Appliance,0.531754,2016,04,04,10,02,24,496-01
Appliance,0.533034,2016,04,04,13,05,03,530-01
Appliance,0.530394,2016,04,04,13,10,56,531-00
Appliance,0.529945,2016,04,04,14,01,30,534-01
Appliance,0.526284,2016,04,04,14,09,11,539-00
Appliance,0.52287,2016,04,04,14,09,21,540-01
Appliance,0.515074,2016,04,04,14,10,16,542-00
Appliance,0.505909,2016,04,04,15,20,59,556-01
Appliance,0.514233,2016,04,04,16,36,46,588-01
Appliance,0.522712,2016,04,04,19,30,32,641-01
Appliance,0.533187,2016,04,05,07,07,09,88-00
Appliance,0.500828,2016,04,05,08,07,26,115-00
Appliance,0.51393,2016,04,05,08,55,56,140-00
Appliance,0.528529,2016,04,05,12,32,29,221-01
Appliance,0.533654,2016,04,05,14,25,18,242-00
Appliance,0.527903,2016,04,05,17,14,59,260-00
Appliance,0.532852,2016,04,05,17,16,10,261-01
Appliance,0.529293,2016,04,06,07,02,49,420-00
Appliance,0.512608,2016,04,06,08,54,15,488-01
Appliance,0.501645,2016,04,06,09,03,50,492-00
Appliance,0.506936,2016,04,06,09,09,45,496-00
Appliance,0.530611,2016,04,06,09,39,22,527-01
Appliance,0.52526,2016,04,06,09,40,03,528-00
Appliance,0.529044,2016,04,06,09,46,23,530-01
Appliance,0.535364,2016,04,06,09,55,22,538-01
Appliance,0.523349,2016,04,06,10,23,42,540-00
Appliance,0.52769,2016,04,06,10,24,28,541-01
Appliance,0.522729,2016,04,06,12,14,42,551-01
Appliance,0.522593,2016,04,06,12,46,36,565-00
Appliance,0.531253,2016,04,06,13,33,17,583-01
Appliance,0.514673,2016,04,06,17,25,01,652-01
Appliance,0.51698,2016,04,06,17,25,30,653-01
Appliance,0.532563,2016,04,06,18,06,49,675-01
Appliance,0.527034,2016,04,06,18,23,02,678-00
Appliance,0.532356,2016,04,06,18,37,36,680-00
Appliance,0.517899,2016,04,06,19,02,16,689-01
Appliance,0.530762,2016,04,07,10,33,41,112-01
Appliance,0.528525,2016,04,07,10,36,21,113-01
Appliance,0.533125,2016,04,07,10,39,41,116-01
Appliance,0.528347,2016,04,07,10,41,19,118-01
Appliance,0.527316,2016,04,07,10,53,22,120-00
Appliance,0.532174,2016,04,07,10,54,28,122-00
Appliance,0.524193,2016,04,07,10,56,08,123-00
Appliance,0.534261,2016,04,07,10,57,17,124-01
Appliance,0.515898,2016,04,07,11,03,35,127-01
Appliance,0.532079,2016,04,07,11,06,04,129-00
Appliance,0.526139,2016,04,07,11,08,20,133-00
Appliance,0.528267,2016,04,07,11,09,35,136-01
Appliance,0.529353,2016,04,07,11,16,07,138-01
Appliance,0.531943,2016,04,07,11,20,57,141-01
Appliance,0.532343,2016,04,07,11,25,44,144-00
Appliance,0.525614,2016,04,07,11,32,18,147-00
Appliance,0.53278,2016,04,07,12,23,47,174-01
Appliance,0.529521,2016,04,07,12,50,39,188-01
Appliance,0.532942,2016,04,07,12,57,31,189-01
Appliance,0.526603,2016,04,07,12,58,37,190-00
Appliance,0.533584,2016,04,07,13,12,24,198-01
Appliance,0.528829,2016,04,07,13,15,09,200-00
Appliance,0.532366,2016,04,07,13,17,31,202-01
Appliance,0.52297,2016,04,07,13,18,19,203-01
Appliance,0.532116,2016,04,07,13,18,32,204-01
Appliance,0.534516,2016,04,07,13,21,55,206-01
Appliance,0.534712,2016,04,07,13,24,29,209-01
Appliance,0.52294,2016,04,07,13,33,57,213-00
Appliance,0.5304,2016,04,07,14,35,42,222-01
Appliance,0.53195,2016,04,07,15,30,10,235-01
Appliance,0.529804,2016,04,07,15,31,11,236-00
Appliance,0.529347,2016,04,07,15,31,42,237-00
Appliance,0.52568,2016,04,07,15,32,02,238-01
Appliance,0.528753,2016,04,07,15,42,45,240-00
Appliance,0.532084,2016,04,07,15,44,22,243-00
Appliance,0.526196,2016,04,07,15,50,41,246-01
Appliance,0.531054,2016,04,07,15,53,02,250-01
Appliance,0.528189,2016,04,07,15,53,17,251-00
Appliance,0.525313,2016,04,07,15,56,03,255-00
Appliance,0.521302,2016,04,03,07,36,17,50-01
Appliance,0.513423,2016,04,03,07,38,06,51-00
Appliance,0.514185,2016,04,03,07,39,29,53-00
Appliance,0.523818,2016,04,03,08,50,10,74-00
Appliance,0.505698,2016,04,03,08,52,12,76-00
Appliance,0.515947,2016,04,03,08,53,53,77-00
Appliance,0.506326,2016,04,03,10,46,58,148-01
Appliance,0.503163,2016,04,03,11,58,01,159-01
Appliance,0.506489,2016,04,03,12,26,21,170-01
Appliance,0.505073,2016,04,03,12,59,48,194-00
Appliance,0.507595,2016,04,03,13,07,59,201-01
Appliance,0.512253,2016,04,03,13,59,00,218-01
Appliance,0.519942,2016,04,03,14,03,20,224-01
Appliance,0.513796,2016,04,03,14,24,21,235-00
Appliance,0.526022,2016,04,03,14,25,05,237-01
Appliance,0.518674,2016,04,03,14,44,20,250-01
Appliance,0.522655,2016,04,03,14,44,37,251-01
Appliance,0.522628,2016,04,03,14,48,07,254-01
Appliance,0.530861,2016,04,03,14,59,39,260-00
Appliance,0.530252,2016,04,03,15,18,26,261-00
Appliance,0.521323,2016,04,03,15,20,04,262-01
Appliance,0.522111,2016,04,03,15,24,52,264-01
Appliance,0.508666,2016,04,03,15,47,12,276-00
Appliance,0.511867,2016,04,03,15,55,21,284-00
Appliance,0.511245,2016,04,03,18,14,12,316-00
Appliance,0.512021,2016,04,03,18,15,26,318-01
Appliance,0.510389,2016,04,03,18,56,51,326-01
Appliance,0.529208,2016,04,04,08,34,29,451-00
Appliance,0.511543,2016,04,04,08,38,52,454-01
Appliance,0.528001,2016,04,04,08,53,58,459-00
Appliance,0.520712,2016,04,04,09,22,21,471-00
Appliance,0.532151,2016,04,04,09,44,48,482-00
Appliance,0.532618,2016,04,04,09,48,54,485-00
Appliance,0.530895,2016,04,04,09,52,10,487-00
Appliance,0.520184,2016,04,04,09,57,05,490-01
Appliance,0.532362,2016,04,04,10,00,44,494-00
Appliance,0.515198,2016,04,04,10,01,42,495-00
Appliance,0.531621,2016,04,04,10,08,36,498-01
Appliance,0.530873,2016,04,04,10,55,38,517-00
Appliance,0.521238,2016,04,04,14,03,51,536-00
Appliance,0.530671,2016,04,04,14,14,02,545-00
Appliance,0.531809,2016,04,04,14,14,33,546-01
Appliance,0.526051,2016,04,04,14,15,15,547-01
Appliance,0.530817,2016,04,04,14,16,33,548-00
Appliance,0.518068,2016,04,04,14,21,38,553-01
Appliance,0.527587,2016,04,04,14,25,25,554-01
Appliance,0.516708,2016,04,04,15,21,35,557-01
Appliance,0.525183,2016,04,04,15,52,20,564-00
Appliance,0.515791,2016,04,04,16,19,17,571-00
Appliance,0.532816,2016,04,04,16,24,20,577-00
Appliance,0.526164,2016,04,04,16,25,59,580-00
Appliance,0.516781,2016,04,04,16,31,22,582-00
Appliance,0.515913,2016,04,04,16,32,22,583-00
Appliance,0.521308,2016,04,04,16,41,54,590-01
Appliance,0.517611,2016,04,04,16,42,45,591-01
Appliance,0.52436,2016,04,04,16,48,21,592-00
Appliance,0.520573,2016,04,04,16,48,37,593-00
Appliance,0.503733,2016,04,04,17,55,39,597-01
Appliance,0.51252,2016,04,04,18,04,04,602-00
Appliance,0.52785,2016,04,04,18,04,40,603-00
Appliance,0.521031,2016,04,04,18,09,07,605-01
Appliance,0.527529,2016,04,04,18,21,46,615-01
Appliance,0.510341,2016,04,04,18,27,30,621-00
Appliance,0.528078,2016,04,04,18,39,55,627-01
Appliance,0.519803,2016,04,04,18,55,51,636-00
Appliance,0.525862,2016,04,04,19,25,56,639-01
Appliance,0.53411,2016,04,05,07,03,56,84-00
Appliance,0.528308,2016,04,05,07,06,18,87-01
Appliance,0.504631,2016,04,05,07,17,34,94-01
Appliance,0.531895,2016,04,05,07,30,38,101-00
Appliance,0.533209,2016,04,05,07,38,26,106-00
Appliance,0.528334,2016,04,05,07,44,54,108-01
Appliance,0.522941,2016,04,05,08,26,07,133-00
Appliance,0.504992,2016,04,05,08,38,14,135-01
Appliance,0.50907,2016,04,05,08,52,30,138-01
Appliance,0.533326,2016,04,05,08,57,45,142-01
Appliance,0.531026,2016,04,05,08,58,25,143-01
Appliance,0.512839,2016,04,05,09,03,27,144-00
Appliance,0.522402,2016,04,05,10,58,25,200-01
Appliance,0.531238,2016,04,05,12,33,41,222-00
Appliance,0.527129,2016,04,05,12,38,17,227-00
Appliance,0.525094,2016,04,05,12,43,22,235-01
Appliance,0.529177,2016,04,05,16,39,56,249-01
Appliance,0.529344,2016,04,05,16,44,49,250-01
Appliance,0.511274,2016,04,05,16,54,53,254-00
Appliance,0.533988,2016,04,05,17,20,30,264-01
Appliance,0.52713,2016,04,05,17,22,28,265-00
Appliance,0.528848,2016,04,05,17,23,05,266-01
Appliance,0.516849,2016,04,05,20,11,36,353-01
Appliance,0.503214,2016,04,05,21,39,15,380-01
Appliance,0.520494,2016,04,06,07,21,23,440-01
Appliance,0.515598,2016,04,06,07,42,09,448-01
Appliance,0.53559,2016,04,06,09,04,54,493-00
Appliance,0.519804,2016,04,06,09,07,03,494-00
Appliance,0.521932,2016,04,06,09,10,18,497-00
Appliance,0.507744,2016,04,06,09,32,42,520-00
Appliance,0.524983,2016,04,06,09,38,15,525-01
Appliance,0.519908,2016,04,06,09,38,34,526-00
Appliance,0.514123,2016,04,06,09,47,02,531-00
Appliance,0.527676,2016,04,06,09,51,29,532-00
Appliance,0.517453,2016,04,06,10,24,42,542-00
Appliance,0.529975,2016,04,06,10,26,35,543-01
Appliance,0.514033,2016,04,06,11,19,43,544-01
Appliance,0.532406,2016,04,06,12,10,41,549-01
Appliance,0.530595,2016,04,06,12,43,57,562-01
Appliance,0.520655,2016,04,06,12,50,54,567-01
Appliance,0.533339,2016,04,06,13,25,46,574-01
Appliance,0.508052,2016,04,06,13,28,35,578-01
Appliance,0.515437,2016,04,06,13,36,41,584-01
Appliance,0.519278,2016,04,06,14,29,34,593-00
Appliance,0.50496,2016,04,06,16,10,49,602-01
Appliance,0.506455,2016,04,06,17,07,47,634-00
Appliance,0.512538,2016,04,06,17,21,56,648-00
Appliance,0.521478,2016,04,06,17,35,00,660-01
Appliance,0.513087,2016,04,06,18,01,45,672-00
Appliance,0.534112,2016,04,06,18,08,48,676-01
Appliance,0.524438,2016,04,06,18,28,21,679-00
Appliance,0.507227,2016,04,06,18,59,17,687-01
Appliance,0.522839,2016,04,06,19,02,52,690-01
Appliance,0.531559,2016,04,07,10,37,33,114-01
Appliance,0.530258,2016,04,07,10,53,46,121-00
Appliance,0.522469,2016,04,07,11,07,50,131-01
Appliance,0.527365,2016,04,07,11,08,37,134-01
Appliance,0.526222,2016,04,07,11,09,11,135-00
Appliance,0.534559,2016,04,07,11,24,13,143-00
Appliance,0.530228,2016,04,07,12,01,54,162-01
Appliance,0.529235,2016,04,07,12,24,04,175-01
Appliance,0.52871,2016,04,07,12,27,54,177-00
Appliance,0.533409,2016,04,07,12,31,28,178-01
Appliance,0.526888,2016,04,07,12,38,43,182-00
Appliance,0.532084,2016,04,07,12,39,08,183-00
Appliance,0.532811,2016,04,07,13,03,23,192-01
Appliance,0.53243,2016,04,07,13,09,36,195-00
Appliance,0.517934,2016,04,07,13,34,53,214-00
Appliance,0.526352,2016,04,07,13,39,20,218-01
Appliance,0.529602,2016,04,07,14,24,49,219-00
Appliance,0.526773,2016,04,07,14,40,30,223-01
Appliance,0.527179,2016,04,07,14,46,19,224-01
Appliance,0.516748,2016,04,07,14,49,56,225-01
Appliance,0.507259,2016,04,07,14,52,12,226-01
