classifier,score,year,month,day,hour,minute,second,seqno
Car_Repair_Shop,0.71097,2016,04,07,15,51,35,247-00
Car_Repair_Shop,0.666064,2016,04,07,16,00,38,259-00
Car_Repair_Shop,0.756094,2016,04,03,13,23,31,205-01
Car_Repair_Shop,0.662033,2016,04,03,14,23,36,234-00
Car_Repair_Shop,0.77412,2016,04,03,14,50,12,257-00
Car_Repair_Shop,0.716893,2016,04,03,15,43,17,274-00
Car_Repair_Shop,0.776973,2016,04,03,15,47,12,276-00
Car_Repair_Shop,0.761271,2016,04,03,16,03,02,288-00
Car_Repair_Shop,0.712571,2016,04,03,18,04,57,309-00
Car_Repair_Shop,0.639672,2016,04,03,18,15,26,318-01
Car_Repair_Shop,0.696724,2016,04,04,07,04,29,406-01
Car_Repair_Shop,0.748518,2016,04,04,09,51,46,486-00
Car_Repair_Shop,0.712685,2016,04,04,09,57,05,490-01
Car_Repair_Shop,0.718713,2016,04,04,10,48,36,511-01
Car_Repair_Shop,0.705226,2016,04,04,14,04,18,537-01
Car_Repair_Shop,0.736785,2016,04,04,16,34,10,586-01
Car_Repair_Shop,0.793106,2016,04,04,18,44,32,632-00
Car_Repair_Shop,0.662768,2016,04,05,12,31,50,220-01
Car_Repair_Shop,0.663634,2016,04,05,17,17,01,262-00
Car_Repair_Shop,0.756207,2016,04,05,18,23,11,290-00
Car_Repair_Shop,0.786737,2016,04,05,18,41,01,300-00
Car_Repair_Shop,0.801497,2016,04,06,07,03,37,422-01
Car_Repair_Shop,0.676728,2016,04,06,07,12,31,430-01
Car_Repair_Shop,0.755352,2016,04,06,16,26,06,617-00
Car_Repair_Shop,0.742728,2016,04,06,16,27,54,618-00
Car_Repair_Shop,0.677939,2016,04,07,10,39,41,116-01
Car_Repair_Shop,0.541111,2016,04,07,10,40,49,117-01
Car_Repair_Shop,0.538286,2016,04,07,13,12,49,199-00
Car_Repair_Shop,0.636566,2016,04,07,16,08,06,263-00
Car_Repair_Shop,0.645406,2016,04,07,16,10,04,264-01
Car_Repair_Shop,0.729196,2016,04,03,14,33,15,243-00
Car_Repair_Shop,0.797827,2016,04,03,14,48,07,254-01
Car_Repair_Shop,0.748571,2016,04,03,15,48,57,278-01
Car_Repair_Shop,0.663632,2016,04,04,07,09,07,407-00
Car_Repair_Shop,0.554361,2016,04,04,08,18,48,440-01
Car_Repair_Shop,0.56098,2016,04,04,08,28,46,450-01
Car_Repair_Shop,0.725678,2016,04,04,10,09,03,499-01
Car_Repair_Shop,0.651335,2016,04,05,07,17,34,94-01
Car_Repair_Shop,0.61647,2016,04,05,10,43,19,190-01
Car_Repair_Shop,0.651913,2016,04,05,11,49,03,214-00
Car_Repair_Shop,0.612855,2016,04,06,07,13,13,431-01
Car_Repair_Shop,0.540565,2016,04,07,15,51,58,248-01
Car_Repair_Shop,0.572663,2016,04,03,17,39,24,301-01
Car_Repair_Shop,0.686801,2016,04,04,11,12,02,521-01
Car_Repair_Shop,0.551364,2016,04,07,11,24,13,143-00
Car_Repair_Shop,0.722472,2016,04,07,16,02,47,261-00
Car_Repair_Shop,0.553324,2016,04,05,12,07,49,215-00
Car_Repair_Shop,0.570111,2016,04,07,14,34,57,221-01
Casino,0.827416,2016,04,05,17,38,15,272-01
Casino,0.807019,2016,04,05,19,19,57,324-01
Casino,0.772315,2016,04,04,18,37,31,626-01
Casino,0.691339,2016,04,03,13,56,42,215-01
Celebrating,0.910532,2016,04,06,17,14,12,638-00
Celebrating,0.876239,2016,04,03,14,15,18,232-00
Celebrating,0.868897,2016,04,06,16,18,59,612-00
Celebrating,0.81092,2016,04,03,14,34,12,244-01
Celebrating,0.804263,2016,04,03,13,58,17,217-01
Celebrating,0.807134,2016,04,06,09,31,14,519-00
Celebrating,0.859053,2016,04,06,16,16,31,609-01
Celebrating,0.852214,2016,04,03,14,49,56,256-00
Celebrating,0.809234,2016,04,04,15,17,47,555-01
Celebrating,0.785157,2016,04,06,06,52,28,413-01
Celebrating,0.79494,2016,04,07,16,02,47,261-00
Celebrating,0.782991,2016,04,03,15,48,57,278-01
Celebrating,0.772157,2016,04,03,18,45,11,324-01
Celebrating,0.701972,2016,04,03,20,36,13,364-01
Celebrating,0.6864,2016,04,04,16,37,28,589-00
Celebrating,0.806061,2016,04,06,14,28,45,592-00
Celebrating,0.846249,2016,04,06,17,07,10,633-01
Celebrating,0.810257,2016,04,06,17,15,46,642-00
Celebrating,0.780003,2016,04,06,17,16,45,643-01
Celebrating,0.84522,2016,04,03,14,42,30,247-01
Celebrating,0.659096,2016,04,03,15,40,13,271-00
Celebrating,0.739227,2016,04,05,14,18,30,240-01
Celebrating,0.638764,2016,04,05,21,51,43,383-01
Celebrating,0.82372,2016,04,06,06,58,01,417-01
Celebrating,0.812915,2016,04,06,17,04,32,629-01
Celebrating,0.743338,2016,04,03,12,53,26,191-01
Celebrating,0.715799,2016,04,03,14,15,39,233-00
Celebrating,0.693215,2016,04,05,14,19,02,241-00
Celebrating,0.752053,2016,04,05,17,38,15,272-01
Celebrating,0.70062,2016,04,05,18,48,42,307-01
Celebrating,0.692861,2016,04,06,06,49,22,412-00
Celebrating,0.804811,2016,04,06,16,16,57,610-01
Celebrating,0.644374,2016,04,06,16,50,31,625-00
Celebrating,0.808617,2016,04,06,17,07,47,634-00
Celebrating,0.673729,2016,04,03,14,42,01,246-00
Celebrating,0.729398,2016,04,05,17,11,42,258-01
Celebrating,0.527564,2016,04,06,16,04,36,598-00
Celebrating,0.787475,2016,04,06,16,19,36,613-01
Celebrating,0.700625,2016,04,06,17,28,38,656-00
Celebrating,0.680217,2016,04,03,14,35,18,245-00
Celebrating,0.734661,2016,04,03,18,02,28,308-01
Celebrating,0.619814,2016,04,04,14,11,19,544-01
Celebrating,0.601695,2016,04,05,17,31,45,269-01
Celebrating,0.640927,2016,04,06,09,25,36,515-00
Celebrating,0.678764,2016,04,06,14,01,52,586-00
Celebrating,0.818422,2016,04,06,14,27,43,591-00
Celebrating,0.783672,2016,04,06,16,14,13,605-01
Celebrating,0.815705,2016,04,06,16,14,37,606-00
Celebrating,0.693313,2016,04,06,16,16,08,608-01
Celebrating,0.677927,2016,04,06,16,17,24,611-00
Celebrating,0.62756,2016,04,06,16,28,32,619-00
Celebrating,0.659311,2016,04,06,16,49,23,624-01
Celebrating,0.678575,2016,04,06,16,53,59,627-01
Celebrating,0.764935,2016,04,06,17,06,15,632-00
Celebrating,0.714436,2016,04,06,17,10,30,635-01
Celebrating,0.705861,2016,04,06,17,33,22,659-00
Celebrating,0.527768,2016,04,03,18,08,45,312-01
Celebrating,0.644778,2016,04,04,22,19,11,39-00
Celebrating,0.609812,2016,04,04,23,46,06,62-01
Celebrating,0.605016,2016,04,05,12,42,56,234-00
Celebrating,0.614056,2016,04,05,18,32,08,294-00
Celebrating,0.534473,2016,04,06,09,52,22,533-00
Celebrating,0.62999,2016,04,06,16,15,26,607-01
Celebrating,0.547826,2016,04,06,16,20,12,614-00
Celebrating,0.522504,2016,04,06,17,21,56,648-00
Celebrating,0.603412,2016,04,06,17,30,19,657-01
Celebrating,0.505421,2016,04,03,14,26,12,238-01
Celebrating,0.645645,2016,04,04,17,50,35,596-01
Celebrating,0.523167,2016,04,06,09,36,01,524-00
Celebrating,0.569401,2016,04,06,16,26,06,617-00
Celebrating,0.560411,2016,04,06,16,38,31,620-00
Celebrating,0.523451,2016,04,06,16,46,18,621-00
Celebrating,0.503428,2016,04,06,17,15,20,641-00
Celebrating,0.627292,2016,04,07,07,26,16,93-00
Celebrating,0.618166,2016,04,03,15,39,37,270-00
Celebrating,0.56371,2016,04,03,15,53,14,283-00
Celebrating,0.515386,2016,04,05,17,33,34,270-00
Celebrating,0.51717,2016,04,05,22,02,48,392-00
Celebrating,0.567611,2016,04,06,06,04,56,402-01
Celebrating,0.580741,2016,04,06,09,25,02,514-00
Celebrating,0.670447,2016,04,06,17,05,44,631-01
Celebrating,0.549845,2016,04,04,08,10,00,437-01
Celebrating,0.524687,2016,04,04,15,56,53,565-00
Celebrating,0.575161,2016,04,04,21,59,58,29-01
Celebrating,0.506006,2016,04,05,12,43,57,237-01
Celebrating,0.512161,2016,04,06,06,45,59,410-00
Celebrating,0.527515,2016,04,06,14,01,11,585-00
Celebrating,0.557069,2016,04,07,14,34,57,221-01
Celebrating,0.539194,2016,04,02,23,28,05,36-00
Celebrating,0.51865,2016,04,03,18,44,08,322-01
Celebrating,0.545364,2016,04,05,12,35,43,225-00
Celebrating,0.53076,2016,04,06,17,03,32,628-00
Celebrating,0.534715,2016,04,07,07,11,12,77-01
Celebrating,0.52094,2016,04,03,15,50,12,281-01
Celebrating,0.500625,2016,04,06,17,13,37,637-00
Celebrating,0.54957,2016,04,04,18,32,18,622-00
Celebrating,0.536061,2016,04,05,17,24,55,267-00
Celebrating,0.543962,2016,04,05,18,18,36,289-00
Celebrating,0.544542,2016,04,06,06,02,20,401-01
Celebrating,0.557197,2016,04,06,17,05,13,630-00
Celebrating,0.51517,2016,04,07,07,24,35,91-00
Celebrating,0.501763,2016,04,03,14,45,58,252-01
Chainlink_Fence,0.687119,2016,04,05,04,54,18,66-00
Chainlink_Fence,0.625312,2016,04,05,02,17,56,65-01
Child_Room,0.727652,2016,04,03,10,50,33,151-01
Child_Room,0.69737,2016,04,03,15,35,31,268-00
Chips,0.504994,2016,04,05,20,06,29,352-01
Classroom,0.700858,2016,04,05,10,47,35,195-01
Classroom,0.64509,2016,04,02,23,35,32,39-01
Classroom,0.718207,2016,04,04,21,54,37,26-01
Classroom,0.732039,2016,04,04,22,48,00,58-00
Classroom,0.618503,2016,04,03,08,03,03,65-00
Classroom,0.713633,2016,04,03,10,44,54,145-00
Classroom,0.713088,2016,04,03,10,51,51,152-00
Classroom,0.653997,2016,04,03,18,44,08,322-01
Classroom,0.703594,2016,04,04,22,44,10,55-00
Classroom,0.597516,2016,04,05,08,24,41,131-01
Classroom,0.63295,2016,04,05,19,46,31,343-01
Classroom,0.745195,2016,04,07,07,16,34,83-00
Classroom,0.617658,2016,04,03,07,39,29,53-00
Classroom,0.621717,2016,04,03,09,05,34,89-00
Classroom,0.670032,2016,04,04,18,20,01,613-00
Classroom,0.650216,2016,04,04,22,32,01,45-00
Classroom,0.610545,2016,04,05,08,55,56,140-00
Classroom,0.689202,2016,04,05,14,18,30,240-01
Classroom,0.618925,2016,04,06,09,02,27,491-01
Classroom,0.707295,2016,04,06,09,03,50,492-00
Classroom,0.620689,2016,04,06,09,07,24,495-01
Classroom,0.679284,2016,04,06,17,59,23,671-00
Classroom,0.640658,2016,04,03,10,33,42,130-00
Classroom,0.601084,2016,04,03,19,28,42,339-01
Classroom,0.682187,2016,04,04,07,17,59,413-00
Classroom,0.721909,2016,04,04,13,59,50,533-00
Classroom,0.701282,2016,04,04,22,32,57,46-00
Classroom,0.681624,2016,04,05,06,04,10,68-00
Classroom,0.57039,2016,04,05,08,08,19,116-01
Classroom,0.707348,2016,04,05,10,18,04,176-01
Classroom,0.65719,2016,04,05,10,18,48,177-00
Classroom,0.604312,2016,04,06,09,07,03,494-00
Classroom,0.631736,2016,04,06,16,15,26,607-01
Classroom,0.667543,2016,04,06,17,40,45,663-01
Classroom,0.516761,2016,04,06,17,41,01,664-00
Classroom,0.731326,2016,04,07,07,12,33,78-01
Classroom,0.658246,2016,04,03,07,02,44,47-01
Classroom,0.565827,2016,04,03,18,07,27,311-01
Classroom,0.533799,2016,04,04,17,55,39,597-01
Classroom,0.641108,2016,04,04,22,31,30,44-00
Classroom,0.686239,2016,04,04,22,33,24,47-01
Classroom,0.6439,2016,04,04,22,33,35,48-01
Classroom,0.598738,2016,04,05,09,38,18,166-01
Classroom,0.649468,2016,04,05,09,40,31,169-00
Classroom,0.69295,2016,04,05,09,50,18,174-00
Classroom,0.617617,2016,04,05,09,51,15,175-01
Classroom,0.626187,2016,04,05,10,19,30,178-00
Classroom,0.619479,2016,04,05,10,23,58,180-00
Classroom,0.575818,2016,04,05,11,12,27,209-00
Classroom,0.671172,2016,04,05,18,18,36,289-00
Classroom,0.546742,2016,04,05,19,33,07,335-01
Classroom,0.561902,2016,04,06,07,00,01,418-01
Classroom,0.734484,2016,04,06,16,14,13,605-01
Classroom,0.598694,2016,04,06,17,15,46,642-00
Classroom,0.57583,2016,04,06,17,20,44,647-00
Classroom,0.667742,2016,04,07,07,18,47,86-01
Classroom,0.503639,2016,04,03,10,38,25,134-00
Classroom,0.560524,2016,04,03,18,06,11,310-00
Classroom,0.510859,2016,04,03,18,08,45,312-01
Classroom,0.634954,2016,04,03,20,33,46,363-01
Classroom,0.678515,2016,04,04,07,18,09,414-01
Classroom,0.537485,2016,04,04,16,19,32,572-01
Classroom,0.616312,2016,04,04,18,40,32,628-00
Classroom,0.607231,2016,04,05,09,14,37,156-00
Classroom,0.577122,2016,04,05,09,22,58,160-01
Classroom,0.62536,2016,04,05,09,39,10,167-00
Classroom,0.627821,2016,04,05,09,43,35,170-01
Classroom,0.561635,2016,04,05,18,05,55,281-01
Classroom,0.597981,2016,04,05,18,27,12,292-01
Classroom,0.62147,2016,04,05,20,29,19,355-01
Classroom,0.579221,2016,04,06,07,50,13,455-01
Classroom,0.588661,2016,04,06,16,16,08,608-01
Classroom,0.595233,2016,04,07,07,08,10,76-00
Classroom,0.551204,2016,04,03,14,42,01,246-00
Classroom,0.545894,2016,04,03,15,35,31,268-00
Classroom,0.621655,2016,04,03,15,40,13,271-00
Classroom,0.513738,2016,04,03,20,44,39,365-00
Classroom,0.607888,2016,04,04,07,15,46,410-01
Classroom,0.641972,2016,04,04,18,18,46,611-01
Classroom,0.519565,2016,04,05,08,57,45,142-01
Classroom,0.538293,2016,04,05,09,40,02,168-00
Classroom,0.559191,2016,04,05,09,45,55,172-01
Classroom,0.593532,2016,04,05,18,32,08,294-00
Classroom,0.545801,2016,04,05,19,04,43,314-00
Classroom,0.713858,2016,04,05,19,05,25,315-01
Classroom,0.584501,2016,04,05,19,08,15,317-00
Classroom,0.636379,2016,04,05,19,08,29,318-00
Classroom,0.640282,2016,04,05,19,09,31,319-00
Classroom,0.643033,2016,04,05,19,12,34,321-00
Classroom,0.626179,2016,04,06,09,31,14,519-00
Classroom,0.616438,2016,04,06,16,14,37,606-00
Classroom,0.504436,2016,04,06,16,20,12,614-00
Classroom,0.627655,2016,04,06,17,03,32,628-00
Classroom,0.595721,2016,04,06,17,10,30,635-01
Classroom,0.539929,2016,04,07,10,02,35,109-00
Classroom,0.526707,2016,04,03,09,54,46,116-01
Classroom,0.599063,2016,04,03,15,56,22,285-01
Classroom,0.582982,2016,04,03,20,24,59,360-01
Classroom,0.560839,2016,04,04,14,17,16,549-00
Classroom,0.558218,2016,04,04,14,20,06,552-00
Classroom,0.644651,2016,04,04,18,32,18,622-00
Classroom,0.517825,2016,04,04,18,43,09,630-01
Classroom,0.602464,2016,04,05,09,46,26,173-01
Classroom,0.591786,2016,04,05,18,43,54,301-01
Classroom,0.558096,2016,04,05,19,18,11,323-01
Classroom,0.546423,2016,04,05,19,21,53,325-01
Classroom,0.597104,2016,04,05,19,23,29,327-00
Classroom,0.579229,2016,04,05,19,28,24,331-00
Classroom,0.555694,2016,04,05,20,59,56,364-00
Classroom,0.613807,2016,04,07,07,19,43,87-01
Classroom,0.605779,2016,04,03,15,50,12,281-01
Classroom,0.574319,2016,04,04,22,30,04,43-00
Classroom,0.514185,2016,04,05,07,29,54,100-00
Classroom,0.547783,2016,04,05,10,20,05,179-01
Classroom,0.549909,2016,04,05,19,30,45,332-00
Classroom,0.551855,2016,04,03,09,03,22,87-01
Classroom,0.512255,2016,04,03,18,02,28,308-01
Classroom,0.533571,2016,04,05,10,44,29,192-00
Classroom,0.555898,2016,04,05,12,36,35,226-00
Classroom,0.505328,2016,04,05,20,11,36,353-01
Classroom,0.540998,2016,04,03,14,45,58,252-01
Classroom,0.502165,2016,04,06,17,45,59,669-00
Classroom,0.510216,2016,04,05,19,22,47,326-01
Cleanroom,0.850464,2016,04,03,15,53,14,283-00
Cleanroom,0.821864,2016,04,04,22,24,22,40-00
Cleanroom,0.877389,2016,04,03,10,26,36,128-01
Cleanroom,0.803335,2016,04,04,21,58,46,28-01
Cleanroom,0.830653,2016,04,04,22,17,22,38-01
Cleanroom,0.83746,2016,04,04,22,50,42,60-00
Cleanroom,0.804913,2016,04,04,23,46,06,62-01
Cleanroom,0.781738,2016,04,03,09,49,25,114-01
Cleanroom,0.810516,2016,04,04,22,44,58,57-00
Cleanroom,0.729344,2016,04,04,22,17,01,37-00
Cleanroom,0.739312,2016,04,04,22,30,04,43-00
Cleanroom,0.788921,2016,04,05,06,04,10,68-00
Cleanroom,0.715282,2016,04,06,17,42,47,666-00
Cleanroom,0.736936,2016,04,03,12,48,16,188-01
Cleanroom,0.729316,2016,04,04,22,31,30,44-00
Cleanroom,0.720102,2016,04,05,06,10,03,69-01
Cleanroom,0.631835,2016,04,03,22,17,41,382-00
Cleanroom,0.693102,2016,04,04,22,06,31,33-01
Cleanroom,0.649802,2016,04,04,21,04,45,10-01
Cleanroom,0.619664,2016,04,06,20,58,10,17-00
Cliff_Diving,0.636123,2016,04,02,20,03,34,01-00
Cliff_Diving,0.637503,2016,04,02,20,20,02,03-00
Cliff_Diving,0.684116,2016,04,02,20,43,31,06-00
Cliff_Diving,0.593081,2016,04,02,20,09,42,02-01
Cliff_Diving,0.604883,2016,04,02,20,21,16,05-01
Cliff_Diving,0.67533,2016,04,02,20,46,12,08-00
Cliff_Diving,0.622963,2016,04,02,20,45,21,07-01
Cliff_Diving,0.581824,2016,04,02,20,52,55,09-00
Cliff_Diving,0.52804,2016,04,02,20,20,56,04-01
Climbing,0.697987,2016,04,02,22,28,54,33-01
Climbing,0.518932,2016,04,02,21,21,29,21-01
Climbing,0.533773,2016,04,03,07,38,56,52-00
Closet,0.634149,2016,04,02,22,26,42,30-01
Closet,0.800523,2016,04,06,09,03,50,492-00
Closet,0.669345,2016,04,02,22,08,17,27-01
Closet,0.74799,2016,04,06,17,07,47,634-00
Clothing,0.577339,2016,04,04,23,46,06,62-01
Clothing,0.510685,2016,04,04,16,27,27,581-01
Clothing,0.530456,2016,04,05,06,04,10,68-00
Clothing,0.506983,2016,04,06,17,13,04,636-00
Clothing_Store,0.843917,2016,04,02,20,55,30,10-00
Clothing_Store,0.917533,2016,04,03,09,49,25,114-01
Clothing_Store,0.868901,2016,04,03,18,44,08,322-01
Clothing_Store,0.890438,2016,04,06,17,14,12,638-00
Clothing_Store,0.818898,2016,04,04,07,09,07,407-00
Clothing_Store,0.872844,2016,04,04,07,20,32,416-01
Clothing_Store,0.821513,2016,04,02,21,21,29,21-01
Clothing_Store,0.89067,2016,04,03,09,16,44,96-00
Clothing_Store,0.8506,2016,04,04,19,02,06,638-00
Clothing_Store,0.740079,2016,04,05,06,48,35,83-01
Clothing_Store,0.891679,2016,04,05,14,19,02,241-00
Clothing_Store,0.774109,2016,04,05,20,29,19,355-01
Clothing_Store,0.89344,2016,04,06,06,58,01,417-01
Clothing_Store,0.816976,2016,04,02,23,37,33,41-01
Clothing_Store,0.763779,2016,04,03,20,13,31,352-01
Clothing_Store,0.795526,2016,04,03,20,24,36,359-01
Clothing_Store,0.792376,2016,04,04,22,19,11,39-00
Clothing_Store,0.847568,2016,04,05,19,28,24,331-00
Clothing_Store,0.817181,2016,04,06,17,31,13,658-00
Clothing_Store,0.736141,2016,04,02,23,36,50,40-00
Clothing_Store,0.786016,2016,04,03,19,21,43,337-01
Clothing_Store,0.722425,2016,04,02,21,03,13,13-00
Clothing_Store,0.73317,2016,04,03,08,05,43,66-00
Clothing_Store,0.749318,2016,04,03,13,58,17,217-01
Clothing_Store,0.674084,2016,04,04,07,00,04,405-01
Clothing_Store,0.746488,2016,04,04,16,27,27,581-01
Clothing_Store,0.701203,2016,04,05,22,02,17,391-00
Clothing_Store,0.765225,2016,04,06,17,33,22,659-00
Clothing_Store,0.742884,2016,04,06,09,11,36,498-01
Clothing_Store,0.764737,2016,04,07,07,19,43,87-01
Clothing_Store,0.656721,2016,04,02,23,38,13,42-01
Clothing_Store,0.709094,2016,04,03,20,44,39,365-00
Clothing_Store,0.760437,2016,04,04,23,48,03,64-00
Clothing_Store,0.691722,2016,04,05,12,36,35,226-00
Clothing_Store,0.60318,2016,04,05,21,19,51,366-00
Clothing_Store,0.591167,2016,04,05,21,36,31,378-00
Clothing_Store,0.503455,2016,04,05,21,35,27,377-01
Club_Sport,0.737961,2016,04,03,20,09,17,349-00
Club_Sport,0.725157,2016,04,03,20,14,01,353-00
Club_Sport,0.598984,2016,04,03,20,58,15,371-00
Club_Sport,0.659116,2016,04,05,19,54,30,348-00
Club_Sport,0.592429,2016,04,06,22,51,51,33-01
Club_Sport,0.503364,2016,04,03,20,50,20,368-01
Club_Sport,0.599387,2016,04,03,20,13,31,352-01
Clubbing,0.840685,2016,04,04,16,27,27,581-01
Clubbing,0.852557,2016,04,04,07,20,32,416-01
Clubbing,0.873594,2016,04,04,07,31,50,422-00
Clubbing,0.873223,2016,04,03,14,43,14,248-01
Clubbing,0.745156,2016,04,05,21,37,13,379-01
Clubbing,0.786603,2016,04,05,21,51,43,383-01
Clubbing,0.804162,2016,04,05,21,52,12,384-00
Clubbing,0.791997,2016,04,05,21,52,33,385-01
Clubbing,0.804012,2016,04,05,21,53,34,387-00
Clubbing,0.834898,2016,04,03,15,53,14,283-00
Clubbing,0.8368,2016,04,03,19,54,45,345-01
Clubbing,0.72105,2016,04,05,20,44,35,362-01
Clubbing,0.668359,2016,04,05,21,36,31,378-00
Clubbing,0.769419,2016,04,05,21,53,02,386-00
Clubbing,0.596606,2016,04,03,22,21,39,384-00
Clubbing,0.764062,2016,04,04,21,51,44,23-01
Clubbing,0.700571,2016,04,05,21,32,58,375-00
Clubbing,0.657918,2016,04,05,21,51,32,382-00
Clubbing,0.716191,2016,04,06,06,02,20,401-01
Clubbing,0.772748,2016,04,06,17,33,22,659-00
Clubbing,0.707888,2016,04,06,19,36,32,05-01
Clubbing,0.785488,2016,04,03,15,39,37,270-00
Clubbing,0.612944,2016,04,03,21,59,49,380-01
Clubbing,0.716928,2016,04,04,08,20,58,444-00
Clubbing,0.71144,2016,04,04,12,58,31,529-00
Clubbing,0.785697,2016,04,04,16,15,12,568-00
Clubbing,0.808457,2016,04,05,06,10,03,69-01
Clubbing,0.733949,2016,04,05,19,33,57,336-01
Clubbing,0.766351,2016,04,05,19,35,47,337-01
Clubbing,0.671698,2016,04,05,21,32,11,374-00
Clubbing,0.572864,2016,04,05,21,39,15,380-01
Clubbing,0.66275,2016,04,06,20,15,57,06-01
Clubbing,0.681305,2016,04,02,21,10,57,17-01
Clubbing,0.651455,2016,04,03,19,50,21,344-00
Clubbing,0.685715,2016,04,04,08,02,13,432-00
Clubbing,0.642586,2016,04,04,08,23,47,447-01
Clubbing,0.717239,2016,04,04,21,49,11,21-01
Clubbing,0.758042,2016,04,04,21,52,21,24-01
Clubbing,0.735607,2016,04,04,22,06,31,33-01
Clubbing,0.707705,2016,04,05,22,27,02,396-00
Clubbing,0.720967,2016,04,07,07,08,10,76-00
Clubbing,0.648327,2016,04,02,21,02,11,12-00
Clubbing,0.64226,2016,04,02,21,10,03,16-00
Clubbing,0.726814,2016,04,03,10,33,42,130-00
Clubbing,0.759047,2016,04,03,15,48,57,278-01
Clubbing,0.692485,2016,04,04,08,19,45,441-00
Clubbing,0.769644,2016,04,04,13,59,50,533-00
Clubbing,0.673468,2016,04,04,21,56,06,27-00
Clubbing,0.640668,2016,04,05,20,37,25,358-01
Clubbing,0.609482,2016,04,05,21,31,06,372-00
Clubbing,0.62798,2016,04,05,21,34,30,376-01
Clubbing,0.673997,2016,04,07,07,22,41,88-01
Clubbing,0.669261,2016,04,03,14,15,18,232-00
Clubbing,0.649508,2016,04,03,15,26,05,265-00
Clubbing,0.636343,2016,04,03,15,35,31,268-00
Clubbing,0.63994,2016,04,04,08,01,41,431-00
Clubbing,0.65969,2016,04,04,08,10,00,437-01
Clubbing,0.692668,2016,04,04,08,20,27,443-01
Clubbing,0.685103,2016,04,04,08,21,13,445-00
Clubbing,0.779264,2016,04,04,22,50,42,60-00
Clubbing,0.61016,2016,04,05,08,13,37,119-01
Clubbing,0.609275,2016,04,05,19,26,25,330-01
Clubbing,0.582855,2016,04,05,20,52,18,363-01
Clubbing,0.653769,2016,04,05,22,02,48,392-00
Clubbing,0.710671,2016,04,05,22,24,19,393-00
Clubbing,0.606771,2016,04,06,06,04,56,402-01
Clubbing,0.583053,2016,04,06,07,46,13,451-01
Clubbing,0.642904,2016,04,06,15,37,06,595-01
Clubbing,0.615767,2016,04,02,21,08,09,14-00
Clubbing,0.624922,2016,04,03,15,40,13,271-00
Clubbing,0.668105,2016,04,03,15,56,22,285-01
Clubbing,0.582894,2016,04,03,18,44,08,322-01
Clubbing,0.708719,2016,04,05,19,18,11,323-01
Clubbing,0.563449,2016,04,05,22,01,40,390-01
Clubbing,0.644919,2016,04,05,22,30,30,398-01
Clubbing,0.605429,2016,04,06,06,00,42,400-00
Clubbing,0.610781,2016,04,03,12,48,16,188-01
Clubbing,0.630212,2016,04,03,14,42,30,247-01
Clubbing,0.511102,2016,04,03,20,05,30,347-01
Clubbing,0.558264,2016,04,03,20,10,23,350-00
Clubbing,0.564856,2016,04,04,08,00,38,430-01
Clubbing,0.521044,2016,04,04,08,18,24,439-01
Clubbing,0.604049,2016,04,04,14,17,16,549-00
Clubbing,0.596044,2016,04,04,15,17,47,555-01
Clubbing,0.536742,2016,04,04,21,48,31,20-00
Clubbing,0.606919,2016,04,04,21,49,48,22-01
Clubbing,0.707832,2016,04,05,19,31,57,333-00
Clubbing,0.530959,2016,04,05,20,29,59,356-01
Clubbing,0.548689,2016,04,05,20,38,17,359-00
Clubbing,0.620948,2016,04,05,20,59,56,364-00
Clubbing,0.601242,2016,04,05,21,00,32,365-01
Clubbing,0.600881,2016,04,02,21,08,36,15-00
Clubbing,0.531475,2016,04,04,22,24,22,40-00
Clubbing,0.658675,2016,04,05,06,13,31,70-01
Clubbing,0.530812,2016,04,05,06,48,35,83-01
Clubbing,0.539039,2016,04,05,07,35,26,105-00
Clubbing,0.652769,2016,04,05,12,36,35,226-00
Clubbing,0.610439,2016,04,05,12,45,15,238-01
Clubbing,0.572448,2016,04,05,18,28,43,293-00
Clubbing,0.527482,2016,04,05,21,19,51,366-00
Clubbing,0.520761,2016,04,05,21,20,14,367-01
Clubbing,0.580123,2016,04,05,22,26,46,395-01
Clubbing,0.551744,2016,04,06,06,07,42,403-01
Clubbing,0.565588,2016,04,06,17,15,46,642-00
Clubbing,0.561502,2016,04,06,17,38,29,662-01
Clubbing,0.621719,2016,04,07,07,13,18,80-01
Clubbing,0.633331,2016,04,02,20,56,01,11-01
Clubbing,0.548159,2016,04,02,21,13,13,18-00
Clubbing,0.653471,2016,04,03,11,50,58,153-00
Clubbing,0.518364,2016,04,03,18,45,11,324-01
Clubbing,0.51925,2016,04,04,00,02,37,390-00
Clubbing,0.580423,2016,04,04,18,40,32,628-00
Clubbing,0.571535,2016,04,04,23,46,06,62-01
Clubbing,0.542871,2016,04,05,21,31,21,373-00
Clubbing,0.591685,2016,04,06,16,23,16,616-00
Clubbing,0.555192,2016,04,06,17,13,04,636-00
Clubbing,0.528781,2016,04,03,14,42,01,246-00
Clubbing,0.529675,2016,04,04,08,05,06,435-00
Clubbing,0.505462,2016,04,06,19,28,15,02-00
Clubbing,0.520299,2016,04,04,07,00,04,405-01
Clubbing,0.581522,2016,04,04,07,30,38,421-00
Clubbing,0.510626,2016,04,05,21,29,38,371-00
Clubbing,0.502829,2016,04,06,06,45,59,410-00
Clubbing,0.547905,2016,04,04,07,09,07,407-00
Clubbing,0.548429,2016,04,05,17,11,42,258-01
