ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,_ID
12,Cliff_Diving,Cliff_Diving,0.52804,20160402202056-04-01
11,Gray,Gray,0.629954,20160402202056-04-01
10,Prison,Prison,0.641364,20160402202056-04-01
9,Home_Theater,Home_Theater,0.649173,20160402202056-04-01
8,Bowling_Alley,Bowling_Alley,0.692234,20160402202056-04-01
7,Military_Plane,Military_Plane,0.737733,20160402202056-04-01
6,Gazebo,Gazebo,0.771617,20160402202056-04-01
5,Refrigerator,Refrigerator,0.808614,20160402202056-04-01
4,Hang_Gliding,Hang_Gliding,0.828202,20160402202056-04-01
3,Musical_Instrument,Musical_Instrument,0.833912,20160402202056-04-01
2,Piano,Piano,0.859816,20160402202056-04-01
1,Black,Black,0.959251,20160402202056-04-01
0,Night_Sky,Night_Sky,0.960483,20160402202056-04-01
16,Store,Store,0.505601,20160402205530-10-00
15,Living_Room,Living_Room,0.513769,20160402205530-10-00
14,Industrial_Space,Industrial_Space,0.524487,20160402205530-10-00
13,Adventure_Sport,Adventure_Sport,0.554269,20160402205530-10-00
12,Pubbing,Pubbing,0.557019,20160402205530-10-00
11,Archery,Archery,0.696654,20160402205530-10-00
10,Beauty_Salon,Beauty_Salon,0.763486,20160402205530-10-00
9,Tamale,Tamale,0.771542,20160402205530-10-00
8,Dish_Washer,Dish_Washer,0.773903,20160402205530-10-00
7,Food_Court,Food_Court,0.82262,20160402205530-10-00
6,Stove,Stove,0.841145,20160402205530-10-00
5,Shoe_Store,Shoe_Store,0.842901,20160402205530-10-00
4,Mixed_Color,Mixed_Color,0.843144,20160402205530-10-00
3,Clothing_Store,Clothing_Store,0.843917,20160402205530-10-00
2,Riot,Riot,0.848987,20160402205530-10-00
1,Oven,Oven,0.90357,20160402205530-10-00
0,Yellow,Yellow,0.947959,20160402205530-10-00
13,Flood,Flood,0.501648,20160402200334-01-00
12,Prison,Prison,0.540594,20160402200334-01-00
11,Bowling_Alley,Bowling_Alley,0.542824,20160402200334-01-00
10,Gazebo,Gazebo,0.544721,20160402200334-01-00
9,Home_Theater,Home_Theater,0.563272,20160402200334-01-00
8,Cliff_Diving,Cliff_Diving,0.636123,20160402200334-01-00
7,Gray,Gray,0.667717,20160402200334-01-00
6,Lamp,Lamp,0.742319,20160402200334-01-00
5,Refrigerator,Refrigerator,0.785393,20160402200334-01-00
4,Hang_Gliding,Hang_Gliding,0.838899,20160402200334-01-00
3,Musical_Instrument,Musical_Instrument,0.844753,20160402200334-01-00
2,Piano,Piano,0.860401,20160402200334-01-00
1,Night_Sky,Night_Sky,0.954568,20160402200334-01-00
0,Black,Black,0.957878,20160402200334-01-00
13,Camping,Camping,0.507152,20160402205255-09-00
12,Overpass,Overpass,0.534093,20160402205255-09-00
11,Cliff_Diving,Cliff_Diving,0.581824,20160402205255-09-00
10,Gray,Gray,0.609042,20160402205255-09-00
9,Prison,Prison,0.629984,20160402205255-09-00
8,Gazebo,Gazebo,0.672753,20160402205255-09-00
7,Bowling_Alley,Bowling_Alley,0.689285,20160402205255-09-00
6,Military_Plane,Military_Plane,0.755503,20160402205255-09-00
5,Musical_Instrument,Musical_Instrument,0.785001,20160402205255-09-00
4,Refrigerator,Refrigerator,0.841933,20160402205255-09-00
3,Hang_Gliding,Hang_Gliding,0.855956,20160402205255-09-00
2,Piano,Piano,0.880831,20160402205255-09-00
1,Black,Black,0.960639,20160402205255-09-00
0,Night_Sky,Night_Sky,0.970858,20160402205255-09-00
18,Appliance,Appliance,0.506278,20160402205601-11-01
17,Restaurant,Restaurant,0.627141,20160402205601-11-01
16,Clubbing,Clubbing,0.633331,20160402205601-11-01
15,Mixed_Color,Mixed_Color,0.658518,20160402205601-11-01
14,Food_Court,Food_Court,0.68572,20160402205601-11-01
13,Rest_Room,Rest_Room,0.707203,20160402205601-11-01
12,Industrial_Space,Industrial_Space,0.725648,20160402205601-11-01
11,Living_Room,Living_Room,0.727192,20160402205601-11-01
10,Pubbing,Pubbing,0.736822,20160402205601-11-01
9,Wine_Cellar,Wine_Cellar,0.775379,20160402205601-11-01
8,Engine_or_Control_Room,Engine_or_Control_Room,0.784065,20160402205601-11-01
7,Kayaking,Kayaking,0.810433,20160402205601-11-01
6,Archery,Archery,0.819254,20160402205601-11-01
5,Engine_Room,Engine_Room,0.824687,20160402205601-11-01
4,Oven,Oven,0.901301,20160402205601-11-01
3,Microwave,Microwave,0.929589,20160402205601-11-01
2,Stove,Stove,0.944677,20160402205601-11-01
1,Yellow,Yellow,0.947845,20160402205601-11-01
0,Dish_Washer,Dish_Washer,0.951347,20160402205601-11-01
14,Sedan,Sedan,0.514813,20160402200942-02-01
13,Camping,Camping,0.549253,20160402200942-02-01
12,Bowling_Alley,Bowling_Alley,0.579161,20160402200942-02-01
11,Apartment_Building,Apartment_Building,0.590139,20160402200942-02-01
10,Gray,Gray,0.591867,20160402200942-02-01
9,Cliff_Diving,Cliff_Diving,0.593081,20160402200942-02-01
8,Prison,Prison,0.630036,20160402200942-02-01
7,Control_Room,Control_Room,0.667466,20160402200942-02-01
6,Guitar,Guitar,0.769374,20160402200942-02-01
5,Refrigerator,Refrigerator,0.798736,20160402200942-02-01
4,Hang_Gliding,Hang_Gliding,0.826144,20160402200942-02-01
3,Musical_Instrument,Musical_Instrument,0.840831,20160402200942-02-01
2,Piano,Piano,0.900472,20160402200942-02-01
1,Black,Black,0.962122,20160402200942-02-01
0,Night_Sky,Night_Sky,0.971937,20160402200942-02-01
12,Sky_Scene,Sky_Scene,0.50362,20160402204331-06-00
11,Waterscape,Waterscape,0.525418,20160402204331-06-00
10,Prison,Prison,0.550277,20160402204331-06-00
9,Gray,Gray,0.614772,20160402204331-06-00
8,Cliff_Diving,Cliff_Diving,0.684116,20160402204331-06-00
7,Lamp,Lamp,0.759055,20160402204331-06-00
6,Gazebo,Gazebo,0.775704,20160402204331-06-00
5,Military_Plane,Military_Plane,0.779992,20160402204331-06-00
4,Refrigerator,Refrigerator,0.797301,20160402204331-06-00
3,Hang_Gliding,Hang_Gliding,0.826287,20160402204331-06-00
2,Piano,Piano,0.840987,20160402204331-06-00
1,Night_Sky,Night_Sky,0.952119,20160402204331-06-00
0,Black,Black,0.957079,20160402204331-06-00
18,Appliance,Appliance,0.511227,20160402210211-12-00
17,Industrial_Space,Industrial_Space,0.581083,20160402210211-12-00
16,Eatery_Space,Eatery_Space,0.594958,20160402210211-12-00
15,Lobby,Lobby,0.602729,20160402210211-12-00
14,Living_Room,Living_Room,0.608946,20160402210211-12-00
13,Restaurant,Restaurant,0.618348,20160402210211-12-00
12,Mixed_Color,Mixed_Color,0.638278,20160402210211-12-00
11,Clubbing,Clubbing,0.648327,20160402210211-12-00
10,Beauty_Salon,Beauty_Salon,0.654883,20160402210211-12-00
9,Riot,Riot,0.738917,20160402210211-12-00
8,Wine_Cellar,Wine_Cellar,0.770174,20160402210211-12-00
7,Food_Court,Food_Court,0.77212,20160402210211-12-00
6,Archery,Archery,0.833544,20160402210211-12-00
5,Pubbing,Pubbing,0.835557,20160402210211-12-00
4,Piano,Piano,0.906271,20160402210211-12-00
3,Microwave,Microwave,0.937329,20160402210211-12-00
2,Stove,Stove,0.940585,20160402210211-12-00
1,Yellow,Yellow,0.943985,20160402210211-12-00
0,Dish_Washer,Dish_Washer,0.958719,20160402210211-12-00
12,Ice_Skating,Ice_Skating,0.520833,20160402202002-03-00
11,Prison,Prison,0.533387,20160402202002-03-00
10,Gray,Gray,0.614575,20160402202002-03-00
9,Bowling_Alley,Bowling_Alley,0.617247,20160402202002-03-00
8,Cliff_Diving,Cliff_Diving,0.637503,20160402202002-03-00
7,Lamp,Lamp,0.722099,20160402202002-03-00
6,Hang_Gliding,Hang_Gliding,0.793985,20160402202002-03-00
5,Refrigerator,Refrigerator,0.815357,20160402202002-03-00
4,Gazebo,Gazebo,0.821647,20160402202002-03-00
3,Musical_Instrument,Musical_Instrument,0.822655,20160402202002-03-00
2,Piano,Piano,0.876141,20160402202002-03-00
1,Black,Black,0.958741,20160402202002-03-00
0,Night_Sky,Night_Sky,0.972693,20160402202002-03-00
12,Apartment_Building,Apartment_Building,0.614287,20160402204521-07-01
11,Home_Theater,Home_Theater,0.614726,20160402204521-07-01
10,Cliff_Diving,Cliff_Diving,0.622963,20160402204521-07-01
9,Gazebo,Gazebo,0.628439,20160402204521-07-01
8,Prison,Prison,0.6389,20160402204521-07-01
7,Gray,Gray,0.645647,20160402204521-07-01
6,Military_Plane,Military_Plane,0.729427,20160402204521-07-01
5,Musical_Instrument,Musical_Instrument,0.819423,20160402204521-07-01
4,Hang_Gliding,Hang_Gliding,0.830783,20160402204521-07-01
3,Refrigerator,Refrigerator,0.831592,20160402204521-07-01
2,Piano,Piano,0.88225,20160402204521-07-01
1,Night_Sky,Night_Sky,0.909769,20160402204521-07-01
0,Black,Black,0.962253,20160402204521-07-01
14,Auto_Track_Racing,Auto_Track_Racing,0.551164,20160402220800-26-01
13,Restaurant,Restaurant,0.601129,20160402220800-26-01
12,Hotel_Building,Hotel_Building,0.613866,20160402220800-26-01
11,Kayaking,Kayaking,0.640305,20160402220800-26-01
10,Engine_or_Control_Room,Engine_or_Control_Room,0.663876,20160402220800-26-01
9,Food_Court,Food_Court,0.666848,20160402220800-26-01
8,Control_Room,Control_Room,0.668442,20160402220800-26-01
7,Archery,Archery,0.744246,20160402220800-26-01
6,Wine_Cellar,Wine_Cellar,0.810148,20160402220800-26-01
5,Pubbing,Pubbing,0.873223,20160402220800-26-01
4,Oven,Oven,0.921199,20160402220800-26-01
3,Dish_Washer,Dish_Washer,0.93631,20160402220800-26-01
2,Yellow,Yellow,0.952028,20160402220800-26-01
1,Stove,Stove,0.957281,20160402220800-26-01
0,Microwave,Microwave,0.958836,20160402220800-26-01
17,Appliance,Appliance,0.504574,20160402210836-15-00
16,Eatery_Space,Eatery_Space,0.5608,20160402210836-15-00
15,Clubbing,Clubbing,0.600881,20160402210836-15-00
14,Lobby,Lobby,0.611014,20160402210836-15-00
13,Restaurant,Restaurant,0.626557,20160402210836-15-00
12,Wine_Cellar,Wine_Cellar,0.671868,20160402210836-15-00
11,Living_Room,Living_Room,0.697604,20160402210836-15-00
10,Control_Room,Control_Room,0.711156,20160402210836-15-00
9,Archery,Archery,0.738094,20160402210836-15-00
8,Engine_or_Control_Room,Engine_or_Control_Room,0.752455,20160402210836-15-00
7,Beauty_Salon,Beauty_Salon,0.802712,20160402210836-15-00
6,Kayaking,Kayaking,0.806593,20160402210836-15-00
5,Pubbing,Pubbing,0.82399,20160402210836-15-00
4,Oven,Oven,0.927587,20160402210836-15-00
3,Stove,Stove,0.941874,20160402210836-15-00
2,Microwave,Microwave,0.952609,20160402210836-15-00
1,Yellow,Yellow,0.954638,20160402210836-15-00
0,Dish_Washer,Dish_Washer,0.961414,20160402210836-15-00
17,Engine_or_Control_Room,Engine_or_Control_Room,0.526643,20160402211003-16-00
16,Mixed_Color,Mixed_Color,0.56653,20160402211003-16-00
15,Eatery_Space,Eatery_Space,0.592133,20160402211003-16-00
14,Living_Room,Living_Room,0.608919,20160402211003-16-00
13,Hotel_Building,Hotel_Building,0.616124,20160402211003-16-00
12,Restaurant,Restaurant,0.622954,20160402211003-16-00
11,Clubbing,Clubbing,0.64226,20160402211003-16-00
10,Rest_Room,Rest_Room,0.657285,20160402211003-16-00
9,Lobby,Lobby,0.69367,20160402211003-16-00
8,Indoor_Volleyball,Indoor_Volleyball,0.737211,20160402211003-16-00
7,Archery,Archery,0.743722,20160402211003-16-00
6,Beauty_Salon,Beauty_Salon,0.757191,20160402211003-16-00
5,Pubbing,Pubbing,0.838525,20160402211003-16-00
4,Oven,Oven,0.928513,20160402211003-16-00
3,Microwave,Microwave,0.933613,20160402211003-16-00
2,Stove,Stove,0.934449,20160402211003-16-00
1,Dish_Washer,Dish_Washer,0.946205,20160402211003-16-00
0,Yellow,Yellow,0.951818,20160402211003-16-00
14,Golden_Gate_Bridge,Golden_Gate_Bridge,0.506681,20160402202116-05-01
13,Apartment_Building,Apartment_Building,0.511071,20160402202116-05-01
12,Skyline,Skyline,0.513495,20160402202116-05-01
11,Prison,Prison,0.569846,20160402202116-05-01
10,Gray,Gray,0.584061,20160402202116-05-01
9,Cliff_Diving,Cliff_Diving,0.604883,20160402202116-05-01
8,Snooker,Snooker,0.623374,20160402202116-05-01
7,Piano,Piano,0.785319,20160402202116-05-01
6,Gazebo,Gazebo,0.788704,20160402202116-05-01
5,Lamp,Lamp,0.86816,20160402202116-05-01
4,Hang_Gliding,Hang_Gliding,0.879814,20160402202116-05-01
3,Refrigerator,Refrigerator,0.889308,20160402202116-05-01
2,Military_Plane,Military_Plane,0.894289,20160402202116-05-01
1,Black,Black,0.948608,20160402202116-05-01
0,Night_Sky,Night_Sky,0.965346,20160402202116-05-01
17,Appliance,Appliance,0.511413,20160402211057-17-01
16,Indoor_Volleyball,Indoor_Volleyball,0.588896,20160402211057-17-01
15,Industrial_Space,Industrial_Space,0.596396,20160402211057-17-01
14,Restaurant,Restaurant,0.62096,20160402211057-17-01
13,Engine_Room,Engine_Room,0.621624,20160402211057-17-01
12,Living_Room,Living_Room,0.657005,20160402211057-17-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.67855,20160402211057-17-01
10,Clubbing,Clubbing,0.681305,20160402211057-17-01
9,Food_Court,Food_Court,0.692374,20160402211057-17-01
8,Wine_Cellar,Wine_Cellar,0.721927,20160402211057-17-01
7,Kayaking,Kayaking,0.744929,20160402211057-17-01
6,Beauty_Salon,Beauty_Salon,0.76996,20160402211057-17-01
5,Pubbing,Pubbing,0.855523,20160402211057-17-01
4,Coffee_Maker,Coffee_Maker,0.926292,20160402211057-17-01
3,Stove,Stove,0.928556,20160402211057-17-01
2,Microwave,Microwave,0.948871,20160402211057-17-01
1,Yellow,Yellow,0.950423,20160402211057-17-01
0,Dish_Washer,Dish_Washer,0.963497,20160402211057-17-01
19,Appliance,Appliance,0.501656,20160402210809-14-00
18,Mixed_Color,Mixed_Color,0.527858,20160402210809-14-00
17,Whiskey,Whiskey,0.556095,20160402210809-14-00
16,Eatery_Space,Eatery_Space,0.570503,20160402210809-14-00
15,Engine_or_Control_Room,Engine_or_Control_Room,0.586859,20160402210809-14-00
14,Lobby,Lobby,0.60767,20160402210809-14-00
13,Clubbing,Clubbing,0.615767,20160402210809-14-00
12,Restaurant,Restaurant,0.621243,20160402210809-14-00
11,Food_Court,Food_Court,0.622926,20160402210809-14-00
10,Control_Room,Control_Room,0.679203,20160402210809-14-00
9,Kayaking,Kayaking,0.71143,20160402210809-14-00
8,Living_Room,Living_Room,0.737327,20160402210809-14-00
7,Archery,Archery,0.744275,20160402210809-14-00
6,Pubbing,Pubbing,0.819723,20160402210809-14-00
5,Beauty_Salon,Beauty_Salon,0.823218,20160402210809-14-00
4,Oven,Oven,0.91824,20160402210809-14-00
3,Stove,Stove,0.944719,20160402210809-14-00
2,Microwave,Microwave,0.945386,20160402210809-14-00
1,Yellow,Yellow,0.953834,20160402210809-14-00
0,Dish_Washer,Dish_Washer,0.96468,20160402210809-14-00
15,Musical_Instrument,Musical_Instrument,0.511365,20160402222732-31-00
14,Pole_Vault,Pole_Vault,0.537663,20160402222732-31-00
13,Burning,Burning,0.558281,20160402222732-31-00
12,Eyeglasses,Eyeglasses,0.55977,20160402222732-31-00
11,Adventure_Sport,Adventure_Sport,0.622732,20160402222732-31-00
10,Gray,Gray,0.702651,20160402222732-31-00
9,Skyline,Skyline,0.717817,20160402222732-31-00
8,Concert,Concert,0.719202,20160402222732-31-00
7,Wild_Fire,Wild_Fire,0.744229,20160402222732-31-00
6,Apartment_Building,Apartment_Building,0.786728,20160402222732-31-00
5,Refrigerator,Refrigerator,0.815587,20160402222732-31-00
4,Gazebo,Gazebo,0.820416,20160402222732-31-00
3,Desert,Desert,0.835587,20160402222732-31-00
2,Night_Sky,Night_Sky,0.893711,20160402222732-31-00
1,Lamp,Lamp,0.943132,20160402222732-31-00
0,Black,Black,0.949194,20160402222732-31-00
15,Riot,Riot,0.502574,20160402211908-20-01
14,Whiskey,Whiskey,0.515822,20160402211908-20-01
13,Industrial_Space,Industrial_Space,0.555691,20160402211908-20-01
12,Food_Court,Food_Court,0.584056,20160402211908-20-01
11,Beauty_Salon,Beauty_Salon,0.596558,20160402211908-20-01
10,Shopping,Shopping,0.630993,20160402211908-20-01
9,Engine_or_Control_Room,Engine_or_Control_Room,0.655237,20160402211908-20-01
8,Pubbing,Pubbing,0.675543,20160402211908-20-01
7,Engine_Room,Engine_Room,0.770248,20160402211908-20-01
6,Mixed_Color,Mixed_Color,0.780094,20160402211908-20-01
5,Courtroom,Courtroom,0.788531,20160402211908-20-01
4,Coffee_Maker,Coffee_Maker,0.875544,20160402211908-20-01
3,Dish_Washer,Dish_Washer,0.923301,20160402211908-20-01
2,Microwave,Microwave,0.937821,20160402211908-20-01
1,Yellow,Yellow,0.946643,20160402211908-20-01
0,Stove,Stove,0.949464,20160402211908-20-01
17,Appliance,Appliance,0.501155,20160402211313-18-00
16,Clubbing,Clubbing,0.548159,20160402211313-18-00
15,Store,Store,0.552367,20160402211313-18-00
14,Restaurant,Restaurant,0.56661,20160402211313-18-00
13,Eatery_Space,Eatery_Space,0.57311,20160402211313-18-00
12,Barber_Shop,Barber_Shop,0.637709,20160402211313-18-00
11,Beauty_Salon,Beauty_Salon,0.691194,20160402211313-18-00
10,Engine_or_Control_Room,Engine_or_Control_Room,0.713084,20160402211313-18-00
9,Engine_Room,Engine_Room,0.726454,20160402211313-18-00
8,Riot,Riot,0.735546,20160402211313-18-00
7,Mixed_Color,Mixed_Color,0.791793,20160402211313-18-00
6,Pubbing,Pubbing,0.829714,20160402211313-18-00
5,Control_Room,Control_Room,0.87603,20160402211313-18-00
4,Yellow,Yellow,0.891037,20160402211313-18-00
3,Toaster_Oven,Toaster_Oven,0.910135,20160402211313-18-00
2,Dish_Washer,Dish_Washer,0.920882,20160402211313-18-00
1,Microwave,Microwave,0.939518,20160402211313-18-00
0,Stove,Stove,0.94439,20160402211313-18-00
15,Riot,Riot,0.504797,20160402210313-13-00
14,Store,Store,0.556052,20160402210313-13-00
13,Medical_Space,Medical_Space,0.578245,20160402210313-13-00
12,Indoor_Volleyball,Indoor_Volleyball,0.580724,20160402210313-13-00
11,Pubbing,Pubbing,0.641815,20160402210313-13-00
10,Archery,Archery,0.659568,20160402210313-13-00
9,Delicatessen,Delicatessen,0.668285,20160402210313-13-00
8,Clothing_Store,Clothing_Store,0.722425,20160402210313-13-00
7,Engine_Room,Engine_Room,0.790514,20160402210313-13-00
6,Mixed_Color,Mixed_Color,0.805923,20160402210313-13-00
5,Food_Court,Food_Court,0.811257,20160402210313-13-00
4,Dish_Washer,Dish_Washer,0.880141,20160402210313-13-00
3,Toaster_Oven,Toaster_Oven,0.883847,20160402210313-13-00
2,Microwave,Microwave,0.924323,20160402210313-13-00
1,Yellow,Yellow,0.934981,20160402210313-13-00
0,Stove,Stove,0.946745,20160402210313-13-00
14,Eatery_Space,Eatery_Space,0.592348,20160402233733-41-01
13,Restaurant,Restaurant,0.616399,20160402233733-41-01
12,Kayaking,Kayaking,0.647986,20160402233733-41-01
11,Shoe_Store,Shoe_Store,0.656445,20160402233733-41-01
10,Riot,Riot,0.67023,20160402233733-41-01
9,Engine_Room,Engine_Room,0.752845,20160402233733-41-01
8,Engine_or_Control_Room,Engine_or_Control_Room,0.79605,20160402233733-41-01
7,Beauty_Salon,Beauty_Salon,0.796545,20160402233733-41-01
6,Clothing_Store,Clothing_Store,0.816976,20160402233733-41-01
5,Pubbing,Pubbing,0.8239,20160402233733-41-01
4,Oven,Oven,0.852005,20160402233733-41-01
3,Stove,Stove,0.955856,20160402233733-41-01
2,Yellow,Yellow,0.957571,20160402233733-41-01
1,Microwave,Microwave,0.960125,20160402233733-41-01
0,Dish_Washer,Dish_Washer,0.966292,20160402233733-41-01
11,Prison,Prison,0.624338,20160402204612-08-00
10,Gray,Gray,0.638063,20160402204612-08-00
9,Cliff_Diving,Cliff_Diving,0.67533,20160402204612-08-00
8,Bowling_Alley,Bowling_Alley,0.698096,20160402204612-08-00
7,Gazebo,Gazebo,0.708085,20160402204612-08-00
6,Lamp,Lamp,0.781222,20160402204612-08-00
5,Hang_Gliding,Hang_Gliding,0.838001,20160402204612-08-00
4,Refrigerator,Refrigerator,0.846237,20160402204612-08-00
3,Piano,Piano,0.876482,20160402204612-08-00
2,Musical_Instrument,Musical_Instrument,0.883719,20160402204612-08-00
1,Night_Sky,Night_Sky,0.947712,20160402204612-08-00
0,Black,Black,0.96295,20160402204612-08-00
14,Sky_Scene,Sky_Scene,0.503957,20160402212358-22-00
13,Gray,Gray,0.505063,20160402212358-22-00
12,Snooker,Snooker,0.508088,20160402212358-22-00
11,Suspension_Bridge,Suspension_Bridge,0.673422,20160402212358-22-00
10,Guitar,Guitar,0.678235,20160402212358-22-00
9,Earrings,Earrings,0.680985,20160402212358-22-00
8,Jewel,Jewel,0.727988,20160402212358-22-00
7,Wheat_Field,Wheat_Field,0.75001,20160402212358-22-00
6,Hedge,Hedge,0.756399,20160402212358-22-00
5,Street,Street,0.76977,20160402212358-22-00
4,Hands,Hands,0.770703,20160402212358-22-00
3,Gazebo,Gazebo,0.774038,20160402212358-22-00
2,Concert,Concert,0.907823,20160402212358-22-00
1,Black,Black,0.953662,20160402212358-22-00
0,Night_Sky,Night_Sky,0.9708,20160402212358-22-00
16,Archery,Archery,0.515195,20160402220817-27-01
15,Mixed_Color,Mixed_Color,0.536695,20160402220817-27-01
14,Living_Room,Living_Room,0.554375,20160402220817-27-01
13,Restaurant,Restaurant,0.604847,20160402220817-27-01
12,Auto_Track_Racing,Auto_Track_Racing,0.607088,20160402220817-27-01
11,Closet,Closet,0.669345,20160402220817-27-01
10,Engine_or_Control_Room,Engine_or_Control_Room,0.674901,20160402220817-27-01
9,Kayaking,Kayaking,0.694504,20160402220817-27-01
8,Wine_Cellar,Wine_Cellar,0.704742,20160402220817-27-01
7,Control_Room,Control_Room,0.709937,20160402220817-27-01
6,Beauty_Salon,Beauty_Salon,0.711962,20160402220817-27-01
5,Pubbing,Pubbing,0.846614,20160402220817-27-01
4,Dish_Washer,Dish_Washer,0.921304,20160402220817-27-01
3,Toaster_Oven,Toaster_Oven,0.934223,20160402220817-27-01
2,Yellow,Yellow,0.9575,20160402220817-27-01
1,Stove,Stove,0.959575,20160402220817-27-01
0,Microwave,Microwave,0.96726,20160402220817-27-01
16,Appliance,Appliance,0.50135,20160402232907-37-00
15,Shopping,Shopping,0.540504,20160402232907-37-00
14,Store,Store,0.549541,20160402232907-37-00
13,Sunroom,Sunroom,0.591797,20160402232907-37-00
12,Archery,Archery,0.613866,20160402232907-37-00
11,Control_Room,Control_Room,0.614358,20160402232907-37-00
10,Living_Room,Living_Room,0.626387,20160402232907-37-00
9,Pubbing,Pubbing,0.654014,20160402232907-37-00
8,Stockroom,Stockroom,0.674179,20160402232907-37-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.722832,20160402232907-37-00
6,Mixed_Color,Mixed_Color,0.74268,20160402232907-37-00
5,Beauty_Salon,Beauty_Salon,0.749626,20160402232907-37-00
4,Toaster_Oven,Toaster_Oven,0.914983,20160402232907-37-00
3,Dish_Washer,Dish_Washer,0.939742,20160402232907-37-00
2,Microwave,Microwave,0.954428,20160402232907-37-00
1,Yellow,Yellow,0.957924,20160402232907-37-00
0,Stove,Stove,0.95981,20160402232907-37-00
13,Squash,Squash,0.553788,20160402223029-34-01
12,Wine_Cellar,Wine_Cellar,0.561055,20160402223029-34-01
11,Suspension_Bridge,Suspension_Bridge,0.591506,20160402223029-34-01
10,Guitar,Guitar,0.599847,20160402223029-34-01
9,Desert,Desert,0.614234,20160402223029-34-01
8,Gray,Gray,0.663173,20160402223029-34-01
7,Golden_Gate_Bridge,Golden_Gate_Bridge,0.714823,20160402223029-34-01
6,Refrigerator,Refrigerator,0.725937,20160402223029-34-01
5,Prison,Prison,0.767336,20160402223029-34-01
4,Gazebo,Gazebo,0.773468,20160402223029-34-01
3,Concert,Concert,0.810117,20160402223029-34-01
2,Lamp,Lamp,0.868064,20160402223029-34-01
1,Black,Black,0.953348,20160402223029-34-01
0,Night_Sky,Night_Sky,0.961169,20160402223029-34-01
17,Pubbing,Pubbing,0.513577,20160402212129-21-01
16,Climbing,Climbing,0.518932,20160402212129-21-01
15,Restaurant,Restaurant,0.584387,20160402212129-21-01
14,Medical_Space,Medical_Space,0.596331,20160402212129-21-01
13,Engine_or_Control_Room,Engine_or_Control_Room,0.603768,20160402212129-21-01
12,Sedan,Sedan,0.632728,20160402212129-21-01
11,Engine_Room,Engine_Room,0.736192,20160402212129-21-01
10,Mixed_Color,Mixed_Color,0.759146,20160402212129-21-01
9,Auto_Factory,Auto_Factory,0.76694,20160402212129-21-01
8,Archery,Archery,0.76906,20160402212129-21-01
7,Living_Room,Living_Room,0.780266,20160402212129-21-01
6,Beauty_Salon,Beauty_Salon,0.807355,20160402212129-21-01
5,Clothing_Store,Clothing_Store,0.821513,20160402212129-21-01
4,Oven,Oven,0.874861,20160402212129-21-01
3,Yellow,Yellow,0.912569,20160402212129-21-01
2,Dish_Washer,Dish_Washer,0.91792,20160402212129-21-01
1,Microwave,Microwave,0.947492,20160402212129-21-01
0,Stove,Stove,0.947778,20160402212129-21-01
15,Engine_or_Control_Room,Engine_or_Control_Room,0.512062,20160402221028-28-01
14,Auto_Racing,Auto_Racing,0.517985,20160402221028-28-01
13,Hotel_Building,Hotel_Building,0.549063,20160402221028-28-01
12,Wine_Cellar,Wine_Cellar,0.562391,20160402221028-28-01
11,Eatery_Space,Eatery_Space,0.592766,20160402221028-28-01
10,Restaurant,Restaurant,0.61778,20160402221028-28-01
9,Beauty_Salon,Beauty_Salon,0.637274,20160402221028-28-01
8,Food_Court,Food_Court,0.644612,20160402221028-28-01
2,Microwave,Microwave,0.942242,20160403074649-62-00
1,Mixed_Color,Mixed_Color,0.961914,20160403074649-62-00
0,Stove,Stove,0.962679,20160403074649-62-00
15,Barn,Barn,0.533868,20160402235006-44-00
14,Professional_Wrestling,Professional_Wrestling,0.675877,20160402235006-44-00
13,Bottle,Bottle,0.721586,20160402235006-44-00
12,Log_Cabin,Log_Cabin,0.727204,20160402235006-44-00
11,Stove,Stove,0.735872,20160402235006-44-00
10,Night_Sky,Night_Sky,0.740259,20160402235006-44-00
9,Racquet_Sport,Racquet_Sport,0.758062,20160402235006-44-00
8,Gazebo,Gazebo,0.791286,20160402235006-44-00
7,Gray,Gray,0.820808,20160402235006-44-00
6,Concert,Concert,0.83428,20160402235006-44-00
5,Microwave,Microwave,0.834312,20160402235006-44-00
4,Wild_Fire,Wild_Fire,0.845102,20160402235006-44-00
3,Covered_Bridge,Covered_Bridge,0.847051,20160402235006-44-00
2,Prison,Prison,0.874226,20160402235006-44-00
1,Lamp,Lamp,0.915894,20160402235006-44-00
0,Black,Black,0.965217,20160402235006-44-00
14,Tool,Tool,0.501765,20160403085510-78-00
13,Storm,Storm,0.502293,20160403085510-78-00
12,Shopping,Shopping,0.502964,20160403085510-78-00
11,Industrial_Space,Industrial_Space,0.649441,20160403085510-78-00
10,Beauty_Salon,Beauty_Salon,0.781925,20160403085510-78-00
9,Engine_Room,Engine_Room,0.789653,20160403085510-78-00
8,Pubbing,Pubbing,0.802709,20160403085510-78-00
7,Stockroom,Stockroom,0.860573,20160403085510-78-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.867418,20160403085510-78-00
5,Control_Room,Control_Room,0.885403,20160403085510-78-00
4,Heavy_Truck,Heavy_Truck,0.890936,20160403085510-78-00
3,Dish_Washer,Dish_Washer,0.942316,20160403085510-78-00
