ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,_ID
17,Leisure_Activity,Leisure_Activity,0.528596,20160404184032-628-00
16,Clubbing,Clubbing,0.580423,20160404184032-628-00
15,Eatery_Space,Eatery_Space,0.601258,20160404184032-628-00
14,Classroom,Classroom,0.616312,20160404184032-628-00
13,Big_Group,Big_Group,0.665388,20160404184032-628-00
12,Industrial_Space,Industrial_Space,0.683873,20160404184032-628-00
11,Bar,Bar,0.762586,20160404184032-628-00
10,Stockroom,Stockroom,0.778007,20160404184032-628-00
9,Control_Room,Control_Room,0.793281,20160404184032-628-00
8,Distillery,Distillery,0.818802,20160404184032-628-00
7,Table_Tennis,Table_Tennis,0.820566,20160404184032-628-00
6,Beauty_Salon,Beauty_Salon,0.824416,20160404184032-628-00
5,Pubbing,Pubbing,0.893253,20160404184032-628-00
4,Microwave,Microwave,0.913411,20160404184032-628-00
3,Dish_Washer,Dish_Washer,0.935936,20160404184032-628-00
2,Oven,Oven,0.950819,20160404184032-628-00
1,Stove,Stove,0.953494,20160404184032-628-00
0,Mixed_Color,Mixed_Color,0.971849,20160404184032-628-00
15,Riot,Riot,0.601764,20160404184138-629-01
14,Eatery_Space,Eatery_Space,0.607888,20160404184138-629-01
13,Living_Room,Living_Room,0.628236,20160404184138-629-01
12,Conference_Room,Conference_Room,0.710757,20160404184138-629-01
11,Industrial_Space,Industrial_Space,0.711281,20160404184138-629-01
10,Food_Court,Food_Court,0.795897,20160404184138-629-01
9,Pubbing,Pubbing,0.802735,20160404184138-629-01
8,Big_Group,Big_Group,0.814602,20160404184138-629-01
7,Stockroom,Stockroom,0.821857,20160404184138-629-01
6,Dish_Washer,Dish_Washer,0.850879,20160404184138-629-01
5,Beauty_Salon,Beauty_Salon,0.857195,20160404184138-629-01
4,Public_Transportation_Space,Public_Transportation_Space,0.86405,20160404184138-629-01
3,Pina_Colada,Pina_Colada,0.887069,20160404184138-629-01
2,Stove,Stove,0.888261,20160404184138-629-01
1,Oven,Oven,0.929679,20160404184138-629-01
0,Mixed_Color,Mixed_Color,0.974112,20160404184138-629-01
16,Classroom,Classroom,0.517825,20160404184309-630-01
15,Appliance,Appliance,0.521436,20160404184309-630-01
14,Synchronized_Swimming,Synchronized_Swimming,0.533937,20160404184309-630-01
13,Motor_Sport,Motor_Sport,0.555093,20160404184309-630-01
12,Big_Group,Big_Group,0.769612,20160404184309-630-01
11,Food_Court,Food_Court,0.797159,20160404184309-630-01
10,Library,Library,0.800961,20160404184309-630-01
9,Stockroom,Stockroom,0.808688,20160404184309-630-01
8,Engine_or_Control_Room,Engine_or_Control_Room,0.809615,20160404184309-630-01
7,Riot,Riot,0.809699,20160404184309-630-01
6,Pubbing,Pubbing,0.854773,20160404184309-630-01
5,Microwave,Microwave,0.882007,20160404184309-630-01
4,Dish_Washer,Dish_Washer,0.909156,20160404184309-630-01
3,Control_Room,Control_Room,0.914235,20160404184309-630-01
2,Oven,Oven,0.949151,20160404184309-630-01
1,Stove,Stove,0.959514,20160404184309-630-01
0,Mixed_Color,Mixed_Color,0.967044,20160404184309-630-01
16,Store,Store,0.568577,20160404184400-631-00
15,Engine_or_Control_Room,Engine_or_Control_Room,0.584585,20160404184400-631-00
14,Industrial_Space,Industrial_Space,0.607989,20160404184400-631-00
13,Conference_Room,Conference_Room,0.638355,20160404184400-631-00
12,Auto_Track_Racing,Auto_Track_Racing,0.656404,20160404184400-631-00
11,Motor_Sport,Motor_Sport,0.663973,20160404184400-631-00
10,Pubbing,Pubbing,0.665202,20160404184400-631-00
9,Dish_Washer,Dish_Washer,0.845432,20160404184400-631-00
8,Riot,Riot,0.854297,20160404184400-631-00
7,Car_Repair_Shop,Car_Repair_Shop,0.865488,20160404184400-631-00
6,Microwave,Microwave,0.871949,20160404184400-631-00
5,Library,Library,0.873918,20160404184400-631-00
4,Auto_Factory,Auto_Factory,0.881543,20160404184400-631-00
3,Control_Room,Control_Room,0.890091,20160404184400-631-00
2,Oven,Oven,0.945347,20160404184400-631-00
1,Stove,Stove,0.95952,20160404184400-631-00
0,Mixed_Color,Mixed_Color,0.969109,20160404184400-631-00
17,Appliance,Appliance,0.521859,20160404184432-632-00
16,Conference_Room,Conference_Room,0.533298,20160404184432-632-00
15,Motor_Sport,Motor_Sport,0.534713,20160404184432-632-00
14,Auto_Racing,Auto_Racing,0.564956,20160404184432-632-00
13,Eatery_Space,Eatery_Space,0.565211,20160404184432-632-00
12,Industrial_Space,Industrial_Space,0.658741,20160404184432-632-00
11,Car_Repair_Shop,Car_Repair_Shop,0.793106,20160404184432-632-00
10,Riot,Riot,0.840127,20160404184432-632-00
9,Engine_or_Control_Room,Engine_or_Control_Room,0.852767,20160404184432-632-00
8,Auto_Factory,Auto_Factory,0.859402,20160404184432-632-00
7,Microwave,Microwave,0.8699,20160404184432-632-00
6,Library,Library,0.872167,20160404184432-632-00
5,Pubbing,Pubbing,0.883924,20160404184432-632-00
4,Control_Room,Control_Room,0.911908,20160404184432-632-00
3,Dish_Washer,Dish_Washer,0.923492,20160404184432-632-00
2,Oven,Oven,0.951416,20160404184432-632-00
1,Stove,Stove,0.96582,20160404184432-632-00
0,Mixed_Color,Mixed_Color,0.96582,20160404184432-632-00
15,Appliance,Appliance,0.506435,20160404184959-633-00
14,Leisure_Activity,Leisure_Activity,0.587809,20160404184959-633-00
13,Industrial_Space,Industrial_Space,0.68785,20160404184959-633-00
12,Public_Transportation_Space,Public_Transportation_Space,0.688238,20160404184959-633-00
11,Riot,Riot,0.760151,20160404184959-633-00
10,Archery,Archery,0.776552,20160404184959-633-00
9,Engine_or_Control_Room,Engine_or_Control_Room,0.82409,20160404184959-633-00
8,Auto_Factory,Auto_Factory,0.827446,20160404184959-633-00
7,Coffee_Maker,Coffee_Maker,0.841012,20160404184959-633-00
6,Pubbing,Pubbing,0.88462,20160404184959-633-00
5,Control_Room,Control_Room,0.906488,20160404184959-633-00
4,Engine_Room,Engine_Room,0.911406,20160404184959-633-00
3,Microwave,Microwave,0.923175,20160404184959-633-00
2,Oven,Oven,0.928286,20160404184959-633-00
1,Stove,Stove,0.947444,20160404184959-633-00
0,Mixed_Color,Mixed_Color,0.967891,20160404184959-633-00
12,Industrial_Space,Industrial_Space,0.566474,20160404185112-634-00
11,Engine_or_Control_Room,Engine_or_Control_Room,0.581712,20160404185112-634-00
10,Assembly_Plant,Assembly_Plant,0.700806,20160404185112-634-00
9,Control_Room,Control_Room,0.703696,20160404185112-634-00
8,Stockroom,Stockroom,0.829081,20160404185112-634-00
7,Riot,Riot,0.833896,20160404185112-634-00
6,Microwave,Microwave,0.843026,20160404185112-634-00
5,Auto_Factory,Auto_Factory,0.876493,20160404185112-634-00
4,Oven,Oven,0.926128,20160404185112-634-00
3,Pubbing,Pubbing,0.927778,20160404185112-634-00
2,Dish_Washer,Dish_Washer,0.931105,20160404185112-634-00
1,Stove,Stove,0.961193,20160404185112-634-00
0,Mixed_Color,Mixed_Color,0.968971,20160404185112-634-00
12,Appliance,Appliance,0.502781,20160404185417-635-00
11,Engine_or_Control_Room,Engine_or_Control_Room,0.553376,20160404185417-635-00
10,Archery,Archery,0.707935,20160404185417-635-00
9,Food_Court,Food_Court,0.787952,20160404185417-635-00
8,Control_Room,Control_Room,0.819501,20160404185417-635-00
7,Warehouse,Warehouse,0.829178,20160404185417-635-00
6,Stockroom,Stockroom,0.846066,20160404185417-635-00
5,Pubbing,Pubbing,0.91012,20160404185417-635-00
4,Microwave,Microwave,0.913292,20160404185417-635-00
3,Dish_Washer,Dish_Washer,0.935918,20160404185417-635-00
2,Stove,Stove,0.941221,20160404185417-635-00
1,Oven,Oven,0.957051,20160404185417-635-00
0,Mixed_Color,Mixed_Color,0.967489,20160404185417-635-00
14,Appliance,Appliance,0.519803,20160404185551-636-00
13,Industrial_Space,Industrial_Space,0.639967,20160404185551-636-00
12,Riot,Riot,0.654646,20160404185551-636-00
11,Engine_or_Control_Room,Engine_or_Control_Room,0.75042,20160404185551-636-00
10,Car_Repair_Shop,Car_Repair_Shop,0.796176,20160404185551-636-00
9,Conference_Room,Conference_Room,0.805976,20160404185551-636-00
8,Control_Room,Control_Room,0.872797,20160404185551-636-00
7,Auto_Factory,Auto_Factory,0.895285,20160404185551-636-00
6,Engine_Room,Engine_Room,0.901016,20160404185551-636-00
5,Pubbing,Pubbing,0.911996,20160404185551-636-00
4,Toaster,Toaster,0.912364,20160404185551-636-00
3,Dish_Washer,Dish_Washer,0.933533,20160404185551-636-00
2,Oven,Oven,0.936521,20160404185551-636-00
1,Stove,Stove,0.949762,20160404185551-636-00
0,Mixed_Color,Mixed_Color,0.959614,20160404185551-636-00
17,Appliance,Appliance,0.517581,20160404185814-637-01
16,Whiskey,Whiskey,0.535299,20160404185814-637-01
15,Bar,Bar,0.554471,20160404185814-637-01
14,Conference_Room,Conference_Room,0.561631,20160404185814-637-01
13,Archery,Archery,0.576702,20160404185814-637-01
12,Dining_Room,Dining_Room,0.648759,20160404185814-637-01
11,Big_Group,Big_Group,0.654824,20160404185814-637-01
10,Car_Repair_Shop,Car_Repair_Shop,0.655916,20160404185814-637-01
9,Beauty_Salon,Beauty_Salon,0.676873,20160404185814-637-01
8,Stockroom,Stockroom,0.699718,20160404185814-637-01
7,Industrial_Space,Industrial_Space,0.725594,20160404185814-637-01
6,Living_Room,Living_Room,0.823363,20160404185814-637-01
5,Toaster,Toaster,0.890766,20160404185814-637-01
4,Pubbing,Pubbing,0.892131,20160404185814-637-01
3,Microwave,Microwave,0.909962,20160404185814-637-01
2,Stove,Stove,0.927921,20160404185814-637-01
1,Oven,Oven,0.945031,20160404185814-637-01
0,Mixed_Color,Mixed_Color,0.969607,20160404185814-637-01
13,People,People,0.516929,20160404190206-638-00
12,Male_Adult,Male_Adult,0.542674,20160404190206-638-00
11,Industrial_Space,Industrial_Space,0.579209,20160404190206-638-00
10,Conference_Room,Conference_Room,0.618403,20160404190206-638-00
9,Stockroom,Stockroom,0.768662,20160404190206-638-00
8,Public_Transportation_Space,Public_Transportation_Space,0.80185,20160404190206-638-00
7,Library,Library,0.802358,20160404190206-638-00
6,Food_Processor,Food_Processor,0.848815,20160404190206-638-00
5,Clothing_Store,Clothing_Store,0.8506,20160404190206-638-00
4,Pubbing,Pubbing,0.879405,20160404190206-638-00
3,Dish_Washer,Dish_Washer,0.911032,20160404190206-638-00
2,Full_Body,Full_Body,0.914303,20160404190206-638-00
1,Oven,Oven,0.91666,20160404190206-638-00
0,Mixed_Color,Mixed_Color,0.970893,20160404190206-638-00
14,Appliance,Appliance,0.525862,20160404192556-639-01
13,Engine_or_Control_Room,Engine_or_Control_Room,0.547874,20160404192556-639-01
12,Store,Store,0.559912,20160404192556-639-01
11,Control_Room,Control_Room,0.581658,20160404192556-639-01
10,Warehouse,Warehouse,0.58223,20160404192556-639-01
9,Riot,Riot,0.617781,20160404192556-639-01
8,Distillery,Distillery,0.711641,20160404192556-639-01
7,Big_Group,Big_Group,0.787257,20160404192556-639-01
6,Stockroom,Stockroom,0.817711,20160404192556-639-01
5,Food_Processor,Food_Processor,0.820431,20160404192556-639-01
4,Oven,Oven,0.905777,20160404192556-639-01
3,Pubbing,Pubbing,0.908654,20160404192556-639-01
2,Dish_Washer,Dish_Washer,0.953963,20160404192556-639-01
1,Stove,Stove,0.95674,20160404192556-639-01
0,Mixed_Color,Mixed_Color,0.970464,20160404192556-639-01
10,Riot,Riot,0.570255,20160404192623-640-01
9,Food_Court,Food_Court,0.727365,20160404192623-640-01
8,Auto_Factory,Auto_Factory,0.740942,20160404192623-640-01
7,Warehouse,Warehouse,0.801955,20160404192623-640-01
6,Stockroom,Stockroom,0.826469,20160404192623-640-01
5,Pubbing,Pubbing,0.887207,20160404192623-640-01
4,Microwave,Microwave,0.899253,20160404192623-640-01
3,Oven,Oven,0.9148,20160404192623-640-01
2,Dish_Washer,Dish_Washer,0.938992,20160404192623-640-01
1,Stove,Stove,0.940552,20160404192623-640-01
0,Mixed_Color,Mixed_Color,0.958829,20160404192623-640-01
13,Appliance,Appliance,0.522712,20160404193032-641-01
12,Auto_Factory,Auto_Factory,0.601596,20160404193032-641-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.61851,20160404193032-641-01
10,Food_Court,Food_Court,0.662676,20160404193032-641-01
9,Riot,Riot,0.664788,20160404193032-641-01
8,Control_Room,Control_Room,0.675741,20160404193032-641-01
5,Archery,Archery,0.886046,20160403221812-383-01
4,Oven,Oven,0.895653,20160403221812-383-01
3,Stove,Stove,0.939317,20160403221812-383-01
2,Yellow,Yellow,0.947218,20160403221812-383-01
1,Microwave,Microwave,0.948093,20160403221812-383-01
0,Dish_Washer,Dish_Washer,0.951533,20160403221812-383-01
14,Archery,Archery,0.508772,20160403222139-384-00
13,Hotel_Building,Hotel_Building,0.532473,20160403222139-384-00
12,Wine_Cellar,Wine_Cellar,0.553094,20160403222139-384-00
11,Earthquake,Earthquake,0.569155,20160403222139-384-00
10,Food_Court,Food_Court,0.585189,20160403222139-384-00
9,Beauty_Salon,Beauty_Salon,0.587285,20160403222139-384-00
8,Clubbing,Clubbing,0.596606,20160403222139-384-00
7,Restaurant,Restaurant,0.60627,20160403222139-384-00
6,Pubbing,Pubbing,0.782421,20160403222139-384-00
5,Mixed_Color,Mixed_Color,0.786348,20160403222139-384-00
4,Yellow,Yellow,0.854659,20160403222139-384-00
3,Microwave,Microwave,0.908449,20160403222139-384-00
2,Dish_Washer,Dish_Washer,0.932091,20160403222139-384-00
1,Stove,Stove,0.957283,20160403222139-384-00
0,Piano,Piano,0.96152,20160403222139-384-00
16,Gray,Gray,0.537776,20160403223310-385-00
15,Wine_Cellar,Wine_Cellar,0.545524,20160403223310-385-00
14,Golden_Gate_Bridge,Golden_Gate_Bridge,0.572945,20160403223310-385-00
13,Overpass,Overpass,0.580253,20160403223310-385-00
12,Custard,Custard,0.597358,20160403223310-385-00
11,Snooker,Snooker,0.616526,20160403223310-385-00
10,Prison,Prison,0.624613,20160403223310-385-00
9,Black_and_white,Black_and_white,0.645845,20160403223310-385-00
8,Suspension_Bridge,Suspension_Bridge,0.647805,20160403223310-385-00
7,Musical_Instrument,Musical_Instrument,0.756583,20160403223310-385-00
6,Military_Plane,Military_Plane,0.756911,20160403223310-385-00
5,Refrigerator,Refrigerator,0.758652,20160403223310-385-00
4,Concert,Concert,0.859195,20160403223310-385-00
3,Gazebo,Gazebo,0.872892,20160403223310-385-00
2,Night_Sky,Night_Sky,0.921592,20160403223310-385-00
1,Guitar,Guitar,0.938155,20160403223310-385-00
0,Black,Black,0.95968,20160403223310-385-00
6,Military_Plane,Military_Plane,0.523866,20160403223442-386-01
5,Guitar,Guitar,0.621552,20160403223442-386-01
4,Gray,Gray,0.622694,20160403223442-386-01
3,Swan,Swan,0.636297,20160403223442-386-01
2,Leisure_Activity,Leisure_Activity,0.657417,20160403223442-386-01
1,Night_Sky,Night_Sky,0.941133,20160403223442-386-01
0,Black,Black,0.951783,20160403223442-386-01
15,Whitehouse,Whitehouse,0.517481,20160403224312-387-00
14,Adventure_Sport,Adventure_Sport,0.55163,20160403224312-387-00
13,Squash,Squash,0.575526,20160403224312-387-00
12,Military_Plane,Military_Plane,0.605407,20160403224312-387-00
11,Watch,Watch,0.629209,20160403224312-387-00
10,Musical_Instrument,Musical_Instrument,0.640196,20160403224312-387-00
9,Wild_Fire,Wild_Fire,0.704488,20160403224312-387-00
8,Gray,Gray,0.751319,20160403224312-387-00
7,Hedge,Hedge,0.767981,20160403224312-387-00
6,Skyline,Skyline,0.809429,20160403224312-387-00
5,Gazebo,Gazebo,0.824717,20160403224312-387-00
4,Anechoic_Chamber,Anechoic_Chamber,0.836278,20160403224312-387-00
3,Concert,Concert,0.864274,20160403224312-387-00
2,Lamp,Lamp,0.925029,20160403224312-387-00
1,Night_Sky,Night_Sky,0.951938,20160403224312-387-00
0,Black,Black,0.961699,20160403224312-387-00
18,Living_Room,Living_Room,0.504945,20160403224450-388-01
17,Taj_Mahal,Taj_Mahal,0.506706,20160403224450-388-01
16,Whiskey,Whiskey,0.532916,20160403224450-388-01
15,White_Wine,White_Wine,0.559758,20160403224450-388-01
14,Tool,Tool,0.566803,20160403224450-388-01
13,Conference_Room,Conference_Room,0.585306,20160403224450-388-01
12,Brandy,Brandy,0.632143,20160403224450-388-01
11,Earthquake,Earthquake,0.735183,20160403224450-388-01
10,Snow_Scene,Snow_Scene,0.735689,20160403224450-388-01
9,Wedding,Wedding,0.739758,20160403224450-388-01
8,Flood,Flood,0.763843,20160403224450-388-01
7,Bathroom,Bathroom,0.789629,20160403224450-388-01
6,Dining_Room,Dining_Room,0.808494,20160403224450-388-01
5,Art_Museum,Art_Museum,0.811153,20160403224450-388-01
4,Stove,Stove,0.883437,20160403224450-388-01
3,Guitar,Guitar,0.888681,20160403224450-388-01
2,Musical_Instrument,Musical_Instrument,0.901121,20160403224450-388-01
1,Dish_Washer,Dish_Washer,0.918953,20160403224450-388-01
0,White,White,0.937532,20160403224450-388-01
14,Snooker,Snooker,0.500365,20160403231528-389-01
13,Ranch_Style_House,Ranch_Style_House,0.513246,20160403231528-389-01
12,Golden_Gate_Bridge,Golden_Gate_Bridge,0.567071,20160403231528-389-01
11,Hang_Gliding,Hang_Gliding,0.582379,20160403231528-389-01
10,Refinery,Refinery,0.603757,20160403231528-389-01
9,Suspension_Bridge,Suspension_Bridge,0.626727,20160403231528-389-01
8,Jewel,Jewel,0.659066,20160403231528-389-01
7,Refrigerator,Refrigerator,0.689309,20160403231528-389-01
6,Skyline,Skyline,0.70302,20160403231528-389-01
5,Microwave,Microwave,0.756042,20160403231528-389-01
4,Lamp,Lamp,0.775361,20160403231528-389-01
3,Gazebo,Gazebo,0.79222,20160403231528-389-01
2,Concert,Concert,0.837773,20160403231528-389-01
1,Black,Black,0.945925,20160403231528-389-01
0,Night_Sky,Night_Sky,0.958811,20160403231528-389-01
17,Shopping,Shopping,0.501495,20160404000237-390-00
16,Clubbing,Clubbing,0.51925,20160404000237-390-00
7,Table_Tennis,Table_Tennis,0.787456,20160403191048-330-01
6,Drugstore,Drugstore,0.828245,20160403191048-330-01
5,Control_Room,Control_Room,0.838921,20160403191048-330-01
4,Microwave,Microwave,0.891999,20160403191048-330-01
3,Oven,Oven,0.892887,20160403191048-330-01
2,Stove,Stove,0.926382,20160403191048-330-01
1,Dish_Washer,Dish_Washer,0.936003,20160403191048-330-01
0,Mixed_Color,Mixed_Color,0.969037,20160403191048-330-01
20,Industrial_Space,Industrial_Space,0.502993,20160403191440-331-01
19,People,People,0.514073,20160403191440-331-01
18,Meatball,Meatball,0.520642,20160403191440-331-01
17,Store,Store,0.525814,20160403191440-331-01
16,Big_Group,Big_Group,0.559582,20160403191440-331-01
15,Living_Room,Living_Room,0.565953,20160403191440-331-01
14,Male_Adult,Male_Adult,0.566502,20160403191440-331-01
13,Disturbance,Disturbance,0.593922,20160403191440-331-01
12,Tool,Tool,0.609214,20160403191440-331-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.64655,20160403191440-331-01
10,Microwave,Microwave,0.746712,20160403191440-331-01
9,Distillery,Distillery,0.747742,20160403191440-331-01
8,Recovery_Room,Recovery_Room,0.762709,20160403191440-331-01
7,Beauty_Salon,Beauty_Salon,0.793274,20160403191440-331-01
6,Oven,Oven,0.801316,20160403191440-331-01
5,Drugstore,Drugstore,0.840377,20160403191440-331-01
4,Archery,Archery,0.888514,20160403191440-331-01
3,Table_Tennis,Table_Tennis,0.915356,20160403191440-331-01
2,Stove,Stove,0.925915,20160403191440-331-01
1,Dish_Washer,Dish_Washer,0.947467,20160403191440-331-01
0,Mixed_Color,Mixed_Color,0.969532,20160403191440-331-01
15,Statue_of_Liberty,Statue_of_Liberty,0.508908,20160403191754-332-00
14,Shopping,Shopping,0.515786,20160403191754-332-00
13,Store,Store,0.56487,20160403191754-332-00
12,Riot,Riot,0.641528,20160403191754-332-00
11,Archery,Archery,0.642037,20160403191754-332-00
10,Yellow,Yellow,0.672648,20160403191754-332-00
9,Engine_or_Control_Room,Engine_or_Control_Room,0.680871,20160403191754-332-00
8,Control_Room,Control_Room,0.724554,20160403191754-332-00
7,Apiary,Apiary,0.724838,20160403191754-332-00
6,Beauty_Salon,Beauty_Salon,0.725488,20160403191754-332-00
5,Stockroom,Stockroom,0.784792,20160403191754-332-00
4,Dish_Washer,Dish_Washer,0.806861,20160403191754-332-00
3,Microwave,Microwave,0.836518,20160403191754-332-00
2,Oven,Oven,0.918184,20160403191754-332-00
1,Stove,Stove,0.953127,20160403191754-332-00
0,Mixed_Color,Mixed_Color,0.961265,20160403191754-332-00
15,Riot,Riot,0.571206,20160403191804-333-01
14,Store,Store,0.572796,20160403191804-333-01
13,Yellow,Yellow,0.599256,20160403191804-333-01
12,Table_Tennis,Table_Tennis,0.647157,20160403191804-333-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.708256,20160403191804-333-01
10,Pubbing,Pubbing,0.728922,20160403191804-333-01
9,Apiary,Apiary,0.738991,20160403191804-333-01
8,Archery,Archery,0.77281,20160403191804-333-01
7,Stockroom,Stockroom,0.779429,20160403191804-333-01
6,Beauty_Salon,Beauty_Salon,0.800754,20160403191804-333-01
5,Control_Room,Control_Room,0.904825,20160403191804-333-01
4,Oven,Oven,0.911648,20160403191804-333-01
3,Dish_Washer,Dish_Washer,0.912387,20160403191804-333-01
2,Microwave,Microwave,0.922406,20160403191804-333-01
1,Stove,Stove,0.96144,20160403191804-333-01
0,Mixed_Color,Mixed_Color,0.965295,20160403191804-333-01
19,Eatery_Space,Eatery_Space,0.510601,20160403192003-334-01
18,Appliance,Appliance,0.516775,20160403192003-334-01
17,Store,Store,0.555725,20160403192003-334-01
16,Snack_Food,Snack_Food,0.558295,20160403192003-334-01
15,Engine_or_Control_Room,Engine_or_Control_Room,0.577089,20160403192003-334-01
14,Big_Group,Big_Group,0.610123,20160403192003-334-01
13,Drugstore,Drugstore,0.626647,20160403192003-334-01
12,Statue_of_Liberty,Statue_of_Liberty,0.642107,20160403192003-334-01
11,Food_Court,Food_Court,0.683009,20160403192003-334-01
10,Yellow,Yellow,0.729026,20160403192003-334-01
9,Table_Tennis,Table_Tennis,0.755114,20160403192003-334-01
8,Control_Room,Control_Room,0.760357,20160403192003-334-01
7,Archery,Archery,0.802374,20160403192003-334-01
6,Pubbing,Pubbing,0.813646,20160403192003-334-01
5,Beauty_Salon,Beauty_Salon,0.837398,20160403192003-334-01
4,Dish_Washer,Dish_Washer,0.895851,20160403192003-334-01
3,Microwave,Microwave,0.90615,20160403192003-334-01
2,Oven,Oven,0.952247,20160403192003-334-01
1,Stove,Stove,0.958771,20160403192003-334-01
0,Mixed_Color,Mixed_Color,0.963657,20160403192003-334-01
16,Store,Store,0.547479,20160403192033-335-01
15,Food_Court,Food_Court,0.612929,20160403192033-335-01
14,Dining_Room,Dining_Room,0.630436,20160403192033-335-01
13,Statue_of_Liberty,Statue_of_Liberty,0.644242,20160403192033-335-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.683422,20160403192033-335-01
11,Snooker,Snooker,0.771304,20160403192033-335-01
10,Archery,Archery,0.77467,20160403192033-335-01
9,Control_Room,Control_Room,0.784599,20160403192033-335-01
8,Beauty_Salon,Beauty_Salon,0.795532,20160403192033-335-01
7,Pubbing,Pubbing,0.803458,20160403192033-335-01
6,Yellow,Yellow,0.823735,20160403192033-335-01
5,Table_Tennis,Table_Tennis,0.842874,20160403192033-335-01
4,Waffle_Iron,Waffle_Iron,0.854986,20160403192033-335-01
3,Microwave,Microwave,0.937938,20160403192033-335-01
2,Oven,Oven,0.95515,20160403192033-335-01
1,Mixed_Color,Mixed_Color,0.959876,20160403192033-335-01
0,Stove,Stove,0.966954,20160403192033-335-01
19,Restaurant,Restaurant,0.508772,20160403192113-336-00
18,Statue_of_Liberty,Statue_of_Liberty,0.570424,20160403192113-336-00
17,Eatery_Space,Eatery_Space,0.575724,20160403192113-336-00
16,Store,Store,0.582002,20160403192113-336-00
15,Snack_Food,Snack_Food,0.610513,20160403192113-336-00
14,Snooker,Snooker,0.617561,20160403192113-336-00
13,Engine_or_Control_Room,Engine_or_Control_Room,0.631058,20160403192113-336-00
12,Table_Tennis,Table_Tennis,0.683984,20160403192113-336-00
11,Archery,Archery,0.696722,20160403192113-336-00
10,Pubbing,Pubbing,0.720491,20160403192113-336-00
9,Stockroom,Stockroom,0.724316,20160403192113-336-00
8,Bakery_Shop,Bakery_Shop,0.735671,20160403192113-336-00
7,Food_Court,Food_Court,0.758681,20160403192113-336-00
6,Yellow,Yellow,0.776349,20160403192113-336-00
5,Beauty_Salon,Beauty_Salon,0.833526,20160403192113-336-00
4,Dish_Washer,Dish_Washer,0.838247,20160403192113-336-00
3,Microwave,Microwave,0.941478,20160403192113-336-00
2,Mixed_Color,Mixed_Color,0.955947,20160403192113-336-00
1,Stove,Stove,0.956305,20160403192113-336-00
0,Oven,Oven,0.958449,20160403192113-336-00
22,Brandy,Brandy,0.501334,20160403192143-337-01
21,Big_Group,Big_Group,0.546456,20160403192143-337-01
20,Statue_of_Liberty,Statue_of_Liberty,0.555618,20160403192143-337-01
19,Restaurant,Restaurant,0.561687,20160403192143-337-01
18,Store,Store,0.570412,20160403192143-337-01
17,Rollerskating,Rollerskating,0.580297,20160403192143-337-01
16,Whiskey,Whiskey,0.620419,20160403192143-337-01
15,Riot,Riot,0.635193,20160403192143-337-01
14,Shopping,Shopping,0.64061,20160403192143-337-01
13,Beer,Beer,0.645256,20160403192143-337-01
12,Leisure_Activity,Leisure_Activity,0.657769,20160403192143-337-01
11,Food_Court,Food_Court,0.694232,20160403192143-337-01
10,Stockroom,Stockroom,0.751223,20160403192143-337-01
9,Coffee_Maker,Coffee_Maker,0.7626,20160403192143-337-01
8,Microwave,Microwave,0.778163,20160403192143-337-01
7,Clothing_Store,Clothing_Store,0.786016,20160403192143-337-01
6,Yellow,Yellow,0.842597,20160403192143-337-01
5,Archery,Archery,0.848642,20160403192143-337-01
4,Beauty_Salon,Beauty_Salon,0.848925,20160403192143-337-01
3,Pubbing,Pubbing,0.883697,20160403192143-337-01
2,Stove,Stove,0.949143,20160403192143-337-01
1,Oven,Oven,0.951012,20160403192143-337-01
0,Mixed_Color,Mixed_Color,0.959802,20160403192143-337-01
17,Eatery_Space,Eatery_Space,0.520907,20160403192230-338-01
16,Statue_of_Liberty,Statue_of_Liberty,0.521701,20160403192230-338-01
15,Archery,Archery,0.537856,20160403192230-338-01
14,Snooker,Snooker,0.573883,20160403192230-338-01
13,Store,Store,0.579802,20160403192230-338-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.607005,20160403192230-338-01
11,Stockroom,Stockroom,0.72239,20160403192230-338-01
10,Yellow,Yellow,0.728375,20160403192230-338-01
9,Riot,Riot,0.746021,20160403192230-338-01
8,Control_Room,Control_Room,0.764367,20160403192230-338-01
7,Food_Court,Food_Court,0.78112,20160403192230-338-01
6,Beauty_Salon,Beauty_Salon,0.792224,20160403192230-338-01
5,Coffee_Maker,Coffee_Maker,0.797952,20160403192230-338-01
4,Pubbing,Pubbing,0.878347,20160403192230-338-01
3,Mixed_Color,Mixed_Color,0.960147,20160403192230-338-01
2,Oven,Oven,0.960599,20160403192230-338-01
1,Microwave,Microwave,0.963082,20160403192230-338-01
0,Stove,Stove,0.963361,20160403192230-338-01
15,Sweet_Treat,Sweet_Treat,0.530568,20160403192842-339-01
14,Statue_of_Liberty,Statue_of_Liberty,0.547072,20160403192842-339-01
13,Store,Store,0.554568,20160403192842-339-01
12,Classroom,Classroom,0.601084,20160403192842-339-01
11,Industrial_Space,Industrial_Space,0.661758,20160403192842-339-01
10,Beauty_Salon,Beauty_Salon,0.742816,20160403192842-339-01
