ALCHEMY_SCORE,ALCHEMY_TEXT,DAY,HOUR,IMAGEBOX,MINUTE,MONTH,SECOND,VISUAL_IMAGE,YEAR,_ID,_REV
,NO_TAGS,03,20,66x54+254+222,58,04,15,20160403205815-371-00.jpg,2016,20160403205815-371-00,1-b2366a83e53eb9f4849f9cad56b55b39
0.377541,person,03,20,56x294+400+72,58,04,31,20160403205831-372-00.jpg,2016,20160403205831-372-00,1-4847d31ec6080da0d10707252a41b7d9
,NO_TAGS,03,21,208x478+338+0,05,04,31,20160403210531-373-01.jpg,2016,20160403210531-373-01,1-b786e2d7e504e7833ec4a3358d1d332e
,NO_TAGS,03,21,32x84+294+120,07,04,40,20160403210740-374-00.jpg,2016,20160403210740-374-00,1-c7e796ede8e075acc461d73412bf2dc1
,NO_TAGS,03,21,588x158+32+168,08,04,38,20160403210838-375-01.jpg,2016,20160403210838-375-01,1-e654d7e50fe4c85531ad766cdf82b168
0.993307,person,03,21,638x424+3+30,21,04,06,20160403212106-376-01.jpg,2016,20160403212106-376-01,1-77b4e65c1351c62dd9d993ec7880716f
0.354344,hotel,03,21,62x38+366+184,28,04,11,20160403212811-377-00.jpg,2016,20160403212811-377-00,1-7eb8b96ed01904a08ed66f3586ae7365
,NO_TAGS,03,21,58x80+412+354,30,04,42,20160403213042-378-00.jpg,2016,20160403213042-378-00,1-14e606645be03770a34e194b9c8c46c0
,NO_TAGS,03,21,524x478+60+0,50,04,18,20160403215018-379-00.jpg,2016,20160403215018-379-00,1-9680126ff051ecb41037ef055f8262c5
,NO_TAGS,03,21,66x364+402+114,59,04,49,20160403215949-380-01.jpg,2016,20160403215949-380-01,1-77e9d8d8ded223905084655b3051c1cc
0.549834,person,03,22,302x214+210+94,01,04,22,20160403220122-381-00.jpg,2016,20160403220122-381-00,1-b9ce780a7699cf823ea90446eedae63c
,NO_TAGS,03,22,346x268+321+176,17,04,41,20160403221741-382-00.jpg,2016,20160403221741-382-00,1-2a2a12f01be8932024db055ff5b1fd64
,NO_TAGS,03,22,578x478+38+0,18,04,12,20160403221812-383-01.jpg,2016,20160403221812-383-01,1-94f1dafc51e8bf2a9d49734b13641bf6
,NO_TAGS,03,22,622x478+17+0,21,04,39,20160403222139-384-00.jpg,2016,20160403222139-384-00,1-6d0fb12153db4fb03df55c8ac05cc4bc
0.310026,night,03,22,72x34+328+186,33,04,10,20160403223310-385-00.jpg,2016,20160403223310-385-00,1-3fff6e712aff0472330e93ddee9bb6fe
0.354344,night,03,22,66x28+254+180,34,04,42,20160403223442-386-01.jpg,2016,20160403223442-386-01,1-312166988bd5ed553011cbf1f8dd2f2b
,NO_TAGS,03,22,28x78+268+240,43,04,12,20160403224312-387-00.jpg,2016,20160403224312-387-00,1-cc8a08800fb9ece48aac9ecf167331c0
,NO_TAGS,03,22,636x478+2+0,44,04,50,20160403224450-388-01.jpg,2016,20160403224450-388-01,1-9736e095c5c1573d3604230f553fbe0e
0.768525,sky,03,23,48x48+466+180,15,04,28,20160403231528-389-01.jpg,2016,20160403231528-389-01,1-abf2d94f4435c78c06e760928cc897d1
,NO_TAGS,04,00,632x478+6+0,02,04,37,20160404000237-390-00.jpg,2016,20160404000237-390-00,1-7e4b235b2dd1a6a5c6a037b9e7581284
,NO_TAGS,04,06,46x84+344+134,32,04,41,20160404063241-399-01.jpg,2016,20160404063241-399-01,1-dcb22a44cd669e605f7c9b239259ba26
,NO_TAGS,04,06,538x218+18+84,33,04,26,20160404063326-400-00.jpg,2016,20160404063326-400-00,1-86a91145456dc012006990105ebd7539
,NO_TAGS,04,06,36x48+284+146,34,04,21,20160404063421-401-01.jpg,2016,20160404063421-401-01,1-21af88a905cc8854c9cbe82b08a67d34
,NO_TAGS,04,06,36x50+404+328,37,04,22,20160404063722-402-01.jpg,2016,20160404063722-402-01,1-4780ab6b2a59f0396dbccc4e160d58b0
,NO_TAGS,04,06,36x108+232+152,39,04,01,20160404063901-403-01.jpg,2016,20160404063901-403-01,1-ab18c5f40fe1e47cf181a0e376d08bf9
,NO_TAGS,04,06,512x164+68+100,41,04,16,20160404064116-404-00.jpg,2016,20160404064116-404-00,1-2d8eb6443ba9569d7fbcf0ad62548f99
0.997527,person,04,07,146x400+246+50,00,04,04,20160404070004-405-01.jpg,2016,20160404070004-405-01,1-d772296fed7c2c96406377b9ee5288b2
,NO_TAGS,04,07,64x60+250+130,04,04,29,20160404070429-406-01.jpg,2016,20160404070429-406-01,1-bfa03fd34e4ec65d76a4384299109936
0.937027,person,04,07,472x462+86+0,09,04,07,20160404070907-407-00.jpg,2016,20160404070907-407-00,1-ac00d1599a33a8cd00c47e4f8c05fb65
,NO_TAGS,04,07,546x478+48+0,10,04,18,20160404071018-408-00.jpg,2016,20160404071018-408-00,1-da887f79b361e2ec0ea458934e51e135
,NO_TAGS,04,07,60x234+432+86,15,04,21,20160404071521-409-00.jpg,2016,20160404071521-409-00,1-84929f73f1e5e11b4fc9b919b16a9b13
0.668188,person,04,07,80x344+358+70,15,04,46,20160404071546-410-01.jpg,2016,20160404071546-410-01,1-eb5818b5d85170e447308aa85033c71b
,NO_TAGS,04,07,54x94+378+136,16,04,54,20160404071654-411-00.jpg,2016,20160404071654-411-00,1-72920f997a0d10f6ec007034d39675ec
0.450166,person,04,07,110x44+294+176,17,04,32,20160404071732-412-01.jpg,2016,20160404071732-412-01,1-e00129b4b0b277ac505afe6cdd0d7a15
0.731059,person,04,07,42x68+426+304,17,04,59,20160404071759-413-00.jpg,2016,20160404071759-413-00,1-11948af0d803a622ed37a15b3a656f55
0.845535,person,04,07,82x48+320+174,18,04,09,20160404071809-414-01.jpg,2016,20160404071809-414-01,1-1d543a9d89a97042b9ec6033dc46cbf5
0.991837,person,04,07,222x388+204+44,20,04,32,20160404072032-416-01.jpg,2016,20160404072032-416-01,1-f528b9f6d42ede0a2b8fefaca3ad4691
0.998993,person,04,07,310x478+168+0,27,04,27,20160404072727-417-00.jpg,2016,20160404072727-417-00,1-cb8407feb1da7526b1c66825aafe151c
0.645656,person,04,07,34x64+200+204,28,04,19,20160404072819-418-01.jpg,2016,20160404072819-418-01,1-5fb35026cba20b861cf0a024c066598e
0.5,person,04,07,638x344+-10+78,28,04,56,20160404072856-419-00.jpg,2016,20160404072856-419-00,1-f51112a93917ac12ad7df153f4d9ba83
0.785835,person,04,07,46x64+208+202,29,04,48,20160404072948-420-01.jpg,2016,20160404072948-420-01,1-52123da789c54777573bee8da5684f52
0.997527,person,04,07,160x394+206+56,30,04,38,20160404073038-421-00.jpg,2016,20160404073038-421-00,1-0c5a75aebb898aba17e4f3809850e5e1
0.998771,person,04,07,250x374+188+40,31,04,50,20160404073150-422-00.jpg,2016,20160404073150-422-00,1-9a4308dc507c0c1d8c710ee27bd4a774
,NO_TAGS,04,07,62x34+338+178,33,04,38,20160404073338-423-01.jpg,2016,20160404073338-423-01,1-6a280b472e815a0186a30072520e82a7
,NO_TAGS,04,07,24x88+234+174,34,04,42,20160404073442-424-01.jpg,2016,20160404073442-424-01,1-96ddeb0401d251e0554a9da6c2b0ed5d
,NO_TAGS,04,07,56x54+266+140,43,04,49,20160404074349-425-01.jpg,2016,20160404074349-425-01,1-2c3b6e8bad60e2cc6883b0f159bc9bff
0.425557,person,04,07,436x478+18+0,44,04,35,20160404074435-426-00.jpg,2016,20160404074435-426-00,1-28b489afe830051a54778335d2f26abc
0.28905,person,04,07,36x64+332+118,45,04,41,20160404074541-427-00.jpg,2016,20160404074541-427-00,1-81319a5755edabf13150533db2771db8
0.28905,person,04,07,78x478+344+0,46,04,17,20160404074617-428-00.jpg,2016,20160404074617-428-00,1-dfc7869ab3f18d82bb8292deded8306e
0.331812,person,04,07,290x120+164+112,47,04,28,20160404074728-429-00.jpg,2016,20160404074728-429-00,1-4d9c7c0fa51acef4dbbea669f75e31af
,NO_TAGS,04,08,440x124+94+146,00,04,38,20160404080038-430-01.jpg,2016,20160404080038-430-01,1-a1cec57f32e7dd494b70c346a8f7ee0e
0.549834,person,04,08,60x80+402+150,01,04,41,20160404080141-431-00.jpg,2016,20160404080141-431-00,1-420a35ca45689e3dd80064619ff9a9b4
0.28905,person,04,08,52x54+428+184,02,04,13,20160404080213-432-00.jpg,2016,20160404080213-432-00,1-da4dc6d763ef59241f275c74aae618bc
,NO_TAGS,04,08,18x104+474+186,02,04,52,20160404080252-433-00.jpg,2016,20160404080252-433-00,1-2c022843a4f4df3cb5ed2be888be3620
0.880797,person,04,08,50x358+408+68,03,04,26,20160404080326-434-01.jpg,2016,20160404080326-434-01,1-a76fafa60b2f9c710e95bfb74b09c5f6
0.598688,person,04,08,396x104+122+108,05,04,06,20160404080506-435-00.jpg,2016,20160404080506-435-00,1-2acc2ddd0d126afb34a261d8a20fa951
0.425557,person,04,08,628x466+24+12,05,04,45,20160404080545-436-00.jpg,2016,20160404080545-436-00,1-4a94b886ddb68355771a097ea0f9bd4c
,NO_TAGS,04,08,238x134+190+344,10,04,00,20160404081000-437-01.jpg,2016,20160404081000-437-01,1-67126538fc4bbbe548e6c5f291d72f56
,NO_TAGS,04,08,66x98+454+380,17,04,08,20160404081708-438-00.jpg,2016,20160404081708-438-00,1-7e7ce6c1f483512e66d30ebe14547ed2
,NO_TAGS,04,08,50x118+406+208,18,04,24,20160404081824-439-01.jpg,2016,20160404081824-439-01,1-2ca0bdd82027b69ace5a0fc4c6beac97
,NO_TAGS,04,08,44x44+408+282,18,04,48,20160404081848-440-01.jpg,2016,20160404081848-440-01,1-a54e6f5dc63350b8a0e69a149be9f193
0.377541,person,04,08,40x48+448+292,19,04,45,20160404081945-441-00.jpg,2016,20160404081945-441-00,1-b00e40da91e5fdc3c343c983db9786c1
,NO_TAGS,04,08,28x108+172+134,20,04,06,20160404082006-442-00.jpg,2016,20160404082006-442-00,1-4a9d0d493f3ffc18f7f5d99fe754bcf1
,NO_TAGS,04,08,54x154+402+188,20,04,27,20160404082027-443-01.jpg,2016,20160404082027-443-01,1-fdeec0aa38c8d256ed1200994b28be3c
,NO_TAGS,04,08,44x34+406+238,20,04,58,20160404082058-444-00.jpg,2016,20160404082058-444-00,1-cb1764f8b989c176026fb5c40bcd98a7
,NO_TAGS,04,08,84x104+404+222,21,04,13,20160404082113-445-00.jpg,2016,20160404082113-445-00,1-fb3e82dffc78435b4d0b275713a73357
0.475021,person,04,08,638x168+26+298,22,04,24,20160404082224-446-00.jpg,2016,20160404082224-446-00,1-3b5cb3833de29f33b523135507b933f3
,NO_TAGS,04,08,36x164+476+246,23,04,47,20160404082347-447-01.jpg,2016,20160404082347-447-01,1-c13b69e118557e76c0c03e4a732f0d96
,NO_TAGS,04,08,580x370+80+46,25,04,23,20160404082523-448-01.jpg,2016,20160404082523-448-01,1-381a4cb87b3e272bdcfd7877170f6f5a
,NO_TAGS,04,08,24x104+450+372,27,04,50,20160404082750-449-00.jpg,2016,20160404082750-449-00,1-724e6799761c5533ed37a4f6f3a1ba01
,NO_TAGS,04,08,98x348+404+130,28,04,46,20160404082846-450-01.jpg,2016,20160404082846-450-01,1-a1be4ff3e6a84e3b3e07fc7dc10c5f96
,NO_TAGS,04,08,22x90+124+332,34,04,29,20160404083429-451-00.jpg,2016,20160404083429-451-00,1-18a091f0067c388dcaf7b7441d714fab
,NO_TAGS,04,08,46x58+394+198,34,04,45,20160404083445-452-01.jpg,2016,20160404083445-452-01,1-0ecf54643ba6af88fdd96e3dd8ad9b96
,NO_TAGS,04,08,38x40+406+230,35,04,26,20160404083526-453-00.jpg,2016,20160404083526-453-00,1-27c0dbd770b2bf786c42f611f32f6bbf
0.5,house,04,08,68x34+240+194,38,04,52,20160404083852-454-01.jpg,2016,20160404083852-454-01,1-50ebd3216854a57db331738535fd12b7
,NO_TAGS,04,08,46x48+116+316,40,04,36,20160404084036-455-01.jpg,2016,20160404084036-455-01,1-22cb03defc1f69621f2d15784d3ef917
,NO_TAGS,04,08,26x68+88+216,48,04,57,20160404084857-456-01.jpg,2016,20160404084857-456-01,1-61ca4dc0c65e196049f7f80bdf7b2a3e
,NO_TAGS,04,08,26x74+88+220,49,04,26,20160404084926-457-00.jpg,2016,20160404084926-457-00,1-055ae3270ce8517cdacaca6ed14dda9d
,NO_TAGS,04,08,26x74+88+222,50,04,42,20160404085042-458-01.jpg,2016,20160404085042-458-01,1-e1b74761a3c6a63e3a5d6dad1e47836b
,NO_TAGS,04,08,26x64+90+232,53,04,58,20160404085358-459-00.jpg,2016,20160404085358-459-00,1-3d6ac0fad024c007046e103b810fcb4d
,NO_TAGS,04,08,40x44+400+224,55,04,54,20160404085554-460-01.jpg,2016,20160404085554-460-01,1-2e62375a98a5cd8876e0584a91af1e78
,NO_TAGS,04,08,38x88+408+266,56,04,16,20160404085616-461-01.jpg,2016,20160404085616-461-01,1-7058dbad675464b90a1de2d8c4924865
,NO_TAGS,04,09,530x436+46+42,03,04,59,20160404090359-462-01.jpg,2016,20160404090359-462-01,1-6efa7df1ebb2c56b3bff6d40d8edd4e6
0.952574,person,04,09,28x90+128+256,04,04,46,20160404090446-463-01.jpg,2016,20160404090446-463-01,1-4b65d55cd340574a727c879a7245706b
,NO_TAGS,04,09,518x154+72+194,06,04,45,20160404090645-464-01.jpg,2016,20160404090645-464-01,1-3541ba747d58aec9abdcb78d9d611f86
,NO_TAGS,04,09,230x120+58+240,08,04,03,20160404090803-465-01.jpg,2016,20160404090803-465-01,1-f148259080dd3730c1568000387f804c
,NO_TAGS,04,09,380x94+174+200,09,04,28,20160404090928-466-01.jpg,2016,20160404090928-466-01,1-14b253c55bcfc539c44c9344e7b5996a
,NO_TAGS,04,09,28x74+232+188,09,04,39,20160404090939-467-01.jpg,2016,20160404090939-467-01,1-00335cd13ccf10efda155bee7428d8cc
,NO_TAGS,04,09,22x64+236+194,10,04,10,20160404091010-468-00.jpg,2016,20160404091010-468-00,1-fa2b6bbf7996ee824657162a889d31df
,NO_TAGS,04,09,26x84+198+98,10,04,29,20160404091029-469-00.jpg,2016,20160404091029-469-00,1-eb8b59e1e70b5ef1f4f4bc79a1876fce
,NO_TAGS,04,09,354x110+190+196,11,04,26,20160404091126-470-01.jpg,2016,20160404091126-470-01,1-bcb2793c69472e07c6598fccb147fe80
,NO_TAGS,04,09,28x74+232+188,22,04,21,20160404092221-471-00.jpg,2016,20160404092221-471-00,1-13ed33cd9c112fcbc916effb49311f0e
,NO_TAGS,04,09,638x478+-13+0,28,04,31,20160404092831-472-01.jpg,2016,20160404092831-472-01,1-d183c2b432b538a6f6e94388fb668b50
0.475021,person,04,09,32x110+408+170,30,04,58,20160404093058-473-01.jpg,2016,20160404093058-473-01,1-7c6e2e901cca725b33eea236026f12ed
,NO_TAGS,04,09,28x124+230+138,31,04,44,20160404093144-474-00.jpg,2016,20160404093144-474-00,1-65bd6c0c463d3bea2b240a86ad08f69b
,NO_TAGS,04,09,26x64+568+324,31,04,56,20160404093156-475-01.jpg,2016,20160404093156-475-01,1-6b184c64140da418dee27583bde75012
0.28905,person,04,09,260x478+168+0,35,04,16,20160404093516-476-01.jpg,2016,20160404093516-476-01,1-f1835a9c0014654faf9782dbdd7c8b33
0.450166,person,04,09,24x96+244+382,36,04,59,20160404093659-477-01.jpg,2016,20160404093659-477-01,1-3a45deff45884849248a9bf1e5f5f001
,NO_TAGS,04,09,442x478+98+0,38,04,22,20160404093822-478-00.jpg,2016,20160404093822-478-00,1-29405719331c3e8a343cae913026fc43
,NO_TAGS,04,09,638x68+-18+216,40,04,07,20160404094007-479-01.jpg,2016,20160404094007-479-01,1-aacf353f72cd508fdc24af44e32008b4
0.425557,person,04,09,56x28+402+242,41,04,35,20160404094135-480-01.jpg,2016,20160404094135-480-01,1-0ac2792a6abe5c279cb7e3e561b2f3ef
,NO_TAGS,04,09,308x128+154+142,43,04,18,20160404094318-481-01.jpg,2016,20160404094318-481-01,1-62b540ecc8fc799234cac90ef4e1b37e
,NO_TAGS,04,09,458x478+94+0,44,04,48,20160404094448-482-00.jpg,2016,20160404094448-482-00,1-cc21c8dc388d778e74f735f1bd9cc1d4
,NO_TAGS,04,09,90x104+194+374,46,04,57,20160404094657-483-01.jpg,2016,20160404094657-483-01,1-003df13cf2b57ecde0dbece91b0f9a06
,NO_TAGS,04,09,46x40+402+226,48,04,26,20160404094826-484-00.jpg,2016,20160404094826-484-00,1-10f04fddac400e11a17cb48377e4b6eb
,NO_TAGS,04,09,628x98+-30+230,48,04,54,20160404094854-485-00.jpg,2016,20160404094854-485-00,1-dd3add940ba15847c10c9b637e214436
,NO_TAGS,04,09,60x50+170+382,51,04,46,20160404095146-486-00.jpg,2016,20160404095146-486-00,1-42af202763e8a00bd56fc33afcac5b0b
,NO_TAGS,04,09,616x304+-3+142,52,04,10,20160404095210-487-00.jpg,2016,20160404095210-487-00,1-61855bed24404dee3772016a2e3f2be4
,NO_TAGS,04,09,38x54+424+224,54,04,36,20160404095436-488-00.jpg,2016,20160404095436-488-00,1-ed6635d57c96a7cab643ba408e2327e4
,NO_TAGS,04,09,26x84+86+196,54,04,59,20160404095459-489-00.jpg,2016,20160404095459-489-00,1-6205d7c42a3861fa53214660979e0230
,NO_TAGS,04,09,36x54+104+286,57,04,05,20160404095705-490-01.jpg,2016,20160404095705-490-01,1-e8ca57c028b218e6073aeef511837693
,NO_TAGS,04,09,82x38+374+190,57,04,54,20160404095754-491-01.jpg,2016,20160404095754-491-01,1-687675e91a9ff967342588ca18e82148
0.549834,person,04,09,290x260+40+54,58,04,48,20160404095848-492-01.jpg,2016,20160404095848-492-01,1-ecd3ede11565477461a983adeea63b06
,NO_TAGS,04,09,254x114+182+114,59,04,29,20160404095929-493-01.jpg,2016,20160404095929-493-01,1-5123a2dd70344a47191a268f07abeb05
,NO_TAGS,04,10,142x330+330+148,00,04,44,20160404100044-494-00.jpg,2016,20160404100044-494-00,1-22587235e846cfa01ffaf09b1343cc4b
,NO_TAGS,04,10,148x184+86+254,01,04,42,20160404100142-495-00.jpg,2016,20160404100142-495-00,1-479cf8328650b8a628da6ea976e99c7c
,NO_TAGS,04,10,48x40+404+238,02,04,24,20160404100224-496-01.jpg,2016,20160404100224-496-01,1-bbf6fdd495fcdddd50d393e58344b2c4
,NO_TAGS,04,10,86x114+264+358,07,04,58,20160404100758-497-00.jpg,2016,20160404100758-497-00,1-314009ddcd223145798e8e20b7436f00
,NO_TAGS,04,10,62x84+198+372,08,04,36,20160404100836-498-01.jpg,2016,20160404100836-498-01,1-4a2d3ee0dfe35d96f552c6b4d289949d
0.28905,person,04,10,404x390+168+56,09,04,03,20160404100903-499-01.jpg,2016,20160404100903-499-01,1-b743c653ce8bde325fa909be077462a0
,NO_TAGS,04,10,102x34+400+258,10,04,54,20160404101054-500-00.jpg,2016,20160404101054-500-00,1-d5059a277adf840a7e87d48e5e84b2f9
,NO_TAGS,04,10,216x286+66+192,16,04,37,20160404101637-501-00.jpg,2016,20160404101637-501-00,1-c802e33be8d4854ec2299d44a7ae3dff
,NO_TAGS,04,10,24x78+102+400,25,04,38,20160404102538-502-01.jpg,2016,20160404102538-502-01,1-b65874bb18aa15b7163bf5edb5917f89
,NO_TAGS,04,10,30x154+232+90,29,04,18,20160404102918-503-00.jpg,2016,20160404102918-503-00,1-428d017cad129ad122656702033b97a8
,NO_TAGS,04,10,88x88+200+388,30,04,10,20160404103010-504-01.jpg,2016,20160404103010-504-01,1-3e5470cd47d1335f3adce19491f3b34c
,NO_TAGS,04,10,80x88+224+390,37,04,52,20160404103752-505-00.jpg,2016,20160404103752-505-00,1-3054c4a52ed88a13da3e2cd5165b9ff7
,NO_TAGS,04,10,374x478+126+0,38,04,14,20160404103814-506-01.jpg,2016,20160404103814-506-01,1-66c06b1afcd35f389712ed79baed37a2
,NO_TAGS,04,10,638x478+15+0,39,04,28,20160404103928-507-01.jpg,2016,20160404103928-507-01,1-79e8eb8b1d14e3d9e1bcb959a76a1fc3
,NO_TAGS,04,10,40x94+236+164,43,04,33,20160404104333-508-00.jpg,2016,20160404104333-508-00,1-d45c86ae2671cd675af5de21a6ae0a07
0.549834,person,04,10,82x80+402+78,44,04,21,20160404104421-509-01.jpg,2016,20160404104421-509-01,1-5d1dddde1ea0b356a62ed0d37427f2ca
0.310026,person,04,10,58x38+388+88,47,04,20,20160404104720-510-00.jpg,2016,20160404104720-510-00,1-dea148d7b2cc514b03615175153a6dc8
,NO_TAGS,04,10,154x440+248+0,48,04,36,20160404104836-511-01.jpg,2016,20160404104836-511-01,1-0eb30385e042a1e71128d7a2eafed3c0
,NO_TAGS,04,10,38x90+422+182,49,04,43,20160404104943-512-01.jpg,2016,20160404104943-512-01,1-cf498b69be21f08b3b9e9cad487db8ae
0.377541,person,04,10,246x410+274+68,52,04,21,20160404105221-513-00.jpg,2016,20160404105221-513-00,1-b2eea864cc4561f7dcbad1de626e14db
0.401312,person,04,10,84x100+430+182,52,04,46,20160404105246-514-00.jpg,2016,20160404105246-514-00,1-b4c6dcb57e721bbf8ca8800c20947e17
0.354344,person,04,10,96x64+372+164,53,04,37,20160404105337-515-00.jpg,2016,20160404105337-515-00,1-e04a30c3e1ef4d9196980a2c091c8a44
0.598688,person,04,10,64x34+372+192,55,04,25,20160404105525-516-01.jpg,2016,20160404105525-516-01,1-d2b9796895151c429a44207010951c9d
0.622459,person,04,10,38x114+436+106,55,04,38,20160404105538-517-00.jpg,2016,20160404105538-517-00,1-afbf969300a88642775c00dcb6dacbd4
0.5,person,04,10,44x80+390+182,57,04,05,20160404105705-518-00.jpg,2016,20160404105705-518-00,1-f39130e0d561fb2d4cfe3078572d4612
,NO_TAGS,04,10,596x446+14+32,58,04,25,20160404105825-519-01.jpg,2016,20160404105825-519-01,1-cc4b20685675ce43a36c9df20c090200
,NO_TAGS,04,11,86x144+120+330,10,04,15,20160404111015-520-00.jpg,2016,20160404111015-520-00,1-7f2f83175ac12e63f1808144c7572bca
,NO_TAGS,04,11,42x50+204+380,12,04,02,20160404111202-521-01.jpg,2016,20160404111202-521-01,1-4493c2216c041ea1a2c0e73763b8d8db
,NO_TAGS,04,11,42x50+210+380,26,04,45,20160404112645-522-00.jpg,2016,20160404112645-522-00,1-707e7fd59e2e90f5e1adfa3b6f99002c
,NO_TAGS,04,11,68x54+406+278,29,04,39,20160404112939-523-00.jpg,2016,20160404112939-523-00,1-2f5cea3a84c9f547ce6829f963da1759
,NO_TAGS,04,11,36x100+168+378,31,04,32,20160404113132-524-00.jpg,2016,20160404113132-524-00,1-a4f940d46cd2b32cdfe15a4e8a1b4819
,NO_TAGS,04,12,32x64+228+190,15,04,51,20160404121551-525-00.jpg,2016,20160404121551-525-00,1-60d525e376d2d1a954651f27767c190a
,NO_TAGS,04,12,178x412+82+0,16,04,06,20160404121606-526-00.jpg,2016,20160404121606-526-00,1-d1dec7b77ba0ec52954cd599f4d7700a
0.947846,person,04,12,424x478+108+0,17,04,49,20160404121749-527-00.jpg,2016,20160404121749-527-00,1-6819a0621878e1c9c47583750c56233b
0.354344,person,04,12,64x164+212+64,44,04,37,20160404124437-528-01.jpg,2016,20160404124437-528-01,1-3bb409c163aa65f91008378738eabc62
0.998167,person,04,12,246x402+168+76,58,04,31,20160404125831-529-00.jpg,2016,20160404125831-529-00,1-037fbd2cbc09c211003b3009b0aca705
,NO_TAGS,04,13,22x88+208+98,05,04,03,20160404130503-530-01.jpg,2016,20160404130503-530-01,1-17170b964c41bae8c6a46a0bb1052f92
,NO_TAGS,04,13,22x114+194+104,10,04,56,20160404131056-531-00.jpg,2016,20160404131056-531-00,1-d1950bbd970c4ff72adabf8e8bcf46e1
,NO_TAGS,04,13,56x158+242+64,58,04,31,20160404135831-532-00.jpg,2016,20160404135831-532-00,1-d6440c952ba7b01879c6a0652f04374f
0.999254,person,04,13,102x424+290+50,59,04,50,20160404135950-533-00.jpg,2016,20160404135950-533-00,1-58ea7e835ded69a213e3000907d563af
,NO_TAGS,04,14,24x100+234+108,01,04,30,20160404140130-534-01.jpg,2016,20160404140130-534-01,1-53b86f607e9a2901657bd4f0083dc804
,NO_TAGS,04,14,82x124+178+116,03,04,28,20160404140328-535-00.jpg,2016,20160404140328-535-00,1-2240017776f0ed1743272a612eb67359
,NO_TAGS,04,14,34x138+230+108,03,04,51,20160404140351-536-00.jpg,2016,20160404140351-536-00,1-a011e8bffe7e8d519efb957876cc8b7c
,NO_TAGS,04,14,258x478+206+0,04,04,18,20160404140418-537-01.jpg,2016,20160404140418-537-01,1-3b3ee23f31f521cf335e1d1647a94bff
,NO_TAGS,04,14,24x94+238+162,08,04,01,20160404140801-538-01.jpg,2016,20160404140801-538-01,1-73ab9faa294e4bf7dc14cc061cce3c54
,NO_TAGS,04,14,30x110+238+110,09,04,11,20160404140911-539-00.jpg,2016,20160404140911-539-00,1-295c689674ef5918798f333f75ad9604
,NO_TAGS,04,14,42x104+234+136,09,04,21,20160404140921-540-01.jpg,2016,20160404140921-540-01,1-a3a847bdeb4f793d263b62d0059e5439
0.28905,person,04,14,334x194+174+70,09,04,52,20160404140952-541-00.jpg,2016,20160404140952-541-00,1-c01d2d9f328ae828ff10f005903a38c9
,NO_TAGS,04,14,72x54+450+94,10,04,16,20160404141016-542-00.jpg,2016,20160404141016-542-00,1-0ad09e66683cfe90f265101068c19f8b
,NO_TAGS,04,14,90x228+408+38,10,04,51,20160404141051-543-01.jpg,2016,20160404141051-543-01,1-cb7ef82ee97700158220cdc6083baf6c
0.996316,person,04,14,248x424+172+20,11,04,19,20160404141119-544-01.jpg,2016,20160404141119-544-01,1-e169f98dcd55ded0dcec0a994c1e0a3a
,NO_TAGS,04,14,36x100+232+116,14,04,02,20160404141402-545-00.jpg,2016,20160404141402-545-00,1-0380426d25ea15abb6e4582cfb5dc478
,NO_TAGS,04,14,42x64+226+112,14,04,33,20160404141433-546-01.jpg,2016,20160404141433-546-01,1-5529e7740a475af1feed3a0e63c6813f
,NO_TAGS,04,14,34x64+186+162,15,04,15,20160404141515-547-01.jpg,2016,20160404141515-547-01,1-e16ab1a64a450348f5d6a4a7c864b3f8
,NO_TAGS,04,14,30x104+232+114,16,04,33,20160404141633-548-00.jpg,2016,20160404141633-548-00,1-60e6055b38a5349f99a3857db8cbdad9
0.996316,person,04,14,152x424+204+48,17,04,16,20160404141716-549-00.jpg,2016,20160404141716-549-00,1-ff294d7196a7876c49803f6584cbfb80
,NO_TAGS,04,14,32x88+158+386,18,04,14,20160404141814-550-00.jpg,2016,20160404141814-550-00,1-3bcce50767f5aa21e4aac06a428bdaad
,NO_TAGS,04,14,20x84+410+350,18,04,50,20160404141850-551-01.jpg,2016,20160404141850-551-01,1-a0c49e4e5cc4d5a96cfc40571140b714
0.999089,person,04,14,136x394+258+84,20,04,06,20160404142006-552-00.jpg,2016,20160404142006-552-00,1-a454e814ad563bf7b64f4b33c42a2de5
0.5,person,04,14,46x64+314+132,21,04,38,20160404142138-553-01.jpg,2016,20160404142138-553-01,1-509452b78becaf8948f62f5788bcb2c4
,NO_TAGS,04,14,68x54+238+168,25,04,25,20160404142525-554-01.jpg,2016,20160404142525-554-01,1-3b01e9a82f6108ae63cc07d760bf23d4
0.998499,person,04,15,220x450+186+16,17,04,47,20160404151747-555-01.jpg,2016,20160404151747-555-01,1-4f33fed16b27d65c639d52e258fe693c
0.425557,person,04,15,74x58+226+176,20,04,59,20160404152059-556-01.jpg,2016,20160404152059-556-01,1-1a17122a580c5001e7701f9c7a29c967
,NO_TAGS,04,15,28x108+82+118,21,04,35,20160404152135-557-01.jpg,2016,20160404152135-557-01,1-d1e0eb8b932d2ef8aa994d0a1e0fdb75
,NO_TAGS,04,15,46x170+230+86,22,04,10,20160404152210-558-00.jpg,2016,20160404152210-558-00,1-37507de844b8e3a2c631ad835482ac67
