interval,day,classifier,score
51,Saturday,person,0.310026
51,Saturday,person,0.310026
52,Saturday,person,0.450166
52,Saturday,person,0.401312
52,Saturday,person,0.450166
52,Saturday,person,0.689974
52,Saturday,person,0.5
52,Saturday,person,0.377541
52,Saturday,person,0.377541
52,Saturday,person,0.377541
52,Saturday,person,0.645656
52,Saturday,person,0.574443
52,Saturday,person,0.331812
53,Saturday,person,0.731059
53,Saturday,person,0.817574
53,Saturday,person,0.377541
53,Saturday,person,0.947846
54,Saturday,person,0.268941
55,Saturday,person,0.401312
57,Saturday,person,0.331812
58,Saturday,person,0.310026
58,Saturday,person,0.28905
58,Saturday,person,0.401312
58,Saturday,person,0.998771
58,Saturday,person,0.475021
58,Saturday,person,0.990987
58,Saturday,person,0.947846
58,Saturday,person,0.858149
58,Saturday,person,0.450166
59,Saturday,person,0.845535
59,Saturday,person,0.450166
59,Saturday,person,0.401312
59,Saturday,person,0.689974
60,Saturday,person,0.331812
60,Saturday,person,0.5
60,Saturday,person,0.5
60,Saturday,person,0.475021
60,Saturday,person,0.377541
60,Saturday,person,0.598688
60,Saturday,person,0.622459
60,Saturday,person,0.622459
60,Saturday,person,0.475021
60,Saturday,person,0.268941
60,Saturday,person,0.998887
60,Saturday,person,0.377541
60,Saturday,person,0.331812
60,Saturday,person,0.310026
60,Saturday,person,0.268941
61,Saturday,person,0.689974
61,Saturday,person,0.28905
62,Saturday,person,0.731059
62,Saturday,person,0.331812
62,Saturday,person,0.354344
64,Saturday,person,0.331812
64,Saturday,person,0.549834
65,Saturday,person,0.475021
65,Saturday,person,0.268941
65,Saturday,person,0.845535
66,Saturday,person,0.524979
66,Saturday,person,0.997527
66,Saturday,person,0.377541
66,Saturday,person,0.997268
66,Saturday,person,0.964429
66,Saturday,person,0.982014
66,Saturday,person,0.710949
66,Saturday,person,0.924142
66,Saturday,person,0.960834
66,Saturday,person,0.880797
66,Saturday,person,0.999089
67,Saturday,person,0.952574
67,Saturday,person,0.987872
67,Saturday,person,0.354344
67,Saturday,person,0.354344
67,Saturday,person,0.916827
68,Saturday,person,0.890903
68,Saturday,person,0.985226
68,Saturday,person,0.992608
68,Saturday,person,0.785835
68,Saturday,person,0.450166
68,Saturday,person,0.268941
68,Saturday,person,0.268941
68,Saturday,person,0.930862
68,Saturday,person,0.817574
68,Saturday,person,0.268941
69,Saturday,person,0.622459
69,Saturday,person,0.310026
69,Saturday,person,0.982014
69,Saturday,person,0.731059
69,Saturday,person,0.973403
70,Saturday,person,0.710949
70,Saturday,person,0.645656
70,Saturday,person,0.985226
70,Saturday,person,0.817574
70,Saturday,person,0.331812
70,Saturday,person,0.450166
70,Saturday,person,0.731059
70,Saturday,person,0.960834
71,Saturday,person,0.768525
71,Saturday,person,0.524979
71,Saturday,person,0.978119
71,Saturday,person,0.425557
71,Saturday,person,0.985226
71,Saturday,person,0.549834
71,Saturday,person,0.998499
71,Saturday,person,0.970688
71,Saturday,person,0.710949
72,Saturday,person,0.310026
72,Saturday,person,0.832018
72,Saturday,person,0.845535
73,Saturday,person,0.331812
74,Saturday,person,0.425557
74,Saturday,person,0.268941
74,Saturday,person,0.425557
74,Saturday,person,0.937027
75,Saturday,person,0.524979
75,Saturday,person,0.995033
75,Saturday,person,0.858149
75,Saturday,person,0.425557
75,Saturday,person,0.645656
76,Saturday,person,0.960834
76,Saturday,person,0.956893
76,Saturday,person,0.5
77,Saturday,person,0.549834
77,Saturday,person,0.354344
78,Saturday,person,0.28905
79,Saturday,person,0.710949
79,Saturday,person,0.768525
79,Saturday,person,0.645656
79,Saturday,person,0.952574
79,Saturday,person,0.802184
79,Saturday,person,0.942676
79,Saturday,person,0.989013
79,Saturday,person,0.768525
79,Saturday,person,0.401312
79,Saturday,person,0.995033
79,Saturday,person,0.450166
79,Saturday,person,0.5
79,Saturday,person,0.817574
80,Saturday,person,0.475021
80,Saturday,person,0.401312
80,Saturday,person,0.768525
80,Saturday,person,0.377541
80,Saturday,person,0.549834
80,Saturday,person,0.475021
80,Saturday,person,0.331812
80,Saturday,person,0.645656
80,Saturday,person,0.524979
80,Saturday,person,0.99593
81,Saturday,person,0.549834
82,Saturday,person,0.880797
82,Saturday,person,0.817574
82,Saturday,person,0.475021
82,Saturday,person,0.832018
83,Saturday,person,0.450166
83,Saturday,person,0.992608
84,Saturday,person,0.731059
84,Saturday,person,0.28905
84,Saturday,person,0.268941
84,Saturday,person,0.99593
84,Saturday,person,0.425557
84,Saturday,person,0.99593
85,Saturday,person,0.890903
90,Saturday,person,0.524979
91,Saturday,person,0.28905
91,Saturday,person,0.908877
91,Saturday,person,0.450166
91,Saturday,person,0.425557
91,Saturday,person,0.668188
91,Saturday,person,0.622459
92,Saturday,person,0.524979
92,Saturday,person,0.354344
92,Saturday,person,0.785835
0,Sunday,person,0.331812
2,Sunday,person,0.5
4,Sunday,person,0.994514
4,Sunday,person,0.401312
7,Sunday,person,0.310026
19,Sunday,person,0.425557
24,Sunday,person,0.331812
24,Sunday,person,0.817574
25,Sunday,person,0.574443
26,Sunday,person,0.354344
27,Sunday,person,0.310026
27,Sunday,person,0.310026
29,Sunday,person,0.331812
29,Sunday,person,0.331812
29,Sunday,person,0.401312
29,Sunday,person,0.475021
30,Sunday,person,0.331812
30,Sunday,person,0.28905
30,Sunday,person,0.354344
30,Sunday,person,0.268941
30,Sunday,person,0.310026
33,Sunday,person,0.28905
33,Sunday,person,0.310026
34,Sunday,person,0.524979
34,Sunday,person,0.331812
36,Sunday,person,0.900249
36,Sunday,person,0.268941
36,Sunday,person,0.354344
37,Sunday,person,0.331812
37,Sunday,person,0.268941
38,Sunday,person,0.310026
38,Sunday,person,0.28905
38,Sunday,person,0.331812
39,Sunday,person,0.999447
40,Sunday,person,0.28905
40,Sunday,person,0.622459
40,Sunday,person,0.991837
41,Sunday,person,0.28905
41,Sunday,person,0.785835
41,Sunday,person,0.997762
41,Sunday,person,0.845535
42,Sunday,person,0.75026
42,Sunday,person,0.997762
42,Sunday,person,0.425557
42,Sunday,person,0.268941
42,Sunday,person,0.996982
42,Sunday,person,0.354344
42,Sunday,person,0.425557
42,Sunday,person,0.668188
42,Sunday,person,0.475021
42,Sunday,person,0.524979
43,Sunday,person,0.28905
43,Sunday,person,0.28905
44,Sunday,person,0.645656
44,Sunday,person,0.785835
44,Sunday,person,0.982014
44,Sunday,person,0.598688
45,Sunday,person,0.598688
45,Sunday,person,0.964429
46,Sunday,person,0.622459
46,Sunday,person,0.354344
46,Sunday,person,0.524979
46,Sunday,person,0.956893
48,Sunday,person,0.268941
49,Sunday,person,0.986613
50,Sunday,person,0.450166
50,Sunday,person,0.900249
50,Sunday,person,0.5
51,Sunday,person,0.268941
51,Sunday,person,0.331812
51,Sunday,person,0.354344
51,Sunday,person,0.310026
51,Sunday,person,0.924142
51,Sunday,person,0.832018
52,Sunday,person,0.310026
52,Sunday,person,0.785835
52,Sunday,person,0.990048
53,Sunday,person,0.817574
53,Sunday,person,0.710949
53,Sunday,person,0.310026
53,Sunday,person,0.574443
53,Sunday,person,0.475021
53,Sunday,person,0.900249
53,Sunday,person,0.331812
54,Sunday,person,0.549834
54,Sunday,person,0.996316
55,Sunday,person,0.930862
55,Sunday,person,0.598688
55,Sunday,person,0.28905
56,Sunday,person,0.574443
56,Sunday,person,0.377541
56,Sunday,person,0.377541
56,Sunday,person,0.999547
56,Sunday,person,0.28905
57,Sunday,person,0.942676
57,Sunday,person,0.869892
57,Sunday,person,0.858149
57,Sunday,person,0.268941
57,Sunday,person,0.5
57,Sunday,person,0.549834
57,Sunday,person,0.574443
57,Sunday,person,0.268941
58,Sunday,person,0.998993
58,Sunday,person,0.598688
58,Sunday,person,0.28905
58,Sunday,person,0.731059
58,Sunday,person,0.802184
58,Sunday,person,0.982014
58,Sunday,person,0.5
58,Sunday,person,0.832018
58,Sunday,person,0.992608
59,Sunday,person,0.802184
70,Sunday,person,0.549834
70,Sunday,person,0.450166
70,Sunday,person,0.574443
71,Sunday,person,0.5
71,Sunday,person,0.924142
71,Sunday,person,0.310026
71,Sunday,person,0.354344
72,Sunday,person,0.354344
73,Sunday,person,0.574443
73,Sunday,person,0.401312
73,Sunday,person,0.645656
73,Sunday,person,0.354344
74,Sunday,person,0.268941
75,Sunday,person,0.268941
76,Sunday,person,0.993307
76,Sunday,person,0.785835
76,Sunday,person,0.964429
76,Sunday,person,0.377541
76,Sunday,person,0.549834
77,Sunday,person,0.598688
77,Sunday,person,0.75026
77,Sunday,person,0.310026
77,Sunday,person,0.524979
77,Sunday,person,0.549834
77,Sunday,person,0.768525
78,Sunday,person,0.549834
78,Sunday,person,0.5
79,Sunday,person,0.401312
79,Sunday,person,0.401312
80,Sunday,person,0.377541
81,Sunday,person,0.28905
81,Sunday,person,0.331812
81,Sunday,person,0.574443
83,Sunday,person,0.574443
84,Sunday,person,0.890903
85,Sunday,person,0.28905
85,Sunday,person,0.475021
85,Sunday,person,0.475021
86,Sunday,person,0.377541
86,Sunday,person,0.622459
86,Sunday,person,0.450166
88,Sunday,person,0.450166
88,Sunday,person,0.310026
27,Monday,person,0.952574
27,Monday,person,0.268941
28,Monday,person,0.425557
30,Monday,person,0.973403
30,Monday,person,0.998887
32,Monday,person,0.524979
32,Monday,person,0.916827
32,Monday,person,0.98016
33,Monday,person,0.998887
35,Monday,person,0.832018
35,Monday,person,0.425557
35,Monday,person,0.354344
35,Monday,person,0.331812
35,Monday,person,0.354344
35,Monday,person,0.75026
35,Monday,person,0.916827
35,Monday,person,0.622459
35,Monday,person,0.900249
35,Monday,person,0.401312
35,Monday,person,0.952574
36,Monday,person,0.930862
36,Monday,person,0.832018
36,Monday,person,0.598688
36,Monday,person,0.28905
36,Monday,person,0.668188
36,Monday,person,0.524979
36,Monday,person,0.268941
36,Monday,person,0.952574
36,Monday,person,0.999389
36,Monday,person,0.998167
37,Monday,person,0.947846
37,Monday,person,0.997762
37,Monday,person,0.998641
38,Monday,person,0.960834
38,Monday,person,0.998499
38,Monday,person,0.880797
38,Monday,person,0.890903
38,Monday,person,0.999089
38,Monday,person,0.377541
39,Monday,person,0.9995
39,Monday,person,0.998641
44,Monday,person,0.377541
44,Monday,person,0.900249
44,Monday,person,0.987872
45,Monday,person,0.710949
45,Monday,person,0.973403
45,Monday,person,0.689974
45,Monday,person,0.310026
45,Monday,person,0.999089
45,Monday,person,0.937027
45,Monday,person,0.425557
45,Monday,person,0.425557
48,Monday,person,0.5
48,Monday,person,0.99593
48,Monday,person,0.268941
48,Monday,person,0.731059
48,Monday,person,0.310026
48,Monday,person,0.268941
51,Monday,person,0.964429
52,Monday,person,0.524979
54,Monday,person,0.268941
54,Monday,person,0.310026
56,Monday,person,0.908877
56,Monday,person,0.832018
57,Monday,person,0.970688
57,Monday,person,0.973403
57,Monday,person,0.999089
58,Monday,person,0.916827
59,Monday,person,0.268941
59,Monday,person,0.268941
62,Monday,person,0.785835
63,Monday,person,0.999389
64,Monday,person,0.668188
68,Monday,person,0.731059
68,Monday,person,0.598688
68,Monday,person,0.689974
71,Monday,person,0.5
71,Monday,person,0.983697
71,Monday,person,0.858149
72,Monday,person,0.973403
72,Monday,person,0.967705
72,Monday,person,0.990987
72,Monday,person,0.942676
72,Monday,person,0.995033
72,Monday,person,0.992608
72,Monday,person,0.942676
72,Monday,person,0.970688
72,Monday,person,0.937027
72,Monday,person,0.986613
72,Monday,person,0.900249
73,Monday,person,0.99394
73,Monday,person,0.710949
74,Monday,person,0.973403
74,Monday,person,0.689974
74,Monday,person,0.975873
75,Monday,person,0.985226
75,Monday,person,0.401312
75,Monday,person,0.377541
75,Monday,person,0.331812
75,Monday,person,0.268941
77,Monday,person,0.956893
77,Monday,person,0.999389
78,Monday,person,0.331812
80,Monday,person,0.731059
80,Monday,person,0.998771
80,Monday,person,0.998641
80,Monday,person,0.999089
80,Monday,person,0.425557
80,Monday,person,0.995504
80,Monday,person,0.973403
81,Monday,person,0.975873
81,Monday,person,0.994514
81,Monday,person,0.28905
88,Monday,person,0.450166
89,Monday,person,0.5
90,Monday,person,0.310026
92,Monday,person,0.990987
92,Monday,person,0.425557
93,Monday,person,0.310026
28,Tuesday,person,0.5
28,Tuesday,person,0.997527
28,Tuesday,person,0.377541
28,Tuesday,person,0.354344
29,Tuesday,person,0.475021
29,Tuesday,person,0.689974
29,Tuesday,person,0.354344
29,Tuesday,person,0.645656
29,Tuesday,person,0.710949
30,Tuesday,person,0.622459
30,Tuesday,person,0.268941
30,Tuesday,person,0.268941
32,Tuesday,person,0.268941
33,Tuesday,person,0.880797
34,Tuesday,person,0.832018
35,Tuesday,person,0.689974
36,Tuesday,person,0.450166
36,Tuesday,person,0.858149
36,Tuesday,person,0.817574
36,Tuesday,person,0.668188
36,Tuesday,person,0.645656
36,Tuesday,person,0.710949
36,Tuesday,person,0.9995
37,Tuesday,person,0.401312
38,Tuesday,person,0.908877
39,Tuesday,person,0.997762
41,Tuesday,person,0.996982
41,Tuesday,person,0.598688
41,Tuesday,person,0.268941
42,Tuesday,person,0.425557
42,Tuesday,person,0.354344
42,Tuesday,person,0.549834
42,Tuesday,person,0.5
42,Tuesday,person,0.310026
42,Tuesday,person,0.858149
43,Tuesday,person,0.710949
47,Tuesday,person,0.645656
48,Tuesday,person,0.995504
48,Tuesday,person,0.268941
50,Tuesday,person,0.268941
50,Tuesday,person,0.524979
50,Tuesday,person,0.268941
50,Tuesday,person,0.310026
50,Tuesday,person,0.475021
50,Tuesday,person,0.598688
50,Tuesday,person,0.28905
51,Tuesday,person,0.354344
51,Tuesday,person,0.817574
51,Tuesday,person,0.689974
53,Tuesday,person,0.622459
55,Tuesday,person,0.908877
55,Tuesday,person,0.967705
55,Tuesday,person,0.930862
55,Tuesday,person,0.973403
55,Tuesday,person,0.450166
55,Tuesday,person,0.983697
55,Tuesday,person,0.268941
56,Tuesday,person,0.377541
56,Tuesday,person,0.28905
56,Tuesday,person,0.845535
57,Tuesday,person,0.990048
57,Tuesday,person,0.869892
57,Tuesday,person,0.645656
57,Tuesday,person,0.731059
57,Tuesday,person,0.956893
57,Tuesday,person,0.995504
57,Tuesday,person,0.978119
57,Tuesday,person,0.983697
57,Tuesday,person,0.995504
58,Tuesday,person,0.845535
58,Tuesday,person,0.425557
63,Tuesday,person,0.354344
65,Tuesday,person,0.354344
65,Tuesday,person,0.549834
66,Tuesday,person,0.598688
68,Tuesday,person,0.710949
70,Tuesday,person,0.880797
70,Tuesday,person,0.880797
70,Tuesday,person,0.354344
70,Tuesday,person,0.98016
71,Tuesday,person,0.947846
71,Tuesday,person,0.425557
71,Tuesday,person,0.908877
71,Tuesday,person,0.916827
71,Tuesday,person,0.450166
72,Tuesday,person,0.401312
72,Tuesday,person,0.802184
72,Tuesday,person,0.947846
72,Tuesday,person,0.993307
73,Tuesday,person,0.310026
73,Tuesday,person,0.645656
73,Tuesday,person,0.802184
73,Tuesday,person,0.869892
73,Tuesday,person,0.964429
73,Tuesday,person,0.997762
74,Tuesday,person,0.964429
74,Tuesday,person,0.991837
74,Tuesday,person,0.890903
74,Tuesday,person,0.989013
74,Tuesday,person,0.98016
74,Tuesday,person,0.354344
74,Tuesday,person,0.75026
75,Tuesday,person,0.930862
75,Tuesday,person,0.967705
75,Tuesday,person,0.989013
75,Tuesday,person,0.475021
75,Tuesday,person,0.354344
75,Tuesday,person,0.310026
75,Tuesday,person,0.401312
75,Tuesday,person,0.475021
75,Tuesday,person,0.377541
75,Tuesday,person,0.956893
75,Tuesday,person,0.731059
75,Tuesday,person,0.75026
75,Tuesday,person,0.377541
77,Tuesday,person,0.668188
77,Tuesday,person,0.28905
78,Tuesday,person,0.331812
78,Tuesday,person,0.549834
78,Tuesday,person,0.401312
78,Tuesday,person,0.401312
78,Tuesday,person,0.5
79,Tuesday,person,0.268941
79,Tuesday,person,0.645656
79,Tuesday,person,0.817574
79,Tuesday,person,0.354344
79,Tuesday,person,0.310026
80,Tuesday,person,0.268941
80,Tuesday,person,0.310026
80,Tuesday,person,0.268941
80,Tuesday,person,0.869892
80,Tuesday,person,0.622459
80,Tuesday,person,0.268941
80,Tuesday,person,0.475021
80,Tuesday,person,0.524979
80,Tuesday,person,0.401312
80,Tuesday,person,0.28905
80,Tuesday,person,0.331812
80,Tuesday,person,0.475021
80,Tuesday,person,0.28905
80,Tuesday,person,0.331812
80,Tuesday,person,0.28905
80,Tuesday,person,0.310026
80,Tuesday,person,0.524979
80,Tuesday,person,0.401312
81,Tuesday,person,0.268941
81,Tuesday,person,0.28905
81,Tuesday,person,0.331812
81,Tuesday,person,0.377541
81,Tuesday,person,0.401312
81,Tuesday,person,0.999325
81,Tuesday,person,0.802184
82,Tuesday,person,0.450166
82,Tuesday,person,0.331812
82,Tuesday,person,0.524979
83,Tuesday,person,0.924142
83,Tuesday,person,0.999254
84,Tuesday,person,0.996665
85,Tuesday,person,0.995033
88,Tuesday,person,0.999176
88,Tuesday,person,0.310026
88,Tuesday,person,0.310026
88,Tuesday,person,0.998499
88,Tuesday,person,0.991837
88,Tuesday,person,0.28905
91,Tuesday,person,0.377541
91,Tuesday,person,0.450166
92,Tuesday,person,0.598688
92,Tuesday,person,0.450166
92,Tuesday,person,0.331812
92,Tuesday,person,0.622459
92,Tuesday,person,0.450166
92,Tuesday,person,0.450166
92,Tuesday,person,0.310026
92,Tuesday,person,0.331812
92,Tuesday,person,0.598688
92,Tuesday,person,0.802184
92,Tuesday,person,0.268941
92,Tuesday,person,0.268941
92,Tuesday,person,0.28905
92,Tuesday,person,0.377541
92,Tuesday,person,0.75026
93,Tuesday,person,0.354344
5,Wednesday,person,0.845535
5,Wednesday,person,0.802184
6,Wednesday,person,0.401312
6,Wednesday,person,0.689974
6,Wednesday,person,0.310026
6,Wednesday,person,0.268941
14,Wednesday,person,0.310026
22,Wednesday,person,0.268941
22,Wednesday,person,0.310026
26,Wednesday,person,0.377541
29,Wednesday,person,0.401312
30,Wednesday,person,0.845535
30,Wednesday,person,0.645656
32,Wednesday,person,0.310026
33,Wednesday,person,0.900249
33,Wednesday,person,0.28905
33,Wednesday,person,0.947846
34,Wednesday,person,0.999447
35,Wednesday,person,0.999447
35,Wednesday,person,0.978119
35,Wednesday,person,0.731059
35,Wednesday,person,0.900249
35,Wednesday,person,0.598688
36,Wednesday,person,0.768525
36,Wednesday,person,0.268941
36,Wednesday,person,0.524979
36,Wednesday,person,0.908877
36,Wednesday,person,0.28905
36,Wednesday,person,0.28905
36,Wednesday,person,0.994514
36,Wednesday,person,0.995504
36,Wednesday,person,0.710949
36,Wednesday,person,0.987872
36,Wednesday,person,0.832018
37,Wednesday,person,0.268941
37,Wednesday,person,0.880797
37,Wednesday,person,0.425557
37,Wednesday,person,0.960834
37,Wednesday,person,0.710949
37,Wednesday,person,0.890903
37,Wednesday,person,0.978119
37,Wednesday,person,0.999176
37,Wednesday,person,0.987872
37,Wednesday,person,0.574443
37,Wednesday,person,0.869892
37,Wednesday,person,0.947846
37,Wednesday,person,0.942676
37,Wednesday,person,0.845535
37,Wednesday,person,0.28905
37,Wednesday,person,0.425557
37,Wednesday,person,0.450166
38,Wednesday,person,0.377541
38,Wednesday,person,0.574443
38,Wednesday,person,0.475021
38,Wednesday,person,0.668188
38,Wednesday,person,0.987872
38,Wednesday,person,0.989013
38,Wednesday,person,0.997762
38,Wednesday,person,0.992608
38,Wednesday,person,0.993307
38,Wednesday,person,0.993307
38,Wednesday,person,0.377541
38,Wednesday,person,0.998887
39,Wednesday,person,0.731059
39,Wednesday,person,0.99959
39,Wednesday,person,0.995504
39,Wednesday,person,0.960834
39,Wednesday,person,0.880797
39,Wednesday,person,0.475021
39,Wednesday,person,0.999176
39,Wednesday,person,0.993307
39,Wednesday,person,0.475021
40,Wednesday,person,0.574443
40,Wednesday,person,0.574443
40,Wednesday,person,0.930862
40,Wednesday,person,0.997268
40,Wednesday,person,0.937027
40,Wednesday,person,0.997527
41,Wednesday,person,0.401312
41,Wednesday,person,0.689974
41,Wednesday,person,0.900249
42,Wednesday,person,0.75026
42,Wednesday,person,0.450166
42,Wednesday,person,0.996665
46,Wednesday,person,0.990987
46,Wednesday,person,0.710949
47,Wednesday,person,0.5
47,Wednesday,person,0.993307
47,Wednesday,person,0.268941
47,Wednesday,person,0.549834
47,Wednesday,person,0.354344
47,Wednesday,person,0.598688
47,Wednesday,person,0.956893
47,Wednesday,person,0.869892
47,Wednesday,person,0.377541
47,Wednesday,person,0.689974
48,Wednesday,person,0.331812
48,Wednesday,person,0.982014
48,Wednesday,person,0.999254
48,Wednesday,person,0.960834
48,Wednesday,person,0.731059
48,Wednesday,person,0.377541
48,Wednesday,person,0.768525
49,Wednesday,person,0.549834
49,Wednesday,person,0.425557
49,Wednesday,person,0.998641
49,Wednesday,person,0.731059
49,Wednesday,person,0.5
49,Wednesday,person,0.310026
49,Wednesday,person,0.622459
49,Wednesday,person,0.832018
49,Wednesday,person,0.998993
50,Wednesday,person,0.983697
50,Wednesday,person,0.998167
50,Wednesday,person,0.28905
51,Wednesday,person,0.331812
51,Wednesday,person,0.994514
51,Wednesday,person,0.924142
51,Wednesday,person,0.908877
51,Wednesday,person,0.942676
51,Wednesday,person,0.982014
51,Wednesday,person,0.802184
51,Wednesday,person,0.524979
51,Wednesday,person,0.952574
52,Wednesday,person,0.574443
52,Wednesday,person,0.983697
52,Wednesday,person,0.942676
52,Wednesday,person,0.999389
52,Wednesday,person,0.998993
52,Wednesday,person,0.880797
54,Wednesday,person,0.99394
56,Wednesday,person,0.28905
56,Wednesday,person,0.880797
56,Wednesday,person,0.785835
56,Wednesday,person,0.475021
56,Wednesday,person,0.869892
57,Wednesday,person,0.890903
57,Wednesday,person,0.689974
57,Wednesday,person,0.869892
57,Wednesday,person,0.802184
57,Wednesday,person,0.785835
57,Wednesday,person,0.549834
57,Wednesday,person,0.802184
57,Wednesday,person,0.785835
57,Wednesday,person,0.947846
57,Wednesday,person,0.890903
57,Wednesday,person,0.689974
57,Wednesday,person,0.880797
57,Wednesday,person,0.75026
57,Wednesday,person,0.524979
70,Wednesday,person,0.768525
70,Wednesday,person,0.99593
70,Wednesday,person,0.845535
70,Wednesday,person,0.622459
70,Wednesday,person,0.475021
70,Wednesday,person,0.645656
70,Wednesday,person,0.425557
70,Wednesday,person,0.475021
71,Wednesday,person,0.524979
71,Wednesday,person,0.5
71,Wednesday,person,0.28905
71,Wednesday,person,0.924142
71,Wednesday,person,0.331812
71,Wednesday,person,0.973403
72,Wednesday,person,0.997975
72,Wednesday,person,0.710949
73,Wednesday,person,0.377541
73,Wednesday,person,0.450166
74,Wednesday,person,0.574443
74,Wednesday,person,0.401312
77,Wednesday,person,0.401312
80,Wednesday,person,0.989013
80,Wednesday,person,0.5
83,Wednesday,person,0.310026
83,Wednesday,person,0.354344
84,Wednesday,person,0.574443
27,Thursday,person,0.310026
27,Thursday,person,0.574443
27,Thursday,person,0.5
27,Thursday,person,0.524979
28,Thursday,person,0.890903
28,Thursday,person,0.997527
28,Thursday,person,0.549834
28,Thursday,person,0.310026
28,Thursday,person,0.845535
28,Thursday,person,0.668188
28,Thursday,person,0.574443
29,Thursday,person,0.574443
29,Thursday,person,0.401312
31,Thursday,person,0.845535
31,Thursday,person,0.710949
34,Thursday,person,0.942676
34,Thursday,person,0.425557
34,Thursday,person,0.331812
34,Thursday,person,0.622459
34,Thursday,person,0.331812
34,Thursday,person,0.310026
35,Thursday,person,0.268941
35,Thursday,person,0.28905
35,Thursday,person,0.354344
35,Thursday,person,0.710949
35,Thursday,person,0.5
35,Thursday,person,0.310026
36,Thursday,person,0.710949
36,Thursday,person,0.268941
36,Thursday,person,0.98016
36,Thursday,person,0.960834
36,Thursday,person,0.268941
36,Thursday,person,0.549834
36,Thursday,person,0.997268
36,Thursday,person,0.645656
36,Thursday,person,0.987872
36,Thursday,person,0.450166
36,Thursday,person,0.268941
36,Thursday,person,0.989013
37,Thursday,person,0.890903
37,Thursday,person,0.999325
37,Thursday,person,0.475021
37,Thursday,person,0.947846
37,Thursday,person,0.890903
37,Thursday,person,0.689974
37,Thursday,person,0.985226
37,Thursday,person,0.973403
37,Thursday,person,0.999389
37,Thursday,person,0.622459
37,Thursday,person,0.987872
37,Thursday,person,0.622459
37,Thursday,person,0.785835
38,Thursday,person,0.880797
38,Thursday,person,0.916827
38,Thursday,person,0.645656
38,Thursday,person,0.28905
38,Thursday,person,0.832018
38,Thursday,person,0.960834
38,Thursday,person,0.802184
38,Thursday,person,0.768525
38,Thursday,person,0.524979
38,Thursday,person,0.999629
38,Thursday,person,0.450166
38,Thursday,person,0.994514
38,Thursday,person,0.401312
38,Thursday,person,0.268941
38,Thursday,person,0.268941
38,Thursday,person,0.268941
38,Thursday,person,0.354344
38,Thursday,person,0.28905
38,Thursday,person,0.475021
39,Thursday,person,0.401312
39,Thursday,person,0.916827
39,Thursday,person,0.99959
39,Thursday,person,0.982014
39,Thursday,person,0.99959
39,Thursday,person,0.28905
39,Thursday,person,0.310026
39,Thursday,person,0.668188
39,Thursday,person,0.689974
39,Thursday,person,0.869892
39,Thursday,person,0.524979
40,Thursday,person,0.310026
40,Thursday,person,0.845535
40,Thursday,person,0.268941
40,Thursday,person,0.310026
40,Thursday,person,0.98016
40,Thursday,person,0.964429
40,Thursday,person,0.858149
40,Thursday,person,0.354344
41,Thursday,person,0.998993
41,Thursday,person,0.890903
41,Thursday,person,0.916827
41,Thursday,person,0.28905
41,Thursday,person,0.999176
41,Thursday,person,0.268941
41,Thursday,person,0.28905
41,Thursday,person,0.785835
41,Thursday,person,0.524979
42,Thursday,person,0.598688
42,Thursday,person,0.999665
48,Thursday,person,0.310026
49,Thursday,person,0.268941
49,Thursday,person,0.689974
49,Thursday,person,0.967705
50,Thursday,person,0.524979
50,Thursday,person,0.990987
51,Thursday,person,0.28905
51,Thursday,person,0.5
52,Thursday,person,0.524979
53,Thursday,person,0.998167
56,Thursday,person,0.869892
56,Thursday,person,0.890903
57,Thursday,person,0.75026
57,Thursday,person,0.425557
58,Thursday,person,0.768525
59,Thursday,person,0.354344
64,Thursday,person,0.28905
65,Thursday,person,0.983697
65,Thursday,person,0.668188
65,Thursday,person,0.645656
65,Thursday,person,0.970688
65,Thursday,person,0.549834
65,Thursday,person,0.832018
65,Thursday,person,0.869892
65,Thursday,person,0.880797
65,Thursday,person,0.768525
67,Thursday,person,0.890903
68,Thursday,person,0.937027
68,Thursday,person,0.900249
68,Thursday,person,0.991837
68,Thursday,person,0.900249
68,Thursday,person,0.401312
71,Thursday,person,0.858149
71,Thursday,person,0.268941
71,Thursday,person,0.900249
71,Thursday,person,0.947846
71,Thursday,person,0.622459
72,Thursday,person,0.549834
72,Thursday,person,0.964429
72,Thursday,person,0.354344
73,Thursday,person,0.964429
73,Thursday,person,0.996665
73,Thursday,person,0.995033
73,Thursday,person,0.99593
73,Thursday,person,0.997527
73,Thursday,person,0.75026
74,Thursday,person,0.5
74,Thursday,person,0.28905
74,Thursday,person,0.880797
74,Thursday,person,0.268941
74,Thursday,person,0.858149
74,Thursday,person,0.937027
74,Thursday,person,0.710949
74,Thursday,person,0.983697
74,Thursday,person,0.952574
74,Thursday,person,0.354344
75,Thursday,person,0.982014
75,Thursday,person,0.982014
75,Thursday,person,0.310026
75,Thursday,person,0.377541
75,Thursday,person,0.75026
75,Thursday,person,0.908877
75,Thursday,person,0.964429
75,Thursday,person,0.916827
75,Thursday,person,0.401312
76,Thursday,person,0.967705
77,Thursday,person,0.377541
78,Thursday,person,0.967705
78,Thursday,person,0.990987
79,Thursday,person,0.967705
79,Thursday,person,0.785835
79,Thursday,person,0.475021
79,Thursday,person,0.997762
79,Thursday,person,0.999254
79,Thursday,person,0.999325
79,Thursday,person,0.924142
79,Thursday,person,0.908877
