ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SEQNO,_ID
11,Indoor_Volleyball,Indoor_Volleyball,0.649221,2016,03,31,17,56,55,46-01,20160331175655-46-01
10,Pubbing,Pubbing,0.685996,2016,03,31,17,56,55,46-01,20160331175655-46-01
9,Engine_or_Control_Room,Engine_or_Control_Room,0.740605,2016,03,31,17,56,55,46-01,20160331175655-46-01
8,Table_Tennis,Table_Tennis,0.778877,2016,03,31,17,56,55,46-01,20160331175655-46-01
7,Beauty_Salon,Beauty_Salon,0.818664,2016,03,31,17,56,55,46-01,20160331175655-46-01
6,Archery,Archery,0.854817,2016,03,31,17,56,55,46-01,20160331175655-46-01
5,Control_Room,Control_Room,0.877941,2016,03,31,17,56,55,46-01,20160331175655-46-01
4,Microwave,Microwave,0.886287,2016,03,31,17,56,55,46-01,20160331175655-46-01
3,Dish_Washer,Dish_Washer,0.913258,2016,03,31,17,56,55,46-01,20160331175655-46-01
2,Oven,Oven,0.953861,2016,03,31,17,56,55,46-01,20160331175655-46-01
1,Stove,Stove,0.967779,2016,03,31,17,56,55,46-01,20160331175655-46-01
0,Mixed_Color,Mixed_Color,0.971542,2016,03,31,17,56,55,46-01,20160331175655-46-01
14,Appliance,Appliance,0.523414,2016,03,31,17,57,06,47-00,20160331175706-47-00
13,Pubbing,Pubbing,0.621704,2016,03,31,17,57,06,47-00,20160331175706-47-00
12,Indoor_Volleyball,Indoor_Volleyball,0.660292,2016,03,31,17,57,06,47-00,20160331175706-47-00
11,Table_Tennis,Table_Tennis,0.700163,2016,03,31,17,57,06,47-00,20160331175706-47-00
10,Library,Library,0.748791,2016,03,31,17,57,06,47-00,20160331175706-47-00
9,Archery,Archery,0.761207,2016,03,31,17,57,06,47-00,20160331175706-47-00
8,Stockroom,Stockroom,0.776328,2016,03,31,17,57,06,47-00,20160331175706-47-00
7,Beauty_Salon,Beauty_Salon,0.820559,2016,03,31,17,57,06,47-00,20160331175706-47-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.864319,2016,03,31,17,57,06,47-00,20160331175706-47-00
5,Control_Room,Control_Room,0.884688,2016,03,31,17,57,06,47-00,20160331175706-47-00
4,Microwave,Microwave,0.900974,2016,03,31,17,57,06,47-00,20160331175706-47-00
3,Dish_Washer,Dish_Washer,0.921467,2016,03,31,17,57,06,47-00,20160331175706-47-00
2,Oven,Oven,0.951055,2016,03,31,17,57,06,47-00,20160331175706-47-00
1,Stove,Stove,0.971049,2016,03,31,17,57,06,47-00,20160331175706-47-00
0,Mixed_Color,Mixed_Color,0.971225,2016,03,31,17,57,06,47-00,20160331175706-47-00
16,Whiskey,Whiskey,0.503338,2016,03,31,17,59,22,48-01,20160331175922-48-01
15,Store,Store,0.529027,2016,03,31,17,59,22,48-01,20160331175922-48-01
14,Living_Room,Living_Room,0.592028,2016,03,31,17,59,22,48-01,20160331175922-48-01
13,Industrial_Space,Industrial_Space,0.603554,2016,03,31,17,59,22,48-01,20160331175922-48-01
12,Riot,Riot,0.692155,2016,03,31,17,59,22,48-01,20160331175922-48-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.777263,2016,03,31,17,59,22,48-01,20160331175922-48-01
10,Food_Court,Food_Court,0.795241,2016,03,31,17,59,22,48-01,20160331175922-48-01
9,Pubbing,Pubbing,0.80654,2016,03,31,17,59,22,48-01,20160331175922-48-01
8,Beauty_Salon,Beauty_Salon,0.822914,2016,03,31,17,59,22,48-01,20160331175922-48-01
7,Drugstore,Drugstore,0.844586,2016,03,31,17,59,22,48-01,20160331175922-48-01
6,Microwave,Microwave,0.878994,2016,03,31,17,59,22,48-01,20160331175922-48-01
5,Control_Room,Control_Room,0.903156,2016,03,31,17,59,22,48-01,20160331175922-48-01
4,Dish_Washer,Dish_Washer,0.908176,2016,03,31,17,59,22,48-01,20160331175922-48-01
3,Table_Tennis,Table_Tennis,0.911528,2016,03,31,17,59,22,48-01,20160331175922-48-01
2,Oven,Oven,0.934265,2016,03,31,17,59,22,48-01,20160331175922-48-01
1,Stove,Stove,0.949516,2016,03,31,17,59,22,48-01,20160331175922-48-01
0,Mixed_Color,Mixed_Color,0.969809,2016,03,31,17,59,22,48-01,20160331175922-48-01
15,Store,Store,0.51429,2016,03,31,18,03,29,49-01,20160331180329-49-01
14,Riot,Riot,0.620174,2016,03,31,18,03,29,49-01,20160331180329-49-01
13,Crowd,Crowd,0.652946,2016,03,31,18,03,29,49-01,20160331180329-49-01
12,Shopping,Shopping,0.661543,2016,03,31,18,03,29,49-01,20160331180329-49-01
11,Refrigerator,Refrigerator,0.662809,2016,03,31,18,03,29,49-01,20160331180329-49-01
10,Pubbing,Pubbing,0.668442,2016,03,31,18,03,29,49-01,20160331180329-49-01
9,Classroom,Classroom,0.697324,2016,03,31,18,03,29,49-01,20160331180329-49-01
8,Drugstore,Drugstore,0.724821,2016,03,31,18,03,29,49-01,20160331180329-49-01
7,Barber_Shop,Barber_Shop,0.743065,2016,03,31,18,03,29,49-01,20160331180329-49-01
6,Big_Group,Big_Group,0.769597,2016,03,31,18,03,29,49-01,20160331180329-49-01
5,Stockroom,Stockroom,0.808865,2016,03,31,18,03,29,49-01,20160331180329-49-01
4,Microwave,Microwave,0.810551,2016,03,31,18,03,29,49-01,20160331180329-49-01
3,Beauty_Salon,Beauty_Salon,0.851669,2016,03,31,18,03,29,49-01,20160331180329-49-01
2,Oven,Oven,0.955889,2016,03,31,18,03,29,49-01,20160331180329-49-01
1,Stove,Stove,0.962074,2016,03,31,18,03,29,49-01,20160331180329-49-01
0,Mixed_Color,Mixed_Color,0.972682,2016,03,31,18,03,29,49-01,20160331180329-49-01
18,Big_Group,Big_Group,0.501501,2016,03,31,18,08,48,50-01,20160331180848-50-01
17,Indoor_Volleyball,Indoor_Volleyball,0.552469,2016,03,31,18,08,48,50-01,20160331180848-50-01
16,Whiskey,Whiskey,0.574492,2016,03,31,18,08,48,50-01,20160331180848-50-01
15,Male_Adult,Male_Adult,0.583284,2016,03,31,18,08,48,50-01,20160331180848-50-01
14,Sweet_Treat,Sweet_Treat,0.611096,2016,03,31,18,08,48,50-01,20160331180848-50-01
13,Archery,Archery,0.613737,2016,03,31,18,08,48,50-01,20160331180848-50-01
12,Medical_Space,Medical_Space,0.634489,2016,03,31,18,08,48,50-01,20160331180848-50-01
11,Pubbing,Pubbing,0.704142,2016,03,31,18,08,48,50-01,20160331180848-50-01
10,Engine_Room,Engine_Room,0.719851,2016,03,31,18,08,48,50-01,20160331180848-50-01
9,Engine_or_Control_Room,Engine_or_Control_Room,0.731009,2016,03,31,18,08,48,50-01,20160331180848-50-01
8,Clubbing,Clubbing,0.738025,2016,03,31,18,08,48,50-01,20160331180848-50-01
7,Car_Repair_Shop,Car_Repair_Shop,0.740663,2016,03,31,18,08,48,50-01,20160331180848-50-01
6,Distillery,Distillery,0.836269,2016,03,31,18,08,48,50-01,20160331180848-50-01
5,Beauty_Salon,Beauty_Salon,0.845166,2016,03,31,18,08,48,50-01,20160331180848-50-01
4,Dish_Washer,Dish_Washer,0.859141,2016,03,31,18,08,48,50-01,20160331180848-50-01
3,Stove,Stove,0.864486,2016,03,31,18,08,48,50-01,20160331180848-50-01
2,Oven,Oven,0.910686,2016,03,31,18,08,48,50-01,20160331180848-50-01
1,Full_Body,Full_Body,0.912943,2016,03,31,18,08,48,50-01,20160331180848-50-01
0,Mixed_Color,Mixed_Color,0.965562,2016,03,31,18,08,48,50-01,20160331180848-50-01
16,Appliance,Appliance,0.50315,2016,03,31,18,09,37,51-01,20160331180937-51-01
15,Pubbing,Pubbing,0.580084,2016,03,31,18,09,37,51-01,20160331180937-51-01
14,Big_Group,Big_Group,0.650532,2016,03,31,18,09,37,51-01,20160331180937-51-01
13,Table_Tennis,Table_Tennis,0.670732,2016,03,31,18,09,37,51-01,20160331180937-51-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.713384,2016,03,31,18,09,37,51-01,20160331180937-51-01
11,Archery,Archery,0.73338,2016,03,31,18,09,37,51-01,20160331180937-51-01
10,Industrial_Space,Industrial_Space,0.736572,2016,03,31,18,09,37,51-01,20160331180937-51-01
9,Stockroom,Stockroom,0.793172,2016,03,31,18,09,37,51-01,20160331180937-51-01
8,Control_Room,Control_Room,0.801302,2016,03,31,18,09,37,51-01,20160331180937-51-01
7,Car_Repair_Shop,Car_Repair_Shop,0.811466,2016,03,31,18,09,37,51-01,20160331180937-51-01
6,Beauty_Salon,Beauty_Salon,0.821399,2016,03,31,18,09,37,51-01,20160331180937-51-01
5,Indoor_Volleyball,Indoor_Volleyball,0.837497,2016,03,31,18,09,37,51-01,20160331180937-51-01
4,Microwave,Microwave,0.897055,2016,03,31,18,09,37,51-01,20160331180937-51-01
3,Dish_Washer,Dish_Washer,0.918985,2016,03,31,18,09,37,51-01,20160331180937-51-01
2,Oven,Oven,0.951476,2016,03,31,18,09,37,51-01,20160331180937-51-01
1,Mixed_Color,Mixed_Color,0.960497,2016,03,31,18,09,37,51-01,20160331180937-51-01
0,Stove,Stove,0.972938,2016,03,31,18,09,37,51-01,20160331180937-51-01
15,Industrial_Space,Industrial_Space,0.508122,2016,03,31,18,10,01,52-01,20160331181001-52-01
14,Engine_or_Control_Room,Engine_or_Control_Room,0.509635,2016,03,31,18,10,01,52-01,20160331181001-52-01
13,Medical_Space,Medical_Space,0.521849,2016,03,31,18,10,01,52-01,20160331181001-52-01
12,Store,Store,0.530357,2016,03,31,18,10,01,52-01,20160331181001-52-01
11,Pubbing,Pubbing,0.540541,2016,03,31,18,10,01,52-01,20160331181001-52-01
10,Tool,Tool,0.57792,2016,03,31,18,10,01,52-01,20160331181001-52-01
9,Voting_Booth,Voting_Booth,0.672169,2016,03,31,18,10,01,52-01,20160331181001-52-01
8,Car_Repair_Shop,Car_Repair_Shop,0.707185,2016,03,31,18,10,01,52-01,20160331181001-52-01
7,Archery,Archery,0.801514,2016,03,31,18,10,01,52-01,20160331181001-52-01
6,Beauty_Salon,Beauty_Salon,0.81016,2016,03,31,18,10,01,52-01,20160331181001-52-01
5,Microwave,Microwave,0.845518,2016,03,31,18,10,01,52-01,20160331181001-52-01
4,Stockroom,Stockroom,0.846623,2016,03,31,18,10,01,52-01,20160331181001-52-01
3,Oven,Oven,0.872412,2016,03,31,18,10,01,52-01,20160331181001-52-01
2,Dish_Washer,Dish_Washer,0.901131,2016,03,31,18,10,01,52-01,20160331181001-52-01
1,Stove,Stove,0.963068,2016,03,31,18,10,01,52-01,20160331181001-52-01
0,Mixed_Color,Mixed_Color,0.965993,2016,03,31,18,10,01,52-01,20160331181001-52-01
16,Indoor_Volleyball,Indoor_Volleyball,0.505264,2016,03,31,18,10,26,53-01,20160331181026-53-01
15,Store,Store,0.516109,2016,03,31,18,10,26,53-01,20160331181026-53-01
14,Living_Room,Living_Room,0.546817,2016,03,31,18,10,26,53-01,20160331181026-53-01
13,Table_Tennis,Table_Tennis,0.609812,2016,03,31,18,10,26,53-01,20160331181026-53-01
12,Pubbing,Pubbing,0.613805,2016,03,31,18,10,26,53-01,20160331181026-53-01
11,Industrial_Space,Industrial_Space,0.622237,2016,03,31,18,10,26,53-01,20160331181026-53-01
10,Archery,Archery,0.713382,2016,03,31,18,10,26,53-01,20160331181026-53-01
9,Engine_or_Control_Room,Engine_or_Control_Room,0.766098,2016,03,31,18,10,26,53-01,20160331181026-53-01
8,Car_Repair_Shop,Car_Repair_Shop,0.790986,2016,03,31,18,10,26,53-01,20160331181026-53-01
7,Stockroom,Stockroom,0.807744,2016,03,31,18,10,26,53-01,20160331181026-53-01
6,Beauty_Salon,Beauty_Salon,0.820308,2016,03,31,18,10,26,53-01,20160331181026-53-01
5,Control_Room,Control_Room,0.833442,2016,03,31,18,10,26,53-01,20160331181026-53-01
4,Microwave,Microwave,0.863042,2016,03,31,18,10,26,53-01,20160331181026-53-01
3,Dish_Washer,Dish_Washer,0.880277,2016,03,31,18,10,26,53-01,20160331181026-53-01
2,Oven,Oven,0.94462,2016,03,31,18,10,26,53-01,20160331181026-53-01
1,Mixed_Color,Mixed_Color,0.967634,2016,03,31,18,10,26,53-01,20160331181026-53-01
0,Stove,Stove,0.968951,2016,03,31,18,10,26,53-01,20160331181026-53-01
16,Industrial_Space,Industrial_Space,0.515259,2016,03,31,18,12,15,54-01,20160331181215-54-01
15,Yellow,Yellow,0.525254,2016,03,31,18,12,15,54-01,20160331181215-54-01
14,Big_Group,Big_Group,0.553168,2016,03,31,18,12,15,54-01,20160331181215-54-01
13,Indoor_Volleyball,Indoor_Volleyball,0.651242,2016,03,31,18,12,15,54-01,20160331181215-54-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.676628,2016,03,31,18,12,15,54-01,20160331181215-54-01
11,Table_Tennis,Table_Tennis,0.728528,2016,03,31,18,12,15,54-01,20160331181215-54-01
10,Archery,Archery,0.732303,2016,03,31,18,12,15,54-01,20160331181215-54-01
9,Car_Repair_Shop,Car_Repair_Shop,0.772503,2016,03,31,18,12,15,54-01,20160331181215-54-01
8,Beauty_Salon,Beauty_Salon,0.835795,2016,03,31,18,12,15,54-01,20160331181215-54-01
7,Pubbing,Pubbing,0.840697,2016,03,31,18,12,15,54-01,20160331181215-54-01
6,Stockroom,Stockroom,0.849318,2016,03,31,18,12,15,54-01,20160331181215-54-01
5,Control_Room,Control_Room,0.904946,2016,03,31,18,12,15,54-01,20160331181215-54-01
4,Microwave,Microwave,0.936449,2016,03,31,18,12,15,54-01,20160331181215-54-01
3,Dish_Washer,Dish_Washer,0.942893,2016,03,31,18,12,15,54-01,20160331181215-54-01
2,Oven,Oven,0.948858,2016,03,31,18,12,15,54-01,20160331181215-54-01
1,Stove,Stove,0.956253,2016,03,31,18,12,15,54-01,20160331181215-54-01
0,Mixed_Color,Mixed_Color,0.960043,2016,03,31,18,12,15,54-01,20160331181215-54-01
17,Whiskey,Whiskey,0.501056,2016,03,31,18,13,52,55-00,20160331181352-55-00
16,Appliance,Appliance,0.516088,2016,03,31,18,13,52,55-00,20160331181352-55-00
15,Snack_Food,Snack_Food,0.518264,2016,03,31,18,13,52,55-00,20160331181352-55-00
14,Storm,Storm,0.574495,2016,03,31,18,13,52,55-00,20160331181352-55-00
13,Big_Group,Big_Group,0.649912,2016,03,31,18,13,52,55-00,20160331181352-55-00
12,Pubbing,Pubbing,0.678657,2016,03,31,18,13,52,55-00,20160331181352-55-00
11,Indoor_Volleyball,Indoor_Volleyball,0.735576,2016,03,31,18,13,52,55-00,20160331181352-55-00
10,Table_Tennis,Table_Tennis,0.74696,2016,03,31,18,13,52,55-00,20160331181352-55-00
9,Car_Repair_Shop,Car_Repair_Shop,0.748973,2016,03,31,18,13,52,55-00,20160331181352-55-00
8,Control_Room,Control_Room,0.763681,2016,03,31,18,13,52,55-00,20160331181352-55-00
7,Beauty_Salon,Beauty_Salon,0.763811,2016,03,31,18,13,52,55-00,20160331181352-55-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.775536,2016,03,31,18,13,52,55-00,20160331181352-55-00
5,Stockroom,Stockroom,0.82741,2016,03,31,18,13,52,55-00,20160331181352-55-00
4,Dish_Washer,Dish_Washer,0.930933,2016,03,31,18,13,52,55-00,20160331181352-55-00
3,Microwave,Microwave,0.933297,2016,03,31,18,13,52,55-00,20160331181352-55-00
2,Oven,Oven,0.960461,2016,03,31,18,13,52,55-00,20160331181352-55-00
1,Mixed_Color,Mixed_Color,0.965078,2016,03,31,18,13,52,55-00,20160331181352-55-00
0,Stove,Stove,0.969004,2016,03,31,18,13,52,55-00,20160331181352-55-00
16,Residential_Space,Residential_Space,0.50082,2016,03,31,18,16,52,56-00,20160331181652-56-00
15,Whiskey,Whiskey,0.523661,2016,03,31,18,16,52,56-00,20160331181652-56-00
14,Rollerskating,Rollerskating,0.602504,2016,03,31,18,16,52,56-00,20160331181652-56-00
13,Archery,Archery,0.6295,2016,03,31,18,16,52,56-00,20160331181652-56-00
12,Big_Group,Big_Group,0.630972,2016,03,31,18,16,52,56-00,20160331181652-56-00
11,Voting_Booth,Voting_Booth,0.69503,2016,03,31,18,16,52,56-00,20160331181652-56-00
10,Living_Room,Living_Room,0.701668,2016,03,31,18,16,52,56-00,20160331181652-56-00
9,Distillery,Distillery,0.754356,2016,03,31,18,16,52,56-00,20160331181652-56-00
8,Beauty_Salon,Beauty_Salon,0.761673,2016,03,31,18,16,52,56-00,20160331181652-56-00
7,Rest_Room,Rest_Room,0.782318,2016,03,31,18,16,52,56-00,20160331181652-56-00
6,Clubbing,Clubbing,0.801995,2016,03,31,18,16,52,56-00,20160331181652-56-00
5,Pubbing,Pubbing,0.896355,2016,03,31,18,16,52,56-00,20160331181652-56-00
4,Full_Body,Full_Body,0.915423,2016,03,31,18,16,52,56-00,20160331181652-56-00
3,Stove,Stove,0.917445,2016,03,31,18,16,52,56-00,20160331181652-56-00
2,Oven,Oven,0.921203,2016,03,31,18,16,52,56-00,20160331181652-56-00
1,Dish_Washer,Dish_Washer,0.939995,2016,03,31,18,16,52,56-00,20160331181652-56-00
0,Mixed_Color,Mixed_Color,0.970726,2016,03,31,18,16,52,56-00,20160331181652-56-00
18,Shopping,Shopping,0.514774,2016,03,31,18,19,17,57-00,20160331181917-57-00
17,Magenta,Magenta,0.517619,2016,03,31,18,19,17,57-00,20160331181917-57-00
16,Beer,Beer,0.53344,2016,03,31,18,19,17,57-00,20160331181917-57-00
15,Eatery_Space,Eatery_Space,0.59929,2016,03,31,18,19,17,57-00,20160331181917-57-00
14,Big_Group,Big_Group,0.623504,2016,03,31,18,19,17,57-00,20160331181917-57-00
13,Whiskey,Whiskey,0.625581,2016,03,31,18,19,17,57-00,20160331181917-57-00
12,Brandy,Brandy,0.631765,2016,03,31,18,19,17,57-00,20160331181917-57-00
11,Stockroom,Stockroom,0.722116,2016,03,31,18,19,17,57-00,20160331181917-57-00
10,Riot,Riot,0.74256,2016,03,31,18,19,17,57-00,20160331181917-57-00
9,Food_Court,Food_Court,0.822472,2016,03,31,18,19,17,57-00,20160331181917-57-00
8,Beauty_Salon,Beauty_Salon,0.84624,2016,03,31,18,19,17,57-00,20160331181917-57-00
7,Control_Room,Control_Room,0.893185,2016,03,31,18,19,17,57-00,20160331181917-57-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.899432,2016,03,31,18,19,17,57-00,20160331181917-57-00
5,Pubbing,Pubbing,0.90371,2016,03,31,18,19,17,57-00,20160331181917-57-00
4,Dish_Washer,Dish_Washer,0.931576,2016,03,31,18,19,17,57-00,20160331181917-57-00
3,Microwave,Microwave,0.952302,2016,03,31,18,19,17,57-00,20160331181917-57-00
2,Oven,Oven,0.957169,2016,03,31,18,19,17,57-00,20160331181917-57-00
1,Stove,Stove,0.966129,2016,03,31,18,19,17,57-00,20160331181917-57-00
0,Mixed_Color,Mixed_Color,0.968874,2016,03,31,18,19,17,57-00,20160331181917-57-00
19,Riot,Riot,0.500147,2016,03,31,18,20,53,58-00,20160331182053-58-00
18,Appliance,Appliance,0.517177,2016,03,31,18,20,53,58-00,20160331182053-58-00
17,Restaurant,Restaurant,0.528146,2016,03,31,18,20,53,58-00,20160331182053-58-00
16,Living_Room,Living_Room,0.547954,2016,03,31,18,20,53,58-00,20160331182053-58-00
15,Eatery_Space,Eatery_Space,0.555015,2016,03,31,18,20,53,58-00,20160331182053-58-00
14,Big_Group,Big_Group,0.574561,2016,03,31,18,20,53,58-00,20160331182053-58-00
13,Shopping,Shopping,0.581637,2016,03,31,18,20,53,58-00,20160331182053-58-00
12,Whiskey,Whiskey,0.605777,2016,03,31,18,20,53,58-00,20160331182053-58-00
11,Archery,Archery,0.663472,2016,03,31,18,20,53,58-00,20160331182053-58-00
10,Engine_or_Control_Room,Engine_or_Control_Room,0.701939,2016,03,31,18,20,53,58-00,20160331182053-58-00
9,Control_Room,Control_Room,0.765131,2016,03,31,18,20,53,58-00,20160331182053-58-00
8,Beauty_Salon,Beauty_Salon,0.787208,2016,03,31,18,20,53,58-00,20160331182053-58-00
7,Stockroom,Stockroom,0.80796,2016,03,31,18,20,53,58-00,20160331182053-58-00
6,Dining_Room,Dining_Room,0.848659,2016,03,31,18,20,53,58-00,20160331182053-58-00
5,Microwave,Microwave,0.915027,2016,03,31,18,20,53,58-00,20160331182053-58-00
4,Pubbing,Pubbing,0.932811,2016,03,31,18,20,53,58-00,20160331182053-58-00
3,Dish_Washer,Dish_Washer,0.936659,2016,03,31,18,20,53,58-00,20160331182053-58-00
2,Oven,Oven,0.962076,2016,03,31,18,20,53,58-00,20160331182053-58-00
1,Stove,Stove,0.962146,2016,03,31,18,20,53,58-00,20160331182053-58-00
0,Mixed_Color,Mixed_Color,0.973285,2016,03,31,18,20,53,58-00,20160331182053-58-00
16,Appliance,Appliance,0.515134,2016,03,31,18,34,40,59-01,20160331183440-59-01
15,Eatery_Space,Eatery_Space,0.543404,2016,03,31,18,34,40,59-01,20160331183440-59-01
14,Shopping,Shopping,0.545145,2016,03,31,18,34,40,59-01,20160331183440-59-01
13,Whiskey,Whiskey,0.581575,2016,03,31,18,34,40,59-01,20160331183440-59-01
12,Clubbing,Clubbing,0.630014,2016,03,31,18,34,40,59-01,20160331183440-59-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.75528,2016,03,31,18,34,40,59-01,20160331183440-59-01
10,Beauty_Salon,Beauty_Salon,0.779894,2016,03,31,18,34,40,59-01,20160331183440-59-01
9,Stockroom,Stockroom,0.784459,2016,03,31,18,34,40,59-01,20160331183440-59-01
8,Big_Group,Big_Group,0.789406,2016,03,31,18,34,40,59-01,20160331183440-59-01
7,Pubbing,Pubbing,0.855217,2016,03,31,18,34,40,59-01,20160331183440-59-01
6,Food_Court,Food_Court,0.861365,2016,03,31,18,34,40,59-01,20160331183440-59-01
5,Control_Room,Control_Room,0.89423,2016,03,31,18,34,40,59-01,20160331183440-59-01
4,Microwave,Microwave,0.906066,2016,03,31,18,34,40,59-01,20160331183440-59-01
3,Dish_Washer,Dish_Washer,0.937926,2016,03,31,18,34,40,59-01,20160331183440-59-01
2,Stove,Stove,0.961446,2016,03,31,18,34,40,59-01,20160331183440-59-01
1,Oven,Oven,0.966126,2016,03,31,18,34,40,59-01,20160331183440-59-01
0,Mixed_Color,Mixed_Color,0.970884,2016,03,31,18,34,40,59-01,20160331183440-59-01
18,Appliance,Appliance,0.502514,2016,03,31,18,38,17,60-00,20160331183817-60-00
17,Engine_or_Control_Room,Engine_or_Control_Room,0.510362,2016,03,31,18,38,17,60-00,20160331183817-60-00
16,Racquet_Sport,Racquet_Sport,0.51636,2016,03,31,18,38,17,60-00,20160331183817-60-00
15,Whiskey,Whiskey,0.562052,2016,03,31,18,38,17,60-00,20160331183817-60-00
14,Sweet_Treat,Sweet_Treat,0.562276,2016,03,31,18,38,17,60-00,20160331183817-60-00
13,Classroom,Classroom,0.595114,2016,03,31,18,38,17,60-00,20160331183817-60-00
12,Shopping,Shopping,0.622962,2016,03,31,18,38,17,60-00,20160331183817-60-00
11,Clubbing,Clubbing,0.64751,2016,03,31,18,38,17,60-00,20160331183817-60-00
10,Dining_Hall,Dining_Hall,0.726207,2016,03,31,18,38,17,60-00,20160331183817-60-00
9,Big_Group,Big_Group,0.769089,2016,03,31,18,38,17,60-00,20160331183817-60-00
8,Food_Court,Food_Court,0.782629,2016,03,31,18,38,17,60-00,20160331183817-60-00
7,Stockroom,Stockroom,0.785665,2016,03,31,18,38,17,60-00,20160331183817-60-00
6,Control_Room,Control_Room,0.828229,2016,03,31,18,38,17,60-00,20160331183817-60-00
5,Pubbing,Pubbing,0.886471,2016,03,31,18,38,17,60-00,20160331183817-60-00
4,Toaster,Toaster,0.915552,2016,03,31,18,38,17,60-00,20160331183817-60-00
3,Dish_Washer,Dish_Washer,0.951935,2016,03,31,18,38,17,60-00,20160331183817-60-00
2,Oven,Oven,0.955669,2016,03,31,18,38,17,60-00,20160331183817-60-00
1,Stove,Stove,0.966447,2016,03,31,18,38,17,60-00,20160331183817-60-00
0,Mixed_Color,Mixed_Color,0.970081,2016,03,31,18,38,17,60-00,20160331183817-60-00
13,Archery,Archery,0.50267,2016,03,31,18,42,45,61-01,20160331184245-61-01
12,Sweet_Treat,Sweet_Treat,0.506637,2016,03,31,18,42,45,61-01,20160331184245-61-01
11,Appliance,Appliance,0.529291,2016,03,31,18,42,45,61-01,20160331184245-61-01
10,Eatery_Space,Eatery_Space,0.571058,2016,03,31,18,42,45,61-01,20160331184245-61-01
9,Pantry,Pantry,0.734269,2016,03,31,18,42,45,61-01,20160331184245-61-01
8,Stockroom,Stockroom,0.752336,2016,03,31,18,42,45,61-01,20160331184245-61-01
7,Beauty_Salon,Beauty_Salon,0.796242,2016,03,31,18,42,45,61-01,20160331184245-61-01
6,Food_Court,Food_Court,0.819958,2016,03,31,18,42,45,61-01,20160331184245-61-01
5,Microwave,Microwave,0.866588,2016,03,31,18,42,45,61-01,20160331184245-61-01
4,Pubbing,Pubbing,0.895683,2016,03,31,18,42,45,61-01,20160331184245-61-01
3,Stove,Stove,0.933657,2016,03,31,18,42,45,61-01,20160331184245-61-01
2,Dish_Washer,Dish_Washer,0.942673,2016,03,31,18,42,45,61-01,20160331184245-61-01
1,Oven,Oven,0.945835,2016,03,31,18,42,45,61-01,20160331184245-61-01
0,Mixed_Color,Mixed_Color,0.967415,2016,03,31,18,42,45,61-01,20160331184245-61-01
14,Store,Store,0.510306,2016,03,31,18,44,04,62-00,20160331184404-62-00
13,Appliance,Appliance,0.533405,2016,03,31,18,44,04,62-00,20160331184404-62-00
12,Archery,Archery,0.5338,2016,03,31,18,44,04,62-00,20160331184404-62-00
11,Eatery_Space,Eatery_Space,0.543561,2016,03,31,18,44,04,62-00,20160331184404-62-00
10,Industrial_Space,Industrial_Space,0.650311,2016,03,31,18,44,04,62-00,20160331184404-62-00
9,Lobby,Lobby,0.670608,2016,03,31,18,44,04,62-00,20160331184404-62-00
8,Food_Court,Food_Court,0.72934,2016,03,31,18,44,04,62-00,20160331184404-62-00
7,Beauty_Salon,Beauty_Salon,0.790628,2016,03,31,18,44,04,62-00,20160331184404-62-00
6,Stockroom,Stockroom,0.841298,2016,03,31,18,44,04,62-00,20160331184404-62-00
5,Microwave,Microwave,0.876,2016,03,31,18,44,04,62-00,20160331184404-62-00
4,Stove,Stove,0.92178,2016,03,31,18,44,04,62-00,20160331184404-62-00
3,Pubbing,Pubbing,0.927899,2016,03,31,18,44,04,62-00,20160331184404-62-00
2,Dish_Washer,Dish_Washer,0.948119,2016,03,31,18,44,04,62-00,20160331184404-62-00
1,Oven,Oven,0.958107,2016,03,31,18,44,04,62-00,20160331184404-62-00
0,Mixed_Color,Mixed_Color,0.958716,2016,03,31,18,44,04,62-00,20160331184404-62-00
17,Eatery_Space,Eatery_Space,0.539736,2016,03,31,18,44,55,63-00,20160331184455-63-00
16,Pyramids,Pyramids,0.544498,2016,03,31,18,44,55,63-00,20160331184455-63-00
15,Table_Tennis,Table_Tennis,0.593365,2016,03,31,18,44,55,63-00,20160331184455-63-00
14,Restaurant,Restaurant,0.607986,2016,03,31,18,44,55,63-00,20160331184455-63-00
13,Big_Group,Big_Group,0.631117,2016,03,31,18,44,55,63-00,20160331184455-63-00
12,Living_Room,Living_Room,0.634301,2016,03,31,18,44,55,63-00,20160331184455-63-00
11,Classroom,Classroom,0.685161,2016,03,31,18,44,55,63-00,20160331184455-63-00
10,Archery,Archery,0.762324,2016,03,31,18,44,55,63-00,20160331184455-63-00
9,Beauty_Salon,Beauty_Salon,0.77392,2016,03,31,18,44,55,63-00,20160331184455-63-00
8,Stockroom,Stockroom,0.819811,2016,03,31,18,44,55,63-00,20160331184455-63-00
