ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SEQNO,_ID
14,Auto_Track_Racing,Auto_Track_Racing,0.514261,2016,03,30,12,46,54,02-00,20160330124654-02-00
13,Appliance,Appliance,0.524613,2016,03,30,12,46,54,02-00,20160330124654-02-00
12,Car_Repair_Shop,Car_Repair_Shop,0.573521,2016,03,30,12,46,54,02-00,20160330124654-02-00
11,Beauty_Salon,Beauty_Salon,0.591395,2016,03,30,12,46,54,02-00,20160330124654-02-00
10,Engine_or_Control_Room,Engine_or_Control_Room,0.641989,2016,03,30,12,46,54,02-00,20160330124654-02-00
9,Table_Tennis,Table_Tennis,0.695307,2016,03,30,12,46,54,02-00,20160330124654-02-00
8,Riot,Riot,0.775891,2016,03,30,12,46,54,02-00,20160330124654-02-00
7,Stockroom,Stockroom,0.843733,2016,03,30,12,46,54,02-00,20160330124654-02-00
6,Control_Room,Control_Room,0.88257,2016,03,30,12,46,54,02-00,20160330124654-02-00
5,Microwave,Microwave,0.922542,2016,03,30,12,46,54,02-00,20160330124654-02-00
4,Dish_Washer,Dish_Washer,0.925556,2016,03,30,12,46,54,02-00,20160330124654-02-00
3,Oven,Oven,0.943002,2016,03,30,12,46,54,02-00,20160330124654-02-00
2,Pubbing,Pubbing,0.944661,2016,03,30,12,46,54,02-00,20160330124654-02-00
1,Stove,Stove,0.953068,2016,03,30,12,46,54,02-00,20160330124654-02-00
0,Mixed_Color,Mixed_Color,0.969267,2016,03,30,12,46,54,02-00,20160330124654-02-00
12,Appliance,Appliance,0.529651,2016,03,30,12,46,00,01-01,20160330124600-01-01
11,Engine_Room,Engine_Room,0.546509,2016,03,30,12,46,00,01-01,20160330124600-01-01
10,Riot,Riot,0.703967,2016,03,30,12,46,00,01-01,20160330124600-01-01
9,Table_Tennis,Table_Tennis,0.786243,2016,03,30,12,46,00,01-01,20160330124600-01-01
8,Stockroom,Stockroom,0.786985,2016,03,30,12,46,00,01-01,20160330124600-01-01
7,Engine_or_Control_Room,Engine_or_Control_Room,0.797845,2016,03,30,12,46,00,01-01,20160330124600-01-01
6,Control_Room,Control_Room,0.844275,2016,03,30,12,46,00,01-01,20160330124600-01-01
5,Bottled_Water,Bottled_Water,0.905854,2016,03,30,12,46,00,01-01,20160330124600-01-01
4,Oven,Oven,0.918884,2016,03,30,12,46,00,01-01,20160330124600-01-01
3,Pubbing,Pubbing,0.932051,2016,03,30,12,46,00,01-01,20160330124600-01-01
2,Dish_Washer,Dish_Washer,0.946289,2016,03,30,12,46,00,01-01,20160330124600-01-01
1,Stove,Stove,0.9644,2016,03,30,12,46,00,01-01,20160330124600-01-01
0,Mixed_Color,Mixed_Color,0.972199,2016,03,30,12,46,00,01-01,20160330124600-01-01
14,Appliance,Appliance,0.50907,2016,03,30,12,53,10,06-00,20160330125310-06-00
13,Snooker,Snooker,0.522697,2016,03,30,12,53,10,06-00,20160330125310-06-00
12,Engine_Room,Engine_Room,0.567648,2016,03,30,12,53,10,06-00,20160330125310-06-00
11,Engine_or_Control_Room,Engine_or_Control_Room,0.633806,2016,03,30,12,53,10,06-00,20160330125310-06-00
10,Beauty_Salon,Beauty_Salon,0.68259,2016,03,30,12,53,10,06-00,20160330125310-06-00
9,Table_Tennis,Table_Tennis,0.764687,2016,03,30,12,53,10,06-00,20160330125310-06-00
8,Stockroom,Stockroom,0.836961,2016,03,30,12,53,10,06-00,20160330125310-06-00
7,Riot,Riot,0.841977,2016,03,30,12,53,10,06-00,20160330125310-06-00
6,Control_Room,Control_Room,0.882184,2016,03,30,12,53,10,06-00,20160330125310-06-00
5,Microwave,Microwave,0.915121,2016,03,30,12,53,10,06-00,20160330125310-06-00
4,Dish_Washer,Dish_Washer,0.928297,2016,03,30,12,53,10,06-00,20160330125310-06-00
3,Pubbing,Pubbing,0.939633,2016,03,30,12,53,10,06-00,20160330125310-06-00
2,Stove,Stove,0.948736,2016,03,30,12,53,10,06-00,20160330125310-06-00
1,Oven,Oven,0.957596,2016,03,30,12,53,10,06-00,20160330125310-06-00
0,Mixed_Color,Mixed_Color,0.969464,2016,03,30,12,53,10,06-00,20160330125310-06-00
15,Appliance,Appliance,0.512157,2016,03,30,13,21,01,38-00,20160330132101-38-00
14,Table_Tennis,Table_Tennis,0.550211,2016,03,30,13,21,01,38-00,20160330132101-38-00
13,Archery,Archery,0.553609,2016,03,30,13,21,01,38-00,20160330132101-38-00
12,Engine_or_Control_Room,Engine_or_Control_Room,0.651092,2016,03,30,13,21,01,38-00,20160330132101-38-00
11,Industrial_Space,Industrial_Space,0.654104,2016,03,30,13,21,01,38-00,20160330132101-38-00
10,Distillery,Distillery,0.69471,2016,03,30,13,21,01,38-00,20160330132101-38-00
9,Car_Repair_Shop,Car_Repair_Shop,0.755653,2016,03,30,13,21,01,38-00,20160330132101-38-00
8,Riot,Riot,0.813894,2016,03,30,13,21,01,38-00,20160330132101-38-00
7,Stockroom,Stockroom,0.855499,2016,03,30,13,21,01,38-00,20160330132101-38-00
6,Engine_Room,Engine_Room,0.875581,2016,03,30,13,21,01,38-00,20160330132101-38-00
5,Pubbing,Pubbing,0.901592,2016,03,30,13,21,01,38-00,20160330132101-38-00
4,Toaster,Toaster,0.910843,2016,03,30,13,21,01,38-00,20160330132101-38-00
3,Dish_Washer,Dish_Washer,0.922369,2016,03,30,13,21,01,38-00,20160330132101-38-00
2,Oven,Oven,0.95783,2016,03,30,13,21,01,38-00,20160330132101-38-00
1,Stove,Stove,0.966886,2016,03,30,13,21,01,38-00,20160330132101-38-00
0,Mixed_Color,Mixed_Color,0.973819,2016,03,30,13,21,01,38-00,20160330132101-38-00
13,Appliance,Appliance,0.524486,2016,03,30,12,47,28,03-01,20160330124728-03-01
12,Car_Repair_Shop,Car_Repair_Shop,0.726077,2016,03,30,12,47,28,03-01,20160330124728-03-01
11,Engine_Room,Engine_Room,0.737986,2016,03,30,12,47,28,03-01,20160330124728-03-01
10,Engine_or_Control_Room,Engine_or_Control_Room,0.740159,2016,03,30,12,47,28,03-01,20160330124728-03-01
9,Riot,Riot,0.764061,2016,03,30,12,47,28,03-01,20160330124728-03-01
8,Table_Tennis,Table_Tennis,0.821452,2016,03,30,12,47,28,03-01,20160330124728-03-01
7,Stockroom,Stockroom,0.840676,2016,03,30,12,47,28,03-01,20160330124728-03-01
6,Microwave,Microwave,0.869256,2016,03,30,12,47,28,03-01,20160330124728-03-01
5,Control_Room,Control_Room,0.89323,2016,03,30,12,47,28,03-01,20160330124728-03-01
4,Pubbing,Pubbing,0.927243,2016,03,30,12,47,28,03-01,20160330124728-03-01
3,Oven,Oven,0.936468,2016,03,30,12,47,28,03-01,20160330124728-03-01
2,Stove,Stove,0.938844,2016,03,30,12,47,28,03-01,20160330124728-03-01
1,Dish_Washer,Dish_Washer,0.941437,2016,03,30,12,47,28,03-01,20160330124728-03-01
0,Mixed_Color,Mixed_Color,0.968674,2016,03,30,12,47,28,03-01,20160330124728-03-01
14,Appliance,Appliance,0.504997,2016,03,30,12,51,42,05-01,20160330125142-05-01
13,Living_Room,Living_Room,0.51698,2016,03,30,12,51,42,05-01,20160330125142-05-01
12,Disturbance,Disturbance,0.549644,2016,03,30,12,51,42,05-01,20160330125142-05-01
11,Archery,Archery,0.670484,2016,03,30,12,51,42,05-01,20160330125142-05-01
10,Apiary,Apiary,0.743912,2016,03,30,12,51,42,05-01,20160330125142-05-01
9,Beauty_Salon,Beauty_Salon,0.768387,2016,03,30,12,51,42,05-01,20160330125142-05-01
8,Pubbing,Pubbing,0.811221,2016,03,30,12,51,42,05-01,20160330125142-05-01
7,Riot,Riot,0.819718,2016,03,30,12,51,42,05-01,20160330125142-05-01
6,Stockroom,Stockroom,0.863957,2016,03,30,12,51,42,05-01,20160330125142-05-01
5,Engine_Room,Engine_Room,0.864444,2016,03,30,12,51,42,05-01,20160330125142-05-01
4,Microwave,Microwave,0.904482,2016,03,30,12,51,42,05-01,20160330125142-05-01
3,Dish_Washer,Dish_Washer,0.918824,2016,03,30,12,51,42,05-01,20160330125142-05-01
2,Oven,Oven,0.947156,2016,03,30,12,51,42,05-01,20160330125142-05-01
1,Stove,Stove,0.954034,2016,03,30,12,51,42,05-01,20160330125142-05-01
0,Mixed_Color,Mixed_Color,0.971267,2016,03,30,12,51,42,05-01,20160330125142-05-01
17,Appliance,Appliance,0.500229,2016,03,30,13,01,35,13-00,20160330130135-13-00
16,Disturbance,Disturbance,0.531276,2016,03,30,13,01,35,13-00,20160330130135-13-00
15,Big_Group,Big_Group,0.603427,2016,03,30,13,01,35,13-00,20160330130135-13-00
14,Archery,Archery,0.605614,2016,03,30,13,01,35,13-00,20160330130135-13-00
13,Crowd,Crowd,0.608296,2016,03,30,13,01,35,13-00,20160330130135-13-00
12,Living_Room,Living_Room,0.65736,2016,03,30,13,01,35,13-00,20160330130135-13-00
11,Assembly_Plant,Assembly_Plant,0.676828,2016,03,30,13,01,35,13-00,20160330130135-13-00
10,Engine_or_Control_Room,Engine_or_Control_Room,0.801267,2016,03,30,13,01,35,13-00,20160330130135-13-00
9,Beauty_Salon,Beauty_Salon,0.809313,2016,03,30,13,01,35,13-00,20160330130135-13-00
8,Riot,Riot,0.848707,2016,03,30,13,01,35,13-00,20160330130135-13-00
7,Stockroom,Stockroom,0.857522,2016,03,30,13,01,35,13-00,20160330130135-13-00
6,Engine_Room,Engine_Room,0.890105,2016,03,30,13,01,35,13-00,20160330130135-13-00
5,Microwave,Microwave,0.899645,2016,03,30,13,01,35,13-00,20160330130135-13-00
4,Pubbing,Pubbing,0.917718,2016,03,30,13,01,35,13-00,20160330130135-13-00
3,Oven,Oven,0.943187,2016,03,30,13,01,35,13-00,20160330130135-13-00
2,Dish_Washer,Dish_Washer,0.943626,2016,03,30,13,01,35,13-00,20160330130135-13-00
1,Stove,Stove,0.964591,2016,03,30,13,01,35,13-00,20160330130135-13-00
0,Mixed_Color,Mixed_Color,0.970778,2016,03,30,13,01,35,13-00,20160330130135-13-00
14,Table_Tennis,Table_Tennis,0.513899,2016,03,30,15,23,14,01-01,20160330152314-01-01
13,Appliance,Appliance,0.524947,2016,03,30,15,23,14,01-01,20160330152314-01-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.600827,2016,03,30,15,23,14,01-01,20160330152314-01-01
11,Auto_Racing,Auto_Racing,0.63577,2016,03,30,15,23,14,01-01,20160330152314-01-01
10,Car_Repair_Shop,Car_Repair_Shop,0.684826,2016,03,30,15,23,14,01-01,20160330152314-01-01
9,Beauty_Salon,Beauty_Salon,0.699263,2016,03,30,15,23,14,01-01,20160330152314-01-01
8,Auto_Track_Racing,Auto_Track_Racing,0.706849,2016,03,30,15,23,14,01-01,20160330152314-01-01
7,Stockroom,Stockroom,0.845635,2016,03,30,15,23,14,01-01,20160330152314-01-01
6,Control_Room,Control_Room,0.895924,2016,03,30,15,23,14,01-01,20160330152314-01-01
5,Pubbing,Pubbing,0.924432,2016,03,30,15,23,14,01-01,20160330152314-01-01
4,Microwave,Microwave,0.947014,2016,03,30,15,23,14,01-01,20160330152314-01-01
3,Dish_Washer,Dish_Washer,0.951065,2016,03,30,15,23,14,01-01,20160330152314-01-01
2,Oven,Oven,0.955032,2016,03,30,15,23,14,01-01,20160330152314-01-01
1,Stove,Stove,0.963641,2016,03,30,15,23,14,01-01,20160330152314-01-01
0,Mixed_Color,Mixed_Color,0.966109,2016,03,30,15,23,14,01-01,20160330152314-01-01
16,Appliance,Appliance,0.51259,2016,03,30,13,04,57,19-00,20160330130457-19-00
15,Table_Tennis,Table_Tennis,0.529459,2016,03,30,13,04,57,19-00,20160330130457-19-00
14,Whiskey,Whiskey,0.532926,2016,03,30,13,04,57,19-00,20160330130457-19-00
13,Industrial_Space,Industrial_Space,0.558035,2016,03,30,13,04,57,19-00,20160330130457-19-00
12,Disturbance,Disturbance,0.707508,2016,03,30,13,04,57,19-00,20160330130457-19-00
11,Beauty_Salon,Beauty_Salon,0.833088,2016,03,30,13,04,57,19-00,20160330130457-19-00
10,Engine_or_Control_Room,Engine_or_Control_Room,0.844075,2016,03,30,13,04,57,19-00,20160330130457-19-00
9,Engine_Room,Engine_Room,0.850933,2016,03,30,13,04,57,19-00,20160330130457-19-00
8,Stockroom,Stockroom,0.861217,2016,03,30,13,04,57,19-00,20160330130457-19-00
7,Riot,Riot,0.884023,2016,03,30,13,04,57,19-00,20160330130457-19-00
6,Control_Room,Control_Room,0.893512,2016,03,30,13,04,57,19-00,20160330130457-19-00
5,Microwave,Microwave,0.906489,2016,03,30,13,04,57,19-00,20160330130457-19-00
4,Pubbing,Pubbing,0.942668,2016,03,30,13,04,57,19-00,20160330130457-19-00
3,Dish_Washer,Dish_Washer,0.944634,2016,03,30,13,04,57,19-00,20160330130457-19-00
2,Oven,Oven,0.94508,2016,03,30,13,04,57,19-00,20160330130457-19-00
1,Stove,Stove,0.966481,2016,03,30,13,04,57,19-00,20160330130457-19-00
0,Mixed_Color,Mixed_Color,0.972647,2016,03,30,13,04,57,19-00,20160330130457-19-00
17,Eatery_Space,Eatery_Space,0.503243,2016,03,30,13,20,07,36-01,20160330132007-36-01
16,Appliance,Appliance,0.508038,2016,03,30,13,20,07,36-01,20160330132007-36-01
15,Archery,Archery,0.639066,2016,03,30,13,20,07,36-01,20160330132007-36-01
14,Industrial_Space,Industrial_Space,0.64526,2016,03,30,13,20,07,36-01,20160330132007-36-01
13,Living_Room,Living_Room,0.666704,2016,03,30,13,20,07,36-01,20160330132007-36-01
12,Table_Tennis,Table_Tennis,0.702899,2016,03,30,13,20,07,36-01,20160330132007-36-01
11,Riot,Riot,0.758975,2016,03,30,13,20,07,36-01,20160330132007-36-01
10,Beauty_Salon,Beauty_Salon,0.789904,2016,03,30,13,20,07,36-01,20160330132007-36-01
9,Engine_or_Control_Room,Engine_or_Control_Room,0.812411,2016,03,30,13,20,07,36-01,20160330132007-36-01
8,Engine_Room,Engine_Room,0.860115,2016,03,30,13,20,07,36-01,20160330132007-36-01
7,Stockroom,Stockroom,0.861581,2016,03,30,13,20,07,36-01,20160330132007-36-01
6,Control_Room,Control_Room,0.888147,2016,03,30,13,20,07,36-01,20160330132007-36-01
5,Pubbing,Pubbing,0.906638,2016,03,30,13,20,07,36-01,20160330132007-36-01
4,Toaster,Toaster,0.916497,2016,03,30,13,20,07,36-01,20160330132007-36-01
3,Dish_Washer,Dish_Washer,0.927175,2016,03,30,13,20,07,36-01,20160330132007-36-01
2,Oven,Oven,0.954933,2016,03,30,13,20,07,36-01,20160330132007-36-01
1,Stove,Stove,0.968567,2016,03,30,13,20,07,36-01,20160330132007-36-01
0,Mixed_Color,Mixed_Color,0.971829,2016,03,30,13,20,07,36-01,20160330132007-36-01
14,Appliance,Appliance,0.525122,2016,03,30,12,53,57,07-00,20160330125357-07-00
13,Archery,Archery,0.546774,2016,03,30,12,53,57,07-00,20160330125357-07-00
12,Engine_or_Control_Room,Engine_or_Control_Room,0.788318,2016,03,30,12,53,57,07-00,20160330125357-07-00
11,Table_Tennis,Table_Tennis,0.794918,2016,03,30,12,53,57,07-00,20160330125357-07-00
10,Engine_Room,Engine_Room,0.809637,2016,03,30,12,53,57,07-00,20160330125357-07-00
9,Beauty_Salon,Beauty_Salon,0.817898,2016,03,30,12,53,57,07-00,20160330125357-07-00
8,Riot,Riot,0.833474,2016,03,30,12,53,57,07-00,20160330125357-07-00
7,Stockroom,Stockroom,0.855307,2016,03,30,12,53,57,07-00,20160330125357-07-00
6,Control_Room,Control_Room,0.888327,2016,03,30,12,53,57,07-00,20160330125357-07-00
5,Pubbing,Pubbing,0.90452,2016,03,30,12,53,57,07-00,20160330125357-07-00
4,Dish_Washer,Dish_Washer,0.912442,2016,03,30,12,53,57,07-00,20160330125357-07-00
3,Microwave,Microwave,0.918909,2016,03,30,12,53,57,07-00,20160330125357-07-00
2,Oven,Oven,0.954514,2016,03,30,12,53,57,07-00,20160330125357-07-00
1,Stove,Stove,0.962301,2016,03,30,12,53,57,07-00,20160330125357-07-00
0,Mixed_Color,Mixed_Color,0.970356,2016,03,30,12,53,57,07-00,20160330125357-07-00
14,Appliance,Appliance,0.522197,2016,03,30,12,59,26,11-01,20160330125926-11-01
13,Engine_or_Control_Room,Engine_or_Control_Room,0.620229,2016,03,30,12,59,26,11-01,20160330125926-11-01
12,Motor_Sport,Motor_Sport,0.626557,2016,03,30,12,59,26,11-01,20160330125926-11-01
11,Archery,Archery,0.67699,2016,03,30,12,59,26,11-01,20160330125926-11-01
10,Engine_Room,Engine_Room,0.768989,2016,03,30,12,59,26,11-01,20160330125926-11-01
9,Control_Room,Control_Room,0.796125,2016,03,30,12,59,26,11-01,20160330125926-11-01
8,Beauty_Salon,Beauty_Salon,0.814326,2016,03,30,12,59,26,11-01,20160330125926-11-01
7,Stockroom,Stockroom,0.867404,2016,03,30,12,59,26,11-01,20160330125926-11-01
6,Riot,Riot,0.873423,2016,03,30,12,59,26,11-01,20160330125926-11-01
5,Pubbing,Pubbing,0.892546,2016,03,30,12,59,26,11-01,20160330125926-11-01
4,Dish_Washer,Dish_Washer,0.918177,2016,03,30,12,59,26,11-01,20160330125926-11-01
3,Microwave,Microwave,0.931821,2016,03,30,12,59,26,11-01,20160330125926-11-01
2,Oven,Oven,0.943618,2016,03,30,12,59,26,11-01,20160330125926-11-01
1,Stove,Stove,0.948465,2016,03,30,12,59,26,11-01,20160330125926-11-01
0,Mixed_Color,Mixed_Color,0.96915,2016,03,30,12,59,26,11-01,20160330125926-11-01
11,Appliance,Appliance,0.51862,2016,03,30,12,50,00,04-00,20160330125000-04-00
10,Dining_Car,Dining_Car,0.595308,2016,03,30,12,50,00,04-00,20160330125000-04-00
9,Beauty_Salon,Beauty_Salon,0.728588,2016,03,30,12,50,00,04-00,20160330125000-04-00
8,Control_Room,Control_Room,0.841219,2016,03,30,12,50,00,04-00,20160330125000-04-00
7,Stockroom,Stockroom,0.849632,2016,03,30,12,50,00,04-00,20160330125000-04-00
6,Riot,Riot,0.859442,2016,03,30,12,50,00,04-00,20160330125000-04-00
5,Pubbing,Pubbing,0.925491,2016,03,30,12,50,00,04-00,20160330125000-04-00
4,Dish_Washer,Dish_Washer,0.929922,2016,03,30,12,50,00,04-00,20160330125000-04-00
3,Bottled_Water,Bottled_Water,0.940517,2016,03,30,12,50,00,04-00,20160330125000-04-00
2,Stove,Stove,0.943956,2016,03,30,12,50,00,04-00,20160330125000-04-00
1,Oven,Oven,0.952195,2016,03,30,12,50,00,04-00,20160330125000-04-00
0,Mixed_Color,Mixed_Color,0.962379,2016,03,30,12,50,00,04-00,20160330125000-04-00
13,Storm,Storm,0.509868,2016,03,30,12,55,48,08-01,20160330125548-08-01
12,Appliance,Appliance,0.515545,2016,03,30,12,55,48,08-01,20160330125548-08-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.578943,2016,03,30,12,55,48,08-01,20160330125548-08-01
10,Beauty_Salon,Beauty_Salon,0.682632,2016,03,30,12,55,48,08-01,20160330125548-08-01
9,Table_Tennis,Table_Tennis,0.745725,2016,03,30,12,55,48,08-01,20160330125548-08-01
8,Riot,Riot,0.846793,2016,03,30,12,55,48,08-01,20160330125548-08-01
7,Stockroom,Stockroom,0.848299,2016,03,30,12,55,48,08-01,20160330125548-08-01
6,Control_Room,Control_Room,0.863204,2016,03,30,12,55,48,08-01,20160330125548-08-01
5,Microwave,Microwave,0.906446,2016,03,30,12,55,48,08-01,20160330125548-08-01
4,Dish_Washer,Dish_Washer,0.940331,2016,03,30,12,55,48,08-01,20160330125548-08-01
3,Stove,Stove,0.940651,2016,03,30,12,55,48,08-01,20160330125548-08-01
2,Pubbing,Pubbing,0.940895,2016,03,30,12,55,48,08-01,20160330125548-08-01
1,Oven,Oven,0.955567,2016,03,30,12,55,48,08-01,20160330125548-08-01
0,Mixed_Color,Mixed_Color,0.969983,2016,03,30,12,55,48,08-01,20160330125548-08-01
15,Magenta,Magenta,0.515669,2016,03,30,13,13,56,29-01,20160330131356-29-01
14,Table_Tennis,Table_Tennis,0.627255,2016,03,30,13,13,56,29-01,20160330131356-29-01
13,Industrial_Space,Industrial_Space,0.680329,2016,03,30,13,13,56,29-01,20160330131356-29-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.733503,2016,03,30,13,13,56,29-01,20160330131356-29-01
11,Assembly_Plant,Assembly_Plant,0.765966,2016,03,30,13,13,56,29-01,20160330131356-29-01
10,Archery,Archery,0.780527,2016,03,30,13,13,56,29-01,20160330131356-29-01
9,Car_Repair_Shop,Car_Repair_Shop,0.789006,2016,03,30,13,13,56,29-01,20160330131356-29-01
8,Stockroom,Stockroom,0.842958,2016,03,30,13,13,56,29-01,20160330131356-29-01
7,Riot,Riot,0.859806,2016,03,30,13,13,56,29-01,20160330131356-29-01
6,Pubbing,Pubbing,0.873961,2016,03,30,13,13,56,29-01,20160330131356-29-01
5,Toaster,Toaster,0.901757,2016,03,30,13,13,56,29-01,20160330131356-29-01
4,Engine_Room,Engine_Room,0.924159,2016,03,30,13,13,56,29-01,20160330131356-29-01
3,Dish_Washer,Dish_Washer,0.938182,2016,03,30,13,13,56,29-01,20160330131356-29-01
2,Oven,Oven,0.961206,2016,03,30,13,13,56,29-01,20160330131356-29-01
1,Stove,Stove,0.964009,2016,03,30,13,13,56,29-01,20160330131356-29-01
0,Mixed_Color,Mixed_Color,0.97257,2016,03,30,13,13,56,29-01,20160330131356-29-01
16,Appliance,Appliance,0.501147,2016,03,30,13,20,23,37-01,20160330132023-37-01
15,Living_Room,Living_Room,0.529989,2016,03,30,13,20,23,37-01,20160330132023-37-01
14,Archery,Archery,0.591884,2016,03,30,13,20,23,37-01,20160330132023-37-01
13,Industrial_Space,Industrial_Space,0.61119,2016,03,30,13,20,23,37-01,20160330132023-37-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.732102,2016,03,30,13,20,23,37-01,20160330132023-37-01
11,Riot,Riot,0.749286,2016,03,30,13,20,23,37-01,20160330132023-37-01
10,Engine_Room,Engine_Room,0.776199,2016,03,30,13,20,23,37-01,20160330132023-37-01
9,Table_Tennis,Table_Tennis,0.782862,2016,03,30,13,20,23,37-01,20160330132023-37-01
8,Beauty_Salon,Beauty_Salon,0.804735,2016,03,30,13,20,23,37-01,20160330132023-37-01
7,Stockroom,Stockroom,0.857798,2016,03,30,13,20,23,37-01,20160330132023-37-01
6,Control_Room,Control_Room,0.864019,2016,03,30,13,20,23,37-01,20160330132023-37-01
5,Pubbing,Pubbing,0.883634,2016,03,30,13,20,23,37-01,20160330132023-37-01
4,Microwave,Microwave,0.910842,2016,03,30,13,20,23,37-01,20160330132023-37-01
3,Dish_Washer,Dish_Washer,0.911272,2016,03,30,13,20,23,37-01,20160330132023-37-01
2,Oven,Oven,0.955262,2016,03,30,13,20,23,37-01,20160330132023-37-01
1,Stove,Stove,0.967614,2016,03,30,13,20,23,37-01,20160330132023-37-01
0,Mixed_Color,Mixed_Color,0.973729,2016,03,30,13,20,23,37-01,20160330132023-37-01
14,Whiskey,Whiskey,0.500122,2016,03,30,13,02,52,15-00,20160330130252-15-00
13,Appliance,Appliance,0.517532,2016,03,30,13,02,52,15-00,20160330130252-15-00
12,Disturbance,Disturbance,0.539549,2016,03,30,13,02,52,15-00,20160330130252-15-00
11,Engine_or_Control_Room,Engine_or_Control_Room,0.726478,2016,03,30,13,02,52,15-00,20160330130252-15-00
10,Beauty_Salon,Beauty_Salon,0.820498,2016,03,30,13,02,52,15-00,20160330130252-15-00
9,Riot,Riot,0.841071,2016,03,30,13,02,52,15-00,20160330130252-15-00
8,Control_Room,Control_Room,0.845627,2016,03,30,13,02,52,15-00,20160330130252-15-00
7,Engine_Room,Engine_Room,0.847176,2016,03,30,13,02,52,15-00,20160330130252-15-00
6,Stockroom,Stockroom,0.861174,2016,03,30,13,02,52,15-00,20160330130252-15-00
5,Microwave,Microwave,0.931847,2016,03,30,13,02,52,15-00,20160330130252-15-00
4,Pubbing,Pubbing,0.934354,2016,03,30,13,02,52,15-00,20160330130252-15-00
3,Dish_Washer,Dish_Washer,0.938141,2016,03,30,13,02,52,15-00,20160330130252-15-00
2,Oven,Oven,0.942485,2016,03,30,13,02,52,15-00,20160330130252-15-00
1,Stove,Stove,0.962392,2016,03,30,13,02,52,15-00,20160330130252-15-00
0,Mixed_Color,Mixed_Color,0.971773,2016,03,30,13,02,52,15-00,20160330130252-15-00
14,Appliance,Appliance,0.522363,2016,03,30,12,57,53,10-00,20160330125753-10-00
13,Motor_Sport,Motor_Sport,0.550991,2016,03,30,12,57,53,10-00,20160330125753-10-00
12,Table_Tennis,Table_Tennis,0.59856,2016,03,30,12,57,53,10-00,20160330125753-10-00
11,Engine_Room,Engine_Room,0.64317,2016,03,30,12,57,53,10-00,20160330125753-10-00
10,Engine_or_Control_Room,Engine_or_Control_Room,0.728836,2016,03,30,12,57,53,10-00,20160330125753-10-00
9,Beauty_Salon,Beauty_Salon,0.79617,2016,03,30,12,57,53,10-00,20160330125753-10-00
8,Control_Room,Control_Room,0.822938,2016,03,30,12,57,53,10-00,20160330125753-10-00
7,Riot,Riot,0.855976,2016,03,30,12,57,53,10-00,20160330125753-10-00
6,Stockroom,Stockroom,0.865768,2016,03,30,12,57,53,10-00,20160330125753-10-00
5,Pubbing,Pubbing,0.900993,2016,03,30,12,57,53,10-00,20160330125753-10-00
4,Microwave,Microwave,0.904002,2016,03,30,12,57,53,10-00,20160330125753-10-00
3,Oven,Oven,0.947004,2016,03,30,12,57,53,10-00,20160330125753-10-00
2,Dish_Washer,Dish_Washer,0.94935,2016,03,30,12,57,53,10-00,20160330125753-10-00
1,Stove,Stove,0.951437,2016,03,30,12,57,53,10-00,20160330125753-10-00
0,Mixed_Color,Mixed_Color,0.969996,2016,03,30,12,57,53,10-00,20160330125753-10-00
15,Appliance,Appliance,0.528513,2016,03,30,15,45,42,07-00,20160330154542-07-00
14,Riot,Riot,0.645049,2016,03,30,15,45,42,07-00,20160330154542-07-00
13,Big_Group,Big_Group,0.6901,2016,03,30,15,45,42,07-00,20160330154542-07-00
12,Engine_Room,Engine_Room,0.794126,2016,03,30,15,45,42,07-00,20160330154542-07-00
11,Table_Tennis,Table_Tennis,0.805389,2016,03,30,15,45,42,07-00,20160330154542-07-00
10,Stockroom,Stockroom,0.805977,2016,03,30,15,45,42,07-00,20160330154542-07-00
9,Archery,Archery,0.820624,2016,03,30,15,45,42,07-00,20160330154542-07-00
8,Beauty_Salon,Beauty_Salon,0.83879,2016,03,30,15,45,42,07-00,20160330154542-07-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.849235,2016,03,30,15,45,42,07-00,20160330154542-07-00
6,Control_Room,Control_Room,0.879967,2016,03,30,15,45,42,07-00,20160330154542-07-00
5,Pubbing,Pubbing,0.880437,2016,03,30,15,45,42,07-00,20160330154542-07-00
4,Microwave,Microwave,0.921038,2016,03,30,15,45,42,07-00,20160330154542-07-00
3,Oven,Oven,0.939027,2016,03,30,15,45,42,07-00,20160330154542-07-00
2,Dish_Washer,Dish_Washer,0.955839,2016,03,30,15,45,42,07-00,20160330154542-07-00
1,Stove,Stove,0.958264,2016,03,30,15,45,42,07-00,20160330154542-07-00
0,Mixed_Color,Mixed_Color,0.969822,2016,03,30,15,45,42,07-00,20160330154542-07-00
14,Appliance,Appliance,0.520377,2016,03,30,13,00,30,12-01,20160330130030-12-01
13,Archery,Archery,0.588144,2016,03,30,13,00,30,12-01,20160330130030-12-01
12,Engine_or_Control_Room,Engine_or_Control_Room,0.593505,2016,03,30,13,00,30,12-01,20160330130030-12-01
11,Big_Group,Big_Group,0.598458,2016,03,30,13,00,30,12-01,20160330130030-12-01
