seq,id,changes/0/rev,deleted,doc/_id,doc/_rev,doc/_deleted,doc/year,doc/month,doc/day,doc/hour,doc/minute,doc/second,doc/imagebox,doc/alchemy/text,doc/alchemy/score,doc/visual/image,doc/visual/scores/0/classifier_id,doc/visual/scores/0/name,doc/visual/scores/0/score,doc/visual/scores/1/classifier_id,doc/visual/scores/1/name,doc/visual/scores/1/score,doc/visual/scores/2/classifier_id,doc/visual/scores/2/name,doc/visual/scores/2/score,doc/visual/scores/3/classifier_id,doc/visual/scores/3/name,doc/visual/scores/3/score,doc/visual/scores/4/classifier_id,doc/visual/scores/4/name,doc/visual/scores/4/score,doc/visual/scores/5/classifier_id,doc/visual/scores/5/name,doc/visual/scores/5/score,doc/visual/scores/6/classifier_id,doc/visual/scores/6/name,doc/visual/scores/6/score,doc/visual/scores/7/classifier_id,doc/visual/scores/7/name,doc/visual/scores/7/score,doc/visual/scores/8/classifier_id,doc/visual/scores/8/name,doc/visual/scores/8/score,doc/visual/scores/9/classifier_id,doc/visual/scores/9/name,doc/visual/scores/9/score,doc/visual/scores/10/classifier_id,doc/visual/scores/10/name,doc/visual/scores/10/score,doc/visual/scores/11/classifier_id,doc/visual/scores/11/name,doc/visual/scores/11/score,doc/visual/scores/12/classifier_id,doc/visual/scores/12/name,doc/visual/scores/12/score,doc/visual/scores/13/classifier_id,doc/visual/scores/13/name,doc/visual/scores/13/score,doc/visual/scores/14/classifier_id,doc/visual/scores/14/name,doc/visual/scores/14/score,doc/visual/scores/15/classifier_id,doc/visual/scores/15/name,doc/visual/scores/15/score,doc/visual/scores/16/classifier_id,doc/visual/scores/16/name,doc/visual/scores/16/score,doc/visual/scores/17/classifier_id,doc/visual/scores/17/name,doc/visual/scores/17/score,doc/visual/scores/18/classifier_id,doc/visual/scores/18/name,doc/visual/scores/18/score,doc/visual/scores/19/classifier_id,doc/visual/scores/19/name,doc/visual/scores/19/score,doc/visual/scores/20/classifier_id,doc/visual/scores/20/name,doc/visual/scores/20/score,doc/visual/scores/21/classifier_id,doc/visual/scores/21/name,doc/visual/scores/21/score,doc/visual/scores/22/classifier_id,doc/visual/scores/22/name,doc/visual/scores/22/score,doc/visual/scores/23/classifier_id,doc/visual/scores/23/name,doc/visual/scores/23/score,doc/visual/scores/24/classifier_id,doc/visual/scores/24/name,doc/visual/scores/24/score,doc/visual/scores/25/classifier_id,doc/visual/scores/25/name,doc/visual/scores/25/score,doc/status,doc/usage,doc/NOTICE,doc/url,doc/totalTransactions,doc/imageKeywords/0/text,doc/imageKeywords/0/score,doc/images/0/image,doc/images/0/scores/0/classifier_id,doc/images/0/scores/0/name,doc/images/0/scores/0/score,doc/images/0/scores/1/classifier_id,doc/images/0/scores/1/name,doc/images/0/scores/1/score,doc/images/0/scores/2/classifier_id,doc/images/0/scores/2/name,doc/images/0/scores/2/score,doc/images/0/scores/3/classifier_id,doc/images/0/scores/3/name,doc/images/0/scores/3/score,doc/images/0/scores/4/classifier_id,doc/images/0/scores/4/name,doc/images/0/scores/4/score,doc/images/0/scores/5/classifier_id,doc/images/0/scores/5/name,doc/images/0/scores/5/score,doc/images/0/scores/6/classifier_id,doc/images/0/scores/6/name,doc/images/0/scores/6/score,doc/images/0/scores/7/classifier_id,doc/images/0/scores/7/name,doc/images/0/scores/7/score,doc/images/0/scores/8/classifier_id,doc/images/0/scores/8/name,doc/images/0/scores/8/score,doc/images/0/scores/9/classifier_id,doc/images/0/scores/9/name,doc/images/0/scores/9/score,doc/images/0/scores/10/classifier_id,doc/images/0/scores/10/name,doc/images/0/scores/10/score,doc/images/0/scores/11/classifier_id,doc/images/0/scores/11/name,doc/images/0/scores/11/score,doc/images/0/scores/12/classifier_id,doc/images/0/scores/12/name,doc/images/0/scores/12/score,doc/images/0/scores/13/classifier_id,doc/images/0/scores/13/name,doc/images/0/scores/13/score,doc/images/0/scores/14/classifier_id,doc/images/0/scores/14/name,doc/images/0/scores/14/score,doc/images/0/scores/15/classifier_id,doc/images/0/scores/15/name,doc/images/0/scores/15/score,doc/images/0/scores/16/classifier_id,doc/images/0/scores/16/name,doc/images/0/scores/16/score,doc/images/0/scores/17/classifier_id,doc/images/0/scores/17/name,doc/images/0/scores/17/score,doc/images/0/scores/18/classifier_id,doc/images/0/scores/18/name,doc/images/0/scores/18/score,doc/images/0/scores/19/classifier_id,doc/images/0/scores/19/name,doc/images/0/scores/19/score,doc/imageKeywords/1/text,doc/imageKeywords/1/score,doc/visual/scores/26/classifier_id,doc/visual/scores/26/name,doc/visual/scores/26/score,doc/visual/scores/27/classifier_id,doc/visual/scores/27/name,doc/visual/scores/27/score
984-g1AAAAPTeJy90ktqwzAQBmCRBNJbtMtsbOSHbGeV3KTVaGSM8YM4DoSQ0i5Kr9HcJL1JexNXD2-yswP1RgKB_o-fmYIQ8pDNkawQRN3ILULgQukgL5x9yyvkDfquKOoD8qp1K9kW6seME3jsui7P5vxUqoel8AWLqDci5xb1B6DwpE7Y9O6rcf1ExpQGI6JuXTbE3Wr3uXc_jBtgLBIWjIi6o--Ldt96tzEuQMI8Ft7dd8hwq4U6ybu6FP2l7bOx13GYSoz-dcbWvlj7qu2j3S9GgdJ0gt7f1v7R9qfdsQg9zpIJev9a28x7Z2wuPJBpPCIu_wOBLUIv,20160529222121-759-01,1-869007cf1f9cfc9cc9116cadb363ba31,,20160529222121-759-01,1-869007cf1f9cfc9cc9116cadb363ba31,,2016,05,29,22,21,21,18x94+356+114,night,0.999999,20160529222121-759-01.jpg,Black,Black,0.948492,Prison,Prison,0.914354,Snake,Snake,0.905082,Lamp,Lamp,0.885219,Refrigerator,Refrigerator,0.882977,Greenery,Greenery,0.874492,Night_Sky,Night_Sky,0.850441,Microwave,Microwave,0.813805,Forest,Forest,0.790449,Apartment_Building,Apartment_Building,0.766778,Adventure_Sport,Adventure_Sport,0.710173,Wild_Fire,Wild_Fire,0.702104,Camping,Camping,0.701002,Gray,Gray,0.654652,Burning,Burning,0.581064,Professional_Wrestling,Professional_Wrestling,0.580701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985-g1AAAAPTeJy90ktqwzAQBmCRBNJbtMtsbOSHbGeV3KTVaGSM8YM4DoSQ0m7aazQ3SW_S3sTVw5vs7EC9kUCg_-NnpiCEPGRzJCsEUTdyixC4UDrIC2ff8gp5g74rivqAvGrdSraF-jHjBB67rsuzOT-V6mEpfMEi6o3IuUX9ASg8qRM2vftqXD-RMaXBiKhblw1xt9p97t0P4wYYi4QFI6Lu6Pui3bfebYwLkDCPhXf3HTLcaqFO8q4uRX9p-2zsdRymEqN_nbG1L9a-avto94tRoDSdoPe3tX-0_Wl3LEKPs2SC3r_WNvPeGZsLD2Qaj4jL_wCDzkIw,20160530170729-915-00,1-065622e32d0b4dfdc45cfb22998b35d5,,20160530170729-915-00,1-065622e32d0b4dfdc45cfb22998b35d5,,2016,05,30,17,07,29,62x58+358+272,NO_TAGS,,20160530170729-915-00.jpg,Stove,Stove,0.944382,Voting_Booth,Voting_Booth,0.934329,Pina_Colada,Pina_Colada,0.910192,Female_Adult,Female_Adult,0.899969,Candied_Apple,Candied_Apple,0.897999,Dish_Washer,Dish_Washer,0.890502,Maternity_Ward,Maternity_Ward,0.884926,Mixed_Color,Mixed_Color,0.855447,Big_Group,Big_Group,0.775399,Tool,Tool,0.73058,Beauty_Salon,Beauty_Salon,0.727349,Sunroom,Sunroom,0.707364,Archery,Archery,0.664111,Crowd,Crowd,0.647142,Male_Adult,Male_Adult,0.621807,Living_Room,Living_Room,0.619193,Pubbing,Pubbing,0.586537,Adventure_Sport,Adventure_Sport,0.559964,Celebrating,Celebrating,0.558535,Sweet_Treat,Sweet_Treat,0.555891,Medical_Space,Medical_Space,0.523929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTUqRWrBVEEN3oNfQmehO9SU2TgrhrBd1MIJD_mMzEhJBO1ETSRxDLVE4QXAsWA-TxYJ3xBHmKjiXi5QZ5klmJzGL1osEJdPM8n0dNvluoi7ZwBPOoXSPnE3UqoNBTFcalu9euE0ifUrdG1KfLqriTwp2W7km7LvoiYG6NqC_6nRXuoXRT7QIEzGbDr_utMtykpSo5qkPRl_dfj_xhKNH76YyNfTX2rbC3Zr8YBUrDP_R9N_ajsM9mxzy0OQv-0PfT2HreK21zYYMM_Rpx8xeFe0Ix,20160530123937-851-01,1-cba9663fdbe3f3de3d7096e4067cfc71,,20160530123937-851-01,1-cba9663fdbe3f3de3d7096e4067cfc71,,2016,05,30,12,39,37,20x108+358+98,NO_TAGS,,20160530123937-851-01.jpg,Stove,Stove,0.926706,Dish_Washer,Dish_Washer,0.917711,Sewing_Machine,Sewing_Machine,0.909923,Washer_and_Dryer,Washer_and_Dryer,0.901414,Maternity_Ward,Maternity_Ward,0.893752,Archery,Archery,0.852749,Recovery_Room,Recovery_Room,0.831941,Bathroom,Bathroom,0.817688,Camping,Camping,0.800281,Tae_Kwando,Tae_Kwando,0.787536,Rest_Room,Rest_Room,0.783785,Mixed_Color,Mixed_Color,0.756478,Adventure_Sport,Adventure_Sport,0.749513,Living_Room,Living_Room,0.743013,Tool,Tool,0.724884,Conference_Room,Conference_Room,0.536947,Snow_Sport,Snow_Sport,0.512521,Residential_Space,Residential_Space,0.505428,Bedroom,Bedroom,0.502988,Appliance,Appliance,0.502123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTUqRWrBVEEN2Ix9Cb6E30JjVNCuKuFXQzgUD-YzITE0I6URNJH0EsUzlBcC1YDJDHg3XGE-QpOpaIlxvkSWYlMovViwYn0M3zfB41-W6hLtrCEcyjdo2cT9SpgEJPVRiX7l67TiB9St0aUZ8uq-JOCndauiftuuiLgLk1or7od1a4h9JNtQsQMJsNv-63ynCTlqrkqA5FX95_PfKHoUTvpzM29tXYt8Lemv1iFCgN_9D33diPwj6bHfPQ5iz4Q99PY-t5r7TNhQ0y9GvEzV-GMEIy,20160530061745-771-00,1-80645fcda315706d5ce2c3d29338d37a,,20160530061745-771-00,1-80645fcda315706d5ce2c3d29338d37a,,2016,05,30,06,17,45,92x184+236+168,punk,0.331812,20160530061745-771-00.jpg,Donkey,Donkey,0.851376,Stove,Stove,0.821923,Prison,Prison,0.806364,Monkey,Monkey,0.802954,Adventure_Sport,Adventure_Sport,0.719737,Snack_Food,Snack_Food,0.679219,Climbing,Climbing,0.676061,Zoo,Zoo,0.675622,Mixed_Color,Mixed_Color,0.657471,Stockroom,Stockroom,0.598082,Sparkling_Wine,Sparkling_Wine,0.593046,Gray,Gray,0.572589,Earthquake,Earthquake,0.562886,Crowd,Crowd,0.557986,Waterfall,Waterfall,0.526113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988-g1AAAAPTeJy90ktqwzAQBmCRBNJbtMtsbOSHbGeV3KTVaGSM8YM4DoRA2m5Kj9HcJL1JexNXD2-yswP1RgKB_o-fmYIQ8pDNkawQRN3ILULgQukgL5x9yyvkDfquKOoD8qp1K9kW6seME3jsui7P5vxUqoel8AWLqDci5xb1B6DwpE7Y9O6rcf1ExpQGI6JuXTbE3Wr3uXc_jBtgLBIWjIi6o--Ldt96tzEuQMI8Ft7dd8hwq4U6ybu6FP2l7bOx13GYSoz-dcbWvlj7qu2j3S9GgdJ0gt7f1v7R9qfdsQg9zpIJev9a28x7Z2wuPJBpPCIu_wOJSUIz,20160528184602-605-01,1-efd24ec20e3afa712e26d7ea6eeafb4f,,20160528184602-605-01,1-efd24ec20e3afa712e26d7ea6eeafb4f,,2016,05,28,18,46,02,40x190+348+0,NO_TAGS,,20160528184602-605-01.jpg,Icicles,Icicles,0.886208,Head_and_Shoulders,Head_and_Shoulders,0.879035,Stove,Stove,0.870982,Religious_Space,Religious_Space,0.844567,Pigeon,Pigeon,0.823417,Prison,Prison,0.797063,Engine_Room,Engine_Room,0.738193,Mixed_Color,Mixed_Color,0.724735,Sparkling_Wine,Sparkling_Wine,0.711263,Living_Room,Living_Room,0.64689,Disturbance,Disturbance,0.592494,Gray,Gray,0.583451,Tool,Tool,0.568054,Whiskey,Whiskey,0.562224,Pubbing,Pubbing,0.547072,Adventure_Sport,Adventure_Sport,0.544949,Riot,Riot,0.519685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTUqRWrBXEhboRj6E30ZvoTWqaFMRdK-hmAoH8x2QmJoR0oiaSPoJYpnKC4FqwGCCPB-uMJ8hTdCwRLzfIk8xKZBarFw1OoJvn-Txq8t1CXbSFI5hH7Ro5n6hTAYWeqjAu3b12nUD6lLo1oj5dVsWdFO60dE_addEXAXNrRH3R76xwD6WbahcgYDYbft1vleEmLVXJUR2Kvrz_euQPQ4neT2ds7Kuxb4W9NfvFKFAa_qHvu7EfhX02O-ahzVnwh76fxtbzXmmbCxtk6NeIm78AivZCNA,20160530130150-858-01,1-80d1615a655ba635ed3a35f1d1d49ffd,,20160530130150-858-01,1-80d1615a655ba635ed3a35f1d1d49ffd,,2016,05,30,13,01,50,42x64+398+128,NO_TAGS,,20160530130150-858-01.jpg,Stove,Stove,0.967327,Dish_Washer,Dish_Washer,0.955606,Toaster,Toaster,0.948235,Washer_and_Dryer,Washer_and_Dryer,0.92996,Mixed_Color,Mixed_Color,0.899185,Voting_Booth,Voting_Booth,0.838028,Barber_Shop,Barber_Shop,0.792723,Recovery_Room,Recovery_Room,0.78903,Engine_Room,Engine_Room,0.766544,Living_Room,Living_Room,0.765482,Archery,Archery,0.761378,Tool,Tool,0.685247,Tae_Kwando,Tae_Kwando,0.671295,Pubbing,Pubbing,0.658697,Medical_Space,Medical_Space,0.608344,Racquetball,Racquetball,0.568983,Appliance,Appliance,0.504221,Restaurant,Restaurant,0.503375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTUqRWrBUEQd2Ix9Cb6E30JjVNCuKuFXQzgUD-YzITE0I6URNJH0EsUzlBcC1YDJDHg3XGE-QpOpaIlxvkSWYlMovViwYn0M3zfB41-W6hLtrCEcyjdo2cT9SpgEJPVRiX7l67TiB9St0aUZ8uq-JOCndauiftuuiLgLk1or7od1a4h9JNtQsQMJsNv-63ynCTlqrkqA5FX95_PfKHoUTvpzM29tXYt8Lemv1iFCgN_9D33diPwj6bHfPQ5iz4Q99PY-t5r7TNhQ0y9GvEzV-Oh0I1,20160529235015-762-00,1-bc18f743a0f73231de0655cb820b9283,,20160529235015-762-00,1-bc18f743a0f73231de0655cb820b9283,,2016,05,29,23,50,15,76x44+458+238,NO_TAGS,,20160529235015-762-00.jpg,Toaster,Toaster,0.956568,Dish_Washer,Dish_Washer,0.95118,Refrigerator,Refrigerator,0.941514,Stove,Stove,0.923639,Maternity_Ward,Maternity_Ward,0.922239,Rest_Room,Rest_Room,0.884168,Locker_Room,Locker_Room,0.846869,Engine_Room,Engine_Room,0.838263,Big_Group,Big_Group,0.79486,Tae_Kwando,Tae_Kwando,0.747514,Medical_Space,Medical_Space,0.697295,Meatball,Meatball,0.670437,Pubbing,Pubbing,0.635691,Climbing,Climbing,0.628797,Crowd,Crowd,0.591833,Storm,Storm,0.55763,Tool,Tool,0.533318,Green,Green,0.509438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTUqRWrBUEQV3pMfQmehO9SU2TgrhrBd1MIJD_mMzEhJBO1ETSRxDLVE4QXAsWA-TxYJ3xBHmKjiXi5QZ5klmJzGL1osEJdPM8n0dNvluoi7ZwBPOoXSPnE3UqoNBTFcalu9euE0ifUrdG1KfLqriTwp2W7km7LvoiYG6NqC_6nRXuoXRT7QIEzGbDr_utMtykpSo5qkPRl_dfj_xhKNH76YyNfTX2rbC3Zr8YBUrDP_R9N_ajsM9mxzy0OQv-0PfT2HreK21zYYMM_Rpx8xeRKEI2,20160530170840-918-01,1-2130e5912bb692fa9f48064fa87dc576,,20160530170840-918-01,1-2130e5912bb692fa9f48064fa87dc576,,2016,05,30,17,08,40,54x74+362+262,NO_TAGS,,20160530170840-918-01.jpg,Stove,Stove,0.949949,Pina_Colada,Pina_Colada,0.937893,Candied_Apple,Candied_Apple,0.928788,Guitar,Guitar,0.90662,Voting_Booth,Voting_Booth,0.899481,Big_Group,Big_Group,0.853327,Female_Adult,Female_Adult,0.83323,Mixed_Color,Mixed_Color,0.802373,Beauty_Salon,Beauty_Salon,0.756733,Maternity_Ward,Maternity_Ward,0.756302,Shoe_Store,Shoe_Store,0.746566,Archery,Archery,0.735407,Living_Room,Living_Room,0.707664,Adventure_Sport,Adventure_Sport,0.701424,Male_Adult,Male_Adult,0.685483,Tool,Tool,0.672819,Shopping,Shopping,0.62282,Squash,Squash,0.529947,Sweet_Treat,Sweet_Treat,0.517154,Celebrating,Celebrating,0.507766,Residential_Space,Residential_Space,0.501018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTUqRWrBUEQV2Jt9Cb6E30JjVNCuKuFXQzgUD-YzITE0I6URNJH0EsUzlBcC1YDJDHg3XGE-QpOpaIlxvkSWYlMovViwYn0M3zfB41-W6hLtrCEcyjdo2cT9SpgEJPVRiX7l67TiB9St0aUZ8uq-JOCndauiftuuiLgLk1or7od1a4h9JNtQsQMJsNv-63ynCTlqrkqA5FX95_PfKHoUTvpzM29tXYt8Lemv1iFCgN_9D33diPwj6bHfPQ5iz4Q99PY-t5r7TNhQ0y9GvEzV-R3UI3,20160530070716-776-00,1-1e5d9689c0877bb17c3f068916d0e997,,20160530070716-776-00,1-1e5d9689c0877bb17c3f068916d0e997,,2016,05,30,07,07,16,58x148+408+50,NO_TAGS,,20160530070716-776-00.jpg,Mixed_Color,Mixed_Color,0.929145,Pubbing,Pubbing,0.915957,Stove,Stove,0.896127,Candle,Candle,0.894254,Popcorn,Popcorn,0.869622,Pina_Colada,Pina_Colada,0.856939,Big_Group,Big_Group,0.822781,Barber_Shop,Barber_Shop,0.797025,Stockroom,Stockroom,0.764972,Adventure_Sport,Adventure_Sport,0.752381,Engine_Room,Engine_Room,0.701408,Clothing_Store,Clothing_Store,0.6792,Shopping,Shopping,0.657354,Deep_Sea_Fishing,Deep_Sea_Fishing,0.63148,Crowd,Crowd,0.611378,Whiskey,Whiskey,0.586137,Celebrating,Celebrating,0.561801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993-g1AAAAPTeJy90kEKwjAQBdCggt5Cl24saWvautKbaCaTIlIrthUEQV2Jt9Cb6E30JjVNCuKuFXQzgUD-YzITEUI68yaSPoJYJXKC4FqwHCCPBmnGY-QJOpaIVhvkcWbFMovUiwYn0M3zfDFv8t1SXbSFI5hH7Ro5n6hTAYWeqjAu3b12nUD6lLo1oj5dVsWdFO60dE_addEXAXNrRH3R76xwD6WbahcgYDYbft1vleHGLVXJUR2Kvrz_euQPQ4neT2ds7Kuxb4W9NfvFKFAa_qHvu7EfhX02O-ahzVnwh76fxtbzXmubCxtk6NeIW7wAlAZCOA,20160529074945-640-01,1-188c9a8d15c0cc9425d43ab725c668c1,,20160529074945-640-01,1-188c9a8d15c0cc9425d43ab725c668c1,,2016,05,29,07,49,45,54x84+338+258,NO_TAGS,,20160529074945-640-01.jpg,Stove,Stove,0.911046,Engine_Room,Engine_Room,0.901603,Pubbing,Pubbing,0.899688,Mixed_Color,Mixed_Color,0.892896,Daiquiri,Daiquiri,0.877914,Food_Processor,Food_Processor,0.873383,Bottle,Bottle,0.869868,Crowd,Crowd,0.867349,Butcher_Shop,Butcher_Shop,0.824483,Bat_Sport,Bat_Sport,0.803235,Clothing_Store,Clothing_Store,0.793197,Tool,Tool,0.74204,Tea,Tea,0.707705,Adventure_Sport,Adventure_Sport,0.691671,Maternity_Ward,Maternity_Ward,0.652387,Candy,Candy,0.64655,Male_Adult,Male_Adult,0.6446,Living_Room,Living_Room,0.603093,Auto_Track_Racing,Auto_Track_Racing,0.59945,Tae_Kwando,Tae_Kwando,0.589772,Whiskey,Whiskey,0.58443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994-g1AAAAPTeJy90k0KwjAQBeCggt5Cl24saWvautKbaCaTUqRW1AqCoK7EW-hN9CZ6k5qfbty1gm4SCOR9PGZSQkgnaSLpI4jlWk4QfAcWA-TpYJPzDPkaPUekyy3yLHcymafqR4MT6BZFMU-afL9QD23hCRZQt0bOJ-pVQKGnThiX7sG4XiRDSv0aUZ8uq-JOtDst3bNxfQxFxPwaUV_0nWn3WLob4wJEzGXDr_tWGW7WUic5qUvRV20fjT0Kh7HE4KcztvbN2ndt7-x-MQqUxn_o_bD2U9sXu2MBupxFf-j9sraZ98rYXLgg47BG3PwNlbNCOQ,20160530131154-861-00,1-14ca377282fc62c330f62c695b946c82,,20160530131154-861-00,1-14ca377282fc62c330f62c695b946c82,,2016,05,30,13,11,54,34x60+438+34,NO_TAGS,,20160530131154-861-00.jpg,Stove,Stove,0.96922,Dish_Washer,Dish_Washer,0.959492,Washer_and_Dryer,Washer_and_Dryer,0.940043,Toaster,Toaster,0.935278,Mixed_Color,Mixed_Color,0.919178,Recovery_Room,Recovery_Room,0.908421,Rest_Room,Rest_Room,0.859954,Bathroom,Bathroom,0.852569,Engine_Room,Engine_Room,0.82964,Tae_Kwando,Tae_Kwando,0.804786,Tool,Tool,0.779217,Earthquake,Earthquake,0.760603,Archery,Archery,0.745997,Crowd,Crowd,0.653094,Engine_or_Control_Room,Engine_or_Control_Room,0.64842,Snow_Sport,Snow_Sport,0.647456,Pubbing,Pubbing,0.636803,Living_Room,Living_Room,0.623961,Skiing,Skiing,0.519352,Appliance,Appliance,0.514625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995-g1AAAAPTeJy90k0KwjAQBeCggt5Cl24saWvautKbaCaTUqRW1AqCoO70FnoTvYnepOanG3etoJsEAnkfj5mUENJJmkj6CGK5lhME34HFAHk62OQ8Q75GzxHpcos8y51M5qn60eAEukVRzJMm3y_UQ1t4ggXUrZHziXoVUOipE8alezCuF8mQUr9G1KfLqrgT7U5L92xcH0MRMb9G1Bd9Z9o9lu7GuAARc9nw675Vhpu11ElO6lL0VdtHY4_CYSwx-OmMrX2z9l3bO7tfjAKl8R96P6z91PbF7liALmfRH3q_rG3mvTI2Fy7IOKwRN38DmFRCOg,20160530171005-919-00,1-3a5fb7b3763cc6e754e44cf38532b925,,20160530171005-919-00,1-3a5fb7b3763cc6e754e44cf38532b925,,2016,05,30,17,10,05,48x118+390+132,NO_TAGS,,20160530171005-919-00.jpg,Stove,Stove,0.957537,Candle,Candle,0.880635,Dish_Washer,Dish_Washer,0.865732,Pigeon,Pigeon,0.863203,Voting_Booth,Voting_Booth,0.833348,Big_Group,Big_Group,0.792543,Female_Adult,Female_Adult,0.785354,Archery,Archery,0.727847,Dining_Room,Dining_Room,0.716532,Pubbing,Pubbing,0.714753,Tool,Tool,0.701273,Recovery_Room,Recovery_Room,0.69924,Rest_Room,Rest_Room,0.692384,Shopping,Shopping,0.674048,Living_Room,Living_Room,0.662037,Mixed_Color,Mixed_Color,0.66098,Crowd,Crowd,0.657515,Tae_Kwando,Tae_Kwando,0.611048,Adventure_Sport,Adventure_Sport,0.600736,Sweet_Treat,Sweet_Treat,0.544124,Bedroom,Bedroom,0.504821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTNFIVVGIh2HELbsJNuEnNn27sWgmbmWSS-X758l5KCOkkTSR9BLFcywmC78BigDwdbHKeIV-j54h0uUWe5U4m81T9aHAC3aIo5kmT7xfqoS08wQLq1sj5RL0KKPTUCePSPRjXi2RIqV8j6tNlVdyJdqelezauj6GImF8j6ou-M-0eS3djXICIuWz4dd8qw81a6iQndSn6qu2jsUfhMJYY_HTG1r5Z-67tnd0vRoHS-A-9H9Z-avtidyxAl7PoD71f1jbzXhmbCxdkHNaIm78Bm-VCOw,20160530001800-766-01,1-20a06eeef5d362121873bff9e3e76e96,,20160530001800-766-01,1-20a06eeef5d362121873bff9e3e76e96,,2016,05,30,00,18,00,26x208+358+0,night,1,20160530001800-766-01.jpg,Night_Sky,Night_Sky,0.952039,Black,Black,0.947317,Guitar,Guitar,0.926062,Prison,Prison,0.908878,Anechoic_Chamber,Anechoic_Chamber,0.893888,Jewel,Jewel,0.881881,Chainlink_Fence,Chainlink_Fence,0.871962,Snake,Snake,0.867385,Refrigerator,Refrigerator,0.865849,Wheat_Field,Wheat_Field,0.827743,Figure_Skating,Figure_Skating,0.757214,Snooker,Snooker,0.708732,Camping,Camping,0.659364,Golden_Gate_Bridge,Golden_Gate_Bridge,0.642953,Suspension_Bridge,Suspension_Bridge,0.598732,Professional_Wrestling,Professional_Wrestling,0.589479,Gray,Gray,0.57758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
